agency,year,state,population,ORI,total_officers,female_employees_officers,male_employees_officers,total_civilians,female_employees_civilians,male_employees_civilians,officers_killed_accident,officers_killed_felony,assault_injury_total,assault_injury_gun,assault_injury_knife,assault_injury_hand_feet,assault_injury_other,assault_no_injury_total,assault_no_injury_gun,assault_no_injury_knife,assault_no_injury_hand_feet,assault_no_injury_other,total_assault_total,total_assault_gun,total_assault_knife,total_assault_hand_feet,total_assault_other,all_oth_total_assault,ambush_total_assault,att_oth_arrest_total_assault,burglary_total_assault,civil_disorder_total_assault,cust_prisoners_total_assault,deranged_total_assault,disturbance_total_assault,robbery_total_assault,susp_pers_total_assault,traffic_total_assault
East Bethlehem Township Police Department,2016,Pennsylvania,2288,PA06322,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
East Bethlehem Township Police Department,2015,Pennsylvania,2301,PA06322,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
East Bethlehem Township Police Department,2014,Pennsylvania,2317,PA06322,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
East Bethlehem Township Police Department,2013,Pennsylvania,2331,PA06322,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
East Bethlehem Township Police Department,2012,Pennsylvania,2363,PA06322,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
East Bethlehem Township Police Department,2011,Pennsylvania,2362,PA06322,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
East Bethlehem Township Police Department,2010,Pennsylvania,2354,PA06322,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
East Bethlehem Township Police Department,2009,Pennsylvania,2332,PA06322,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
East Bethlehem Township Police Department,2006,Pennsylvania,2430,PA06322,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Bethlehem Township Police Department,2005,Pennsylvania,2444,PA06322,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
East Bethlehem Township Police Department,2004,Pennsylvania,2465,PA06322,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
East Bethlehem Township Police Department,2003,Pennsylvania,2487,PA06322,2,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
East Bethlehem Township Police Department,2002,Pennsylvania,2536,PA06322,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
East Bethlehem Township Police Department,2001,Pennsylvania,2525,PA06322,2,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0
East Bethlehem Township Police Department,2000,Pennsylvania,2524,PA06322,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
East Bethlehem Township Police Department,1999,Pennsylvania,2687,PA06322,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
East Bethlehem Township Police Department,1998,Pennsylvania,2730,PA06322,2,0,2,0,0,0,0,0,1,0,0,1,0,2,1,0,1,0,3,1,0,2,0,0,0,1,0,0,0,0,1,0,0,1
East Bethlehem Township Police Department,1997,Pennsylvania,3825,PA06322,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Bethlehem Township Police Department,1996,Pennsylvania,3837,PA06322,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
East Bethlehem Township Police Department,1995,Pennsylvania,3843,PA06322,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Bethlehem Township Police Department,1994,Pennsylvania,3837,PA06322,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Bethlehem Township Police Department,1993,Pennsylvania,3836,PA06322,3,0,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Bethlehem Township Police Department,1992,Pennsylvania,3820,PA06322,3,0,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Bethlehem Township Police Department,1991,Pennsylvania,3805,PA06322,3,0,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Bethlehem Township Police Department,1990,Pennsylvania,3780,PA06322,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
East Bethlehem Township Police Department,1989,Pennsylvania,4013,PA06322,3,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
East Bethlehem Township Police Department,1988,Pennsylvania,4144,PA06322,3,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
East Bethlehem Township Police Department,1987,Pennsylvania,4166,PA06322,3,0,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Bethlehem Township Police Department,1986,Pennsylvania,4358,PA06322,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
East Bethlehem Township Police Department,1985,Pennsylvania,4398,PA06322,3,0,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Bethlehem Township Police Department,1984,Pennsylvania,4416,PA06322,3,0,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Bethlehem Township Police Department,1983,Pennsylvania,4448,PA06322,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
East Bethlehem Township Police Department,1982,Pennsylvania,4437,PA06322,4,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,6,0,0,6,0,0,0,4,0,0,0,0,2,0,0,0
