agency,year,state,population,ORI,total_officers,female_employees_officers,male_employees_officers,total_civilians,female_employees_civilians,male_employees_civilians,officers_killed_accident,officers_killed_felony,assault_injury_total,assault_injury_gun,assault_injury_knife,assault_injury_hand_feet,assault_injury_other,assault_no_injury_total,assault_no_injury_gun,assault_no_injury_knife,assault_no_injury_hand_feet,assault_no_injury_other,total_assault_total,total_assault_gun,total_assault_knife,total_assault_hand_feet,total_assault_other,all_oth_total_assault,ambush_total_assault,att_oth_arrest_total_assault,burglary_total_assault,civil_disorder_total_assault,cust_prisoners_total_assault,deranged_total_assault,disturbance_total_assault,robbery_total_assault,susp_pers_total_assault,traffic_total_assault
Fairview Police Department,2016,Utah,1265,UT02003,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fairview Police Department,2015,Utah,1277,UT02003,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fairview Police Department,2014,Utah,1257,UT02003,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fairview Police Department,2013,Utah,1253,UT02003,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fairview Police Department,2012,Utah,1273,UT02003,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fairview Police Department,2011,Utah,1271,UT02003,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fairview Police Department,2010,Utah,1247,UT02003,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fairview Police Department,2009,Utah,1209,UT02003,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fairview Police Department,2008,Utah,1182,UT02003,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fairview Police Department,2007,Utah,1161,UT02003,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fairview Police Department,2006,Utah,1201,UT02003,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fairview Police Department,2005,Utah,1196,UT02003,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fairview Police Department,2004,Utah,1189,UT02003,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fairview Police Department,2003,Utah,1175,UT02003,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fairview Police Department,2002,Utah,1204,UT02003,2,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fairview Police Department,2001,Utah,1179,UT02003,2,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fairview Police Department,2000,Utah,1160,UT02003,2,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fairview Police Department,1999,Utah,1080,UT02003,2,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fairview Police Department,1998,Utah,1104,UT02003,2,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fairview Police Department,1997,Utah,1308,UT02003,2,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fairview Police Department,1996,Utah,1271,UT02003,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fairview Police Department,1995,Utah,1240,UT02003,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fairview Police Department,1994,Utah,1096,UT02003,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fairview Police Department,1993,Utah,1069,UT02003,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fairview Police Department,1992,Utah,1009,UT02003,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fairview Police Department,1991,Utah,986,UT02003,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fairview Police Department,1990,Utah,960,UT02003,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fairview Police Department,1989,Utah,1152,UT02003,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fairview Police Department,1987,Utah,1180,UT02003,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fairview Police Department,1986,Utah,1182,UT02003,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fairview Police Department,1985,Utah,1130,UT02003,2,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fairview Police Department,1984,Utah,1134,UT02003,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fairview Police Department,1983,Utah,1012,UT02003,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fairview Police Department,1982,Utah,972,UT02003,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
