agency,year,state,population,ORI,total_officers,female_employees_officers,male_employees_officers,total_civilians,female_employees_civilians,male_employees_civilians,officers_killed_accident,officers_killed_felony,assault_injury_total,assault_injury_gun,assault_injury_knife,assault_injury_hand_feet,assault_injury_other,assault_no_injury_total,assault_no_injury_gun,assault_no_injury_knife,assault_no_injury_hand_feet,assault_no_injury_other,total_assault_total,total_assault_gun,total_assault_knife,total_assault_hand_feet,total_assault_other,all_oth_total_assault,ambush_total_assault,att_oth_arrest_total_assault,burglary_total_assault,civil_disorder_total_assault,cust_prisoners_total_assault,deranged_total_assault,disturbance_total_assault,robbery_total_assault,susp_pers_total_assault,traffic_total_assault
Huntingburg Police,2015,Indiana,6039,IN01901,12,0,12,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Huntingburg Police,2014,Indiana,6078,IN01901,11,0,11,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Huntingburg Police,2012,Indiana,6120,IN01901,10,0,10,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Huntingburg Police,2011,Indiana,6088,IN01901,10,0,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Huntingburg Police,2010,Indiana,6057,IN01901,10,1,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Huntingburg Police,2009,Indiana,6147,IN01901,10,1,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Huntingburg Police,2008,Indiana,6139,IN01901,10,1,9,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Huntingburg Police,2007,Indiana,6107,IN01901,10,1,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Huntingburg Police,2005,Indiana,5922,IN01901,10,2,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Huntingburg Police,2004,Indiana,5854,IN01901,10,2,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Huntingburg Police,2003,Indiana,5846,IN01901,9,1,8,1,1,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0
Huntingburg Police,2002,Indiana,5671,IN01901,9,0,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Huntingburg Police,2001,Indiana,5630,IN01901,9,0,9,1,1,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0
Huntingburg Police,2000,Indiana,5598,IN01901,9,0,9,1,1,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0
Huntingburg Police,1999,Indiana,5295,IN01901,9,0,9,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Huntingburg Police,1998,Indiana,5295,IN01901,9,0,9,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Huntingburg Police,1997,Indiana,5968,IN01901,8,0,8,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Huntingburg Police,1996,Indiana,5945,IN01901,8,0,8,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Huntingburg Police,1995,Indiana,5907,IN01901,8,0,8,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Huntingburg Police,1994,Indiana,5776,IN01901,8,0,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Huntingburg Police,1993,Indiana,5737,IN01901,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Huntingburg Police,1992,Indiana,5353,IN01901,8,0,8,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Huntingburg Police,1991,Indiana,5304,IN01901,8,0,8,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Huntingburg Police,1990,Indiana,5242,IN01901,8,0,8,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Huntingburg Police,1989,Indiana,5485,IN01901,7,0,7,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Huntingburg Police,1988,Indiana,5437,IN01901,8,0,8,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Huntingburg Police,1987,Indiana,5377,IN01901,7,0,7,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Huntingburg Police,1986,Indiana,5460,IN01901,7,0,7,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Huntingburg Police,1985,Indiana,5339,IN01901,7,0,7,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Huntingburg Police,1984,Indiana,5339,IN01901,7,0,7,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Huntingburg Police,1983,Indiana,5419,IN01901,7,0,7,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Huntingburg Police,1982,Indiana,5412,IN01901,9,2,7,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Huntingburg Police,1981,Indiana,5407,IN01901,7,0,7,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,2,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0
Huntingburg Police,1980,Indiana,5402,IN01901,6,0,6,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Huntingburg Police,1979,Indiana,5230,IN01901,7,0,7,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Huntingburg Police,1978,Indiana,5393,IN01901,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Huntingburg Police,1977,Indiana,5200,IN01901,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Huntingburg Police,1976,Indiana,5113,IN01901,7,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Huntingburg Police,1975,Indiana,5076,IN01901,7,0,7,0,0,0,0,0,2,0,0,2,0,2,0,0,2,0,4,0,0,4,0,0,0,0,0,0,0,0,1,0,0,3
