agency,ORI,ORI9,year,state,population,FIPS_state_code,FIPS_county_code,FIPS_state_county_code,total_officers,male_employees_officers,female_employees_officers,total_civilians,male_employees_civilians,female_employees_civilians,officers_killed_felony,officers_killed_accident,total_assault_total,total_assault_gun,total_assault_knife,total_assault_other,total_assault_hand_feet,total_assault_2man_veh,total_assault_1man_alone,total_assault_1man_assist,total_assault_det_alone,total_assault_det_assist,total_assault_oth_alone,total_assault_oth_assist,total_assault_clear,disturbance_total_assault,burglary_total_assault,robbery_total_assault,att_oth_arrest_total_assault,civil_disorder_total_assault,cust_prisoners_total_assault,susp_pers_total_assault,ambush_total_assault,deranged_total_assault,traffic_total_assault,all_oth_total_assault
Hawaii Volcanoes Np,HIDI000,NA,1975,Hawaii,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
City Of Refuge Nhp,HIDI001,NA,1975,Hawaii,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haleakala Np,HIDI002,NA,1975,Hawaii,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hawaii County,HI00100,HI0010000,1975,Hawaii,45658,15,001,15001,117,117,0,10,2,8,0,0,6,0,0,0,6,0,0,6,0,0,0,0,6,1,0,0,2,0,0,0,0,0,3,0
Hilo,HI00101,HI0010100,1975,Hawaii,26676,15,001,15001,104,103,1,26,9,17,0,0,5,0,0,1,4,0,2,3,0,0,0,0,5,0,0,0,1,0,1,2,0,0,1,0
Honolulu County Rural,HI0020A,HI0020A00,1975,Hawaii,0,15,003,15003,288,288,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Honolulu,HI00200,HI0020000,1975,Hawaii,705262,15,003,15003,1496,1476,20,337,117,220,0,0,485,3,2,9,471,1,74,315,2,10,28,55,483,261,6,2,41,0,15,40,1,0,92,27
Kauai County,HI00400,HI0040000,1975,Hawaii,32149,15,007,15007,110,109,1,9,0,9,0,0,7,0,0,1,6,1,2,3,0,0,1,0,7,2,0,0,3,0,0,0,0,1,0,1
Kapaa,HI00401,HI0040100,1975,Hawaii,3841,15,007,15007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lihue,HI00402,HI0040200,1975,Hawaii,3374,15,007,15007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maui County,HI00500,HI0050000,1975,Hawaii,55255,15,009,15009,163,161,2,24,5,19,0,0,26,0,1,0,25,0,11,11,0,0,0,4,26,12,0,0,2,0,1,4,0,0,4,3
Kahului,HI00501,HI0050100,1975,Hawaii,8578,15,009,15009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lahaina,HI00502,HI0050200,1975,Hawaii,3852,15,009,15009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lanai City,HI00503,HI0050300,1975,Hawaii,2198,15,009,15009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paia,HI00504,HI0050400,1975,Hawaii,560,15,009,15009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wailuku,HI00505,HI0050500,1975,Hawaii,8266,15,009,15009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puunene,HI00506,HI0050600,1975,Hawaii,1173,15,009,15009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hawaii Volcanoes Np,HIDI000,NA,1976,Hawaii,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
City Of Refuge Nhp,HIDI001,NA,1976,Hawaii,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haleakala Np,HIDI002,NA,1976,Hawaii,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hawaii County,HI00100,HI0010000,1976,Hawaii,50393,15,001,15001,124,123,1,9,1,8,0,0,16,2,0,0,14,0,1,15,0,0,0,0,16,6,0,0,1,0,1,0,0,0,6,2
Hilo,HI00101,HI0010100,1976,Hawaii,29443,15,001,15001,98,97,1,26,10,16,0,0,20,0,1,1,18,0,1,19,0,0,0,0,20,11,0,0,2,0,0,0,0,0,6,1
Honolulu County Rural,HI0020A,HI0020A00,1976,Hawaii,0,15,003,15003,288,288,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Honolulu,HI00200,HI0020000,1976,Hawaii,718424,15,003,15003,1506,1482,24,343,115,228,1,0,361,5,1,9,346,3,78,185,5,6,20,64,354,203,6,2,49,0,16,16,1,0,42,26
Kauai County,HI00400,HI0040000,1976,Hawaii,35516,15,007,15007,106,104,2,16,4,12,0,0,19,0,1,2,16,0,10,9,0,0,0,0,19,10,0,0,2,0,1,0,0,0,4,2
Kapaa,HI00401,HI0040100,1976,Hawaii,3841,15,007,15007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lihue,HI00402,HI0040200,1976,Hawaii,3374,15,007,15007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maui County,HI00500,HI0050000,1976,Hawaii,53224,15,009,15009,161,160,1,21,5,16,0,0,18,0,0,0,18,0,6,11,0,0,0,1,18,9,0,0,0,0,0,0,0,0,7,2
Kahului,HI00501,HI0050100,1976,Hawaii,8578,15,009,15009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lahaina,HI00502,HI0050200,1976,Hawaii,3852,15,009,15009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lanai City,HI00503,HI0050300,1976,Hawaii,2198,15,009,15009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paia,HI00504,HI0050400,1976,Hawaii,560,15,009,15009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wailuku,HI00505,HI0050500,1976,Hawaii,8266,15,009,15009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puunene,HI00506,HI0050600,1976,Hawaii,1173,15,009,15009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hawaii Volcanoes Np,HIDI000,NA,1977,Hawaii,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
City Of Refuge Nhp,HIDI001,NA,1977,Hawaii,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
