agency,ORI,ORI9,year,state,population,FIPS_state_code,FIPS_county_code,FIPS_state_county_code,total_officers,male_employees_officers,female_employees_officers,total_civilians,male_employees_civilians,female_employees_civilians,officers_killed_felony,officers_killed_accident,total_assault_total,total_assault_gun,total_assault_knife,total_assault_other,total_assault_hand_feet,total_assault_2man_veh,total_assault_1man_alone,total_assault_1man_assist,total_assault_det_alone,total_assault_det_assist,total_assault_oth_alone,total_assault_oth_assist,total_assault_clear,disturbance_total_assault,burglary_total_assault,robbery_total_assault,att_oth_arrest_total_assault,civil_disorder_total_assault,cust_prisoners_total_assault,susp_pers_total_assault,ambush_total_assault,deranged_total_assault,traffic_total_assault,all_oth_total_assault
Mount Rainier Np,WADI001,NA,1975,Washington,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olympic Np,WADI002,NA,1975,Washington,0,NA,NA,NA,16,15,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North Cascades Np,WADI003,NA,1975,Washington,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coulee Dam Ra,WADI004,NA,1975,Washington,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fort Vancouver Nhs,WADI005,NA,1975,Washington,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Juan Island Nhp,WADI006,NA,1975,Washington,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Whitman Mission Nhs,WADI007,NA,1975,Washington,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seattle,WASPD00,WASPD0000,1975,Washington,503500,53,033,53033,1085,1061,24,288,72,216,0,0,724,34,26,22,642,430,60,83,16,53,38,44,721,266,10,10,146,1,61,55,2,20,98,55
Washington State Patrol,WAWSP00,WAWSP0000,1975,Washington,0,53,067,53067,0,0,0,0,0,0,0,0,30,1,0,6,23,1,23,6,0,0,0,0,16,1,1,0,1,0,9,2,0,0,14,2
Adams,WA00100,WA0010000,1975,Washington,8067,53,001,53001,8,8,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Othello,WA00101,WA0010100,1975,Washington,4508,53,001,53001,8,8,0,4,1,3,0,0,2,0,0,0,2,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
Asotin,WA00200,WA0020000,1975,Washington,7627,53,003,53003,7,7,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clarkston,WA00201,WA0020100,1975,Washington,6875,53,003,53003,10,10,0,5,0,5,0,0,3,0,0,0,3,0,1,2,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,2
Benton,WA00300,WA0030000,1975,Washington,23930,53,005,53005,26,21,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kennewick,WA00301,WA0030100,1975,Washington,18253,53,005,53005,30,27,3,2,0,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Richland,WA00302,WA0030200,1975,Washington,29003,53,005,53005,35,33,2,6,2,4,0,0,3,0,0,0,3,0,0,1,1,0,1,0,2,0,0,0,1,0,0,1,0,0,1,0
