agency,year,state,population,ORI,total_officers,female_employees_officers,male_employees_officers,total_civilians,female_employees_civilians,male_employees_civilians,officers_killed_accident,officers_killed_felony,assault_injury_total,assault_injury_gun,assault_injury_knife,assault_injury_hand_feet,assault_injury_other,assault_no_injury_total,assault_no_injury_gun,assault_no_injury_knife,assault_no_injury_hand_feet,assault_no_injury_other,total_assault_total,total_assault_gun,total_assault_knife,total_assault_hand_feet,total_assault_other,all_oth_total_assault,ambush_total_assault,att_oth_arrest_total_assault,burglary_total_assault,civil_disorder_total_assault,cust_prisoners_total_assault,deranged_total_assault,disturbance_total_assault,robbery_total_assault,susp_pers_total_assault,traffic_total_assault
Clinton Police Department,1977,Massachusetts,13000,MA01411,22,0,22,1,1,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0
Clinton Police Department,1978,Massachusetts,12686,MA01411,23,1,22,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clinton Police Department,1980,Massachusetts,12665,MA01411,25,1,24,1,1,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,3,0,0,0,2,0,1,0,0,0,0,0,0
Clinton Police Department,1981,Massachusetts,12757,MA01411,20,1,19,1,1,0,0,0,13,0,0,12,1,4,0,0,3,1,17,0,0,15,2,0,0,7,0,0,0,0,8,0,0,2
Clinton Police Department,1983,Massachusetts,12751,MA01411,18,1,17,2,1,1,0,0,2,0,0,0,2,1,0,0,1,0,3,0,0,1,2,0,0,1,0,2,0,0,0,0,0,0
Clinton Police Department,1984,Massachusetts,12596,MA01411,24,1,23,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clinton Police Department,1988,Massachusetts,12546,MA01411,26,1,25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clinton Police Department,1989,Massachusetts,12590,MA01411,26,1,25,1,1,0,0,0,3,0,0,2,1,0,0,0,0,0,3,0,0,2,1,0,0,0,0,1,1,0,1,0,0,0
Clinton Police Department,1992,Massachusetts,13181,MA01411,22,0,22,1,1,0,0,0,1,0,0,1,0,0,0,0,9,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Clinton Police Department,1993,Massachusetts,13475,MA01411,22,0,22,1,1,0,0,0,0,0,0,0,0,9,0,0,8,1,9,0,0,8,1,1,0,0,0,0,3,2,2,0,1,0
Clinton Police Department,1994,Massachusetts,13539,MA01411,25,0,25,2,1,1,0,0,0,0,0,0,0,10,0,0,9,1,10,0,0,9,1,1,0,2,0,0,2,0,2,0,2,1
Clinton Police Department,1995,Massachusetts,13774,MA01411,26,0,26,1,1,0,0,0,1,0,0,1,0,10,0,0,9,1,11,0,0,10,1,0,0,2,0,0,2,0,7,0,0,0
Clinton Police Department,1996,Massachusetts,13814,MA01411,27,0,27,1,1,0,0,0,4,0,0,4,0,11,0,0,10,1,15,0,0,14,1,1,0,4,0,0,7,0,3,0,0,0
Clinton Police Department,1997,Massachusetts,13872,MA01411,29,0,29,1,1,0,0,0,0,0,0,0,0,5,0,0,4,1,5,0,0,4,1,0,0,2,0,0,2,0,1,0,0,0
Clinton Police Department,1998,Massachusetts,13255,MA01411,31,1,30,5,3,2,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0
Clinton Police Department,1999,Massachusetts,13113,MA01411,31,1,30,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clinton Police Department,2001,Massachusetts,13499,MA01411,30,1,29,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clinton Police Department,2003,Massachusetts,13745,MA01411,29,1,28,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clinton Police Department,2013,Massachusetts,13721,MA01411,27,1,26,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clinton Police Department,2014,Massachusetts,13755,MA01411,27,1,26,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clinton Police Department,2015,Massachusetts,13786,MA01411,27,1,26,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
