agency,ORI,ORI9,year,state,population,FIPS_state_code,FIPS_county_code,FIPS_state_county_code,total_officers,male_employees_officers,female_employees_officers,total_civilians,male_employees_civilians,female_employees_civilians,officers_killed_felony,officers_killed_accident,total_assault_total,total_assault_gun,total_assault_knife,total_assault_other,total_assault_hand_feet,total_assault_2man_veh,total_assault_1man_alone,total_assault_1man_assist,total_assault_det_alone,total_assault_det_assist,total_assault_oth_alone,total_assault_oth_assist,total_assault_clear,disturbance_total_assault,burglary_total_assault,robbery_total_assault,att_oth_arrest_total_assault,civil_disorder_total_assault,cust_prisoners_total_assault,susp_pers_total_assault,ambush_total_assault,deranged_total_assault,traffic_total_assault,all_oth_total_assault
West Greenwich,RI00205,RI0020500,1975,Rhode Island,2445,44,003,44003,4,4,0,3,1,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Newport County,RI00300,RI0030000,1975,Rhode Island,0,44,005,44005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamestown,RI00301,RI0030100,1975,Rhode Island,3440,44,005,44005,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Middletown,RI00302,RI0030200,1975,Rhode Island,14906,44,005,44005,29,29,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Newport,RI00303,RI0030300,1975,Rhode Island,3e4,44,005,44005,89,89,0,9,9,0,0,0,53,0,0,1,52,1,2,15,0,0,2,33,53,2,0,0,20,27,0,3,0,0,0,1
Portsmouth,RI00304,RI0030400,1975,Rhode Island,12500,44,005,44005,21,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tiverton,RI00305,RI0030500,1975,Rhode Island,12899,44,005,44005,21,21,0,6,5,1,0,0,5,0,0,0,5,0,2,0,0,2,1,0,5,0,0,0,0,0,0,1,0,0,1,3
Little Compton,RI00306,RI0030600,1975,Rhode Island,2580,44,005,44005,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Providence County,RI00400,RI0040000,1975,Rhode Island,0,44,007,44007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Central Falls,RI00401,RI0040100,1975,Rhode Island,18677,44,007,44007,38,38,0,1,1,0,0,0,20,0,0,4,16,0,7,5,0,1,1,6,17,9,0,0,1,0,6,1,0,0,1,2
Cranston,RI00402,RI0040200,1975,Rhode Island,78e3,44,007,44007,121,121,0,12,5,7,0,0,49,3,0,9,37,0,27,20,1,0,1,0,48,12,0,0,6,1,1,9,0,1,16,3
Cumberland,RI00403,RI0040300,1975,Rhode Island,26990,44,007,44007,39,39,0,6,5,1,0,0,2,0,0,0,2,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0
East Providence,RI00404,RI0040400,1975,Rhode Island,48207,44,007,44007,90,90,0,13,11,2,0,0,27,2,0,3,22,0,1,25,0,0,0,1,27,11,0,0,3,1,0,4,0,0,7,1
Johnston,RI00405,RI0040500,1975,Rhode Island,23023,44,007,44007,51,49,2,4,1,3,0,0,14,0,0,1,13,7,0,5,0,1,0,1,13,5,0,0,2,0,1,2,0,0,1,3
Lincoln,RI00406,RI0040600,1975,Rhode Island,17122,44,007,44007,26,26,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North Providence,RI00407,RI0040700,1975,Rhode Island,25925,44,007,44007,36,36,0,18,14,4,0,0,11,0,0,1,10,1,1,8,1,0,0,0,11,4,0,0,0,0,1,2,0,0,0,4
Pawtucket,RI00408,RI0040800,1975,Rhode Island,71585,44,007,44007,152,151,1,23,16,7,0,0,46,1,2,5,38,14,4,16,1,4,1,6,46,14,0,0,1,0,2,17,0,0,0,12
Providence,RI00409,RI0040900,1975,Rhode Island,162614,44,007,44007,414,412,2,75,35,40,0,0,204,3,3,22,176,88,53,13,8,27,9,6,178,54,4,2,2,1,65,52,0,0,19,5
Scituate,RI00410,RI0041000,1975,Rhode Island,8223,44,007,44007,13,13,0,2,0,2,0,0,2,1,0,1,0,1,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1
Smithfield,RI00411,RI0041100,1975,Rhode Island,14027,44,007,44007,29,29,0,8,7,1,0,0,9,0,0,2,7,3,0,0,0,0,1,5,9,3,0,0,2,0,2,0,0,0,2,0
Woonsocket,RI00412,RI0041200,1975,Rhode Island,47e3,44,007,44007,99,98,1,20,14,6,0,0,14,3,0,1,10,6,6,2,0,0,0,0,14,7,0,3,1,0,0,0,0,0,3,0
Foster,RI00413,RI0041300,1975,Rhode Island,2600,44,007,44007,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glocester,RI00414,RI0041400,1975,Rhode Island,6191,44,007,44007,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North Smithfield,RI00415,RI0041500,1975,Rhode Island,10157,44,007,44007,12,12,0,4,4,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Burrillville,RI00416,RI0041600,1975,Rhode Island,11221,44,007,44007,16,16,0,5,4,1,0,0,5,0,0,0,5,0,0,5,0,0,0,0,4,0,0,0,0,0,1,2,0,0,0,2
Dept Natural Resources,RI00417,RI0041700,1975,Rhode Island,0,44,007,44007,51,51,0,3,0,3,0,0,6,0,0,1,5,1,0,0,0,0,0,5,6,0,0,0,2,0,0,1,0,0,2,1
Washington,RI00500,RI0050000,1975,Rhode Island,5931,44,009,44009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Narragansett,RI00501,RI0050100,1975,Rhode Island,9237,44,009,44009,25,25,0,1,1,0,0,0,2,0,1,0,1,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
North Kingstown,RI00502,RI0050200,1975,Rhode Island,19447,44,009,44009,34,33,1,4,2,2,0,0,12,0,0,2,10,0,3,5,0,0,0,4,12,0,0,0,9,0,0,0,0,0,3,0
South Kingstown,RI00503,RI0050300,1975,Rhode Island,20516,44,009,44009,35,34,1,11,5,6,0,0,3,0,0,0,3,0,1,2,0,0,0,0,3,2,0,0,0,0,0,0,0,0,1,0
Westerly,RI00504,RI0050400,1975,Rhode Island,17800,44,009,44009,31,31,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Richmond,RI00505,RI0050500,1975,Rhode Island,3014,44,009,44009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hopkinton Pd,RI00506,RI0050600,1975,Rhode Island,5931,44,009,44009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charlestown,RI00507,RI0050700,1975,Rhode Island,3598,44,009,44009,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Exeter,RI00508,RI0050800,1975,Rhode Island,3890,44,009,44009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Shoreham,RI00509,RI0050900,1975,Rhode Island,486,44,009,44009,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bristol           (sp),RI301SP,RI301SP00,1975,Rhode Island,0,44,001,44001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kent              (sp),RI302SP,RI302SP00,1975,Rhode Island,0,44,003,44003,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Newport           (sp),RI303SP,RI303SP00,1975,Rhode Island,0,44,005,44005,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0
Providence        (sp),RI304SP,RI304SP00,1975,Rhode Island,0,44,007,44007,0,0,0,0,0,0,0,0,4,0,0,0,4,2,1,1,0,0,0,0,4,0,0,0,1,0,2,0,0,0,1,0
Washington,RI305SP,RI305SP00,1975,Rhode Island,0,44,009,44009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police,RIRSP00,RIRSP0000,1976,Rhode Island,0,44,007,44007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bristol County,RI00100,RI0010000,1976,Rhode Island,0,44,001,44001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barrington,RI00101,RI0010100,1976,Rhode Island,16994,44,001,44001,24,24,0,8,6,2,0,0,14,0,0,0,14,0,2,12,0,0,0,0,14,2,1,0,1,0,0,5,0,0,5,0
Bristol,RI00102,RI0010200,1976,Rhode Island,18264,44,001,44001,34,34,0,9,7,2,0,0,8,0,4,0,4,0,1,5,0,0,0,2,3,1,0,0,0,4,0,1,0,0,0,2
Warren,RI00103,RI0010300,1976,Rhode Island,10352,44,001,44001,19,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kent County,RI00200,RI0020000,1976,Rhode Island,0,44,003,44003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coventry,RI00201,RI0020100,1976,Rhode Island,25117,44,003,44003,39,38,1,1,0,1,0,0,5,0,0,2,3,1,0,4,0,0,0,0,4,1,0,0,2,0,0,0,0,0,0,2
East Greenwich,RI00202,RI0020200,1976,Rhode Island,9950,44,003,44003,19,19,0,7,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Warwick,RI00203,RI0020300,1976,Rhode Island,85680,44,003,44003,180,176,4,34,23,11,0,0,43,1,0,4,38,6,13,17,3,1,1,2,43,17,0,0,6,3,0,6,0,0,6,5
West Warwick,RI00204,RI0020400,1976,Rhode Island,25272,44,003,44003,46,46,0,11,5,6,0,0,10,0,0,3,7,4,3,3,0,0,0,0,7,4,0,0,0,0,1,0,0,0,2,3
West Greenwich,RI00205,RI0020500,1976,Rhode Island,1913,44,003,44003,5,5,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Newport County,RI00300,RI0030000,1976,Rhode Island,0,44,005,44005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamestown,RI00301,RI0030100,1976,Rhode Island,3413,44,005,44005,10,10,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Middletown,RI00302,RI0030200,1976,Rhode Island,14787,44,005,44005,29,29,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
Newport,RI00303,RI0030300,1976,Rhode Island,29761,44,005,44005,83,83,0,7,2,5,0,0,52,0,7,5,40,18,9,18,0,2,0,5,52,16,0,0,16,12,2,1,0,0,2,3
Portsmouth,RI00304,RI0030400,1976,Rhode Island,12400,44,005,44005,22,21,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Tiverton,RI00305,RI0030500,1976,Rhode Island,12796,44,005,44005,21,21,0,1,1,0,0,0,5,0,0,1,4,0,4,1,0,0,0,0,5,0,0,0,0,0,0,2,0,0,1,2
Little Compton,RI00306,RI0030600,1976,Rhode Island,2559,44,005,44005,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Providence County,RI00400,RI0040000,1976,Rhode Island,0,44,007,44007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Central Falls,RI00401,RI0040100,1976,Rhode Island,18885,44,007,44007,37,37,0,1,1,0,0,0,24,0,2,4,18,4,2,10,0,0,4,4,24,11,0,0,2,0,6,2,0,0,1,2
Cranston,RI00402,RI0040200,1976,Rhode Island,78868,44,007,44007,126,126,0,15,6,9,0,0,23,1,0,1,21,0,16,4,3,0,0,0,23,6,1,0,4,0,1,4,0,0,5,2
Cumberland,RI00403,RI0040300,1976,Rhode Island,27290,44,007,44007,39,39,0,5,4,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
East Providence,RI00404,RI0040400,1976,Rhode Island,48744,44,007,44007,90,89,1,16,13,3,0,0,42,0,1,0,41,0,0,42,0,0,0,0,42,16,0,0,0,0,3,2,0,0,9,12
Johnston,RI00405,RI0040500,1976,Rhode Island,23279,44,007,44007,46,46,0,3,2,1,0,0,12,0,1,0,11,1,1,6,0,0,2,2,12,5,0,0,0,0,3,1,0,0,0,3
Lincoln,RI00406,RI0040600,1976,Rhode Island,17313,44,007,44007,28,28,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North Providence,RI00407,RI0040700,1976,Rhode Island,26214,44,007,44007,38,38,0,17,13,4,0,0,13,0,0,1,12,1,5,7,0,0,0,0,12,1,0,0,1,0,4,3,0,0,1,3
Pawtucket,RI00408,RI0040800,1976,Rhode Island,72382,44,007,44007,148,147,1,21,15,6,0,0,51,2,1,3,45,15,6,14,1,6,4,5,51,19,0,1,0,0,6,5,0,0,3,17
Providence,RI00409,RI0040900,1976,Rhode Island,164424,44,007,44007,416,409,7,121,62,59,0,0,182,6,6,19,151,59,38,25,9,36,11,4,145,64,8,0,1,0,49,39,0,0,17,4
Scituate,RI00410,RI0041000,1976,Rhode Island,8315,44,007,44007,13,13,0,2,0,2,0,0,2,0,0,0,2,0,2,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0
Smithfield,RI00411,RI0041100,1976,Rhode Island,14183,44,007,44007,29,29,0,4,4,0,0,0,10,0,0,0,10,2,2,1,0,0,3,2,8,6,0,0,1,0,1,0,0,0,1,1
Woonsocket,RI00412,RI0041200,1976,Rhode Island,47523,44,007,44007,99,98,1,20,14,6,0,0,20,0,1,8,11,7,4,3,2,0,0,4,20,2,0,0,8,0,3,0,0,2,3,2
Foster,RI00413,RI0041300,1976,Rhode Island,2629,44,007,44007,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glocester,RI00414,RI0041400,1976,Rhode Island,6260,44,007,44007,11,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North Smithfield,RI00415,RI0041500,1976,Rhode Island,10270,44,007,44007,12,12,0,4,4,0,0,0,2,0,0,0,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
Burrillville,RI00416,RI0041600,1976,Rhode Island,11346,44,007,44007,16,16,0,4,3,1,0,0,2,0,0,1,1,0,0,1,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1
Dept Natural Resources,RI00417,RI0041700,1976,Rhode Island,0,44,007,44007,0,0,0,0,0,0,0,0,23,1,1,5,16,8,2,4,0,1,1,7,23,2,0,0,5,0,0,0,0,0,9,7
Washington,RI00500,RI0050000,1976,Rhode Island,12208,44,009,44009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Narragansett,RI00501,RI0050100,1976,Rhode Island,8785,44,009,44009,26,26,0,3,3,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
North Kingstown,RI00502,RI0050200,1976,Rhode Island,18496,44,009,44009,38,37,1,4,2,2,0,0,12,4,0,0,8,0,5,7,0,0,0,0,9,11,0,0,1,0,0,0,0,0,0,0
South Kingstown,RI00503,RI0050300,1976,Rhode Island,19513,44,009,44009,34,33,1,8,3,5,0,0,2,0,0,1,1,0,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0
Westerly,RI00504,RI0050400,1976,Rhode Island,16931,44,009,44009,31,31,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Richmond,RI00505,RI0050500,1976,Rhode Island,2867,44,009,44009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hopkinton Pd,RI00506,RI0050600,1976,Rhode Island,5641,44,009,44009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charlestown,RI00507,RI0050700,1976,Rhode Island,3422,44,009,44009,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Exeter,RI00508,RI0050800,1976,Rhode Island,3700,44,009,44009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Shoreham,RI00509,RI0050900,1976,Rhode Island,462,44,009,44009,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bristol           (sp),RI301SP,RI301SP00,1976,Rhode Island,0,44,001,44001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kent              (sp),RI302SP,RI302SP00,1976,Rhode Island,0,44,003,44003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Newport           (sp),RI303SP,RI303SP00,1976,Rhode Island,0,44,005,44005,0,0,0,0,0,0,0,0,2,0,0,0,2,1,1,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0
Providence        (sp),RI304SP,RI304SP00,1976,Rhode Island,0,44,007,44007,0,0,0,0,0,0,0,0,2,1,0,1,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0
Washington,RI305SP,RI305SP00,1976,Rhode Island,0,44,009,44009,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
State Police,RIRSP00,RIRSP0000,1977,Rhode Island,0,44,007,44007,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Bristol County,RI00100,RI0010000,1977,Rhode Island,0,44,001,44001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barrington,RI00101,RI0010100,1977,Rhode Island,17092,44,001,44001,25,25,0,8,5,3,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Bristol,RI00102,RI0010200,1977,Rhode Island,18369,44,001,44001,33,33,0,5,4,1,0,0,5,0,0,0,5,1,3,0,0,0,1,0,3,2,0,0,0,0,0,2,0,0,0,1
Warren,RI00103,RI0010300,1977,Rhode Island,10412,44,001,44001,19,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kent County,RI00200,RI0020000,1977,Rhode Island,0,44,003,44003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coventry,RI00201,RI0020100,1977,Rhode Island,25442,44,003,44003,38,37,1,10,4,6,0,0,4,0,0,0,4,0,1,2,0,0,1,0,4,3,0,0,1,0,0,0,0,0,0,0
East Greenwich,RI00202,RI0020200,1977,Rhode Island,10079,44,003,44003,19,19,0,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Warwick,RI00203,RI0020300,1977,Rhode Island,86789,44,003,44003,176,174,2,36,24,12,0,0,46,0,3,5,38,3,27,14,0,0,2,0,46,30,0,0,7,0,2,2,0,0,2,3
West Warwick,RI00204,RI0020400,1977,Rhode Island,25598,44,003,44003,45,45,0,11,5,6,0,0,5,0,0,3,2,0,1,3,0,0,0,1,5,5,0,0,0,0,0,0,0,0,0,0
West Greenwich,RI00205,RI0020500,1977,Rhode Island,1938,44,003,44003,4,4,0,4,1,3,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Newport County,RI00300,RI0030000,1977,Rhode Island,0,44,005,44005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamestown,RI00301,RI0030100,1977,Rhode Island,3657,44,005,44005,10,10,0,2,2,0,0,0,2,0,0,0,2,0,1,1,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0
Middletown,RI00302,RI0030200,1977,Rhode Island,15846,44,005,44005,28,28,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Newport,RI00303,RI0030300,1977,Rhode Island,31892,44,005,44005,86,86,0,8,3,5,0,0,59,0,3,2,54,19,8,24,0,0,3,5,59,39,0,0,1,0,0,3,0,0,6,10
Portsmouth,RI00304,RI0030400,1977,Rhode Island,13288,44,005,44005,22,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tiverton,RI00305,RI0030500,1977,Rhode Island,13712,44,005,44005,21,21,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Little Compton,RI00306,RI0030600,1977,Rhode Island,2742,44,005,44005,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Providence County,RI00400,RI0040000,1977,Rhode Island,0,44,007,44007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Central Falls,RI00401,RI0040100,1977,Rhode Island,18764,44,007,44007,39,38,1,5,4,1,0,0,10,0,0,0,10,0,7,2,0,0,0,1,10,5,0,0,0,0,5,0,0,0,0,0
Cranston,RI00402,RI0040200,1977,Rhode Island,78363,44,007,44007,130,130,0,25,15,10,0,0,35,1,3,4,27,0,16,16,1,2,0,0,34,10,4,0,0,0,0,6,0,0,5,10
Cumberland,RI00403,RI0040300,1977,Rhode Island,27115,44,007,44007,39,39,0,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
East Providence,RI00404,RI0040400,1977,Rhode Island,48432,44,007,44007,83,83,0,10,9,1,0,0,38,0,0,1,37,0,0,38,0,0,0,0,38,8,0,0,1,0,0,2,0,0,19,8
Johnston,RI00405,RI0040500,1977,Rhode Island,23130,44,007,44007,48,47,1,3,1,2,0,0,7,0,0,1,6,0,3,1,0,1,1,1,5,2,0,0,0,0,0,0,0,0,3,2
Lincoln,RI00406,RI0040600,1977,Rhode Island,17202,44,007,44007,29,29,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North Providence,RI00407,RI0040700,1977,Rhode Island,26046,44,007,44007,34,34,0,15,11,4,0,0,12,0,1,1,10,0,4,6,1,0,0,1,12,7,0,0,0,0,1,3,0,0,0,1
Pawtucket,RI00408,RI0040800,1977,Rhode Island,71919,44,007,44007,151,150,1,21,15,6,0,0,48,1,2,10,35,7,5,24,2,2,4,4,47,20,0,1,0,0,5,4,0,0,5,13
Providence,RI00409,RI0040900,1977,Rhode Island,163371,44,007,44007,401,394,7,121,64,57,0,0,185,7,1,13,164,63,63,27,7,7,13,5,179,47,1,3,0,0,53,55,0,0,24,2
Scituate,RI00410,RI0041000,1977,Rhode Island,8262,44,007,44007,13,13,0,2,0,2,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
