agency,year,state,population,ORI,total_officers,female_employees_officers,male_employees_officers,total_civilians,female_employees_civilians,male_employees_civilians,officers_killed_accident,officers_killed_felony,assault_injury_total,assault_injury_gun,assault_injury_knife,assault_injury_hand_feet,assault_injury_other,assault_no_injury_total,assault_no_injury_gun,assault_no_injury_knife,assault_no_injury_hand_feet,assault_no_injury_other,total_assault_total,total_assault_gun,total_assault_knife,total_assault_hand_feet,total_assault_other,all_oth_total_assault,ambush_total_assault,att_oth_arrest_total_assault,burglary_total_assault,civil_disorder_total_assault,cust_prisoners_total_assault,deranged_total_assault,disturbance_total_assault,robbery_total_assault,susp_pers_total_assault,traffic_total_assault
Brown City Police Department,2016,Michigan,1264,MI76274,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brown City Police Department,2015,Michigan,1268,MI76274,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brown City Police Department,2014,Michigan,1275,MI76274,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brown City Police Department,2013,Michigan,1292,MI76274,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brown City Police Department,2012,Michigan,1312,MI76274,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brown City Police Department,2011,Michigan,1324,MI76274,2,0,2,0,0,0,0,0,1,0,0,1,0,2,0,0,2,0,3,0,0,3,0,0,0,0,0,0,2,0,0,0,0,1
Brown City Police Department,2010,Michigan,1325,MI76274,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brown City Police Department,2009,Michigan,1243,MI76274,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brown City Police Department,2008,Michigan,1265,MI76274,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brown City Police Department,2007,Michigan,1294,MI76274,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brown City Police Department,2006,Michigan,1307,MI76274,2,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brown City Police Department,2005,Michigan,1320,MI76274,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brown City Police Department,2004,Michigan,1329,MI76274,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brown City Police Department,2003,Michigan,1328,MI76274,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brown City Police Department,2002,Michigan,1349,MI76274,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brown City Police Department,2001,Michigan,1341,MI76274,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brown City Police Department,2000,Michigan,1334,MI76274,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brown City Police Department,1999,Michigan,1326,MI76274,2,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brown City Police Department,1998,Michigan,1330,MI76274,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brown City Police Department,1997,Michigan,1319,MI76274,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brown City Police Department,1996,Michigan,1295,MI76274,2,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brown City Police Department,1995,Michigan,1289,MI76274,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brown City Police Department,1994,Michigan,1283,MI76274,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brown City Police Department,1993,Michigan,1281,MI76274,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brown City Police Department,1992,Michigan,1262,MI76274,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brown City Police Department,1991,Michigan,1253,MI76274,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brown City Police Department,1990,Michigan,1244,MI76274,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brown City Police Department,1989,Michigan,1229,MI76274,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brown City Police Department,1988,Michigan,1201,MI76274,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brown City Police Department,1987,Michigan,1176,MI76274,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brown City Police Department,1986,Michigan,1119,MI76274,2,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0
Brown City Police Department,1985,Michigan,1145,MI76274,2,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brown City Police Department,1984,Michigan,1143,MI76274,2,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brown City Police Department,1983,Michigan,1144,MI76274,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brown City Police Department,1982,Michigan,1150,MI76274,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brown City Police Department,1981,Michigan,1162,MI76274,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brown City Police Department,1980,Michigan,1165,MI76274,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brown City Police Department,1979,Michigan,1275,MI76274,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brown City Police Department,1978,Michigan,1322,MI76274,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brown City Police Department,1977,Michigan,1300,MI76274,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brown City Police Department,1976,Michigan,1246,MI76274,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
