agency,ORI,ORI9,year,state,population,FIPS_state_code,FIPS_county_code,FIPS_state_county_code,total_officers,male_employees_officers,female_employees_officers,total_civilians,male_employees_civilians,female_employees_civilians,officers_killed_felony,officers_killed_accident,total_assault_total,total_assault_gun,total_assault_knife,total_assault_other,total_assault_hand_feet,total_assault_2man_veh,total_assault_1man_alone,total_assault_1man_assist,total_assault_det_alone,total_assault_det_assist,total_assault_oth_alone,total_assault_oth_assist,total_assault_clear,disturbance_total_assault,burglary_total_assault,robbery_total_assault,att_oth_arrest_total_assault,civil_disorder_total_assault,cust_prisoners_total_assault,susp_pers_total_assault,ambush_total_assault,deranged_total_assault,traffic_total_assault,all_oth_total_assault
Fort Union Trad Post,NDDI005,NA,1975,North Dakota,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Theo Roosevelt Nmemp,NDDI006,NA,1975,North Dakota,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nd Highway Patrol,NDNHP00,NDNHP0000,1975,North Dakota,0,38,015,38015,87,87,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adams,ND00100,ND0010000,1975,North Dakota,3778,38,001,38001,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barnes,ND00200,ND0020000,1975,North Dakota,5835,38,003,38003,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valley City,ND00201,ND0020100,1975,North Dakota,8383,38,003,38003,11,11,0,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benson,ND00300,ND0030000,1975,North Dakota,8352,38,005,38005,8,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Billings,ND00400,ND0040000,1975,North Dakota,1094,38,007,38007,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bottineau,ND00500,ND0050000,1975,North Dakota,9374,38,009,38009,10,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bottineau,ND00501,ND0050100,1975,North Dakota,2960,38,009,38009,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Willow City,ND00502,ND0050200,1975,North Dakota,270,38,009,38009,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bowman,ND00600,ND0060000,1975,North Dakota,3878,38,011,38011,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burke,ND00700,ND0070000,1975,North Dakota,4275,38,013,38013,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burleigh,ND00800,ND0080000,1975,North Dakota,6150,38,015,38015,22,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bismarck,ND00801,ND0080100,1975,North Dakota,38990,38,015,38015,66,52,14,1,1,0,0,0,6,0,0,0,6,0,0,0,0,5,1,0,6,0,0,0,0,5,0,0,0,0,1,0
Cass,ND00900,ND0090000,1975,North Dakota,17101,38,017,38017,25,21,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fargo,ND00902,ND0090200,1975,North Dakota,56025,38,017,38017,87,84,3,13,1,12,0,0,8,1,0,0,7,3,1,4,0,0,0,0,8,3,1,0,0,0,2,0,0,1,0,1
West Fargo,ND00903,ND0090300,1975,North Dakota,5522,38,017,38017,11,10,1,4,3,1,0,0,2,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0
Cavalier,ND01000,ND0100000,1975,North Dakota,8478,38,019,38019,5,5,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Langdon,ND01001,ND0100100,1975,North Dakota,3055,38,019,38019,8,8,0,2,0,2,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Dickey,ND01100,ND0110000,1975,North Dakota,6960,38,021,38021,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Divide,ND01200,ND0120000,1975,North Dakota,4175,38,023,38023,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dunn,ND01300,ND0130000,1975,North Dakota,4772,38,025,38025,2,2,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Eddy,ND01400,ND0140000,1975,North Dakota,3778,38,027,38027,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emmons,ND01500,ND0150000,1975,North Dakota,6960,38,029,38029,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Foster,ND01600,ND0160000,1975,North Dakota,4772,38,031,38031,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Golden Valley,ND01700,ND0170000,1975,North Dakota,2585,38,033,38033,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grand Forks,ND01800,ND0180000,1975,North Dakota,27106,38,035,38035,12,9,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grand Forks,ND01801,ND0180100,1975,North Dakota,36925,38,035,38035,66,65,1,9,2,7,0,0,6,0,0,0,6,0,1,5,0,0,0,0,6,4,0,0,0,0,0,1,0,0,0,1
Grant,ND01900,ND0190000,1975,North Dakota,4971,38,037,38037,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Griggs,ND02000,ND0200000,1975,North Dakota,4176,38,039,38039,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hettinger,ND02100,ND0210000,1975,North Dakota,4872,38,041,38041,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidder,ND02200,ND0220000,1975,North Dakota,4275,38,043,38043,5,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La Moure,ND02300,ND0230000,1975,North Dakota,6860,38,045,38045,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Logan,ND02400,ND0240000,1975,North Dakota,3878,38,047,38047,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mchenry,ND02500,ND0250000,1975,North Dakota,8750,38,049,38049,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mcintosh,ND02600,ND0260000,1975,North Dakota,5270,38,051,38051,3,2,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Mckenzie,ND02700,ND0270000,1975,North Dakota,6264,38,053,38053,10,5,5,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mclean,ND02800,ND0280000,1975,North Dakota,11434,38,055,38055,14,14,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mercer,ND02900,ND0290000,1975,North Dakota,6363,38,057,38057,8,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morton,ND03000,ND0300000,1975,North Dakota,9567,38,059,38059,14,13,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mandan,ND03002,ND0300200,1975,North Dakota,11511,38,059,38059,18,18,0,2,1,1,0,0,2,0,0,1,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0
Mountrail,ND03100,ND0310000,1975,North Dakota,8352,38,061,38061,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nelson,ND03200,ND0320000,1975,North Dakota,5767,38,063,38063,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oliver,ND03300,ND0330000,1975,North Dakota,2559,38,065,38065,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pembina,ND03400,ND0340000,1975,North Dakota,12130,38,067,38067,16,14,2,3,0,3,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Pierce,ND03500,ND0350000,1975,North Dakota,3404,38,069,38069,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rugby,ND03501,ND0350100,1975,North Dakota,2860,38,069,38069,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ramsey,ND03600,ND0360000,1975,North Dakota,5118,38,071,38071,3,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Devils Lake,ND03601,ND0360100,1975,North Dakota,8106,38,071,38071,14,14,0,0,0,0,0,0,8,1,0,0,7,3,2,2,0,0,0,1,8,0,0,0,0,3,0,5,0,0,0,0
Ransom,ND03700,ND0370000,1975,North Dakota,7258,38,073,38073,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Renville,ND03800,ND0380000,1975,North Dakota,3679,38,075,38075,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Richland,ND03900,ND0390000,1975,North Dakota,10876,38,077,38077,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wahpeton,ND03903,ND0390300,1975,North Dakota,8003,38,077,38077,10,9,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rolette,ND04000,ND0400000,1975,North Dakota,12428,38,079,38079,5,5,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sargent,ND04100,ND0410000,1975,North Dakota,5966,38,081,38081,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sheridan,ND04200,ND0420000,1975,North Dakota,3380,38,083,38083,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sioux,ND04300,ND0430000,1975,North Dakota,3977,38,085,38085,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slope,ND04400,ND0440000,1975,North Dakota,1293,38,087,38087,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stark,ND04500,ND0450000,1975,North Dakota,6286,38,089,38089,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dickinson,ND04501,ND0450100,1975,North Dakota,13400,38,089,38089,23,17,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steele,ND04600,ND0460000,1975,North Dakota,3480,38,091,38091,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stutsman,ND04700,ND0470000,1975,North Dakota,7512,38,093,38093,7,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamestown,ND04701,ND0470100,1975,North Dakota,15953,38,093,38093,28,27,1,3,0,3,0,0,2,0,0,0,2,0,1,1,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0
Towner,ND04800,ND0480000,1975,North Dakota,4574,38,095,38095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Traill,ND04900,ND0490000,1975,North Dakota,9346,38,097,38097,4,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Walsh,ND05000,ND0500000,1975,North Dakota,10220,38,099,38099,7,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grafton,ND05001,ND0500100,1975,North Dakota,5887,38,099,38099,14,14,0,3,2,1,0,0,2,0,0,0,2,1,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
Ward,ND05100,ND0510000,1975,North Dakota,25451,38,101,38101,16,14,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Minot,ND05102,ND0510200,1975,North Dakota,35e3,38,101,38101,50,46,4,4,1,3,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
Wells,ND05200,ND0520000,1975,North Dakota,7358,38,103,38103,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Williams,ND05300,ND0530000,1975,North Dakota,6986,38,105,38105,15,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Williston,ND05302,ND0530200,1975,North Dakota,11607,38,105,38105,21,20,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fort Union Trad Post,NDDI005,NA,1976,North Dakota,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Theo Roosevelt Nmemp,NDDI006,NA,1976,North Dakota,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nd Highway Patrol,NDNHP00,NDNHP0000,1976,North Dakota,0,38,015,38015,87,87,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adams,ND00100,ND0010000,1976,North Dakota,4e3,38,001,38001,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barnes,ND00200,ND0020000,1976,North Dakota,3937,38,003,38003,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valley City,ND00201,ND0020100,1976,North Dakota,9500,38,003,38003,11,11,0,3,0,3,0,0,2,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0
Benson,ND00300,ND0030000,1976,North Dakota,9e3,38,005,38005,8,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Billings,ND00400,ND0040000,1976,North Dakota,1150,38,007,38007,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bottineau,ND00500,ND0050000,1976,North Dakota,9649,38,009,38009,5,5,0,4,0,4,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Bottineau,ND00501,ND0050100,1976,North Dakota,2850,38,009,38009,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Willow City,ND00502,ND0050200,1976,North Dakota,278,38,009,38009,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bowman,ND00600,ND0060000,1976,North Dakota,4300,38,011,38011,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burke,ND00700,ND0070000,1976,North Dakota,5e3,38,013,38013,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burleigh,ND00800,ND0080000,1976,North Dakota,5730,38,015,38015,25,21,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bismarck,ND00801,ND0080100,1976,North Dakota,41500,38,015,38015,52,48,4,12,5,7,0,0,10,0,0,0,10,0,3,5,2,0,0,0,10,2,0,0,0,2,0,2,0,0,1,3
