agency,year,state,population,ORI,total_officers,female_employees_officers,male_employees_officers,total_civilians,female_employees_civilians,male_employees_civilians,officers_killed_accident,officers_killed_felony,assault_injury_total,assault_injury_gun,assault_injury_knife,assault_injury_hand_feet,assault_injury_other,assault_no_injury_total,assault_no_injury_gun,assault_no_injury_knife,assault_no_injury_hand_feet,assault_no_injury_other,total_assault_total,total_assault_gun,total_assault_knife,total_assault_hand_feet,total_assault_other,all_oth_total_assault,ambush_total_assault,att_oth_arrest_total_assault,burglary_total_assault,civil_disorder_total_assault,cust_prisoners_total_assault,deranged_total_assault,disturbance_total_assault,robbery_total_assault,susp_pers_total_assault,traffic_total_assault
Barnstead Police Department,1998,New Hampshire,3359,NH00104,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barnstead Police Department,1999,New Hampshire,3392,NH00104,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barnstead Police Department,2000,New Hampshire,3886,NH00104,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barnstead Police Department,2001,New Hampshire,3960,NH00104,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barnstead Police Department,2002,New Hampshire,4009,NH00104,5,0,5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barnstead Police Department,2003,New Hampshire,4221,NH00104,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barnstead Police Department,2004,New Hampshire,4402,NH00104,6,0,6,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barnstead Police Department,2005,New Hampshire,4469,NH00104,6,0,6,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barnstead Police Department,2006,New Hampshire,4578,NH00104,5,0,5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barnstead Police Department,2007,New Hampshire,4719,NH00104,5,0,5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barnstead Police Department,2008,New Hampshire,4656,NH00104,6,0,6,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barnstead Police Department,2009,New Hampshire,4678,NH00104,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barnstead Police Department,2010,New Hampshire,4593,NH00104,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barnstead Police Department,2011,New Hampshire,4599,NH00104,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barnstead Police Department,2012,New Hampshire,4615,NH00104,4,0,4,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0
Barnstead Police Department,2013,New Hampshire,4616,NH00104,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barnstead Police Department,2014,New Hampshire,4602,NH00104,4,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Barnstead Police Department,2015,New Hampshire,4596,NH00104,4,1,3,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0
