agency,year,state,population,ORI,total_officers,female_employees_officers,male_employees_officers,total_civilians,female_employees_civilians,male_employees_civilians,officers_killed_accident,officers_killed_felony,assault_injury_total,assault_injury_gun,assault_injury_knife,assault_injury_hand_feet,assault_injury_other,assault_no_injury_total,assault_no_injury_gun,assault_no_injury_knife,assault_no_injury_hand_feet,assault_no_injury_other,total_assault_total,total_assault_gun,total_assault_knife,total_assault_hand_feet,total_assault_other,all_oth_total_assault,ambush_total_assault,att_oth_arrest_total_assault,burglary_total_assault,civil_disorder_total_assault,cust_prisoners_total_assault,deranged_total_assault,disturbance_total_assault,robbery_total_assault,susp_pers_total_assault,traffic_total_assault
Gramercy Police Department,1995,Louisiana,2378,LA04702,3,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Gramercy Police Department,1996,Louisiana,2382,LA04702,4,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Gramercy Police Department,1997,Louisiana,2382,LA04702,4,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Gramercy Police Department,1998,Louisiana,2481,LA04702,4,0,4,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gramercy Police Department,1999,Louisiana,2551,LA04702,7,0,7,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gramercy Police Department,2000,Louisiana,3066,LA04702,8,0,8,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gramercy Police Department,2001,Louisiana,3064,LA04702,7,1,6,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gramercy Police Department,2002,Louisiana,3075,LA04702,7,1,6,0,0,0,0,0,2,0,0,2,0,2,0,0,2,0,4,0,0,4,0,3,0,1,0,0,0,0,0,0,0,0
Gramercy Police Department,2003,Louisiana,3141,LA04702,7,1,6,0,0,0,0,0,1,0,0,1,0,3,0,0,3,0,4,0,0,4,0,0,0,1,0,2,0,0,0,0,0,1
Gramercy Police Department,2004,Louisiana,3133,LA04702,8,1,7,0,0,0,0,0,1,0,0,1,0,5,0,0,5,0,6,0,0,6,0,1,0,1,0,0,0,0,4,0,0,0
Gramercy Police Department,2006,Louisiana,6422,LA04702,7,1,6,0,0,0,0,0,1,0,0,1,0,4,0,0,4,0,5,0,0,5,0,1,0,0,0,0,0,0,4,0,0,0
Gramercy Police Department,2007,Louisiana,6946,LA04702,5,1,4,0,0,0,0,0,2,0,0,2,0,5,0,0,5,0,7,0,0,7,0,5,0,2,0,0,0,0,0,0,0,0
Gramercy Police Department,2008,Louisiana,3309,LA04702,7,1,6,0,0,0,0,0,4,0,0,3,1,6,0,0,4,2,10,0,0,7,3,0,0,3,0,0,0,0,6,0,1,0
Gramercy Police Department,2009,Louisiana,3278,LA04702,5,1,4,0,0,0,0,0,4,0,0,2,2,7,0,0,7,0,11,0,0,9,2,1,0,5,0,0,0,0,2,0,1,2
Gramercy Police Department,2011,Louisiana,3646,LA04702,7,1,6,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0
Gramercy Police Department,2015,Louisiana,3433,LA04702,8,0,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
