agency,year,state,population,ORI,total_officers,female_employees_officers,male_employees_officers,total_civilians,female_employees_civilians,male_employees_civilians,officers_killed_accident,officers_killed_felony,assault_injury_total,assault_injury_gun,assault_injury_knife,assault_injury_hand_feet,assault_injury_other,assault_no_injury_total,assault_no_injury_gun,assault_no_injury_knife,assault_no_injury_hand_feet,assault_no_injury_other,total_assault_total,total_assault_gun,total_assault_knife,total_assault_hand_feet,total_assault_other,all_oth_total_assault,ambush_total_assault,att_oth_arrest_total_assault,burglary_total_assault,civil_disorder_total_assault,cust_prisoners_total_assault,deranged_total_assault,disturbance_total_assault,robbery_total_assault,susp_pers_total_assault,traffic_total_assault
Abraham Baldwin Agricutural College Police Dept,1988,Georgia,0,GA13704,7,0,7,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abraham Baldwin Agricutural College Police Dept,1989,Georgia,0,GA13704,6,0,6,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abraham Baldwin Agricutural College Police Dept,1990,Georgia,0,GA13704,7,1,6,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abraham Baldwin Agricutural College Police Dept,1991,Georgia,0,GA13704,7,1,6,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abraham Baldwin Agricutural College Police Dept,1992,Georgia,0,GA13704,8,1,7,2,1,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abraham Baldwin Agricutural College Police Dept,1993,Georgia,0,GA13704,11,1,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abraham Baldwin Agricutural College Police Dept,1994,Georgia,0,GA13704,10,2,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abraham Baldwin Agricutural College Police Dept,1995,Georgia,0,GA13704,10,2,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abraham Baldwin Agricutural College Police Dept,1996,Georgia,0,GA13704,9,1,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abraham Baldwin Agricutural College Police Dept,1997,Georgia,0,GA13704,11,2,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abraham Baldwin Agricutural College Police Dept,1998,Georgia,0,GA13704,11,4,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abraham Baldwin Agricutural College Police Dept,1999,Georgia,0,GA13704,11,3,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abraham Baldwin Agricutural College Police Dept,2000,Georgia,0,GA13704,11,2,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abraham Baldwin Agricutural College Police Dept,2002,Georgia,0,GA13704,9,2,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abraham Baldwin Agricutural College Police Dept,2003,Georgia,0,GA13704,11,1,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abraham Baldwin Agricutural College Police Dept,2004,Georgia,0,GA13704,12,4,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abraham Baldwin Agricutural College Police Dept,2006,Georgia,0,GA13704,11,4,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abraham Baldwin Agricutural College Police Dept,2007,Georgia,0,GA13704,14,3,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abraham Baldwin Agricutural College Police Dept,2008,Georgia,0,GA13704,12,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abraham Baldwin Agricutural College Police Dept,2009,Georgia,0,GA13704,13,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abraham Baldwin Agricutural College Police Dept,2010,Georgia,0,GA13704,10,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
