agency,ORI,ORI9,year,state,population,FIPS_state_code,FIPS_county_code,FIPS_state_county_code,total_officers,male_employees_officers,female_employees_officers,total_civilians,male_employees_civilians,female_employees_civilians,officers_killed_felony,officers_killed_accident,total_assault_total,total_assault_gun,total_assault_knife,total_assault_other,total_assault_hand_feet,total_assault_2man_veh,total_assault_1man_alone,total_assault_1man_assist,total_assault_det_alone,total_assault_det_assist,total_assault_oth_alone,total_assault_oth_assist,total_assault_clear,disturbance_total_assault,burglary_total_assault,robbery_total_assault,att_oth_arrest_total_assault,civil_disorder_total_assault,cust_prisoners_total_assault,susp_pers_total_assault,ambush_total_assault,deranged_total_assault,traffic_total_assault,all_oth_total_assault
State Police,NHNSP00,NHNSP0000,1975,New Hampshire,0,33,013,33013,0,0,0,0,0,0,0,0,15,0,0,0,15,2,8,4,1,0,0,0,15,2,0,0,9,0,0,0,0,0,3,1
Belknap,NH00100,NH0010000,1975,New Hampshire,10875,33,001,33001,17,14,3,0,0,0,0,0,3,0,0,0,3,0,1,1,0,0,0,1,3,0,0,0,2,0,0,1,0,0,0,0
Gilford,NH00110,NH0011000,1975,New Hampshire,4713,33,001,33001,12,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Laconia,NH00114,NH0011400,1975,New Hampshire,15449,33,001,33001,29,28,1,1,0,1,0,0,20,0,2,0,18,4,4,8,1,0,2,1,20,7,0,1,10,0,0,0,0,0,0,2
Meredith,NH00116,NH0011600,1975,New Hampshire,3690,33,001,33001,7,7,0,0,0,0,0,0,7,0,2,0,5,7,0,0,0,0,0,0,7,3,0,0,1,0,1,0,0,0,2,0
Tilton,NH00122,NH0012200,1975,New Hampshire,2871,33,001,33001,7,7,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
Carroll,NH00200,NH0020000,1975,New Hampshire,13107,33,003,33003,13,12,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conway,NH00210,NH0021000,1975,New Hampshire,5486,33,003,33003,13,13,0,5,4,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Wolfeboro,NH00236,NH0023600,1975,New Hampshire,3135,33,003,33003,12,11,1,2,2,0,0,0,2,0,0,1,1,1,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0
Cheshire,NH00300,NH0030000,1975,New Hampshire,23979,33,005,33005,7,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hinsdale,NH00314,NH0031400,1975,New Hampshire,3587,33,005,33005,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jaffrey,NH00316,NH0031600,1975,New Hampshire,3969,33,005,33005,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Keene,NH00318,NH0031800,1975,New Hampshire,20641,33,005,33005,30,30,0,3,0,3,0,0,10,0,0,0,10,0,3,6,0,0,0,1,12,4,0,0,0,0,1,4,0,0,1,0
Winchester,NH00346,NH0034600,1975,New Hampshire,2953,33,005,33005,1,1,0,0,0,0,0,0,2,0,0,0,2,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
Coos,NH00400,NH0040000,1975,New Hampshire,14045,33,007,33007,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Berlin,NH00406,NH0040600,1975,New Hampshire,14842,33,007,33007,30,30,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gorham,NH00430,NH0043000,1975,New Hampshire,3154,33,007,33007,7,7,0,0,0,0,0,0,4,1,0,0,3,1,3,0,0,0,0,0,3,0,0,0,3,0,0,0,1,0,0,0
Lancaster,NH00438,NH0043800,1975,New Hampshire,3458,33,007,33007,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grafton,NH00500,NH0050000,1975,New Hampshire,24759,33,009,33009,10,8,2,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hanover,NH00534,NH0053400,1975,New Hampshire,11200,33,009,33009,11,11,0,5,4,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Lebanon,NH00544,NH0054400,1975,New Hampshire,11400,33,009,33009,18,18,0,1,1,0,0,0,2,0,0,0,2,0,0,1,0,0,0,1,2,0,0,0,0,0,2,0,0,0,0,0
Littleton,NH00550,NH0055000,1975,New Hampshire,5500,33,009,33009,9,9,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plymouth,NH00566,NH0056600,1975,New Hampshire,3146,33,009,33009,7,7,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
Waterville Valley,NH00576,NH0057600,1975,New Hampshire,153,33,009,33009,4,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
