agency,year,state,population,ORI,total_officers,female_employees_officers,male_employees_officers,total_civilians,female_employees_civilians,male_employees_civilians,officers_killed_accident,officers_killed_felony,assault_injury_total,assault_injury_gun,assault_injury_knife,assault_injury_hand_feet,assault_injury_other,assault_no_injury_total,assault_no_injury_gun,assault_no_injury_knife,assault_no_injury_hand_feet,assault_no_injury_other,total_assault_total,total_assault_gun,total_assault_knife,total_assault_hand_feet,total_assault_other,all_oth_total_assault,ambush_total_assault,att_oth_arrest_total_assault,burglary_total_assault,civil_disorder_total_assault,cust_prisoners_total_assault,deranged_total_assault,disturbance_total_assault,robbery_total_assault,susp_pers_total_assault,traffic_total_assault
Paxton Police Dept,2015,Illinois,4310,IL02702,7,0,7,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paxton Police Dept,2014,Illinois,4400,IL02702,7,0,7,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paxton Police Dept,2013,Illinois,4441,IL02702,7,0,7,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paxton Police Dept,2012,Illinois,4443,IL02702,6,0,6,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paxton Police Dept,2011,Illinois,4486,IL02702,6,0,6,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paxton Police Dept,2010,Illinois,4473,IL02702,6,0,6,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paxton Police Dept,2009,Illinois,4514,IL02702,7,0,7,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paxton Police Dept,2008,Illinois,4540,IL02702,7,0,7,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paxton Police Dept,2007,Illinois,4547,IL02702,7,1,6,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paxton Police Dept,2006,Illinois,4558,IL02702,7,0,7,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paxton Police Dept,2005,Illinois,4540,IL02702,7,0,7,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paxton Police Dept,2004,Illinois,4507,IL02702,7,0,7,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paxton Police Dept,2003,Illinois,4541,IL02702,7,0,7,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paxton Police Dept,2002,Illinois,4591,IL02702,7,0,7,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paxton Police Dept,2001,Illinois,4548,IL02702,6,0,6,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paxton Police Dept,2000,Illinois,4525,IL02702,7,0,7,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paxton Police Dept,1999,Illinois,4229,IL02702,5,0,5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paxton Police Dept,1998,Illinois,4276,IL02702,6,0,6,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paxton Police Dept,1997,Illinois,4243,IL02702,6,0,6,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paxton Police Dept,1996,Illinois,4226,IL02702,6,0,6,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paxton Police Dept,1995,Illinois,4220,IL02702,6,0,6,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paxton Police Dept,1994,Illinois,4258,IL02702,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paxton Police Dept,1993,Illinois,4239,IL02702,6,0,6,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paxton Police Dept,1992,Illinois,4364,IL02702,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paxton Police Dept,1991,Illinois,4331,IL02702,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paxton Police Dept,1990,Illinois,4289,IL02702,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paxton Police Dept,1989,Illinois,4255,IL02702,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paxton Police Dept,1988,Illinois,4168,IL02702,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paxton Police Dept,1987,Illinois,4252,IL02702,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paxton Police Dept,1986,Illinois,4293,IL02702,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paxton Police Dept,1985,Illinois,4254,IL02702,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paxton Police Dept,1984,Illinois,4245,IL02702,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paxton Police Dept,1983,Illinois,4318,IL02702,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paxton Police Dept,1982,Illinois,4304,IL02702,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paxton Police Dept,1981,Illinois,4307,IL02702,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paxton Police Dept,1980,Illinois,4269,IL02702,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paxton Police Dept,1979,Illinois,4045,IL02702,7,0,7,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Paxton Police Dept,1978,Illinois,4052,IL02702,7,0,7,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paxton Police Dept,1977,Illinois,4317,IL02702,7,0,7,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paxton Police Dept,1976,Illinois,4515,IL02702,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paxton Police Dept,1975,Illinois,4405,IL02702,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
