agency,year,state,population,ORI,total_officers,female_employees_officers,male_employees_officers,total_civilians,female_employees_civilians,male_employees_civilians,officers_killed_accident,officers_killed_felony,assault_injury_total,assault_injury_gun,assault_injury_knife,assault_injury_hand_feet,assault_injury_other,assault_no_injury_total,assault_no_injury_gun,assault_no_injury_knife,assault_no_injury_hand_feet,assault_no_injury_other,total_assault_total,total_assault_gun,total_assault_knife,total_assault_hand_feet,total_assault_other,all_oth_total_assault,ambush_total_assault,att_oth_arrest_total_assault,burglary_total_assault,civil_disorder_total_assault,cust_prisoners_total_assault,deranged_total_assault,disturbance_total_assault,robbery_total_assault,susp_pers_total_assault,traffic_total_assault
Rollinsford Police Department,1992,New Hampshire,2648,NH00922,3,0,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rollinsford Police Department,1993,New Hampshire,2671,NH00922,4,0,4,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rollinsford Police Department,1994,New Hampshire,2699,NH00922,4,0,4,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rollinsford Police Department,1995,New Hampshire,2725,NH00922,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rollinsford Police Department,1996,New Hampshire,2758,NH00922,3,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0
Rollinsford Police Department,1997,New Hampshire,2784,NH00922,3,0,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rollinsford Police Department,1998,New Hampshire,2790,NH00922,4,0,4,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rollinsford Police Department,1999,New Hampshire,2779,NH00922,4,0,4,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rollinsford Police Department,2000,New Hampshire,2648,NH00922,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rollinsford Police Department,2001,New Hampshire,2698,NH00922,4,0,4,0,0,0,0,0,2,0,0,0,2,1,0,0,0,1,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0
Rollinsford Police Department,2002,New Hampshire,2733,NH00922,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rollinsford Police Department,2003,New Hampshire,2693,NH00922,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rollinsford Police Department,2004,New Hampshire,2698,NH00922,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rollinsford Police Department,2005,New Hampshire,2669,NH00922,4,0,4,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rollinsford Police Department,2006,New Hampshire,2635,NH00922,4,0,4,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rollinsford Police Department,2007,New Hampshire,2627,NH00922,4,0,4,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rollinsford Police Department,2008,New Hampshire,2641,NH00922,4,0,4,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rollinsford Police Department,2009,New Hampshire,2642,NH00922,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rollinsford Police Department,2010,New Hampshire,2527,NH00922,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rollinsford Police Department,2011,New Hampshire,2530,NH00922,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rollinsford Police Department,2012,New Hampshire,2548,NH00922,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rollinsford Police Department,2013,New Hampshire,2517,NH00922,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rollinsford Police Department,2014,New Hampshire,2522,NH00922,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rollinsford Police Department,2015,New Hampshire,2526,NH00922,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
