agency,year,state,population,ORI,female_employees_civilians,female_employees_officers,female_employees_total,male_employees_civilians,male_employees_officers,male_employees_total,total_employees_civilians,total_employees_officers,total_employees_total,officers_killed_by_accident,officers_killed_by_felony,assaults_with_injury_gun,assaults_with_injury_knife,assaults_with_injury_oth_weap,assaults_with_injury_total,assaults_with_injury_unarmed,assaults_no_injury_gun,assaults_no_injury_knife,assaults_no_injury_oth_weap,assaults_no_injury_total,assaults_no_injury_unarmed,ambush_assault_gun,ambush_assault_knife,ambush_assault_oth_weap,ambush_assault_unarmed,ambush_total_assaults,burglary_assault_gun,burglary_assault_knife,burglary_assault_oth_weap,burglary_assault_unarmed,burglary_total_assaults,deranged_assault_gun,deranged_assault_knife,deranged_assault_oth_weap,deranged_assault_unarmed,deranged_total_assaults,disturbance_assault_gun,disturbance_assault_knife,disturbance_assault_oth_weap,disturbance_assault_unarmed,disturbance_total_assaults,oth_arrest_assault_gun,oth_arrest_assault_knife,oth_arrest_assault_oth_weap,oth_arrest_assault_unarmed,oth_arrest_total_assaults,prisoner_assault_gun,prisoner_assault_knife,prisoner_assault_oth_weap,prisoner_assault_unarmed,prisoner_total_assaults,riot_assault_gun,riot_assault_knife,riot_assault_oth_weap,riot_assault_unarmed,riot_total_assaults,robbery_assault_gun,robbery_assault_knife,robbery_assault_oth_weap,robbery_assault_unarmed,robbery_total_assaults,susp_pers_assault_gun,susp_pers_assault_knife,susp_pers_assault_oth_weap,susp_pers_assault_unarmed,susp_pers_total_assaults,traffic_assault_gun,traffic_assault_knife,traffic_assault_oth_weap,traffic_assault_unarmed,traffic_total_assaults,all_other_assault_gun,all_other_assault_knife,all_other_assault_oth_weap,all_other_assault_unarmed,total_assault_gun,total_assault_knife,total_assault_oth_weap,total_assault_unarmed,total_assaults_total
Roswell Police Department,2017,New Mexico,48134,NM00301,17,9,26,4,75,79,21,84,105,0,0,0,0,0,11,11,21,0,0,25,4,2,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,12,12,18,0,0,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,21,0,0,15,36
Roswell Police Department,2016,New Mexico,48556,NM00301,18,9,27,6,70,76,24,79,103,0,0,0,0,0,17,17,18,0,0,23,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,11,13,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,6,11,0,0,3,18,0,0,22,40
Roswell Police Department,2015,New Mexico,48633,NM00301,22,5,27,1,76,77,23,81,104,0,0,1,0,0,15,14,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,2,1,0,0,4,1,0,0,17,18
Roswell Police Department,2014,New Mexico,48636,NM00301,22,5,27,1,76,77,23,81,104,0,0,0,0,1,3,2,1,1,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,7,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,8,11
Roswell Police Department,2013,New Mexico,48472,NM00301,22,5,27,1,76,77,23,81,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Roswell Police Department,2012,New Mexico,48623,NM00301,29,8,37,3,72,75,32,80,112,0,0,0,0,2,4,2,0,0,4,14,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,2,2,4,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,3,4,0,0,6,12,18
Roswell Police Department,2011,New Mexico,48907,NM00301,29,7,36,6,70,76,35,77,112,0,0,0,0,0,2,2,4,0,7,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,1,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,1,0,1,0,0,4,2,4,0,7,6,17
Roswell Police Department,2010,New Mexico,48366,NM00301,28,11,39,2,78,80,30,89,119,0,0,3,0,0,7,4,0,3,1,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,2,0,3,0,3,3,3,1,7,14
Roswell Police Department,2009,New Mexico,46314,NM00301,30,8,38,6,75,81,36,83,119,0,0,0,0,1,2,1,7,2,2,16,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,5,5,0,0,0,5,0,1,0,3,7,2,3,6,18
Roswell Police Department,2008,New Mexico,45619,NM00301,28,8,36,4,69,73,32,77,109,0,0,0,0,0,8,8,2,0,2,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1,0,0,1,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,4,2,0,2,11,15
Roswell Police Department,2007,New Mexico,45581,NM00301,28,8,36,1,67,68,29,75,104,0,0,0,0,1,5,4,0,0,2,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,4,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,1,1,2,0,0,0,0,0,0,3,9,12
Roswell Police Department,2006,New Mexico,45813,NM00301,27,6,33,4,72,76,31,78,109,0,0,1,0,1,8,6,1,2,2,11,6,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,3,4,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,2,0,0,0,2,2,0,0,1,3,2,2,3,12,19
Roswell Police Department,2005,New Mexico,45668,NM00301,22,5,27,1,76,77,23,81,104,0,0,0,0,0,2,2,3,1,1,18,13,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,4,5,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,7,7,1,0,1,1,3,0,0,0,1,3,1,1,15,20
Roswell Police Department,2004,New Mexico,44905,NM00301,22,7,29,4,75,79,26,82,108,0,0,0,0,0,0,0,1,4,4,16,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,4,0,0,0,2,2,0,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,0,0,0,0,0,0,0,0,0,1,4,4,7,16
Roswell Police Department,2003,New Mexico,44522,NM00301,22,7,29,5,72,77,27,79,106,0,0,0,0,0,4,4,2,0,1,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,1,2,0,0,0,2,0,1,10,13
Roswell Police Department,2002,New Mexico,46190,NM00301,22,7,29,4,70,74,26,77,103,0,0,1,0,0,8,7,1,0,1,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,8,9,0,0,0,2,2,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,2,2,0,1,18,21
Roswell Police Department,2001,New Mexico,45544,NM00301,21,7,28,4,73,77,25,80,105,0,0,0,0,1,3,2,1,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,1,1,0,0,0,1,1,0,1,5,7
Roswell Police Department,2e3,New Mexico,45293,NM00301,22,6,28,3,71,74,25,77,102,0,0,1,0,2,7,4,1,1,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,6,0,0,2,2,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,4,5,12
Roswell Police Department,1999,New Mexico,47704,NM00301,24,5,29,2,77,79,26,82,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Roswell Police Department,1998,New Mexico,48110,NM00301,22,5,27,1,76,77,23,81,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Roswell Police Department,1997,New Mexico,49571,NM00301,21,4,25,1,85,86,22,89,111,0,0,0,0,1,5,4,1,0,2,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,0,0,0,0,0,0,0,1,1,1,0,3,7,11
Roswell Police Department,1996,New Mexico,49085,NM00301,18,3,21,3,78,81,21,81,102,0,0,0,0,1,3,2,2,2,0,17,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,2,1,1,2,2,1,15,20
