agency,year,state,population,ORI,total_officers,female_employees_officers,male_employees_officers,total_civilians,female_employees_civilians,male_employees_civilians,officers_killed_accident,officers_killed_felony,assault_injury_total,assault_injury_gun,assault_injury_knife,assault_injury_hand_feet,assault_injury_other,assault_no_injury_total,assault_no_injury_gun,assault_no_injury_knife,assault_no_injury_hand_feet,assault_no_injury_other,total_assault_total,total_assault_gun,total_assault_knife,total_assault_hand_feet,total_assault_other,all_oth_total_assault,ambush_total_assault,att_oth_arrest_total_assault,burglary_total_assault,civil_disorder_total_assault,cust_prisoners_total_assault,deranged_total_assault,disturbance_total_assault,robbery_total_assault,susp_pers_total_assault,traffic_total_assault
Wingate Police Department,2016,North Carolina,3930,NC09004,7,1,6,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wingate Police Department,2015,North Carolina,4014,NC09004,6,1,5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wingate Police Department,2014,North Carolina,3737,NC09004,7,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wingate Police Department,2013,North Carolina,3702,NC09004,6,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0
Wingate Police Department,2012,North Carolina,3578,NC09004,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wingate Police Department,2011,North Carolina,3535,NC09004,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wingate Police Department,2010,North Carolina,3491,NC09004,8,0,8,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wingate Police Department,2009,North Carolina,4097,NC09004,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wingate Police Department,2008,North Carolina,3954,NC09004,6,0,6,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wingate Police Department,2007,North Carolina,3876,NC09004,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wingate Police Department,2006,North Carolina,2923,NC09004,7,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wingate Police Department,2005,North Carolina,2773,NC09004,7,0,7,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,2,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0
Wingate Police Department,2004,North Carolina,2707,NC09004,7,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Wingate Police Department,2003,North Carolina,2614,NC09004,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wingate Police Department,2002,North Carolina,2487,NC09004,8,0,8,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1
Wingate Police Department,2001,North Carolina,2447,NC09004,8,0,8,0,0,0,0,0,1,0,0,1,0,2,1,0,1,0,3,1,0,2,0,0,0,2,0,0,0,0,0,0,0,1
Wingate Police Department,2000,North Carolina,2406,NC09004,8,0,8,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0
Wingate Police Department,1999,North Carolina,3058,NC09004,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wingate Police Department,1998,North Carolina,3316,NC09004,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wingate Police Department,1997,North Carolina,3346,NC09004,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wingate Police Department,1996,North Carolina,3301,NC09004,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wingate Police Department,1995,North Carolina,3244,NC09004,4,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Wingate Police Department,1994,North Carolina,2873,NC09004,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wingate Police Department,1993,North Carolina,2823,NC09004,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wingate Police Department,1992,North Carolina,2912,NC09004,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wingate Police Department,1991,North Carolina,2867,NC09004,3,0,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wingate Police Department,1990,North Carolina,2821,NC09004,2,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wingate Police Department,1989,North Carolina,2917,NC09004,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wingate Police Department,1988,North Carolina,2939,NC09004,2,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
