agency,year,state,population,ORI,total_officers,female_employees_officers,male_employees_officers,total_civilians,female_employees_civilians,male_employees_civilians,officers_killed_accident,officers_killed_felony,assault_injury_total,assault_injury_gun,assault_injury_knife,assault_injury_hand_feet,assault_injury_other,assault_no_injury_total,assault_no_injury_gun,assault_no_injury_knife,assault_no_injury_hand_feet,assault_no_injury_other,total_assault_total,total_assault_gun,total_assault_knife,total_assault_hand_feet,total_assault_other,all_oth_total_assault,ambush_total_assault,att_oth_arrest_total_assault,burglary_total_assault,civil_disorder_total_assault,cust_prisoners_total_assault,deranged_total_assault,disturbance_total_assault,robbery_total_assault,susp_pers_total_assault,traffic_total_assault
Chipley Police Department,1975,Florida,3711,FL06701,6,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0
Chipley Police Department,1976,Florida,3748,FL06701,4,0,4,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chipley Police Department,1977,Florida,3528,FL06701,4,0,4,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chipley Police Department,1978,Florida,3524,FL06701,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chipley Police Department,1979,Florida,3765,FL06701,5,0,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Chipley Police Department,1980,Florida,3308,FL06701,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chipley Police Department,1981,Florida,3515,FL06701,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chipley Police Department,1982,Florida,3602,FL06701,5,0,5,0,0,0,0,0,0,0,0,0,0,3,1,0,2,0,3,1,0,2,0,0,0,0,0,0,0,0,3,0,0,0
Chipley Police Department,1983,Florida,3693,FL06701,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chipley Police Department,1984,Florida,3601,FL06701,5,0,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Chipley Police Department,1985,Florida,3729,FL06701,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chipley Police Department,1986,Florida,3888,FL06701,5,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Chipley Police Department,1987,Florida,3594,FL06701,5,0,5,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0
Chipley Police Department,1988,Florida,3731,FL06701,6,0,6,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chipley Police Department,1989,Florida,3719,FL06701,6,0,6,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chipley Police Department,1990,Florida,3866,FL06701,6,0,6,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chipley Police Department,1991,Florida,3967,FL06701,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
