agency,ORI,ORI9,year,state,population,FIPS_state_code,FIPS_county_code,FIPS_state_county_code,total_officers,male_employees_officers,female_employees_officers,total_civilians,male_employees_civilians,female_employees_civilians,officers_killed_felony,officers_killed_accident,total_assault_total,total_assault_gun,total_assault_knife,total_assault_other,total_assault_hand_feet,total_assault_2man_veh,total_assault_1man_alone,total_assault_1man_assist,total_assault_det_alone,total_assault_det_assist,total_assault_oth_alone,total_assault_oth_assist,total_assault_clear,disturbance_total_assault,burglary_total_assault,robbery_total_assault,att_oth_arrest_total_assault,civil_disorder_total_assault,cust_prisoners_total_assault,susp_pers_total_assault,ambush_total_assault,deranged_total_assault,traffic_total_assault,all_oth_total_assault
Colorado State Patrol,COCSP00,COCSP0000,1975,Colorado,0,08,031,08031,547,547,0,220,119,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rocky Mountain,CODI001,NA,1975,Colorado,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mesa Verde Np,CODI002,NA,1975,Colorado,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Black Canyon Otg Nm,CODI004,NA,1975,Colorado,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colorado Nm,CODI005,NA,1975,Colorado,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Curecanti Ra,CODI006,NA,1975,Colorado,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Florissant Foss Beds Nm,CODI007,NA,1975,Colorado,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Great Sand Dunes Nm,CODI008,NA,1975,Colorado,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yucca House Nm,CODI009,NA,1975,Colorado,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bents Old Fort Nhs,CODI010,NA,1975,Colorado,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dinosaur Nm,CODI011,CODI01100,1975,Colorado,0,08,083,08083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hovenweep Nm,CODI012,NA,1975,Colorado,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shadow Mountain,CODI013,NA,1975,Colorado,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Denver,CODPD00,CODPD0000,1975,Colorado,508140,08,031,08031,1382,1341,41,310,131,179,2,0,211,47,18,25,121,116,26,21,0,8,21,19,179,60,2,2,40,0,26,37,1,1,23,19
Adams,CO00100,CO0010000,1975,Colorado,55845,08,001,08001,108,102,6,24,3,21,0,0,5,0,2,0,3,0,1,4,0,0,0,0,5,2,0,0,0,0,0,0,0,0,3,0
Aurora,CO00101,CO0010100,1975,Colorado,116656,08,005,08005,161,161,0,47,15,32,0,0,19,2,0,0,17,1,1,9,0,0,0,8,19,5,0,0,1,0,8,3,0,0,1,1
Brighton,CO00102,CO0010200,1975,Colorado,9586,08,001,08001,24,21,3,8,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Commerce City,CO00103,CO0010300,1975,Colorado,18595,08,001,08001,41,37,4,9,1,8,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
Thornton,CO00104,CO0010400,1975,Colorado,28450,08,001,08001,39,39,0,12,3,9,0,0,14,1,0,1,12,2,3,9,0,0,0,0,14,5,0,0,1,0,0,1,0,0,7,0
Westminster,CO00105,CO0010500,1975,Colorado,22420,08,001,08001,42,41,1,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northglenn Police Dept,CO00106,CO0010600,1975,Colorado,35e3,08,001,08001,36,34,2,9,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Derby,CO00107,CO0010700,1975,Colorado,11775,08,001,08001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Federal Heights,CO00108,CO0010800,1975,Colorado,1733,08,001,08001,11,10,1,5,0,5,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Alamosa,CO00200,CO0020000,1975,Colorado,4865,08,003,08003,5,5,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Alamosa,CO00201,CO0020100,1975,Colorado,6985,08,003,08003,18,18,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arapahoe,CO00300,CO0030000,1975,Colorado,52975,08,005,08005,98,89,9,27,1,26,0,0,3,1,0,0,2,0,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0
Englewood,CO00301,CO0030100,1975,Colorado,36536,08,005,08005,66,65,1,20,11,9,0,0,11,2,0,0,9,1,2,6,0,0,0,2,11,1,0,0,3,0,1,1,0,3,1,1
Littleton,CO00302,CO0030200,1975,Colorado,34300,08,005,08005,48,45,3,11,5,6,0,0,3,0,0,1,2,0,2,0,0,0,1,0,3,2,0,0,0,0,0,0,0,0,0,1
Sheridan,CO00303,CO0030300,1975,Colorado,5200,08,005,08005,12,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glendale,CO00304,CO0030400,1975,Colorado,1579,08,005,08005,18,18,0,6,0,6,0,0,2,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
Cherry Hill,CO00305,CO0030500,1975,Colorado,5484,08,005,08005,14,14,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Archuleta,CO00400,CO0040000,1975,Colorado,2938,08,007,08007,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baca,CO00500,CO0050000,1975,Colorado,5572,08,009,08009,9,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Walsh,CO00502,CO0050200,1975,Colorado,971,08,009,08009,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bent,CO00600,CO0060000,1975,Colorado,6281,08,011,08011,3,3,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Las Animas,CO00601,CO0060100,1975,Colorado,3045,08,011,08011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boulder,CO00700,CO0070000,1975,Colorado,34073,08,013,08013,100,83,17,34,7,27,0,0,4,1,0,1,2,0,2,1,0,0,1,0,4,0,0,1,1,1,0,1,0,0,0,0
Boulder,CO00701,CO0070100,1975,Colorado,85130,08,013,08013,95,90,5,23,5,18,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Broomfield,CO00702,CO0070200,1975,Colorado,9035,08,014,08014,28,23,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lafayette,CO00703,CO0070300,1975,Colorado,6952,08,013,08013,8,8,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Longmont,CO00704,CO0070400,1975,Colorado,28922,08,013,08013,37,36,1,15,8,7,0,0,11,0,0,3,8,0,1,9,1,0,0,0,11,6,0,0,2,0,0,0,0,0,0,3
University Of Colorado,CO00705,CO0070500,1975,Colorado,0,08,013,08013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chaffee,CO00800,CO0080000,1975,Colorado,6572,08,015,08015,8,8,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Buena Vista,CO00801,CO0080100,1975,Colorado,2220,08,015,08015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salida,CO00802,CO0080200,1975,Colorado,4928,08,015,08015,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cheyenne,CO00900,CO0090000,1975,Colorado,2330,08,017,08017,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clear Creek,CO01000,CO0100000,1975,Colorado,3300,08,019,08019,18,15,3,1,0,1,0,0,3,0,0,0,3,0,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,2,1,0
Idaho Springs,CO01001,CO0100100,1975,Colorado,2600,08,019,08019,8,7,1,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0
Conejos,CO01100,CO0110000,1975,Colorado,8206,08,021,08021,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Costilla,CO01200,CO0120000,1975,Colorado,3140,08,023,08023,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crowley,CO01300,CO0130000,1975,Colorado,3444,08,025,08025,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Custer,CO01400,CO0140000,1975,Colorado,1259,08,027,08027,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delta,CO01500,CO0150000,1975,Colorado,12445,08,029,08029,11,8,3,0,0,0,0,0,2,0,0,0,2,1,0,1,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0
Delta,CO01501,CO0150100,1975,Colorado,4169,08,029,08029,8,8,0,2,0,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Denver County,CO01600,CO0160000,1975,Colorado,0,08,031,08031,268,251,17,35,21,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dolores,CO01700,CO0170000,1975,Colorado,1600,08,033,08033,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Douglas,CO01800,CO0180000,1975,Colorado,14588,08,035,08035,18,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eagle,CO01900,CO0190000,1975,Colorado,9382,08,037,08037,13,12,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Vail,CO01901,CO0190100,1975,Colorado,647,08,037,08037,12,11,1,9,0,9,0,0,2,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0
Elbert,CO02000,CO0200000,1975,Colorado,5268,08,039,08039,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
El Paso,CO02100,CO0210000,1975,Colorado,109062,08,041,08041,129,110,19,18,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colorado Springs,CO02101,CO0210100,1975,Colorado,178e3,08,041,08041,273,260,13,81,40,41,0,0,8,5,1,2,0,3,2,3,0,0,0,0,4,3,3,0,0,0,0,0,0,0,2,0
Manitou Springs,CO02103,CO0210300,1975,Colorado,4693,08,041,08041,14,13,1,2,0,2,1,0,3,0,0,0,3,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0
Fremont,CO02200,CO0220000,1975,Colorado,12607,08,043,08043,18,16,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canon City,CO02201,CO0220100,1975,Colorado,10059,08,043,08043,21,21,0,4,1,3,0,0,5,0,0,2,3,3,0,2,0,0,0,0,3,1,0,0,3,0,0,1,0,0,0,0
Florence,CO02202,CO0220200,1975,Colorado,3166,08,043,08043,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Garfield,CO02300,CO0230000,1975,Colorado,7316,08,045,08045,6,5,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
