agency,year,state,population,ORI,total_officers,female_employees_officers,male_employees_officers,total_civilians,female_employees_civilians,male_employees_civilians,officers_killed_accident,officers_killed_felony,assault_injury_total,assault_injury_gun,assault_injury_knife,assault_injury_hand_feet,assault_injury_other,assault_no_injury_total,assault_no_injury_gun,assault_no_injury_knife,assault_no_injury_hand_feet,assault_no_injury_other,total_assault_total,total_assault_gun,total_assault_knife,total_assault_hand_feet,total_assault_other,all_oth_total_assault,ambush_total_assault,att_oth_arrest_total_assault,burglary_total_assault,civil_disorder_total_assault,cust_prisoners_total_assault,deranged_total_assault,disturbance_total_assault,robbery_total_assault,susp_pers_total_assault,traffic_total_assault
Norco Pd,1991,California,23787,CA03310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Norco Pd,1992,California,24168,CA03310,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,11,0,3,1,0,2,0,1,0,0,0,0,0,0,0,0,0,2
Norco Pd,1993,California,24309,CA03310,0,0,0,0,0,0,0,0,2,0,0,1,1,2,0,0,2,0,4,0,0,3,1,3,0,0,0,0,0,0,1,0,0,0
Norco Pd,1994,California,24480,CA03310,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,2,1,4,0,0,3,1,0,0,1,0,0,0,0,1,0,0,2
Norco Pd,1995,California,24762,CA03310,0,0,0,0,0,0,0,0,1,0,0,1,0,2,1,0,1,0,3,1,0,2,0,0,1,0,0,0,0,2,0,0,0,0
Norco Pd,1996,California,24988,CA03310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Norco Pd,1997,California,25293,CA03310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Norco Pd,1998,California,26498,CA03310,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
Norco Pd,1999,California,26841,CA03310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Norco Pd,2000,California,24157,CA03310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Norco Pd,2001,California,24606,CA03310,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,1,1,3,0,0,2,1,1,0,1,0,0,0,0,0,0,1,0
Norco Pd,2002,California,25045,CA03310,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Norco Pd,2003,California,26109,CA03310,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,2,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0
Norco Pd,2004,California,26568,CA03310,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,8,1,9,0,0,8,1,3,0,0,0,0,2,0,3,0,1,0
Norco Pd,2005,California,26845,CA03310,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,3,0,4,0,0,4,0,0,0,0,0,0,0,0,2,0,2,0
Norco Pd,2006,California,27203,CA03310,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,3,0,4,1,0,3,0,0,0,1,0,0,0,0,2,1,0,0
Norco Pd,2007,California,27469,CA03310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Norco Pd,2008,California,27254,CA03310,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Norco Pd,2009,California,26933,CA03310,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,3,0,1,0,0,0,0,0,0,1,0,1,0
Norco Pd,2010,California,27063,CA03310,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,1,1,3,0,0,2,1,0,0,0,0,0,2,0,0,0,0,1
Norco Pd,2011,California,27381,CA03310,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0
Norco Pd,2012,California,27850,CA03310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Norco Pd,2013,California,27497,CA03310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Norco Pd,2014,California,26933,CA03310,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,2,1,3,0,0,2,1,0,0,0,0,0,0,0,2,0,1,0
Norco Pd,2015,California,26925,CA03310,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
