agency,year,state,population,ORI,total_officers,female_employees_officers,male_employees_officers,total_civilians,female_employees_civilians,male_employees_civilians,officers_killed_accident,officers_killed_felony,assault_injury_total,assault_injury_gun,assault_injury_knife,assault_injury_hand_feet,assault_injury_other,assault_no_injury_total,assault_no_injury_gun,assault_no_injury_knife,assault_no_injury_hand_feet,assault_no_injury_other,total_assault_total,total_assault_gun,total_assault_knife,total_assault_hand_feet,total_assault_other,all_oth_total_assault,ambush_total_assault,att_oth_arrest_total_assault,burglary_total_assault,civil_disorder_total_assault,cust_prisoners_total_assault,deranged_total_assault,disturbance_total_assault,robbery_total_assault,susp_pers_total_assault,traffic_total_assault
Burrton Police Department,2016,Kansas,894,KS04005,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burrton Police Department,2015,Kansas,891,KS04005,4,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burrton Police Department,2014,Kansas,884,KS04005,4,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burrton Police Department,2013,Kansas,899,KS04005,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burrton Police Department,2012,Kansas,911,KS04005,2,0,2,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burrton Police Department,2011,Kansas,907,KS04005,2,0,2,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burrton Police Department,2010,Kansas,901,KS04005,2,0,2,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burrton Police Department,2009,Kansas,892,KS04005,2,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burrton Police Department,2008,Kansas,885,KS04005,1,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burrton Police Department,2007,Kansas,897,KS04005,2,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burrton Police Department,2005,Kansas,922,KS04005,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burrton Police Department,2003,Kansas,930,KS04005,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burrton Police Department,2002,Kansas,942,KS04005,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burrton Police Department,2001,Kansas,934,KS04005,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burrton Police Department,2000,Kansas,932,KS04005,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burrton Police Department,1999,Kansas,897,KS04005,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burrton Police Department,1998,Kansas,877,KS04005,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burrton Police Department,1997,Kansas,988,KS04005,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burrton Police Department,1996,Kansas,980,KS04005,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burrton Police Department,1995,Kansas,978,KS04005,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burrton Police Department,1993,Kansas,881,KS04005,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burrton Police Department,1992,Kansas,881,KS04005,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
