agency,ORI,ORI9,year,state,population,FIPS_state_code,FIPS_county_code,FIPS_state_county_code,total_officers,male_employees_officers,female_employees_officers,total_civilians,male_employees_civilians,female_employees_civilians,officers_killed_felony,officers_killed_accident,total_assault_total,total_assault_gun,total_assault_knife,total_assault_other,total_assault_hand_feet,total_assault_2man_veh,total_assault_1man_alone,total_assault_1man_assist,total_assault_det_alone,total_assault_det_assist,total_assault_oth_alone,total_assault_oth_assist,total_assault_clear,disturbance_total_assault,burglary_total_assault,robbery_total_assault,att_oth_arrest_total_assault,civil_disorder_total_assault,cust_prisoners_total_assault,susp_pers_total_assault,ambush_total_assault,deranged_total_assault,traffic_total_assault,all_oth_total_assault
Craters Of The Moon Nm,IDDI001,NA,1975,Idaho,0,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nez Perce Nhp,IDDI002,NA,1975,Idaho,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yellowstone Np,IDDI003,NA,1975,Idaho,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Idaho State Police,IDISP00,IDISP0000,1975,Idaho,0,16,001,16001,187,187,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ada,ID00100,ID0010000,1975,Idaho,30029,16,001,16001,84,61,23,0,0,0,0,0,2,0,0,0,2,0,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
Boise,ID00101,ID0010100,1975,Idaho,98199,16,001,16001,120,115,5,49,1,48,0,0,15,0,1,0,14,3,4,8,0,0,0,0,15,1,0,0,10,0,3,0,0,1,0,0
Garden City,ID00102,ID0010200,1975,Idaho,3324,16,001,16001,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meridian,ID00103,ID0010300,1975,Idaho,2714,16,001,16001,6,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kuna,ID00107,ID0010700,1975,Idaho,1050,16,001,16001,3,3,0,1,0,1,0,0,2,0,0,0,2,1,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0
Adams,ID00200,ID0020000,1975,Idaho,3288,16,003,16003,5,5,0,2,0,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Bannock,ID00300,ID0030000,1975,Idaho,5965,16,005,16005,29,20,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chubbuck,ID00301,ID0030100,1975,Idaho,4450,16,005,16005,5,5,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Pocatello,ID00302,ID0030200,1975,Idaho,46300,16,005,16005,67,66,1,12,2,10,0,0,7,1,0,1,5,0,3,4,0,0,0,0,7,4,0,1,0,0,1,0,0,0,1,0
Bear Lake,ID00400,ID0040000,1975,Idaho,2459,16,007,16007,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montpelier,ID00401,ID0040100,1975,Idaho,3500,16,007,16007,4,4,0,2,0,2,0,0,4,4,0,0,0,0,1,0,0,0,0,3,4,4,0,0,0,0,0,0,0,0,0,0
Benewah,ID00500,ID0050000,1975,Idaho,7089,16,009,16009,12,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
St Maries,ID00501,ID0050100,1975,Idaho,2684,16,009,16009,4,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bingham,ID00600,ID0060000,1975,Idaho,19015,16,011,16011,12,10,2,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blackfoot,ID00602,ID0060200,1975,Idaho,10761,16,011,16011,29,23,6,0,0,0,0,0,12,2,0,0,10,0,1,8,0,0,1,2,12,3,0,0,3,1,5,0,0,0,0,0
Shelley,ID00604,ID0060400,1975,Idaho,3e3,16,011,16011,6,6,0,0,0,0,0,0,4,1,0,2,1,1,2,1,0,0,0,0,4,0,0,0,0,0,1,1,0,0,2,0
Blaine,ID00700,ID0070000,1975,Idaho,4173,16,013,16013,15,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ketchum,ID00701,ID0070100,1975,Idaho,2607,16,013,16013,6,6,0,1,0,1,0,0,7,0,1,0,6,4,1,2,0,0,0,0,7,0,0,0,6,0,1,0,0,0,0,0
Sun Valley,ID00702,ID0070200,1975,Idaho,220,16,013,16013,7,7,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Boise,ID00800,ID0080000,1975,Idaho,2466,16,015,16015,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bonner,ID00900,ID0090000,1975,Idaho,15e3,16,017,16017,23,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sandpoint,ID00902,ID0090200,1975,Idaho,5e3,16,017,16017,11,11,0,8,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bonneville,ID01000,ID0100000,1975,Idaho,18037,16,019,16019,21,21,0,15,3,12,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Ammon,ID01001,ID0100100,1975,Idaho,1329,16,019,16019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Idaho Falls,ID01002,ID0100200,1975,Idaho,39500,16,019,16019,64,63,1,6,0,6,0,0,4,1,0,0,3,0,3,1,0,0,0,0,3,2,0,0,1,0,0,0,1,0,0,0
Boundary,ID01100,ID0110000,1975,Idaho,3076,16,021,16021,9,5,4,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Bonners Ferry,ID01101,ID0110100,1975,Idaho,3500,16,021,16021,6,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Butte,ID01200,ID0120000,1975,Idaho,2384,16,023,16023,3,2,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Arco,ID01201,ID0120100,1975,Idaho,1611,16,023,16023,3,3,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Camas,ID01300,ID0130000,1975,Idaho,843,16,025,16025,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canyon,ID01400,ID0140000,1975,Idaho,36532,16,027,16027,44,37,7,18,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caldwell,ID01401,ID0140100,1975,Idaho,15369,16,027,16027,30,24,6,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Nampa,ID01402,ID0140200,1975,Idaho,23e3,16,027,16027,35,31,4,0,0,0,0,0,46,0,0,1,45,0,25,19,0,0,0,2,46,7,0,0,19,2,9,0,0,0,8,1
Caribou,ID01500,ID0150000,1975,Idaho,4648,16,029,16029,7,6,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
