agency,year,state,population,ORI,female_employees_civilians,female_employees_officers,female_employees_total,male_employees_civilians,male_employees_officers,male_employees_total,total_employees_civilians,total_employees_officers,total_employees_total,officers_killed_by_accident,officers_killed_by_felony,assaults_with_injury_gun,assaults_with_injury_knife,assaults_with_injury_oth_weap,assaults_with_injury_total,assaults_with_injury_unarmed,assaults_no_injury_gun,assaults_no_injury_knife,assaults_no_injury_oth_weap,assaults_no_injury_total,assaults_no_injury_unarmed,ambush_assault_gun,ambush_assault_knife,ambush_assault_oth_weap,ambush_assault_unarmed,ambush_total_assaults,burglary_assault_gun,burglary_assault_knife,burglary_assault_oth_weap,burglary_assault_unarmed,burglary_total_assaults,deranged_assault_gun,deranged_assault_knife,deranged_assault_oth_weap,deranged_assault_unarmed,deranged_total_assaults,disturbance_assault_gun,disturbance_assault_knife,disturbance_assault_oth_weap,disturbance_assault_unarmed,disturbance_total_assaults,oth_arrest_assault_gun,oth_arrest_assault_knife,oth_arrest_assault_oth_weap,oth_arrest_assault_unarmed,oth_arrest_total_assaults,prisoner_assault_gun,prisoner_assault_knife,prisoner_assault_oth_weap,prisoner_assault_unarmed,prisoner_total_assaults,riot_assault_gun,riot_assault_knife,riot_assault_oth_weap,riot_assault_unarmed,riot_total_assaults,robbery_assault_gun,robbery_assault_knife,robbery_assault_oth_weap,robbery_assault_unarmed,robbery_total_assaults,susp_pers_assault_gun,susp_pers_assault_knife,susp_pers_assault_oth_weap,susp_pers_assault_unarmed,susp_pers_total_assaults,traffic_assault_gun,traffic_assault_knife,traffic_assault_oth_weap,traffic_assault_unarmed,traffic_total_assaults,all_other_assault_gun,all_other_assault_knife,all_other_assault_oth_weap,all_other_assault_unarmed,total_assault_gun,total_assault_knife,total_assault_oth_weap,total_assault_unarmed,total_assaults_total
Woodbridge Police,2017,New Jersey,102129,NJ01225,22,7,29,19,191,210,41,198,239,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
Woodbridge Police,2016,New Jersey,102124,NJ01225,34,10,44,24,184,208,58,194,252,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
Woodbridge Police,2015,New Jersey,100950,NJ01225,31,10,41,31,183,214,62,193,255,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,2,2
Woodbridge Police,2014,New Jersey,100969,NJ01225,31,11,42,30,179,209,61,190,251,0,0,0,0,1,5,4,0,0,0,3,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,3,0,0,1,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,7,8
Woodbridge Police,2013,New Jersey,100568,NJ01225,32,11,43,31,180,211,63,191,254,0,0,0,0,3,9,6,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,1,4,0,0,0,2,2,0,0,0,0,0,0,3,10,13
Woodbridge Police,2012,New Jersey,100612,NJ01225,33,13,46,31,172,203,64,185,249,0,0,0,0,1,9,8,0,0,2,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,2,2,0,0,0,3,3,0,0,0,3,3,0,0,0,0,0,0,0,3,2,5,0,0,0,3,3,0,0,0,0,0,0,3,16,19
Woodbridge Police,2011,New Jersey,99915,NJ01225,32,12,44,21,180,201,53,192,245,0,0,0,0,1,9,8,3,0,1,16,12,0,0,0,2,2,0,0,0,0,0,0,0,0,1,1,3,0,0,10,13,0,0,1,1,2,0,0,0,3,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,3,0,2,20,25
Woodbridge Police,2010,New Jersey,99585,NJ01225,33,11,44,16,184,200,49,195,244,0,0,0,0,0,5,5,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,1,0,0,0,2,0,0,0,11,11
Woodbridge Police,2009,New Jersey,98013,NJ01225,31,10,41,15,194,209,46,204,250,0,0,0,0,0,2,2,0,0,3,21,18,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0,1,2,0,0,3,20,23
Woodbridge Police,2008,New Jersey,98154,NJ01225,33,10,43,16,193,209,49,203,252,0,0,0,0,0,4,4,0,0,0,27,27,0,0,0,0,0,0,0,0,2,2,0,0,0,1,1,0,0,0,18,18,0,0,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,2,2,0,0,0,3,0,0,0,31,31
Woodbridge Police,2007,New Jersey,98769,NJ01225,37,9,46,15,196,211,52,205,257,0,0,0,0,0,3,3,0,3,3,26,20,0,0,0,0,0,0,2,0,3,5,0,0,0,0,0,0,0,0,8,8,0,1,0,0,1,0,0,0,7,7,0,0,0,1,1,0,0,0,0,0,0,0,1,2,3,0,0,2,1,3,0,0,0,1,0,3,3,23,29
Woodbridge Police,2006,New Jersey,100655,NJ01225,34,9,43,15,192,207,49,201,250,0,0,0,0,0,5,5,2,2,4,26,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,13,16,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,1,3,2,6,0,0,1,2,2,2,4,23,31
Woodbridge Police,2005,New Jersey,100998,NJ01225,34,8,42,16,188,204,50,196,246,0,0,0,0,1,11,10,0,0,2,20,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,13,0,0,1,4,5,0,0,0,6,6,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,1,0,0,0,3,28,31
Woodbridge Police,2004,New Jersey,101572,NJ01225,33,7,40,13,185,198,46,192,238,0,0,0,0,2,7,5,0,0,6,27,21,0,0,0,0,0,0,0,0,2,2,0,0,0,1,1,0,0,3,12,15,0,0,4,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,0,0,0,2,2,0,0,0,0,0,0,8,26,34
Woodbridge Police,2003,New Jersey,100982,NJ01225,31,8,39,14,189,203,45,197,242,0,0,0,0,3,10,7,0,0,12,47,35,0,0,0,0,0,0,0,0,1,1,0,0,1,6,7,0,0,1,18,19,0,0,5,4,9,0,0,0,6,6,0,0,0,1,1,0,0,0,0,0,0,0,1,1,2,0,0,5,5,10,0,0,2,0,0,0,15,42,57
Woodbridge Police,2002,New Jersey,99236,NJ01225,33,6,39,13,192,205,46,198,244,0,0,0,0,1,7,6,0,0,4,43,39,0,0,0,0,0,0,0,0,1,1,0,0,0,2,2,0,0,0,25,25,0,0,1,5,6,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,7,10,0,0,1,2,3,0,0,0,1,0,0,5,45,50
Woodbridge Police,2001,New Jersey,98013,NJ01225,32,6,38,15,189,204,47,195,242,0,0,0,0,1,11,10,0,1,3,31,27,0,0,0,0,0,0,0,2,0,2,0,0,0,5,5,0,0,0,15,15,0,0,0,6,6,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,4,5,0,0,2,3,5,0,0,0,0,0,1,4,37,42
Woodbridge Police,2e3,New Jersey,97203,NJ01225,32,6,38,12,186,198,44,192,236,0,0,0,0,0,20,20,0,0,8,22,14,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,13,15,0,0,2,7,9,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,6,7,0,0,3,3,6,0,0,0,1,0,0,8,34,42
Woodbridge Police,1999,New Jersey,95994,NJ01225,32,7,39,12,191,203,44,198,242,0,0,0,0,1,15,14,0,0,8,32,24,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,4,18,22,0,0,0,5,5,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,4,6,10,0,0,0,1,0,0,9,38,47
Woodbridge Police,1998,New Jersey,96208,NJ01225,29,7,36,14,190,204,43,197,240,0,0,0,0,2,23,21,0,3,5,38,30,0,0,0,0,0,0,0,0,0,0,0,3,0,6,9,0,0,1,27,28,0,0,0,9,9,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,0,0,4,2,0,3,7,51,61
Woodbridge Police,1997,New Jersey,98305,NJ01225,27,8,35,13,192,205,40,200,240,0,0,0,0,2,11,9,0,0,9,42,33,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2,0,0,0,10,10,0,0,0,9,9,0,0,0,8,8,0,0,0,0,0,0,0,2,2,4,0,0,1,7,8,0,0,6,1,7,0,0,1,3,0,0,11,42,53
Woodbridge Police,1996,New Jersey,97512,NJ01225,26,7,33,16,193,209,42,200,242,0,0,0,0,1,1,0,0,0,1,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,0,0,0,0,0,0,0,0,1,0,0,2,5,7
Woodbridge Police,1995,New Jersey,96988,NJ01225,25,7,32,19,191,210,44,198,242,0,0,0,0,0,5,5,0,0,1,21,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,2,2,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,2,2,0,0,0,6,6,0,0,1,2,0,0,1,25,26
Woodbridge Police,1994,New Jersey,96488,NJ01225,26,6,32,16,187,203,42,193,235,0,0,0,0,4,8,4,0,0,0,9,9,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,7,7,0,0,1,2,3,0,0,0,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,4,13,17
Woodbridge Police,1993,New Jersey,96184,NJ01225,24,5,29,16,189,205,40,194,234,0,0,0,0,3,5,2,0,0,5,25,20,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2,0,0,2,8,10,0,0,1,2,3,0,0,1,2,0,0,8,22,30
Woodbridge Police,1992,New Jersey,93794,NJ01225,23,5,28,9,176,185,32,181,213,0,0,0,0,0,19,19,0,0,5,54,49,0,0,0,0,0,0,0,2,1,3,0,0,0,4,4,0,0,0,15,15,0,0,0,17,17,0,0,0,8,8,0,0,0,1,1,0,0,0,0,0,0,0,0,8,8,0,0,3,9,12,0,0,0,5,0,0,5,68,73
