agency,ORI,ORI9,year,state,population,FIPS_state_code,FIPS_county_code,FIPS_state_county_code,total_officers,male_employees_officers,female_employees_officers,total_civilians,male_employees_civilians,female_employees_civilians,officers_killed_felony,officers_killed_accident,total_assault_total,total_assault_gun,total_assault_knife,total_assault_other,total_assault_hand_feet,total_assault_2man_veh,total_assault_1man_alone,total_assault_1man_assist,total_assault_det_alone,total_assault_det_assist,total_assault_oth_alone,total_assault_oth_assist,total_assault_clear,disturbance_total_assault,burglary_total_assault,robbery_total_assault,att_oth_arrest_total_assault,civil_disorder_total_assault,cust_prisoners_total_assault,susp_pers_total_assault,ambush_total_assault,deranged_total_assault,traffic_total_assault,all_oth_total_assault
Caribou,ME00201,ME0020100,1975,Maine,11074,23,003,23003,17,17,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
Fort Fairfield,ME00202,ME0020200,1975,Maine,4998,23,003,23003,6,6,0,1,1,0,0,0,2,0,1,1,0,0,0,2,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0
Fort Kent,ME00203,ME0020300,1975,Maine,4706,23,003,23003,5,5,0,0,0,0,0,0,3,0,0,0,3,1,1,0,0,0,1,0,3,2,0,0,1,0,0,0,0,0,0,0
Houlton,ME00204,ME0020400,1975,Maine,8343,23,003,23003,15,15,0,0,0,0,0,0,14,0,0,0,14,5,1,4,0,0,1,3,14,4,0,0,5,0,1,0,0,0,2,2
Madawaska,ME00205,ME0020500,1975,Maine,5657,23,003,23003,6,6,0,1,0,1,0,0,2,0,0,0,2,1,1,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0
Presque Isle,ME00206,ME0020600,1975,Maine,12049,23,003,23003,17,17,0,2,2,0,0,0,3,0,0,1,2,0,1,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,1
Van Buren,ME00207,ME0020700,1975,Maine,4022,23,003,23003,4,4,0,0,0,0,0,0,3,0,0,0,3,1,1,1,0,0,0,0,3,1,0,0,1,1,0,0,0,0,0,0
Limestone,ME00210,ME0021000,1975,Maine,10325,23,003,23003,5,5,0,0,0,0,0,0,3,0,1,0,2,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0
Univ-maine-presque Isle,ME00221,ME0022100,1975,Maine,0,23,003,23003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cumberland Sp,ME003SP,ME003SP00,1975,Maine,0,23,005,23005,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Cumberland,ME00300,ME0030000,1975,Maine,38183,23,005,23005,51,49,2,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brunswick,ME00301,ME0030100,1975,Maine,17150,23,005,23005,33,31,2,1,0,1,0,0,6,0,0,0,6,0,5,1,0,0,0,0,6,3,0,0,2,1,0,0,0,0,0,0
Cape Elizabeth,ME00302,ME0030200,1975,Maine,8236,23,005,23005,11,11,0,5,3,2,0,0,4,1,0,0,3,1,1,2,0,0,0,0,4,3,0,0,0,0,0,1,0,0,0,0
Falmouth,ME00303,ME0030300,1975,Maine,6581,23,005,23005,11,11,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gorham,ME00304,ME0030400,1975,Maine,9677,23,005,23005,8,8,0,4,2,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Portland,ME00305,ME0030500,1975,Maine,62125,23,005,23005,168,165,3,41,21,20,0,0,110,1,2,9,98,30,32,28,2,2,6,10,110,23,0,0,44,0,12,6,0,1,13,11
South Portland,ME00306,ME0030600,1975,Maine,22847,23,005,23005,46,45,1,4,3,1,0,0,20,0,1,0,19,4,5,10,0,0,1,0,20,13,0,0,3,0,0,1,0,0,2,1
Scarborough,ME00307,ME0030700,1975,Maine,8206,23,005,23005,12,12,0,4,3,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Westbrook,ME00308,ME0030800,1975,Maine,14754,23,005,23005,29,28,1,1,0,1,0,0,10,0,0,0,10,0,5,2,0,1,0,2,10,2,0,0,4,0,2,2,0,0,0,0
Bridgton,ME00309,ME0030900,1975,Maine,1884,23,005,23005,4,4,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Cumberland,ME00310,ME0031000,1975,Maine,4285,23,005,23005,4,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Freeport,ME00311,ME0031100,1975,Maine,1929,23,005,23005,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Gloucester Pd,ME00313,ME0031300,1975,Maine,2941,23,005,23005,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yarmouth,ME00314,ME0031400,1975,Maine,5078,23,005,23005,7,7,0,1,1,0,0,0,2,0,0,1,1,0,0,2,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0
U Of M-portland-gorham,ME00318,ME0031800,1975,Maine,0,23,005,23005,0,0,0,0,0,0,0,0,2,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
Franklin Sp,ME004SP,ME004SP00,1975,Maine,0,23,007,23007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Franklin,ME00400,ME0040000,1975,Maine,9845,23,007,23007,16,16,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,0,0
Farmington,ME00401,ME0040100,1975,Maine,6047,23,007,23007,7,7,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Jay,ME00402,ME0040200,1975,Maine,4035,23,007,23007,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wilton,ME00403,ME0040300,1975,Maine,4064,23,007,23007,4,4,0,0,0,0,0,0,2,1,0,0,1,0,2,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0
Hancock Sp,ME005SP,ME005SP00,1975,Maine,0,23,009,23009,0,0,0,0,0,0,0,0,3,1,0,0,2,0,1,1,0,1,0,0,3,1,0,0,0,0,0,1,0,0,1,0
Hancock,ME00500,ME0050000,1975,Maine,24851,23,009,23009,5,5,0,0,0,0,0,0,4,2,0,0,2,0,1,0,0,0,3,0,4,2,0,0,1,0,0,0,0,0,1,0
Bar Harbor,ME00501,ME0050100,1975,Maine,4122,23,009,23009,8,8,0,1,1,0,0,0,7,0,0,0,7,2,1,1,0,0,1,2,7,2,0,0,0,0,2,2,0,0,1,0
Ellsworth,ME00502,ME0050200,1975,Maine,5227,23,009,23009,9,9,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bucksport,ME00503,ME0050300,1975,Maine,4166,23,009,23009,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kennebec Sp,ME006SP,ME006SP00,1975,Maine,0,23,011,23011,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Kennebec,ME00600,ME0060000,1975,Maine,35766,23,011,23011,13,13,0,2,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
Augusta,ME00601,ME0060100,1975,Maine,21229,23,011,23011,40,37,3,6,1,5,0,0,7,0,0,0,7,0,1,6,0,0,0,0,7,2,0,0,3,0,1,1,0,0,0,0
Gardiner,ME00602,ME0060200,1975,Maine,7147,23,011,23011,11,10,1,1,0,1,0,0,2,0,0,0,2,0,0,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1
Hallowell,ME00603,ME0060300,1975,Maine,3009,23,011,23011,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Waterville,ME00604,ME0060400,1975,Maine,18466,23,011,23011,32,31,1,5,3,2,0,0,8,0,0,1,7,3,0,0,1,0,3,1,8,2,0,0,2,1,0,0,0,0,1,2
Oakland,ME00605,ME0060500,1975,Maine,3780,23,011,23011,3,3,0,0,0,0,0,0,5,0,0,0,5,0,3,1,0,0,0,1,5,5,0,0,0,0,0,0,0,0,0,0
Winslow,ME00607,ME0060700,1975,Maine,7804,23,011,23011,5,5,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Winthrop,ME00608,ME0060800,1975,Maine,4635,23,011,23011,7,7,0,3,1,2,0,0,2,1,0,0,1,0,2,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0
Knox Sp,ME007SP,ME007SP00,1975,Maine,0,23,013,23013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Knox,ME00700,ME0070000,1975,Maine,15233,23,013,23013,15,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Camden,ME00701,ME0070100,1975,Maine,4537,23,013,23013,7,7,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rockland,ME00702,ME0070200,1975,Maine,9377,23,013,23013,17,17,0,1,0,1,0,0,7,0,0,2,5,0,0,1,0,2,3,1,7,0,0,0,4,0,0,1,0,0,2,0
Thomaston,ME00703,ME0070300,1975,Maine,2841,23,013,23013,4,4,0,0,0,0,0,0,3,0,0,0,3,0,1,0,0,0,0,2,3,1,0,0,2,0,0,0,0,0,0,0
Lincoln Sp,ME008SP,ME008SP00,1975,Maine,0,23,015,23015,0,0,0,0,0,0,0,0,5,0,0,2,3,0,5,0,0,0,0,0,5,1,0,0,4,0,0,0,0,0,0,0
Lincoln,ME00800,ME0080000,1975,Maine,14691,23,015,23015,11,11,0,3,1,2,0,0,6,0,0,2,4,2,2,2,0,0,0,0,6,2,0,0,0,1,0,1,0,0,2,0
Boothbay Harbor,ME00801,ME0080100,1975,Maine,2278,23,015,23015,7,6,1,0,0,0,0,0,5,0,0,4,1,0,0,0,0,0,0,5,5,0,0,0,1,4,0,0,0,0,0,0
Waldoboro,ME00803,ME0080300,1975,Maine,3409,23,015,23015,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wiscasset,ME00804,ME0080400,1975,Maine,2500,23,015,23015,4,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oxford Sp,ME009SP,ME009SP00,1975,Maine,0,23,017,23017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oxford,ME00900,ME0090000,1975,Maine,22962,23,017,23017,14,14,0,4,2,2,0,0,3,2,0,0,1,0,2,0,0,0,0,1,3,2,0,0,0,0,0,1,0,0,0,0
Rumford,ME00901,ME0090100,1975,Maine,9662,23,017,23017,14,14,0,0,0,0,0,0,3,0,0,0,3,1,0,2,0,0,0,0,3,1,0,0,0,0,0,1,0,0,1,0
Mexico,ME00903,ME0090300,1975,Maine,4447,23,017,23017,5,5,0,0,0,0,0,0,4,1,0,0,3,0,1,3,0,0,0,0,3,3,0,0,0,0,1,0,0,0,0,0
Norway,ME00904,ME0090400,1975,Maine,3710,23,017,23017,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paris,ME00905,ME0090500,1975,Maine,4063,23,017,23017,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Penobscot Sp,ME010SP,ME010SP00,1975,Maine,0,23,019,23019,0,0,0,0,0,0,0,0,8,0,0,0,8,0,5,3,0,0,0,0,8,1,0,0,3,0,0,1,0,0,3,0
Penobscot,ME01000,ME0100000,1975,Maine,42887,23,019,23019,19,17,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bangor,ME01001,ME0100100,1975,Maine,33429,23,019,23019,62,62,0,16,12,4,0,0,30,2,0,0,28,0,23,7,0,0,0,0,30,30,0,0,0,0,0,0,0,0,0,0
Brewer,ME01002,ME0100200,1975,Maine,9955,23,019,23019,16,16,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Dexter,ME01003,ME0100300,1975,Maine,3988,23,019,23019,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lincoln,ME01004,ME0100400,1975,Maine,5094,23,019,23019,4,4,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Old Town,ME01005,ME0100500,1975,Maine,9695,23,019,23019,13,12,1,2,1,1,0,0,13,0,0,1,12,9,0,1,0,0,0,3,13,0,0,0,0,5,6,1,0,0,0,1
Orono,ME01006,ME0100600,1975,Maine,10693,23,019,23019,9,9,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Hampden,ME01007,ME0100700,1975,Maine,5034,23,019,23019,5,5,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Millinocket,ME01009,ME0100900,1975,Maine,8288,23,019,23019,11,11,0,0,0,0,0,0,7,0,0,0,7,5,0,2,0,0,0,0,7,2,0,0,5,0,0,0,0,0,0,0
East Millinocket,ME01010,ME0101000,1975,Maine,2748,23,019,23019,4,4,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Newport,ME01011,ME0101100,1975,Maine,2419,23,019,23019,3,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
University Of Maine,ME01018,ME0101800,1975,Maine,0,23,019,23019,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Piscataquis Sp,ME011SP,ME011SP00,1975,Maine,0,23,021,23021,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
Piscataquis,ME01100,ME0110000,1975,Maine,9986,23,021,23021,7,6,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Dover Foxcroft,ME01101,ME0110100,1975,Maine,4363,23,021,23021,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Milo,ME01102,ME0110200,1975,Maine,2657,23,021,23021,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sagadahoc Sp,ME012SP,ME012SP00,1975,Maine,0,23,023,23023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sagadahoc,ME01200,ME0120000,1975,Maine,8469,23,023,23023,13,13,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Bath,ME01201,ME0120100,1975,Maine,9641,23,023,23023,19,18,1,3,1,2,0,0,2,0,0,0,2,0,0,1,0,0,0,1,2,0,0,0,0,0,0,2,0,0,0,0
Topsham,ME01202,ME0120200,1975,Maine,5593,23,023,23023,8,8,0,2,0,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Richmond,ME01203,ME0120300,1975,Maine,2414,23,023,23023,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Somerset Sp,ME013SP,ME013SP00,1975,Maine,0,23,025,23025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Somerset,ME01300,ME0130000,1975,Maine,20476,23,025,23025,11,11,0,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
Fairfield,ME01301,ME0130100,1975,Maine,6024,23,025,23025,5,5,0,0,0,0,0,0,5,0,0,1,4,0,1,0,3,0,0,1,5,1,0,0,0,1,0,0,0,0,0,3
Skowhegan,ME01302,ME0130200,1975,Maine,7819,23,025,23025,12,12,0,0,0,0,0,0,3,0,0,0,3,0,1,1,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,2
Madison,ME01303,ME0130300,1975,Maine,4534,23,025,23025,5,4,1,0,0,0,0,0,2,1,0,0,1,0,1,1,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0
Pittsfield,ME01304,ME0130400,1975,Maine,4169,23,025,23025,6,6,0,4,3,1,0,0,2,0,0,0,2,0,1,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0
Waldo Sp,ME014SP,ME014SP00,1975,Maine,0,23,027,23027,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Waldo,ME01400,ME0140000,1975,Maine,19072,23,027,23027,7,7,0,1,0,1,0,0,2,1,0,0,1,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1
Belfast,ME01401,ME0140100,1975,Maine,6539,23,027,23027,10,10,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Washington Sp,ME015SP,ME015SP00,1975,Maine,0,23,029,23029,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0
Washington,ME01500,ME0150000,1975,Maine,26010,23,029,23029,9,9,0,1,0,1,0,0,10,1,1,2,6,3,3,1,0,0,2,1,8,4,0,0,1,0,2,1,1,0,0,1
Calais,ME01501,ME0150100,1975,Maine,4415,23,029,23029,10,10,0,1,0,1,0,0,4,0,0,0,4,3,1,0,0,0,0,0,4,2,0,0,2,0,0,0,0,0,0,0
Eastport,ME01502,ME0150200,1975,Maine,2171,23,029,23029,5,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
York Sp,ME016SP,ME016SP00,1975,Maine,0,23,031,23031,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
York,ME01600,ME0160000,1975,Maine,21286,23,031,23031,19,19,0,6,4,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Biddeford,ME01601,ME0160100,1975,Maine,20553,23,031,23031,34,34,0,1,0,1,0,0,10,0,0,0,10,4,2,0,1,0,2,1,10,3,0,0,3,0,1,0,0,0,1,2
Kittery,ME01602,ME0160200,1975,Maine,11861,23,031,23031,17,17,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Old Orchard Beach,ME01603,ME0160300,1975,Maine,5812,23,031,23031,11,10,1,0,0,0,0,0,15,0,0,0,15,12,0,1,0,0,0,2,15,5,0,0,5,3,2,0,0,0,0,0
Saco,ME01604,ME0160400,1975,Maine,12438,23,031,23031,25,25,0,2,1,1,0,0,3,0,0,0,3,2,0,1,0,0,0,0,3,1,0,0,1,0,0,0,0,0,1,0
Sanford,ME01605,ME0160500,1975,Maine,17006,23,031,23031,25,25,0,4,3,1,0,0,6,0,0,1,5,0,1,4,0,0,1,0,6,0,0,0,3,0,1,0,0,0,0,2
Berwick,ME01606,ME0160600,1975,Maine,3373,23,031,23031,3,3,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0
Eliot,ME01607,ME0160700,1975,Maine,3761,23,031,23031,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kennebunk,ME01608,ME0160800,1975,Maine,6072,23,031,23031,6,6,0,0,0,0,0,0,6,1,0,0,5,2,2,2,0,0,0,0,6,1,0,0,1,0,1,1,0,0,0,2
Kennebunkport,ME01609,ME0160900,1975,Maine,2323,23,031,23031,6,6,0,1,0,1,0,0,6,0,1,1,4,3,0,1,0,0,2,0,6,3,0,0,1,0,0,1,0,1,0,0
Ogunquit,ME01612,ME0161200,1975,Maine,860,23,031,23031,5,5,0,4,2,2,0,0,3,0,0,0,3,0,0,2,0,1,0,0,1,0,0,0,0,2,0,0,1,0,0,0
South Berwick,ME01613,ME0161300,1975,Maine,3751,23,031,23031,4,4,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Wells,ME01614,ME0161400,1975,Maine,4784,23,031,23031,7,6,1,0,0,0,0,0,2,0,0,0,2,1,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0
York,ME01616,ME0161600,1975,Maine,6120,23,031,23031,7,7,0,0,0,0,0,0,2,1,0,0,1,0,1,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1
Acadia Np,MEDI001,NA,1976,Maine,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police,MEMSP00,MEMSP0000,1976,Maine,0,23,011,23011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Androscoggin Sp,ME001SP,ME001SP00,1976,Maine,0,23,001,23001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Androscoggin,ME00100,ME0010000,1976,Maine,12827,23,001,23001,26,23,3,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Auburn,ME00101,ME0010100,1976,Maine,24065,23,001,23001,39,39,0,7,4,3,0,0,7,0,0,0,7,3,1,2,0,0,0,1,7,4,0,0,1,0,1,1,0,0,0,0
Lewiston,ME00102,ME0010200,1976,Maine,42486,23,001,23001,76,76,0,14,5,9,0,0,29,0,0,0,29,0,10,19,0,0,0,0,28,14,0,0,1,7,0,1,0,0,3,3
Livermore Falls,ME00103,ME0010300,1976,Maine,3900,23,001,23001,5,5,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lisbon,ME00105,ME0010500,1976,Maine,9860,23,001,23001,8,8,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mechanic Falls,ME00106,ME0010600,1976,Maine,2400,23,001,23001,3,3,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Aroostook Sp,ME002SP,ME002SP00,1976,Maine,0,23,003,23003,0,0,0,0,0,0,0,0,6,0,1,1,4,1,3,2,0,0,0,0,5,2,0,0,2,0,0,0,0,0,1,1
Aroostook,ME00200,ME0020000,1976,Maine,35506,23,003,23003,17,17,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caribou,ME00201,ME0020100,1976,Maine,11129,23,003,23003,18,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fort Fairfield,ME00202,ME0020200,1976,Maine,5023,23,003,23003,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fort Kent,ME00203,ME0020300,1976,Maine,5e3,23,003,23003,5,5,0,0,0,0,0,0,5,0,0,0,5,3,1,0,0,0,1,0,5,0,0,0,5,0,0,0,0,0,0,0
Houlton,ME00204,ME0020400,1976,Maine,8384,23,003,23003,12,12,0,0,0,0,0,0,17,0,0,0,17,3,1,10,0,0,2,1,17,3,0,0,14,0,0,0,0,0,0,0
