agency,year,state,population,ORI,card_unfounded_pt,card_unfounded_type,card_actual_type,card_officers_type,card_actual_pt,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burg_total,actual_burg_force_entry,actual_burg_nonforce_entry,actual_burg_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burg_total,unfounded_burg_force_entry,unfounded_burg_nonforce_entry,unfounded_burg_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
Lufkin Police Department,2017-01-01,Texas,36329,TX00304,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,1,0,0,0,0,0,2,1,0,0,1,53,0,1,2,1,49,11,5,4,2,103,6,2,3,1,175,0,4,6,120,126,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,1,0,0,6,1,1,0,0,10,0,0,0,8,8
Lufkin Police Department,2017-02-01,Texas,36329,TX00304,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,2,0,0,0,0,0,4,1,0,0,3,49,2,2,4,2,39,19,10,9,0,65,10,8,1,1,147,0,10,14,94,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,2,2
Lufkin Police Department,2017-03-01,Texas,36329,TX00304,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,0,1,0,0,0,0,3,1,0,0,2,36,1,2,4,2,27,17,8,9,0,102,7,3,2,2,166,0,9,13,126,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,6,0,0,0,6,6
Lufkin Police Department,2017-04-01,Texas,36329,TX00304,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,0,0,0,0,0,0,1,0,0,0,1,59,2,0,7,3,47,24,10,12,2,111,3,2,0,1,198,0,12,13,138,151,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,1,0,0,1,5,0,1,1,4,5
Lufkin Police Department,2017-05-01,Texas,36329,TX00304,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,1,0,0,0,0,0,1,0,0,0,1,68,1,2,4,1,60,20,12,8,0,112,11,7,1,3,212,0,8,9,143,152,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,6,0,0,0,0,7,0,0,0,6,6
Lufkin Police Department,2017-06-01,Texas,36329,TX00304,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,0,1,0,0,0,0,4,3,0,0,1,67,1,2,7,1,56,21,13,8,0,100,8,6,1,1,201,0,11,16,129,145,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,4,0,0,0,3,3
Lufkin Police Department,2017-07-01,Texas,36329,TX00304,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,0,0,0,0,0,0,1,1,0,0,0,50,2,1,7,0,40,24,15,8,1,100,7,3,3,1,182,0,10,11,131,142,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,2,1,1,0,5,0,0,0,4,4
Lufkin Police Department,2017-08-01,Texas,36329,TX00304,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,1,0,0,0,0,0,5,2,0,0,3,59,0,2,0,0,57,24,16,7,1,99,9,5,3,1,196,0,2,7,132,139,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,5,1,1,0,0,6,0,0,0,0,13,0,1,1,7,8
Lufkin Police Department,2017-09-01,Texas,36329,TX00304,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,0,0,0,0,0,0,2,1,0,1,0,67,3,2,9,2,51,21,17,5,-1,96,11,6,4,1,197,0,16,18,128,146,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,2,1,0,0,1,2,0,0,0,0,6,0,1,1,3,4
Lufkin Police Department,2017-10-01,Texas,36329,TX00304,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,1,0,0,0,0,0,2,0,1,1,0,54,4,2,3,1,44,36,19,17,0,108,4,3,1,0,204,0,10,12,148,160,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,3,0,0,0,1,1
Lufkin Police Department,2017-11-01,Texas,36329,TX00304,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,0,1,0,0,0,0,6,3,0,0,3,54,1,0,3,3,47,28,18,10,0,98,1,1,0,0,188,0,7,14,127,141,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,4,1,1,0,0,7,0,0,0,6,6
Lufkin Police Department,2017-12-01,Texas,36329,TX00304,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,1,1,0,0,0,0,2,0,0,1,1,45,0,3,2,1,39,19,12,7,0,112,6,3,2,1,185,0,6,9,137,146,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,1,0,0,6,0,0,0,0,9,0,0,0,7,7
Lufkin Police Department,2018-01-01,Texas,35937,TX00304,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,0,0,0,0,0,0,3,1,1,0,1,56,0,3,1,0,52,18,10,8,0,61,11,6,5,0,149,0,4,7,90,97,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,1,0,1,0,2,2,2,0,0,9,0,0,0,5,5
Lufkin Police Department,2018-02-01,Texas,35937,TX00304,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,0,0,0,0,0,0,0,0,0,0,0,48,3,2,7,1,35,22,13,8,1,90,2,2,0,0,162,0,13,13,114,127,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,1,0,1,0,5,0,0,0,3,3
Lufkin Police Department,2018-03-01,Texas,35937,TX00304,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,0,0,0,0,0,0,3,2,0,0,1,60,0,1,5,3,51,27,14,13,0,77,5,1,2,2,172,0,9,12,109,121,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,1,0,0,1,0,0,0,0,4,0,0,0,2,2
Lufkin Police Department,2018-04-01,Texas,35937,TX00304,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,0,1,0,1,1,0,1,0,1,0,0,57,2,0,1,1,53,11,5,6,0,75,3,1,2,0,149,0,4,7,89,96,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Lufkin Police Department,2018-05-01,Texas,35937,TX00304,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,0,0,0,2,2,0,0,0,0,0,0,56,4,2,1,3,46,17,11,6,0,69,6,3,2,1,150,0,10,12,92,104,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,4,0,0,0,3,3
