agency,year,state,population,ORI,card_unfounded_pt,card_unfounded_type,card_actual_type,card_officers_type,card_actual_pt,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burglary_total,actual_burglary_force_entry,actual_burglary_nonforce_entry,actual_burglary_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burglary_total,unfounded_burglary_force_entry,unfounded_burglary_nonforce_entry,unfounded_burglary_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
Kent Cnty Sheriffs Department,1960-01-01,Delaware,52912,DE001SP,,not updated,normal return,not updated,breakdown offenses,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,28,0,0,0,47,4,4,0,0,83,45,2,4,79,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kent Cnty Sheriffs Department,1960-02-01,Delaware,52912,DE001SP,,not updated,normal return,not updated,breakdown offenses,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,29,0,0,0,37,4,4,0,0,73,33,0,3,70,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kent Cnty Sheriffs Department,1960-03-01,Delaware,52912,DE001SP,,not updated,normal return,not updated,breakdown offenses,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,22,0,0,0,23,2,2,0,0,48,21,1,1,47,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kent Cnty Sheriffs Department,1960-04-01,Delaware,52912,DE001SP,,not updated,normal return,not updated,breakdown offenses,0,0,0,1,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,27,0,0,0,40,4,4,0,0,78,38,5,7,71,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kent Cnty Sheriffs Department,1960-05-01,Delaware,52912,DE001SP,,not updated,normal return,not updated,breakdown offenses,0,0,0,1,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,21,0,0,0,41,7,7,0,0,74,37,1,5,69,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kent Cnty Sheriffs Department,1960-06-01,Delaware,52912,DE001SP,,not updated,normal return,not updated,breakdown offenses,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,14,0,0,0,40,4,4,0,0,60,38,1,2,58,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kent Cnty Sheriffs Department,1960-07-01,Delaware,52912,DE001SP,,not updated,normal return,not updated,breakdown offenses,0,0,0,1,0,2,0,0,2,0,0,0,0,3,0,0,0,0,0,22,0,0,0,51,3,3,0,0,84,43,3,8,76,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kent Cnty Sheriffs Department,1960-08-01,Delaware,52912,DE001SP,,not updated,normal return,not updated,breakdown offenses,0,0,0,1,0,3,0,0,3,0,0,0,0,1,0,0,0,0,0,22,0,0,0,82,2,2,0,0,114,79,1,8,106,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kent Cnty Sheriffs Department,1960-09-01,Delaware,52912,DE001SP,,not updated,normal return,not updated,breakdown offenses,0,0,0,1,0,1,0,0,4,0,0,0,0,4,0,0,0,0,0,26,0,0,0,49,0,0,0,0,85,45,4,10,75,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kent Cnty Sheriffs Department,1960-10-01,Delaware,52912,DE001SP,,not updated,normal return,not updated,breakdown offenses,0,0,0,1,0,2,0,0,2,0,0,0,0,4,0,0,0,0,0,32,0,0,0,78,6,6,0,0,125,72,4,9,116,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kent Cnty Sheriffs Department,1960-11-01,Delaware,52912,DE001SP,,not updated,normal return,not updated,breakdown offenses,0,0,0,0,0,2,0,0,1,0,0,0,0,6,0,0,0,0,0,38,0,0,0,61,8,8,0,0,116,58,6,9,107,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kent Cnty Sheriffs Department,1960-12-01,Delaware,52912,DE001SP,,not updated,normal return,not updated,breakdown offenses,0,0,0,1,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,39,0,0,0,41,3,3,0,0,89,40,3,6,83,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kent Cnty Sheriffs Department,1961-01-01,Delaware,52912,DE001SP,,not updated,normal return,not updated,breakdown offenses,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,30,0,0,0,49,5,5,0,0,87,47,3,3,84,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kent Cnty Sheriffs Department,1961-02-01,Delaware,52912,DE001SP,,not updated,normal return,not updated,breakdown offenses,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,35,0,0,0,29,3,3,0,0,70,28,3,3,67,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kent Cnty Sheriffs Department,1961-03-01,Delaware,52912,DE001SP,,not updated,normal return,not updated,breakdown offenses,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,33,0,0,0,36,3,3,0,0,75,33,3,3,72,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kent Cnty Sheriffs Department,1961-04-01,Delaware,52912,DE001SP,,not updated,normal return,not updated,breakdown offenses,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,38,6,6,0,0,69,34,0,0,69,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kent Cnty Sheriffs Department,1961-05-01,Delaware,52912,DE001SP,,not updated,normal return,not updated,breakdown offenses,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,40,0,0,0,54,2,2,0,0,100,50,1,4,96,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kent Cnty Sheriffs Department,1961-06-01,Delaware,52912,DE001SP,,not updated,normal return,not updated,breakdown offenses,0,0,0,1,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,30,0,0,0,47,2,2,0,0,84,44,1,5,79,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kent Cnty Sheriffs Department,1961-07-01,Delaware,52912,DE001SP,,not updated,normal return,not updated,breakdown offenses,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,48,0,0,0,86,2,2,0,0,139,79,2,3,136,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kent Cnty Sheriffs Department,1961-08-01,Delaware,52912,DE001SP,,not updated,normal return,not updated,breakdown offenses,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,71,2,2,0,0,103,65,0,0,103,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kent Cnty Sheriffs Department,1961-09-01,Delaware,52912,DE001SP,,not updated,normal return,not updated,breakdown offenses,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,30,0,0,0,56,0,0,0,0,93,54,4,7,86,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kent Cnty Sheriffs Department,1961-10-01,Delaware,52912,DE001SP,,not updated,normal return,not updated,breakdown offenses,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,19,0,0,0,35,3,3,0,0,66,30,8,9,57,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kent Cnty Sheriffs Department,1961-11-01,Delaware,52912,DE001SP,,not updated,normal return,not updated,breakdown offenses,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,35,0,0,0,31,2,2,0,0,74,27,3,6,68,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kent Cnty Sheriffs Department,1961-12-01,Delaware,52912,DE001SP,,not updated,normal return,not updated,breakdown offenses,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,42,0,0,0,45,5,5,0,0,94,40,0,2,92,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kent Cnty Sheriffs Department,1962-01-01,Delaware,57864,DE001SP,,not updated,normal return,not updated,breakdown offenses,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,53,0,0,0,37,4,4,0,0,96,31,1,2,94,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kent Cnty Sheriffs Department,1962-02-01,Delaware,57864,DE001SP,,not updated,normal return,not updated,breakdown offenses,0,0,0,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,48,0,0,0,51,1,1,0,0,106,42,1,2,100,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kent Cnty Sheriffs Department,1962-03-01,Delaware,57864,DE001SP,,not updated,normal return,not updated,breakdown offenses,0,0,0,2,3,0,0,0,1,0,0,0,0,3,0,0,0,0,0,59,0,0,0,36,3,3,0,0,107,25,3,6,98,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kent Cnty Sheriffs Department,1962-04-01,Delaware,57864,DE001SP,,not updated,normal return,not updated,breakdown offenses,0,0,0,0,4,1,0,0,4,0,0,0,0,2,0,0,0,0,0,22,0,0,0,39,3,3,0,0,75,30,2,7,64,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kent Cnty Sheriffs Department,1962-05-01,Delaware,57864,DE001SP,,not updated,normal return,not updated,breakdown offenses,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,21,0,0,0,47,4,4,0,0,77,37,3,5,72,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kent Cnty Sheriffs Department,1962-06-01,Delaware,57864,DE001SP,,not updated,normal return,not updated,breakdown offenses,0,0,0,1,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,30,0,0,0,51,5,5,0,0,99,39,3,4,86,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kent Cnty Sheriffs Department,1962-07-01,Delaware,57864,DE001SP,,not updated,normal return,not updated,breakdown offenses,0,0,0,1,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,30,0,0,0,57,5,5,0,0,101,54,4,5,92,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kent Cnty Sheriffs Department,1962-08-01,Delaware,57864,DE001SP,,not updated,normal return,not updated,breakdown offenses,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,53,0,0,0,72,5,5,0,0,142,55,8,12,130,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kent Cnty Sheriffs Department,1962-09-01,Delaware,57864,DE001SP,,not updated,normal return,not updated,breakdown offenses,0,0,0,0,8,4,0,0,0,0,0,0,0,2,0,0,0,0,0,36,0,0,0,63,11,11,0,0,124,54,2,6,110,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kent Cnty Sheriffs Department,1962-10-01,Delaware,57864,DE001SP,,not updated,normal return,not updated,breakdown offenses,0,0,0,0,2,1,0,0,1,0,0,0,0,3,0,0,0,0,0,26,0,0,0,51,5,5,0,0,89,39,3,5,82,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kent Cnty Sheriffs Department,1962-11-01,Delaware,57864,DE001SP,,not updated,normal return,not updated,breakdown offenses,0,0,0,0,6,1,0,0,1,0,0,0,0,2,0,0,0,0,0,24,0,0,0,45,7,7,0,0,86,25,2,4,76,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kent Cnty Sheriffs Department,1962-12-01,Delaware,57864,DE001SP,,not updated,normal return,not updated,breakdown offenses,0,0,0,2,7,2,0,0,0,0,0,0,0,1,0,0,0,0,0,33,0,0,0,54,2,2,0,0,101,38,1,5,89,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
