agency,year,state,population,ORI,card_unfounded_pt,card_unfounded_type,card_actual_type,card_total_cleared_type,card_cleared_18_type,card_officers_type,card_actual_pt,card_total_cleared_pt,card_cleared_18_pt,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burglary_total,actual_burglary_force_entry,actual_burglary_nonforce_entry,actual_burglary_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,total_cleared_murder,total_cleared_manslaughter,total_cleared_rape_total,total_cleared_rape_by_force,total_cleared_rape_attempted,total_cleared_robbery_total,total_cleared_robbery_with_a_gun,total_cleared_robbery_with_a_knife,total_cleared_robbery_other_weapon,total_cleared_robbery_unarmed,total_cleared_assault_total,total_cleared_assault_with_a_gun,total_cleared_assault_with_a_knife,total_cleared_assault_other_weapon,total_cleared_assault_unarmed,total_cleared_assault_simple,total_cleared_burglary_total,total_cleared_burglary_force_entry,total_cleared_burglary_nonforce_entry,total_cleared_burglary_attempted,total_cleared_theft_total,total_cleared_motor_vehicle_theft_total,total_cleared_motor_vehicle_theft_car,total_cleared_motor_vehicle_theft_truck,total_cleared_motor_vehicle_theft_other,total_cleared_all_crimes,total_cleared_theft_under50_dollar,total_cleared_assault_aggravated,total_cleared_index_violent,total_cleared_index_property,total_cleared_index_total,cleared_18_murder,cleared_18_manslaughter,cleared_18_rape_total,cleared_18_rape_by_force,cleared_18_rape_attempted,cleared_18_robbery_total,cleared_18_robbery_with_a_gun,cleared_18_robbery_with_a_knife,cleared_18_robbery_other_weapon,cleared_18_robbery_unarmed,cleared_18_assault_total,cleared_18_assault_with_a_gun,cleared_18_assault_with_a_knife,cleared_18_assault_other_weapon,cleared_18_assault_unarmed,cleared_18_assault_simple,cleared_18_burglary_total,cleared_18_burglary_force_entry,cleared_18_burglary_nonforce_entry,cleared_18_burglary_attempted,cleared_18_theft_total,cleared_18_motor_vehicle_theft_total,cleared_18_motor_vehicle_theft_car,cleared_18_motor_vehicle_theft_truck,cleared_18_motor_vehicle_theft_other,cleared_18_all_crimes,cleared_18_theft_under50_dollar,cleared_18_assault_aggravated,cleared_18_index_violent,cleared_18_index_property,cleared_18_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burglary_total,unfounded_burglary_force_entry,unfounded_burglary_nonforce_entry,unfounded_burglary_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
Austin Police Department,2023-12-01,Texas,978816,TX22701,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,0,8,0,30,29,1,74,31,9,10,24,1304,109,64,21,61,1049,415,311,102,2,1876,594,577,8,9,4301,0,255,367,2885,3252,9,0,14,13,1,31,10,4,3,14,502,35,42,20,36,369,53,31,21,1,131,45,45,0,0,785,0,133,187,229,416,0,0,1,1,0,4,2,1,1,0,22,0,3,0,0,19,0,0,0,0,8,13,13,0,0,48,0,3,8,21,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Austin Police Department,2023-11-01,Texas,978816,TX22701,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,1,0,0,7,0,36,36,0,76,35,7,12,22,1315,103,41,30,46,1095,378,253,120,5,1659,656,618,18,20,4127,0,220,339,2693,3032,4,0,9,7,2,22,10,3,3,6,486,41,23,11,35,376,58,39,17,2,121,47,44,1,2,747,0,110,145,226,371,0,0,0,0,0,1,1,0,0,0,27,3,1,1,0,22,1,1,0,0,9,6,6,0,0,44,0,5,6,16,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Austin Police Department,2023-10-01,Texas,978816,TX22701,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,0,8,1,32,28,4,67,27,7,8,25,1508,130,71,34,49,1224,352,253,95,4,2010,588,569,7,12,4566,0,284,391,2950,3341,8,1,11,11,0,35,11,4,4,16,563,68,45,16,39,395,46,27,17,2,100,49,45,1,3,813,0,168,222,195,417,0,0,1,1,0,4,3,0,0,1,60,27,5,1,0,27,0,0,0,0,2,12,12,0,0,79,0,33,38,14,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Austin Police Department,2023-09-01,Texas,978816,TX22701,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,0,5,0,42,41,1,87,25,16,18,28,1421,90,73,25,59,1174,329,241,82,6,1699,586,566,12,8,4169,0,247,381,2614,2995,3,0,16,14,2,62,26,9,10,17,513,55,38,10,38,372,47,34,11,2,107,45,44,0,1,793,0,141,222,199,421,0,0,1,1,0,8,5,0,1,2,43,17,3,0,1,22,1,1,0,0,5,13,13,0,0,71,0,21,30,19,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Austin Police Department,2023-08-01,Texas,978816,TX22701,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,0,3,1,48,44,4,73,31,9,7,26,1468,121,104,32,71,1140,360,239,113,8,1738,677,663,5,9,4368,0,328,452,2775,3227,5,1,15,15,0,40,16,6,1,17,567,53,60,19,51,384,42,29,10,3,96,44,42,0,2,810,0,183,243,182,425,2,0,1,1,0,4,4,0,0,0,39,5,0,0,0,34,1,1,0,0,3,10,10,0,0,60,0,5,12,14,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Austin Police Department,2023-07-01,Texas,978816,TX22701,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,0,5,5,51,48,3,68,26,6,14,22,1608,133,79,25,75,1296,406,281,118,7,1748,572,555,8,9,4463,0,312,436,2726,3162,3,5,12,10,2,38,12,2,9,15,536,53,32,11,44,396,34,24,9,1,88,45,43,0,2,761,0,140,193,167,360,0,0,0,0,0,5,4,0,0,1,23,6,2,1,2,12,0,0,0,0,3,12,12,0,0,43,0,11,16,15,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Austin Police Department,2023-06-01,Texas,978816,TX22701,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,0,3,0,60,59,1,66,26,5,8,27,1426,129,58,36,62,1141,398,278,114,6,1703,650,617,8,25,4306,0,285,414,2751,3165,1,0,11,10,1,31,10,2,6,13,473,25,37,11,46,354,41,32,8,1,92,63,58,1,4,712,0,119,162,196,358,0,0,1,1,0,3,1,0,1,1,22,1,0,1,2,18,1,1,0,0,2,14,14,0,0,43,0,4,8,17,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Austin Police Department,2023-05-01,Texas,978816,TX22701,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,0,3,0,40,36,4,66,27,5,5,29,1374,148,55,36,74,1061,333,255,72,6,987,608,590,5,13,3411,0,313,422,1928,2350,4,1,14,12,2,45,20,8,8,9,494,44,33,18,50,349,24,14,10,0,84,55,55,0,0,721,0,145,208,163,371,1,0,1,1,0,4,4,0,0,0,30,1,4,2,0,23,0,0,0,0,3,19,19,0,0,58,0,7,13,22,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Austin Police Department,2023-04-01,Texas,978816,TX22701,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,0,4,0,35,34,1,66,22,15,8,21,1369,132,62,33,58,1084,344,247,88,9,1455,522,506,3,13,3795,0,285,390,2321,2711,5,0,16,16,0,37,14,8,4,11,506,44,34,13,49,366,26,18,7,1,87,42,39,2,1,719,0,140,198,155,353,1,0,0,0,0,4,2,2,0,0,31,5,1,0,3,22,0,0,0,0,1,5,5,0,0,42,0,9,14,6,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Austin Police Department,2023-03-01,Texas,978816,TX22701,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,0,5,0,43,43,0,84,42,15,4,23,1474,182,67,29,55,1141,441,328,101,12,2023,581,558,8,15,4651,0,333,465,3045,3510,7,1,21,21,0,83,60,9,2,12,447,56,40,16,29,306,40,28,11,1,76,46,44,0,2,721,0,141,252,162,414,0,0,1,1,0,39,36,1,0,2,31,3,2,0,0,26,0,0,0,0,2,13,13,0,0,86,0,5,45,15,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
