agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burg_total,actual_burg_force_entry,actual_burg_nonforce_entry,actual_burg_attempted,actual_theft_total,actual_mtr_veh_theft_total,actual_mtr_veh_theft_car,actual_mtr_veh_theft_truck,actual_mtr_veh_theft_other,actual_all_crimes,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,tot_clr_murder,tot_clr_manslaughter,tot_clr_rape_total,tot_clr_rape_by_force,tot_clr_rape_attempted,tot_clr_robbery_total,tot_clr_robbery_with_a_gun,tot_clr_robbery_with_a_knife,tot_clr_robbery_other_weapon,tot_clr_robbery_unarmed,tot_clr_assault_total,tot_clr_assault_with_a_gun,tot_clr_assault_with_a_knife,tot_clr_assault_other_weapon,tot_clr_assault_unarmed,tot_clr_assault_simple,tot_clr_burg_total,tot_clr_burg_force_entry,tot_clr_burg_nonforce_entry,tot_clr_burg_attempted,tot_clr_theft_total,tot_clr_mtr_veh_theft_total,tot_clr_mtr_veh_theft_car,tot_clr_mtr_veh_theft_truck,tot_clr_mtr_veh_theft_other,tot_clr_all_crimes,tot_clr_assault_aggravated,tot_clr_index_violent,tot_clr_index_property,tot_clr_index_total,clr_18_murder,clr_18_manslaughter,clr_18_rape_total,clr_18_rape_by_force,clr_18_rape_attempted,clr_18_robbery_total,clr_18_robbery_with_a_gun,clr_18_robbery_with_a_knife,clr_18_robbery_other_weapon,clr_18_robbery_unarmed,clr_18_assault_total,clr_18_assault_with_a_gun,clr_18_assault_with_a_knife,clr_18_assault_other_weapon,clr_18_assault_unarmed,clr_18_assault_simple,clr_18_burg_total,clr_18_burg_force_entry,clr_18_burg_nonforce_entry,clr_18_burg_attempted,clr_18_theft_total,clr_18_mtr_veh_theft_total,clr_18_mtr_veh_theft_car,clr_18_mtr_veh_theft_truck,clr_18_mtr_veh_theft_other,clr_18_all_crimes,clr_18_assault_aggravated,clr_18_index_violent,clr_18_index_property,clr_18_index_total,unfound_murder,unfound_manslaughter,unfound_rape_total,unfound_rape_by_force,unfound_rape_attempted,unfound_robbery_total,unfound_robbery_with_a_gun,unfound_robbery_with_a_knife,unfound_robbery_other_weapon,unfound_robbery_unarmed,unfound_assault_total,unfound_assault_with_a_gun,unfound_assault_with_a_knife,unfound_assault_other_weapon,unfound_assault_unarmed,unfound_assault_simple,unfound_burg_total,unfound_burg_force_entry,unfound_burg_nonforce_entry,unfound_burg_attempted,unfound_theft_total,unfound_mtr_veh_theft_total,unfound_mtr_veh_theft_car,unfound_mtr_veh_theft_truck,unfound_mtr_veh_theft_other,unfound_all_crimes,unfound_assault_aggravated,unfound_index_violent,unfound_index_property,unfound_index_total,actual_arson_single_occupancy,actual_arson_other_residential,actual_arson_storage,actual_arson_industrial,actual_arson_other_commercial,actual_arson_community_public,actual_arson_all_oth_structures,actual_arson_total_structures,actual_arson_motor_vehicles,actual_arson_other_mobile,actual_arson_total_mobile,actual_arson_all_other,actual_arson_grand_total,tot_clr_arson_single_occupancy,tot_clr_arson_other_residential,tot_clr_arson_storage,tot_clr_arson_industrial,tot_clr_arson_other_commercial,tot_clr_arson_community_public,tot_clr_arson_all_oth_structures,tot_clr_arson_total_structures,tot_clr_arson_motor_vehicles,tot_clr_arson_other_mobile,tot_clr_arson_total_mobile,tot_clr_arson_all_other,tot_clr_arson_grand_total,clr_18_arson_single_occupancy,clr_18_arson_other_residential,clr_18_arson_storage,clr_18_arson_industrial,clr_18_arson_other_commercial,clr_18_arson_community_public,clr_18_arson_all_oth_structures,clr_18_arson_total_structures,clr_18_arson_motor_vehicles,clr_18_arson_other_mobile,clr_18_arson_total_mobile,clr_18_arson_all_other,clr_18_arson_grand_total,unfound_arson_single_occupancy,unfound_arson_other_residential,unfound_arson_storage,unfound_arson_industrial,unfound_arson_other_commercial,unfound_arson_community_public,unfound_arson_all_oth_structures,unfound_arson_total_structures,unfound_arson_motor_vehicles,unfound_arson_other_mobile,unfound_arson_total_mobile,unfound_arson_all_other,unfound_arson_grand_total
wilmington police department,2021-12-01,north carolina,126759,NC06502,0,0,0,3,0,5,5,0,12,1,0,4,7,149,14,4,6,9,116,53,36,15,2,208,20,17,1,2,451,33,53,282,335,1,0,0,0,0,1,0,0,0,1,43,10,1,1,7,24,17,14,3,0,35,3,2,1,0,100,19,21,55,76,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0,4,1,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wilmington police department,2021-11-01,north carolina,126759,NC06502,0,0,0,3,1,2,2,0,7,3,0,2,2,163,16,10,10,5,122,35,21,11,3,185,15,11,1,3,413,41,53,237,290,1,1,2,2,0,4,1,1,2,0,40,1,3,0,2,34,5,3,2,0,19,4,4,0,0,76,6,13,28,41,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wilmington police department,2021-10-01,north carolina,126759,NC06502,0,0,0,1,0,13,13,0,8,2,3,1,2,150,12,1,8,12,117,39,20,13,6,247,23,19,0,4,482,33,55,310,365,1,0,3,3,0,5,3,0,0,2,47,4,1,5,3,34,8,3,3,2,18,2,1,0,1,84,13,22,28,50,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,5,0,0,0,0,7,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wilmington police department,2021-09-01,north carolina,126759,NC06502,0,0,0,0,0,9,9,0,8,2,2,0,4,145,9,1,4,9,122,40,17,17,6,256,22,19,0,3,480,23,40,318,358,0,0,3,3,0,3,0,1,0,2,58,4,3,4,4,43,9,3,5,1,24,2,1,0,1,99,15,21,35,56,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,11,0,0,0,0,13,1,1,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wilmington police department,2021-08-01,north carolina,126759,NC06502,0,0,0,0,0,8,7,1,8,2,2,1,3,135,10,10,10,2,103,42,22,16,4,280,29,23,1,5,503,32,48,352,400,0,0,1,1,0,2,1,0,0,1,53,6,2,5,2,38,9,4,5,0,18,4,3,0,1,87,15,18,31,49,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,1,0,0,0,0,1,1,1,0,0,5,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wilmington police department,2021-07-01,north carolina,126759,NC06502,0,0,0,1,0,12,12,0,12,4,1,3,4,182,14,8,7,11,142,57,31,19,7,226,22,17,1,4,512,40,65,305,370,0,0,0,0,0,6,2,0,0,4,62,4,1,0,8,49,14,6,6,2,29,5,5,0,0,116,13,19,48,67,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,1,1,0,0,4,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wilmington police department,2021-06-01,north carolina,126759,NC06502,0,0,0,0,0,8,8,0,7,4,0,0,3,171,14,8,7,9,133,54,19,27,8,230,25,18,2,5,496,38,53,310,363,0,0,3,3,0,0,0,0,0,0,61,7,2,4,5,43,6,5,1,0,26,4,4,0,0,101,18,21,37,58,0,0,0,0,0,0,0,0,0,0,9,2,0,3,0,4,0,0,0,0,1,1,1,0,0,11,5,5,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wilmington police department,2021-05-01,north carolina,126759,NC06502,0,0,0,0,0,7,7,0,9,6,0,0,3,182,35,5,12,15,115,43,24,16,3,257,26,24,2,0,524,67,83,326,409,0,0,0,0,0,4,2,0,1,1,78,10,4,8,8,48,8,5,2,1,19,1,1,0,0,110,30,34,28,62,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wilmington police department,2021-04-01,north carolina,126759,NC06502,0,0,0,3,0,5,5,0,8,4,0,1,3,152,18,4,4,12,114,114,19,91,4,215,14,9,0,5,512,38,54,344,398,0,0,0,0,0,4,2,0,1,1,28,2,0,3,4,19,11,6,5,0,15,0,0,0,0,58,9,13,26,39,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,3,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wilmington police department,2021-03-01,north carolina,126759,NC06502,0,0,0,2,0,9,8,1,10,3,1,4,2,139,11,1,3,13,111,49,27,17,5,229,16,16,0,0,456,28,49,296,345,2,0,1,1,0,4,2,0,2,0,57,7,0,2,9,39,6,2,2,2,12,5,5,0,0,88,18,25,24,49,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,2,0,0,0,0,5,3,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wilmington police department,2021-02-01,north carolina,126759,NC06502,0,0,0,0,0,1,1,0,12,5,3,2,2,135,12,4,2,6,111,24,11,9,4,179,10,9,0,1,361,24,37,213,250,1,0,0,0,0,5,1,1,2,1,53,1,4,1,5,42,9,4,4,1,34,1,1,0,0,103,11,17,44,61,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,2,0,0,0,0,7,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wilmington police department,2021-01-01,north carolina,126759,NC06502,0,0,0,1,0,7,7,0,6,2,1,1,2,173,25,7,11,8,122,27,15,7,5,203,13,10,0,3,432,51,65,245,310,2,0,1,1,0,0,0,0,0,0,61,1,3,6,5,46,7,4,2,1,26,3,2,1,0,101,15,18,37,55,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,2,0,1,1,5,0,0,0,0,10,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wilmington police department,2020-12-01,north carolina,125794,NC06502,0,0,0,3,0,5,5,0,10,2,3,2,3,141,12,9,6,8,106,46,14,23,9,238,12,9,1,2,457,35,53,298,351,0,0,1,1,0,5,3,1,0,1,50,2,6,2,1,39,11,6,2,3,23,1,1,0,0,91,11,17,35,52,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,2,0,0,0,0,5,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wilmington police department,2020-11-01,north carolina,125794,NC06502,0,0,0,2,0,5,5,0,12,7,0,1,4,152,24,6,2,9,111,49,25,19,5,225,14,13,0,1,459,41,60,288,348,0,0,0,0,0,6,3,0,1,2,56,1,4,2,6,43,6,0,4,2,16,1,1,0,0,85,13,19,23,42,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,3,0,0,0,0,6,0,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wilmington police department,2020-10-01,north carolina,125794,NC06502,0,0,0,3,0,7,6,1,10,2,1,2,5,164,26,2,2,6,128,58,29,23,6,248,23,19,0,4,514,36,56,330,386,2,0,1,1,0,2,1,0,0,1,51,3,1,0,2,45,10,4,5,1,31,3,3,0,0,101,6,11,45,56,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,2,2,0,0,6,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wilmington police department,2020-09-01,north carolina,125794,NC06502,0,0,0,1,0,8,8,0,13,3,4,1,5,164,24,9,8,8,115,41,17,19,5,202,15,13,0,2,444,49,71,258,329,2,0,2,2,0,5,1,1,1,2,69,4,6,5,7,47,7,4,2,1,23,2,1,0,1,110,22,31,32,63,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,3,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wilmington police department,2020-08-01,north carolina,125794,NC06502,0,0,0,1,0,7,7,0,12,5,4,2,1,154,13,3,6,11,121,53,27,23,3,194,23,20,0,3,448,33,53,274,327,1,0,2,2,0,3,0,2,1,0,56,6,1,6,4,39,25,19,5,1,21,2,2,0,0,112,17,23,50,73,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,3,2,2,0,0,1,0,0,0,0,8,2,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
