agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burg_total,actual_burg_force_entry,actual_burg_nonforce_entry,actual_burg_attempted,actual_theft_total,actual_mtr_veh_theft_total,actual_mtr_veh_theft_car,actual_mtr_veh_theft_truck,actual_mtr_veh_theft_other,actual_all_crimes,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,tot_clr_murder,tot_clr_manslaughter,tot_clr_rape_total,tot_clr_rape_by_force,tot_clr_rape_attempted,tot_clr_robbery_total,tot_clr_robbery_with_a_gun,tot_clr_robbery_with_a_knife,tot_clr_robbery_other_weapon,tot_clr_robbery_unarmed,tot_clr_assault_total,tot_clr_assault_with_a_gun,tot_clr_assault_with_a_knife,tot_clr_assault_other_weapon,tot_clr_assault_unarmed,tot_clr_assault_simple,tot_clr_burg_total,tot_clr_burg_force_entry,tot_clr_burg_nonforce_entry,tot_clr_burg_attempted,tot_clr_theft_total,tot_clr_mtr_veh_theft_total,tot_clr_mtr_veh_theft_car,tot_clr_mtr_veh_theft_truck,tot_clr_mtr_veh_theft_other,tot_clr_all_crimes,tot_clr_assault_aggravated,tot_clr_index_violent,tot_clr_index_property,tot_clr_index_total,clr_18_murder,clr_18_manslaughter,clr_18_rape_total,clr_18_rape_by_force,clr_18_rape_attempted,clr_18_robbery_total,clr_18_robbery_with_a_gun,clr_18_robbery_with_a_knife,clr_18_robbery_other_weapon,clr_18_robbery_unarmed,clr_18_assault_total,clr_18_assault_with_a_gun,clr_18_assault_with_a_knife,clr_18_assault_other_weapon,clr_18_assault_unarmed,clr_18_assault_simple,clr_18_burg_total,clr_18_burg_force_entry,clr_18_burg_nonforce_entry,clr_18_burg_attempted,clr_18_theft_total,clr_18_mtr_veh_theft_total,clr_18_mtr_veh_theft_car,clr_18_mtr_veh_theft_truck,clr_18_mtr_veh_theft_other,clr_18_all_crimes,clr_18_assault_aggravated,clr_18_index_violent,clr_18_index_property,clr_18_index_total,unfound_murder,unfound_manslaughter,unfound_rape_total,unfound_rape_by_force,unfound_rape_attempted,unfound_robbery_total,unfound_robbery_with_a_gun,unfound_robbery_with_a_knife,unfound_robbery_other_weapon,unfound_robbery_unarmed,unfound_assault_total,unfound_assault_with_a_gun,unfound_assault_with_a_knife,unfound_assault_other_weapon,unfound_assault_unarmed,unfound_assault_simple,unfound_burg_total,unfound_burg_force_entry,unfound_burg_nonforce_entry,unfound_burg_attempted,unfound_theft_total,unfound_mtr_veh_theft_total,unfound_mtr_veh_theft_car,unfound_mtr_veh_theft_truck,unfound_mtr_veh_theft_other,unfound_all_crimes,unfound_assault_aggravated,unfound_index_violent,unfound_index_property,unfound_index_total
Bristol Police Department,2017-12-01,Virginia,16795,VA10000,0,0,0,0,0,1,1,0,0,0,0,0,0,27,0,1,1,0,25,4,2,2,0,26,6,6,0,0,64,2,3,36,39,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16,0,0,0,0,8,5,3,0,2,29,0,0,13,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bristol Police Department,2017-11-01,Virginia,16795,VA10000,0,0,0,0,0,0,0,0,1,0,0,0,1,28,0,0,4,0,24,18,9,8,1,45,5,3,1,1,97,4,5,68,73,0,0,0,0,0,0,0,0,0,0,23,0,0,5,0,18,1,0,0,1,17,1,1,0,0,42,5,5,19,24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bristol Police Department,2017-10-01,Virginia,16795,VA10000,0,0,0,0,0,3,3,0,0,0,0,0,0,35,0,0,1,0,34,9,8,1,0,61,3,3,0,0,111,1,4,73,77,0,0,1,1,0,0,0,0,0,0,28,0,0,1,0,27,2,2,0,0,24,1,1,0,0,56,1,2,27,29,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bristol Police Department,2017-09-01,Virginia,16795,VA10000,0,0,0,0,0,1,1,0,1,0,0,0,1,44,0,1,1,0,42,7,4,3,0,23,5,5,0,0,81,2,4,35,39,0,0,1,1,0,1,0,0,0,1,45,0,2,0,0,43,1,1,0,0,14,4,4,0,0,66,2,4,19,23,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bristol Police Department,2017-08-01,Virginia,16795,VA10000,0,0,0,0,0,3,3,0,0,0,0,0,0,33,0,1,2,0,30,17,12,5,0,48,2,2,0,0,103,3,6,67,73,0,0,0,0,0,0,0,0,0,0,26,0,0,1,0,25,3,2,1,0,22,1,1,0,0,52,1,1,26,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bristol Police Department,2017-07-01,Virginia,16795,VA10000,0,0,0,0,0,1,1,0,0,0,0,0,0,47,0,1,1,0,45,10,8,2,0,48,0,0,0,0,106,2,3,58,61,0,0,1,1,0,0,0,0,0,0,40,0,1,1,0,38,3,3,0,0,10,2,2,0,0,56,2,3,15,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bristol Police Department,2017-06-01,Virginia,16795,VA10000,0,0,0,0,0,3,3,0,0,0,0,0,0,35,0,2,1,0,32,1,1,0,0,35,2,2,0,0,76,3,6,38,44,0,0,1,1,0,0,0,0,0,0,26,0,0,1,0,25,1,1,0,0,20,0,0,0,0,48,1,2,21,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bristol Police Department,2017-05-01,Virginia,16795,VA10000,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,1,1,0,26,2,2,0,0,30,5,4,0,1,65,2,2,37,39,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,25,2,1,1,0,10,5,4,0,1,42,0,0,17,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bristol Police Department,2017-04-01,Virginia,16795,VA10000,0,0,0,0,0,0,0,0,0,0,0,0,0,27,3,0,0,0,24,5,2,3,0,24,6,6,0,0,62,3,3,35,38,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,19,1,0,1,0,3,3,3,0,0,26,0,0,7,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bristol Police Department,2017-03-01,Virginia,16795,VA10000,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,1,1,25,2,1,1,0,32,5,4,0,1,66,2,2,39,41,0,0,1,1,0,1,1,0,0,0,27,0,0,0,1,26,1,1,0,0,9,4,4,0,0,43,1,3,14,17,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bristol Police Department,2017-02-01,Virginia,16795,VA10000,0,0,0,0,0,2,2,0,0,0,0,0,0,19,0,2,0,0,17,5,2,3,0,29,3,1,2,0,58,2,4,37,41,0,0,2,2,0,0,0,0,0,0,23,0,2,1,0,20,1,1,0,0,14,2,2,0,0,42,3,5,17,22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bristol Police Department,2017-01-01,Virginia,16795,VA10000,0,0,0,0,0,1,1,0,1,1,0,0,0,33,7,2,1,0,23,6,2,4,0,27,6,6,0,0,74,10,12,39,51,0,0,0,0,0,0,0,0,0,0,25,7,2,0,0,16,2,1,1,0,10,3,3,0,0,40,9,9,15,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bristol Police Department,2016-12-01,Virginia,16908,VA10000,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,0,0,16,5,5,0,0,22,0,0,0,0,44,1,1,27,28,0,0,1,1,0,1,0,1,0,0,15,1,0,0,0,14,1,0,1,0,7,0,0,0,0,25,1,3,8,11,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bristol Police Department,2016-11-01,Virginia,16908,VA10000,0,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,16,6,2,4,0,31,4,2,0,2,58,0,1,41,42,0,0,0,0,0,1,0,0,0,1,18,0,0,0,0,18,0,0,0,0,14,2,2,0,0,35,0,1,16,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
