agency,year,state,population,ORI,card_unfounded_pt,card_unfounded_type,card_actual_type,card_total_cleared_type,card_cleared_18_type,card_officers_type,card_actual_pt,card_total_cleared_pt,card_cleared_18_pt,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burglary_total,actual_burglary_force_entry,actual_burglary_nonforce_entry,actual_burglary_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,total_cleared_murder,total_cleared_manslaughter,total_cleared_rape_total,total_cleared_rape_by_force,total_cleared_rape_attempted,total_cleared_robbery_total,total_cleared_robbery_with_a_gun,total_cleared_robbery_with_a_knife,total_cleared_robbery_other_weapon,total_cleared_robbery_unarmed,total_cleared_assault_total,total_cleared_assault_with_a_gun,total_cleared_assault_with_a_knife,total_cleared_assault_other_weapon,total_cleared_assault_unarmed,total_cleared_assault_simple,total_cleared_burglary_total,total_cleared_burglary_force_entry,total_cleared_burglary_nonforce_entry,total_cleared_burglary_attempted,total_cleared_theft_total,total_cleared_motor_vehicle_theft_total,total_cleared_motor_vehicle_theft_car,total_cleared_motor_vehicle_theft_truck,total_cleared_motor_vehicle_theft_other,total_cleared_all_crimes,total_cleared_theft_under50_dollar,total_cleared_assault_aggravated,total_cleared_index_violent,total_cleared_index_property,total_cleared_index_total,cleared_18_murder,cleared_18_manslaughter,cleared_18_rape_total,cleared_18_rape_by_force,cleared_18_rape_attempted,cleared_18_robbery_total,cleared_18_robbery_with_a_gun,cleared_18_robbery_with_a_knife,cleared_18_robbery_other_weapon,cleared_18_robbery_unarmed,cleared_18_assault_total,cleared_18_assault_with_a_gun,cleared_18_assault_with_a_knife,cleared_18_assault_other_weapon,cleared_18_assault_unarmed,cleared_18_assault_simple,cleared_18_burglary_total,cleared_18_burglary_force_entry,cleared_18_burglary_nonforce_entry,cleared_18_burglary_attempted,cleared_18_theft_total,cleared_18_motor_vehicle_theft_total,cleared_18_motor_vehicle_theft_car,cleared_18_motor_vehicle_theft_truck,cleared_18_motor_vehicle_theft_other,cleared_18_all_crimes,cleared_18_theft_under50_dollar,cleared_18_assault_aggravated,cleared_18_index_violent,cleared_18_index_property,cleared_18_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burglary_total,unfounded_burglary_force_entry,unfounded_burglary_nonforce_entry,unfounded_burglary_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
Georgetown County Sheriff's Office,2022-12-01,South Carolina,53826,SC02200,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,0,0,0,0,0,0,1,0,1,0,0,48,3,0,2,1,42,10,4,5,1,39,14,4,0,10,112,0,6,7,63,70,0,0,0,0,0,1,0,1,0,0,39,1,3,3,3,29,3,2,1,0,6,1,1,0,0,50,0,10,11,10,21,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,7,0,0,0,0,0,0,0,0,0,8,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgetown County Sheriff's Office,2022-11-01,South Carolina,53826,SC02200,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,0,0,0,0,0,0,0,0,0,0,0,54,9,2,2,0,41,5,2,2,1,26,7,0,2,5,92,0,13,13,38,51,0,0,1,1,0,0,0,0,0,0,33,0,1,0,0,32,2,1,1,0,7,1,0,1,0,44,0,1,2,10,12,0,0,0,0,0,0,0,0,0,0,12,0,1,0,0,11,0,0,0,0,0,0,0,0,0,12,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgetown County Sheriff's Office,2022-10-01,South Carolina,53826,SC02200,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,0,0,0,3,3,0,1,1,0,0,0,56,5,2,2,2,45,8,6,2,0,49,14,4,2,8,131,0,11,15,71,86,0,0,2,2,0,0,0,0,0,0,35,1,1,1,0,32,1,0,1,0,6,4,2,1,1,48,0,3,5,11,16,0,0,1,1,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,11,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgetown County Sheriff's Office,2022-09-01,South Carolina,53826,SC02200,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,0,1,0,1,1,0,0,0,0,0,0,73,19,0,2,2,50,8,3,4,1,38,6,2,0,4,127,0,23,25,52,77,1,0,0,0,0,0,0,0,0,0,50,4,0,1,2,43,2,1,1,0,3,1,0,0,1,57,0,7,8,6,14,0,0,0,0,0,0,0,0,0,0,18,0,0,1,0,17,0,0,0,0,0,0,0,0,0,18,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgetown County Sheriff's Office,2022-08-01,South Carolina,53826,SC02200,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,0,0,0,0,0,0,0,0,0,0,0,62,5,1,2,2,52,9,5,4,0,47,6,0,0,6,124,0,10,10,62,72,0,0,0,0,0,0,0,0,0,0,54,3,1,2,2,46,3,2,1,0,7,2,0,0,2,66,0,8,8,12,20,0,0,0,0,0,0,0,0,0,0,14,0,0,0,2,12,0,0,0,0,2,0,0,0,0,16,0,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgetown County Sheriff's Office,2022-07-01,South Carolina,53826,SC02200,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,0,2,0,0,0,0,1,1,0,0,0,58,8,3,2,0,45,16,7,9,0,43,11,3,0,8,131,0,13,16,70,86,2,0,0,0,0,1,1,0,0,0,37,5,2,2,0,28,1,1,0,0,4,0,0,0,0,45,0,9,12,5,17,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,2,0,0,0,0,4,0,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgetown County Sheriff's Office,2022-06-01,South Carolina,53826,SC02200,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,0,0,0,0,0,0,0,0,0,0,0,42,11,3,4,3,21,20,13,7,0,53,10,2,0,8,125,0,21,21,83,104,0,0,0,0,0,0,0,0,0,0,31,10,3,2,2,14,1,0,1,0,6,0,0,0,0,38,0,17,17,7,24,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,3,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgetown County Sheriff's Office,2022-05-01,South Carolina,53826,SC02200,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,0,0,0,1,1,0,0,0,0,0,0,62,8,1,2,4,47,12,4,6,2,40,9,4,0,5,124,0,15,16,61,77,2,0,2,2,0,0,0,0,0,0,46,5,1,3,4,33,4,1,3,0,10,6,4,0,2,70,0,13,17,20,37,0,0,0,0,0,0,0,0,0,0,12,0,0,0,1,11,0,0,0,0,3,3,2,0,1,18,0,1,1,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgetown County Sheriff's Office,2022-04-01,South Carolina,53826,SC02200,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,0,2,0,0,0,0,0,0,0,0,0,48,4,0,0,3,41,10,5,4,1,34,8,4,0,4,102,0,7,9,52,61,0,0,0,0,0,0,0,0,0,0,42,3,0,0,3,36,2,2,0,0,9,1,0,0,1,54,0,6,6,12,18,0,0,0,0,0,0,0,0,0,0,17,1,0,0,0,16,0,0,0,0,0,0,0,0,0,17,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgetown County Sheriff's Office,2022-03-01,South Carolina,53826,SC02200,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,0,0,0,2,2,0,1,1,0,0,0,57,8,0,3,0,46,18,9,7,2,51,5,2,0,3,134,0,11,14,74,88,0,0,1,1,0,0,0,0,0,0,45,4,0,2,0,39,2,0,2,0,16,1,0,0,1,65,0,6,7,19,26,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16,0,0,0,0,2,1,0,0,1,19,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgetown County Sheriff's Office,2022-02-01,South Carolina,53826,SC02200,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,0,0,0,0,0,0,0,0,0,0,0,44,3,3,5,0,33,11,7,4,0,32,6,5,0,1,93,0,11,11,49,60,0,0,1,1,0,0,0,0,0,0,36,2,3,3,0,28,3,1,2,0,7,3,2,0,1,50,0,8,9,13,22,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,3,0,0,0,0,0,1,1,0,0,6,0,2,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgetown County Sheriff's Office,2022-01-01,South Carolina,53826,SC02200,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,0,0,0,2,2,0,0,0,0,0,0,45,7,0,2,0,36,9,6,2,1,41,6,4,0,2,103,0,9,11,56,67,0,0,2,1,1,0,0,0,0,0,30,0,0,1,0,29,0,0,0,0,5,0,0,0,0,37,0,1,3,5,8,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgetown County Sheriff's Office,2021-12-01,South Carolina,50835,SC02200,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,0,0,0,2,1,1,0,0,0,0,0,37,4,1,1,2,29,10,7,2,1,35,7,2,0,5,91,0,8,10,52,62,0,0,0,0,0,0,0,0,0,0,39,5,1,2,2,29,0,0,0,0,14,0,0,0,0,53,0,10,10,14,24,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,7,0,0,0,0,0,0,0,0,0,8,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgetown County Sheriff's Office,2021-11-01,South Carolina,50835,SC02200,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,0,0,0,2,2,0,0,0,0,0,0,48,1,2,1,3,41,22,17,5,0,45,14,6,0,8,131,0,7,9,81,90,0,0,1,1,0,0,0,0,0,0,39,1,2,0,3,33,2,0,2,0,18,3,2,0,1,63,0,6,7,23,30,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgetown County Sheriff's Office,2021-10-01,South Carolina,50835,SC02200,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,0,0,0,1,1,0,0,0,0,0,0,64,10,2,4,0,48,7,2,4,1,53,6,6,0,0,131,0,16,17,66,83,0,0,1,1,0,0,0,0,0,0,57,9,2,5,0,41,2,1,1,0,14,3,3,0,0,77,0,16,17,19,36,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgetown County Sheriff's Office,2021-09-01,South Carolina,50835,SC02200,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,0,1,0,3,3,0,1,0,0,1,0,50,5,1,2,3,39,11,6,5,0,39,5,1,0,4,110,0,11,16,55,71,0,0,2,2,0,1,0,0,1,0,53,8,0,1,3,41,3,1,2,0,9,1,0,0,1,69,0,12,15,13,28,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgetown County Sheriff's Office,2021-08-01,South Carolina,50835,SC02200,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,0,2,0,2,2,0,0,0,0,0,0,44,6,0,0,2,36,9,3,6,0,41,9,1,0,8,107,0,8,12,59,71,1,0,1,1,0,0,0,0,0,0,34,3,0,1,4,26,2,1,1,0,18,3,0,0,3,59,0,8,10,23,33,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgetown County Sheriff's Office,2021-07-01,South Carolina,50835,SC02200,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,0,0,0,2,2,0,1,0,1,0,0,61,9,0,5,3,44,8,3,5,0,43,8,1,1,6,123,0,17,20,59,79,0,0,2,2,0,1,0,1,0,0,40,0,0,1,3,36,3,1,2,0,10,2,0,0,2,58,0,4,7,15,22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgetown County Sheriff's Office,2021-06-01,South Carolina,50835,SC02200,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,0,0,0,0,0,0,0,0,0,0,0,37,2,1,5,2,27,8,5,1,2,34,10,2,0,8,89,0,10,10,52,62,2,0,0,0,0,0,0,0,0,0,41,2,1,4,2,32,4,2,1,1,8,2,1,0,1,57,0,9,11,14,25,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,0,0,1,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgetown County Sheriff's Office,2021-05-01,South Carolina,50835,SC02200,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,0,2,0,4,3,1,0,0,0,0,0,39,5,0,2,4,28,16,9,6,1,32,7,3,0,4,100,0,11,17,55,72,0,0,1,0,1,0,0,0,0,0,20,3,0,1,2,14,6,4,2,0,6,1,0,1,0,34,0,6,7,13,20,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,1,0,0,0,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgetown County Sheriff's Office,2021-04-01,South Carolina,50835,SC02200,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,0,0,0,1,1,0,1,1,0,0,0,40,3,0,1,3,33,9,5,4,0,54,1,0,0,1,106,0,7,9,64,73,0,0,1,1,0,0,0,0,0,0,32,0,1,1,2,28,2,1,1,0,6,1,0,0,1,42,0,4,5,9,14,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgetown County Sheriff's Office,2021-03-01,South Carolina,50835,SC02200,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,0,2,0,1,1,0,0,0,0,0,0,39,2,3,3,3,28,6,3,1,2,42,6,0,1,5,96,0,11,14,54,68,2,0,1,1,0,0,0,0,0,0,29,0,2,4,3,20,4,4,0,0,8,5,0,0,5,49,0,9,12,17,29,0,0,1,1,0,0,0,0,0,0,2,0,1,1,0,0,1,1,0,0,0,4,0,0,4,8,0,2,3,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
