agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burg_total,actual_burg_force_entry,actual_burg_nonforce_entry,actual_burg_attempted,actual_theft_total,actual_mtr_veh_theft_total,actual_mtr_veh_theft_car,actual_mtr_veh_theft_truck,actual_mtr_veh_theft_other,actual_all_crimes,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,tot_clr_murder,tot_clr_manslaughter,tot_clr_rape_total,tot_clr_rape_by_force,tot_clr_rape_attempted,tot_clr_robbery_total,tot_clr_robbery_with_a_gun,tot_clr_robbery_with_a_knife,tot_clr_robbery_other_weapon,tot_clr_robbery_unarmed,tot_clr_assault_total,tot_clr_assault_with_a_gun,tot_clr_assault_with_a_knife,tot_clr_assault_other_weapon,tot_clr_assault_unarmed,tot_clr_assault_simple,tot_clr_burg_total,tot_clr_burg_force_entry,tot_clr_burg_nonforce_entry,tot_clr_burg_attempted,tot_clr_theft_total,tot_clr_mtr_veh_theft_total,tot_clr_mtr_veh_theft_car,tot_clr_mtr_veh_theft_truck,tot_clr_mtr_veh_theft_other,tot_clr_all_crimes,tot_clr_assault_aggravated,tot_clr_index_violent,tot_clr_index_property,tot_clr_index_total,clr_18_murder,clr_18_manslaughter,clr_18_rape_total,clr_18_rape_by_force,clr_18_rape_attempted,clr_18_robbery_total,clr_18_robbery_with_a_gun,clr_18_robbery_with_a_knife,clr_18_robbery_other_weapon,clr_18_robbery_unarmed,clr_18_assault_total,clr_18_assault_with_a_gun,clr_18_assault_with_a_knife,clr_18_assault_other_weapon,clr_18_assault_unarmed,clr_18_assault_simple,clr_18_burg_total,clr_18_burg_force_entry,clr_18_burg_nonforce_entry,clr_18_burg_attempted,clr_18_theft_total,clr_18_mtr_veh_theft_total,clr_18_mtr_veh_theft_car,clr_18_mtr_veh_theft_truck,clr_18_mtr_veh_theft_other,clr_18_all_crimes,clr_18_assault_aggravated,clr_18_index_violent,clr_18_index_property,clr_18_index_total,unfound_murder,unfound_manslaughter,unfound_rape_total,unfound_rape_by_force,unfound_rape_attempted,unfound_robbery_total,unfound_robbery_with_a_gun,unfound_robbery_with_a_knife,unfound_robbery_other_weapon,unfound_robbery_unarmed,unfound_assault_total,unfound_assault_with_a_gun,unfound_assault_with_a_knife,unfound_assault_other_weapon,unfound_assault_unarmed,unfound_assault_simple,unfound_burg_total,unfound_burg_force_entry,unfound_burg_nonforce_entry,unfound_burg_attempted,unfound_theft_total,unfound_mtr_veh_theft_total,unfound_mtr_veh_theft_car,unfound_mtr_veh_theft_truck,unfound_mtr_veh_theft_other,unfound_all_crimes,unfound_assault_aggravated,unfound_index_violent,unfound_index_property,unfound_index_total
Alvin Police Dept,2017-12-01,Texas,26488,TX02001,0,0,0,1,0,4,4,0,2,1,0,0,1,31,0,0,0,0,31,9,5,4,0,25,2,2,0,0,74,0,7,36,43,0,0,0,0,0,1,0,0,0,1,27,0,0,0,0,27,1,0,1,0,10,1,1,0,0,40,0,1,12,13,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1
Alvin Police Dept,2017-11-01,Texas,26488,TX02001,0,0,1,0,0,1,1,0,0,0,0,0,0,22,1,0,0,0,21,4,2,2,0,18,4,4,0,0,49,1,2,26,28,0,0,0,0,0,1,1,0,0,0,20,1,0,0,0,19,0,0,0,0,5,3,3,0,0,29,1,2,8,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Alvin Police Dept,2017-10-01,Texas,26488,TX02001,0,0,0,0,0,0,0,0,1,1,0,0,0,21,0,2,2,0,17,6,6,0,0,23,0,0,0,0,51,4,5,29,34,0,0,2,2,0,0,0,0,0,0,19,0,2,2,0,15,1,1,0,0,12,0,0,0,0,34,4,6,13,19,0,0,1,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1
Alvin Police Dept,2017-09-01,Texas,26488,TX02001,0,0,0,0,0,1,1,0,0,0,0,0,0,22,0,0,2,0,20,11,6,5,0,25,7,6,0,1,66,2,3,43,46,0,0,1,1,0,0,0,0,0,0,20,0,0,2,0,18,3,2,1,0,5,2,2,0,0,31,2,3,10,13,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alvin Police Dept,2017-08-01,Texas,26488,TX02001,0,0,0,0,0,2,1,1,2,1,0,0,1,23,0,0,1,0,22,8,5,3,0,17,6,6,0,0,58,1,5,31,36,0,0,2,0,2,1,1,0,0,0,21,0,0,1,0,20,1,0,1,0,8,4,4,0,0,37,1,4,13,17,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Alvin Police Dept,2017-07-01,Texas,26488,TX02001,0,0,0,0,0,1,0,1,3,1,0,0,2,16,0,0,0,0,16,8,4,4,0,33,11,10,0,1,72,0,4,52,56,0,0,3,3,0,1,1,0,0,0,11,0,0,0,0,11,2,1,1,0,11,4,4,0,0,32,0,4,17,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alvin Police Dept,2017-06-01,Texas,26488,TX02001,0,0,0,0,0,2,2,0,2,1,0,0,1,19,0,0,1,0,18,5,2,3,0,41,4,4,0,0,73,1,5,50,55,0,0,1,1,0,1,1,0,0,0,16,1,0,1,0,14,1,1,0,0,14,2,2,0,0,35,2,4,17,21,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alvin Police Dept,2017-05-01,Texas,26488,TX02001,0,0,0,0,0,1,0,1,1,1,0,0,0,18,1,0,1,0,16,8,7,1,0,25,4,2,1,1,57,2,4,37,41,0,0,0,0,0,0,0,0,0,0,14,0,0,1,0,13,3,3,0,0,6,2,2,0,0,25,1,1,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Alvin Police Dept,2017-04-01,Texas,26488,TX02001,0,0,0,0,0,6,6,0,1,0,0,0,1,25,0,0,0,0,25,8,5,3,0,29,5,5,0,0,74,0,7,42,49,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,22,3,1,2,0,5,2,2,0,0,32,0,0,10,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alvin Police Dept,2017-03-01,Texas,26488,TX02001,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,21,9,5,4,0,30,5,5,0,0,65,0,0,44,44,0,0,1,1,0,0,0,0,0,0,20,0,0,0,0,20,2,2,0,0,13,3,3,0,0,39,0,1,18,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1
