agency,year,state,population,ORI,card_unfounded_pt,card_unfounded_type,card_actual_type,card_total_cleared_type,card_cleared_18_type,card_officers_type,card_actual_pt,card_total_cleared_pt,card_cleared_18_pt,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burglary_total,actual_burglary_force_entry,actual_burglary_nonforce_entry,actual_burglary_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,total_cleared_murder,total_cleared_manslaughter,total_cleared_rape_total,total_cleared_rape_by_force,total_cleared_rape_attempted,total_cleared_robbery_total,total_cleared_robbery_with_a_gun,total_cleared_robbery_with_a_knife,total_cleared_robbery_other_weapon,total_cleared_robbery_unarmed,total_cleared_assault_total,total_cleared_assault_with_a_gun,total_cleared_assault_with_a_knife,total_cleared_assault_other_weapon,total_cleared_assault_unarmed,total_cleared_assault_simple,total_cleared_burglary_total,total_cleared_burglary_force_entry,total_cleared_burglary_nonforce_entry,total_cleared_burglary_attempted,total_cleared_theft_total,total_cleared_motor_vehicle_theft_total,total_cleared_motor_vehicle_theft_car,total_cleared_motor_vehicle_theft_truck,total_cleared_motor_vehicle_theft_other,total_cleared_all_crimes,total_cleared_theft_under50_dollar,total_cleared_assault_aggravated,total_cleared_index_violent,total_cleared_index_property,total_cleared_index_total,cleared_18_murder,cleared_18_manslaughter,cleared_18_rape_total,cleared_18_rape_by_force,cleared_18_rape_attempted,cleared_18_robbery_total,cleared_18_robbery_with_a_gun,cleared_18_robbery_with_a_knife,cleared_18_robbery_other_weapon,cleared_18_robbery_unarmed,cleared_18_assault_total,cleared_18_assault_with_a_gun,cleared_18_assault_with_a_knife,cleared_18_assault_other_weapon,cleared_18_assault_unarmed,cleared_18_assault_simple,cleared_18_burglary_total,cleared_18_burglary_force_entry,cleared_18_burglary_nonforce_entry,cleared_18_burglary_attempted,cleared_18_theft_total,cleared_18_motor_vehicle_theft_total,cleared_18_motor_vehicle_theft_car,cleared_18_motor_vehicle_theft_truck,cleared_18_motor_vehicle_theft_other,cleared_18_all_crimes,cleared_18_theft_under50_dollar,cleared_18_assault_aggravated,cleared_18_index_violent,cleared_18_index_property,cleared_18_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burglary_total,unfounded_burglary_force_entry,unfounded_burglary_nonforce_entry,unfounded_burglary_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
North Charleston Police Department,2017-01-01,South Carolina,111305,SC01008,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,0,3,0,5,5,0,39,35,2,0,2,395,18,3,11,9,354,76,22,49,5,415,58,50,0,8,991,0,41,88,549,637,2,0,4,3,1,7,4,1,1,1,119,9,6,3,2,99,6,4,1,1,105,17,16,0,1,260,0,20,33,128,161,0,0,1,0,1,2,2,0,0,0,40,1,0,1,1,37,2,1,1,0,41,3,3,0,0,89,0,3,6,46,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North Charleston Police Department,2017-02-01,South Carolina,111305,SC01008,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,0,2,0,5,5,0,18,13,2,0,3,437,29,6,14,8,380,56,24,25,7,342,40,32,4,4,900,0,57,82,438,520,0,0,2,2,0,4,2,2,0,0,124,3,3,0,3,115,6,4,1,1,69,9,8,1,0,214,0,9,15,84,99,0,0,1,1,0,0,0,0,0,0,72,0,0,0,1,71,0,0,0,0,12,4,4,0,0,89,0,1,2,16,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North Charleston Police Department,2017-03-01,South Carolina,111305,SC01008,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,0,3,0,7,6,1,16,11,2,1,2,406,18,11,11,8,358,55,18,34,3,369,40,32,0,8,896,0,48,74,464,538,1,0,2,2,0,3,2,1,0,0,126,5,5,4,3,109,12,8,4,0,80,10,10,0,0,234,0,17,23,102,125,0,0,1,1,0,1,1,0,0,0,53,0,1,0,1,51,4,4,0,0,10,3,3,0,0,72,0,2,4,17,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North Charleston Police Department,2017-04-01,South Carolina,111305,SC01008,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,0,2,0,10,6,4,21,15,0,0,6,360,30,12,11,9,298,66,25,36,5,342,52,48,0,4,853,0,62,95,460,555,1,0,1,1,0,4,3,0,0,1,113,11,7,3,8,84,11,4,6,1,73,11,11,0,0,214,0,29,35,95,130,0,0,0,0,0,1,1,0,0,0,31,0,0,0,0,31,1,0,1,0,9,1,1,0,0,43,0,0,1,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North Charleston Police Department,2017-05-01,South Carolina,111305,SC01008,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,0,5,0,4,2,2,29,20,3,1,5,400,22,7,12,11,348,69,26,34,9,407,67,62,3,2,981,0,52,90,543,633,2,0,1,1,0,6,3,1,0,2,136,9,3,5,5,114,4,0,3,1,84,20,19,0,1,253,0,22,31,108,139,0,0,0,0,0,1,0,0,0,1,65,0,0,1,1,63,1,0,1,0,11,4,4,0,0,82,0,2,3,16,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North Charleston Police Department,2017-06-01,South Carolina,111305,SC01008,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,0,6,0,8,7,1,27,18,0,2,7,325,23,5,10,12,275,67,24,39,4,384,68,58,3,7,885,0,50,91,519,610,2,0,2,1,1,6,3,0,1,2,84,6,3,4,5,66,4,2,2,0,62,20,19,0,1,180,0,18,28,86,114,0,0,0,0,0,2,2,0,0,0,7,2,0,0,0,5,1,0,1,0,7,4,3,0,1,21,0,2,4,12,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North Charleston Police Department,2017-07-01,South Carolina,111305,SC01008,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,0,2,0,12,10,2,23,14,3,1,5,370,18,9,8,18,317,75,32,39,4,449,54,43,5,6,985,0,53,90,578,668,5,0,1,1,0,5,4,0,0,1,91,8,4,4,10,65,10,4,6,0,80,29,26,2,1,221,0,26,37,119,156,2,0,1,1,0,1,1,0,0,0,7,0,0,0,1,6,0,0,0,0,13,9,8,1,0,33,0,1,5,22,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North Charleston Police Department,2017-08-01,South Carolina,111305,SC01008,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,0,5,0,7,5,2,39,24,2,2,11,336,26,7,6,9,288,97,37,56,4,419,76,64,3,9,979,0,48,99,592,691,5,0,3,3,0,7,4,0,0,3,100,4,5,3,9,79,7,1,5,1,67,34,32,1,1,223,0,21,36,108,144,0,0,1,1,0,0,0,0,0,0,20,0,1,0,0,19,0,0,0,0,4,2,2,0,0,27,0,1,2,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North Charleston Police Department,2017-09-01,South Carolina,111305,SC01008,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,0,2,0,4,2,2,25,12,6,1,6,412,16,8,16,11,361,72,19,48,5,369,54,50,0,4,938,0,51,82,495,577,2,0,3,2,1,7,3,2,0,2,111,2,3,7,5,94,9,3,6,0,70,8,8,0,0,210,0,17,29,87,116,0,0,1,1,0,1,0,0,0,1,40,1,1,0,0,38,2,0,2,0,10,1,1,0,0,55,0,2,4,13,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North Charleston Police Department,2017-10-01,South Carolina,111305,SC01008,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,0,3,0,5,3,2,17,15,0,0,2,407,29,3,11,16,348,69,43,23,3,389,52,47,4,1,942,0,59,84,510,594,3,0,0,0,0,2,0,0,1,1,146,9,5,7,10,115,8,3,5,0,64,11,10,1,0,234,0,31,36,83,119,0,0,0,0,0,0,0,0,0,0,75,0,0,0,1,74,2,0,2,0,10,1,1,0,0,88,0,1,1,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
