agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burg_total,actual_burg_force_entry,actual_burg_nonforce_entry,actual_burg_attempted,actual_theft_total,actual_mtr_veh_theft_total,actual_mtr_veh_theft_car,actual_mtr_veh_theft_truck,actual_mtr_veh_theft_other,actual_all_crimes,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,tot_clr_murder,tot_clr_manslaughter,tot_clr_rape_total,tot_clr_rape_by_force,tot_clr_rape_attempted,tot_clr_robbery_total,tot_clr_robbery_with_a_gun,tot_clr_robbery_with_a_knife,tot_clr_robbery_other_weapon,tot_clr_robbery_unarmed,tot_clr_assault_total,tot_clr_assault_with_a_gun,tot_clr_assault_with_a_knife,tot_clr_assault_other_weapon,tot_clr_assault_unarmed,tot_clr_assault_simple,tot_clr_burg_total,tot_clr_burg_force_entry,tot_clr_burg_nonforce_entry,tot_clr_burg_attempted,tot_clr_theft_total,tot_clr_mtr_veh_theft_total,tot_clr_mtr_veh_theft_car,tot_clr_mtr_veh_theft_truck,tot_clr_mtr_veh_theft_other,tot_clr_all_crimes,tot_clr_assault_aggravated,tot_clr_index_violent,tot_clr_index_property,tot_clr_index_total,clr_18_murder,clr_18_manslaughter,clr_18_rape_total,clr_18_rape_by_force,clr_18_rape_attempted,clr_18_robbery_total,clr_18_robbery_with_a_gun,clr_18_robbery_with_a_knife,clr_18_robbery_other_weapon,clr_18_robbery_unarmed,clr_18_assault_total,clr_18_assault_with_a_gun,clr_18_assault_with_a_knife,clr_18_assault_other_weapon,clr_18_assault_unarmed,clr_18_assault_simple,clr_18_burg_total,clr_18_burg_force_entry,clr_18_burg_nonforce_entry,clr_18_burg_attempted,clr_18_theft_total,clr_18_mtr_veh_theft_total,clr_18_mtr_veh_theft_car,clr_18_mtr_veh_theft_truck,clr_18_mtr_veh_theft_other,clr_18_all_crimes,clr_18_assault_aggravated,clr_18_index_violent,clr_18_index_property,clr_18_index_total,unfound_murder,unfound_manslaughter,unfound_rape_total,unfound_rape_by_force,unfound_rape_attempted,unfound_robbery_total,unfound_robbery_with_a_gun,unfound_robbery_with_a_knife,unfound_robbery_other_weapon,unfound_robbery_unarmed,unfound_assault_total,unfound_assault_with_a_gun,unfound_assault_with_a_knife,unfound_assault_other_weapon,unfound_assault_unarmed,unfound_assault_simple,unfound_burg_total,unfound_burg_force_entry,unfound_burg_nonforce_entry,unfound_burg_attempted,unfound_theft_total,unfound_mtr_veh_theft_total,unfound_mtr_veh_theft_car,unfound_mtr_veh_theft_truck,unfound_mtr_veh_theft_other,unfound_all_crimes,unfound_assault_aggravated,unfound_index_violent,unfound_index_property,unfound_index_total
Frederick County Sheriff's Office,2017-12-01,Virginia,81995,VA03400,0,0,0,0,0,5,5,0,3,1,1,0,1,64,0,0,0,1,63,4,1,1,2,84,5,4,0,1,165,1,9,93,102,0,0,3,3,0,0,0,0,0,0,55,0,0,1,1,53,3,0,2,1,27,3,2,0,1,91,2,5,33,38,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,4,0,0,0,0,10,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frederick County Sheriff's Office,2017-11-01,Virginia,81995,VA03400,0,0,0,0,0,0,0,0,4,2,2,0,0,62,0,0,2,0,60,11,4,5,2,86,4,2,1,1,167,2,6,101,107,0,0,0,0,0,4,2,2,0,0,45,0,0,0,0,45,4,2,1,1,17,3,2,1,0,73,0,4,24,28,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,1,0,0,1,0,0,0,0,0,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frederick County Sheriff's Office,2017-10-01,Virginia,81995,VA03400,0,0,0,0,0,2,2,0,1,1,0,0,0,72,2,0,1,1,68,15,7,6,2,73,4,3,1,0,167,4,7,92,99,0,0,0,0,0,0,0,0,0,0,70,1,0,2,0,67,4,2,2,0,22,3,3,0,0,99,3,3,29,32,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,1,2,2,0,0,12,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frederick County Sheriff's Office,2017-09-01,Virginia,81995,VA03400,0,0,0,0,0,2,2,0,3,1,0,1,1,90,0,1,2,5,82,11,2,7,2,69,3,1,2,0,178,8,13,83,96,0,0,0,0,0,1,0,0,0,1,76,0,1,1,5,69,1,0,1,0,21,1,0,1,0,100,7,8,23,31,0,0,0,0,0,0,0,0,0,0,20,0,0,0,2,18,0,0,0,0,4,0,0,0,0,24,2,2,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frederick County Sheriff's Office,2017-08-01,Virginia,81995,VA03400,0,0,0,0,0,2,2,0,1,0,0,0,1,60,0,0,3,1,56,11,3,8,0,91,5,5,0,0,170,4,7,107,114,0,0,1,1,0,4,1,0,0,3,47,0,0,0,1,46,2,1,1,0,42,5,4,1,0,101,1,6,49,55,0,0,1,1,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,2,0,0,0,0,13,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frederick County Sheriff's Office,2017-07-01,Virginia,81995,VA03400,0,0,0,0,0,1,1,0,1,0,0,0,1,48,0,0,2,0,46,17,7,8,2,71,8,5,1,2,146,2,4,96,100,0,0,1,1,0,0,0,0,0,0,44,0,0,0,0,44,4,3,0,1,18,4,2,1,1,71,0,1,26,27,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,1,1,0,0,2,2,0,1,1,12,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frederick County Sheriff's Office,2017-06-01,Virginia,81995,VA03400,0,0,0,0,0,3,3,0,3,1,1,0,1,73,2,1,0,0,70,21,10,11,0,106,12,5,5,2,218,3,9,139,148,0,0,3,3,0,1,0,1,0,0,72,2,1,0,0,69,1,0,1,0,24,1,1,0,0,102,3,7,26,33,0,0,3,3,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,1,0,0,0,0,14,0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frederick County Sheriff's Office,2017-05-01,Virginia,81995,VA03400,0,0,0,0,0,2,2,0,0,0,0,0,0,86,0,1,1,1,83,12,4,8,0,78,5,3,1,1,183,3,5,95,100,0,0,2,2,0,0,0,0,0,0,69,0,1,0,1,67,4,3,1,0,34,3,2,1,0,112,2,4,41,45,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17,0,0,0,0,2,0,0,0,0,19,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frederick County Sheriff's Office,2017-04-01,Virginia,81995,VA03400,0,0,0,0,0,4,3,1,1,1,0,0,0,62,0,0,0,1,61,16,9,7,0,61,6,1,3,2,150,1,6,83,89,0,0,2,2,0,0,0,0,0,0,42,0,0,0,1,41,1,0,1,0,16,2,2,0,0,63,1,3,19,22,0,0,1,1,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,2,0,0,0,0,14,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frederick County Sheriff's Office,2017-03-01,Virginia,81995,VA03400,0,0,0,0,0,8,7,1,0,0,0,0,0,55,0,1,0,1,53,10,5,5,0,90,3,1,1,1,166,2,10,103,113,0,0,1,1,0,0,0,0,0,0,31,0,1,0,1,29,0,0,0,0,22,1,0,1,0,55,2,3,23,26,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,2,0,0,0,0,9,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
