agency,year,state,population,ORI,card_unfound_pt,card_unfound_type,card_actual_type,card_tot_clr_type,card_clr_18_type,card_officers_type,card_actual_pt,card_tot_clr_pt,card_clr_18_pt,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burg_total,actual_burg_force_entry,actual_burg_nonforce_entry,actual_burg_attempted,actual_theft_total,actual_mtr_veh_theft_total,actual_mtr_veh_theft_car,actual_mtr_veh_theft_truck,actual_mtr_veh_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,tot_clr_murder,tot_clr_manslaughter,tot_clr_rape_total,tot_clr_rape_by_force,tot_clr_rape_attempted,tot_clr_robbery_total,tot_clr_robbery_with_a_gun,tot_clr_robbery_with_a_knife,tot_clr_robbery_other_weapon,tot_clr_robbery_unarmed,tot_clr_assault_total,tot_clr_assault_with_a_gun,tot_clr_assault_with_a_knife,tot_clr_assault_other_weapon,tot_clr_assault_unarmed,tot_clr_assault_simple,tot_clr_burg_total,tot_clr_burg_force_entry,tot_clr_burg_nonforce_entry,tot_clr_burg_attempted,tot_clr_theft_total,tot_clr_mtr_veh_theft_total,tot_clr_mtr_veh_theft_car,tot_clr_mtr_veh_theft_truck,tot_clr_mtr_veh_theft_other,tot_clr_all_crimes,tot_clr_theft_under50_dollar,tot_clr_assault_aggravated,tot_clr_index_violent,tot_clr_index_property,tot_clr_index_total,clr_18_murder,clr_18_manslaughter,clr_18_rape_total,clr_18_rape_by_force,clr_18_rape_attempted,clr_18_robbery_total,clr_18_robbery_with_a_gun,clr_18_robbery_with_a_knife,clr_18_robbery_other_weapon,clr_18_robbery_unarmed,clr_18_assault_total,clr_18_assault_with_a_gun,clr_18_assault_with_a_knife,clr_18_assault_other_weapon,clr_18_assault_unarmed,clr_18_assault_simple,clr_18_burg_total,clr_18_burg_force_entry,clr_18_burg_nonforce_entry,clr_18_burg_attempted,clr_18_theft_total,clr_18_mtr_veh_theft_total,clr_18_mtr_veh_theft_car,clr_18_mtr_veh_theft_truck,clr_18_mtr_veh_theft_other,clr_18_all_crimes,clr_18_theft_under50_dollar,clr_18_assault_aggravated,clr_18_index_violent,clr_18_index_property,clr_18_index_total,unfound_murder,unfound_manslaughter,unfound_rape_total,unfound_rape_by_force,unfound_rape_attempted,unfound_robbery_total,unfound_robbery_with_a_gun,unfound_robbery_with_a_knife,unfound_robbery_other_weapon,unfound_robbery_unarmed,unfound_assault_total,unfound_assault_with_a_gun,unfound_assault_with_a_knife,unfound_assault_other_weapon,unfound_assault_unarmed,unfound_assault_simple,unfound_burg_total,unfound_burg_force_entry,unfound_burg_nonforce_entry,unfound_burg_attempted,unfound_theft_total,unfound_mtr_veh_theft_total,unfound_mtr_veh_theft_car,unfound_mtr_veh_theft_truck,unfound_mtr_veh_theft_other,unfound_all_crimes,unfound_theft_under50_dollar,unfound_assault_aggravated,unfound_index_violent,unfound_index_property,unfound_index_total
Iredell County Sheriff's Office,2023-12-01,North Carolina,111895,NC04900,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,0,0,0,0,0,0,1,1,0,0,0,77,5,0,1,1,70,37,33,3,1,33,3,1,1,1,151,0,7,8,73,81,0,0,0,0,0,0,0,0,0,0,79,8,0,1,3,67,6,4,2,0,14,1,0,1,0,100,0,12,12,21,33,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16,0,0,0,0,2,0,0,0,0,18,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iredell County Sheriff's Office,2023-11-01,North Carolina,111895,NC04900,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,0,2,0,0,0,0,1,1,0,0,0,80,10,1,1,8,60,14,8,5,1,22,7,4,2,1,126,0,20,23,43,66,2,2,0,0,0,1,1,0,0,0,76,7,1,2,7,59,11,9,2,0,15,2,1,1,0,109,0,17,20,28,48,0,0,0,0,0,0,0,0,0,0,36,5,0,0,0,31,0,0,0,0,0,0,0,0,0,36,0,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iredell County Sheriff's Office,2023-10-01,North Carolina,111895,NC04900,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,0,0,0,0,0,0,1,0,0,1,0,95,2,1,3,7,82,13,5,6,2,29,8,0,1,7,146,0,13,14,50,64,0,0,0,0,0,1,0,0,1,0,81,4,1,2,6,68,4,2,2,0,15,3,2,0,1,104,0,13,14,22,36,0,0,0,0,0,0,0,0,0,0,30,0,0,0,2,28,0,0,0,0,1,0,0,0,0,31,0,2,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iredell County Sheriff's Office,2023-09-01,North Carolina,111895,NC04900,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,0,0,0,2,2,0,0,0,0,0,0,103,6,0,0,1,96,11,6,5,0,34,14,10,0,4,164,0,7,9,59,68,0,0,1,1,0,0,0,0,0,0,96,4,0,0,1,91,12,5,7,0,21,2,2,0,0,132,0,5,6,35,41,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,42,1,1,0,0,5,1,1,0,0,49,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iredell County Sheriff's Office,2023-08-01,North Carolina,111895,NC04900,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,0,0,0,0,0,0,1,0,0,0,1,87,6,3,2,3,73,26,10,16,0,37,2,1,0,1,153,0,14,15,65,80,0,0,0,0,0,1,0,0,0,1,93,8,4,4,3,74,13,3,10,0,27,3,3,0,0,137,0,19,20,43,63,0,0,0,0,0,0,0,0,0,0,23,2,0,0,0,21,0,0,0,0,1,0,0,0,0,24,0,2,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iredell County Sheriff's Office,2023-07-01,North Carolina,111895,NC04900,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,0,0,0,0,0,0,0,0,0,0,0,76,5,4,3,1,63,19,6,12,1,40,3,2,0,1,138,0,13,13,62,75,0,0,1,1,0,0,0,0,0,0,67,2,4,1,2,58,7,3,4,0,26,0,0,0,0,101,0,9,10,33,43,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,1,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iredell County Sheriff's Office,2023-06-01,North Carolina,111895,NC04900,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,0,1,0,2,2,0,1,0,0,0,1,89,3,3,3,9,71,21,9,9,3,41,3,3,0,0,158,0,18,22,65,87,1,0,1,1,0,1,0,0,0,1,88,1,3,3,7,74,9,1,6,2,15,2,2,0,0,117,0,14,17,26,43,0,0,0,0,0,0,0,0,0,0,15,0,0,1,0,14,1,1,0,0,0,1,1,0,0,17,0,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iredell County Sheriff's Office,2023-05-01,North Carolina,111895,NC04900,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,0,0,0,0,0,0,1,1,0,0,0,114,2,0,9,2,101,19,6,10,3,36,15,11,0,4,185,0,13,14,70,84,0,0,0,0,0,0,0,0,0,0,111,4,0,9,2,96,13,2,10,1,24,15,15,0,0,163,0,15,15,52,67,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,34,0,0,0,0,4,1,1,0,0,39,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iredell County Sheriff's Office,2023-04-01,North Carolina,111895,NC04900,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,0,0,0,0,0,0,0,0,0,0,0,85,2,1,2,2,78,16,7,8,1,40,5,3,1,1,146,0,7,7,61,68,0,0,0,0,0,0,0,0,0,0,76,2,0,3,2,69,7,2,3,2,19,2,1,0,1,104,0,7,7,28,35,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,22,0,0,0,0,3,0,0,0,0,25,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iredell County Sheriff's Office,2023-03-01,North Carolina,111895,NC04900,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,0,0,0,0,0,0,0,0,0,0,0,90,5,3,9,1,72,13,5,4,4,27,3,3,0,0,133,0,18,18,43,61,0,0,0,0,0,0,0,0,0,0,80,4,2,8,2,64,8,6,1,1,17,0,0,0,0,105,0,16,16,25,41,0,0,0,0,0,0,0,0,0,0,23,0,0,1,0,22,1,1,0,0,3,0,0,0,0,27,0,1,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
