agency,year,state,population,ORI,card_unfounded_pt,card_unfounded_type,card_actual_type,card_officers_type,card_actual_pt,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burglary_total,actual_burglary_force_entry,actual_burglary_nonforce_entry,actual_burglary_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burglary_total,unfounded_burglary_force_entry,unfounded_burglary_nonforce_entry,unfounded_burglary_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
Horry County Police Department,2017-01-01,South Carolina,249863,SC02604,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,0,0,0,30,28,2,16,9,1,2,4,282,17,0,10,11,244,123,73,48,2,406,50,21,3,26,907,0,38,84,579,663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Horry County Police Department,2017-02-01,South Carolina,249863,SC02604,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,0,0,1,16,16,0,8,4,1,1,2,261,22,8,11,8,212,96,51,45,0,375,58,29,3,26,815,0,49,73,529,602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Horry County Police Department,2017-03-01,South Carolina,249863,SC02604,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,0,2,0,17,16,1,11,5,2,2,2,294,31,4,14,6,239,120,66,49,5,416,58,30,2,26,918,0,55,85,594,679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Horry County Police Department,2017-04-01,South Carolina,249863,SC02604,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,0,2,0,15,14,1,5,1,0,2,2,306,28,8,16,2,252,136,94,37,5,392,48,17,1,30,904,0,54,76,576,652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Horry County Police Department,2017-05-01,South Carolina,249863,SC02604,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,0,1,0,20,19,1,7,3,0,0,4,316,18,7,14,9,268,139,78,60,1,465,84,36,5,43,1032,0,48,76,688,764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Horry County Police Department,2017-06-01,South Carolina,249863,SC02604,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,0,2,0,23,23,0,10,5,2,1,2,294,22,4,13,14,241,141,75,65,1,472,62,19,3,40,1004,0,53,88,675,763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Horry County Police Department,2017-07-01,South Carolina,249863,SC02604,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,0,6,0,29,29,0,15,12,0,1,2,377,25,12,16,16,308,114,65,47,2,580,71,27,7,37,1192,0,69,119,765,884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Horry County Police Department,2017-08-01,South Carolina,249863,SC02604,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,0,1,0,21,19,2,8,6,1,0,1,291,12,11,12,7,249,116,71,44,1,477,57,20,1,36,971,0,42,72,650,722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Horry County Police Department,2017-09-01,South Carolina,249863,SC02604,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,0,3,0,13,12,1,11,11,0,0,0,316,16,7,13,6,274,109,57,50,2,428,48,26,6,16,928,0,42,69,585,654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Horry County Police Department,2017-10-01,South Carolina,249863,SC02604,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,0,1,0,22,21,1,10,7,1,0,2,265,13,6,9,13,224,105,69,33,3,431,78,36,7,35,912,0,41,74,614,688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
