agency,year,state,population,ORI,card_unfounded_pt,card_unfounded_type,card_actual_type,card_officers_type,card_actual_pt,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burg_total,actual_burg_force_entry,actual_burg_nonforce_entry,actual_burg_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burg_total,unfounded_burg_force_entry,unfounded_burg_nonforce_entry,unfounded_burg_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
Monroeville Police Department,2023-12-01,Pennsylvania,28069,PA00216,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,0,0,0,0,0,0,1,0,0,0,1,10,1,1,0,0,8,2,2,0,0,52,5,5,0,0,70,0,2,3,59,62,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,5,3,2,0,17,8,7,1,0,38,0,0,0,30,30
Monroeville Police Department,2023-11-01,Pennsylvania,28069,PA00216,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,0,0,0,0,0,0,1,1,0,0,0,12,0,0,1,0,11,4,1,3,0,45,8,5,1,2,70,0,1,2,57,59,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,16,4,4,0,0,24,0,0,0,20,20
Monroeville Police Department,2023-10-01,Pennsylvania,28069,PA00216,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,4,4,1,3,0,52,4,3,1,0,66,0,2,2,60,62,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,16,1,1,0,0,25,0,0,0,17,17
Monroeville Police Department,2023-09-01,Pennsylvania,28069,PA00216,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,0,0,0,0,0,0,1,0,0,0,1,5,0,0,0,0,5,3,2,1,0,53,4,2,1,1,66,0,0,1,60,61,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,17,3,3,0,0,26,0,0,0,20,20
Monroeville Police Department,2023-08-01,Pennsylvania,28069,PA00216,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,0,0,0,0,0,0,1,1,0,0,0,7,0,0,1,2,4,4,3,1,0,60,5,4,1,0,77,0,3,4,69,73,0,0,1,1,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,16,3,3,0,0,27,0,0,1,19,20
Monroeville Police Department,2023-07-01,Pennsylvania,28069,PA00216,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,0,0,0,0,0,0,2,2,0,0,0,10,0,0,0,2,8,2,2,0,0,42,15,13,2,0,71,0,2,4,59,63,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,1,0,1,0,11,1,1,0,0,19,0,0,0,13,13
Monroeville Police Department,2023-06-01,Pennsylvania,28069,PA00216,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,0,0,0,0,0,0,3,2,0,0,1,5,0,1,1,0,3,2,1,1,0,42,3,3,0,0,55,0,2,5,47,52,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,1,1,0,0,14,2,2,0,0,24,0,0,0,17,17
Monroeville Police Department,2023-05-01,Pennsylvania,28069,PA00216,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,4,2,0,1,1,46,7,6,1,0,60,0,1,1,55,56,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,1,0,1,0,19,2,1,1,0,31,0,0,0,22,22
Monroeville Police Department,2023-04-01,Pennsylvania,28069,PA00216,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,0,0,0,1,1,0,0,0,0,0,0,7,0,0,0,2,5,3,1,2,0,42,3,2,1,0,56,0,2,3,48,51,0,0,2,2,0,0,0,0,0,0,6,0,0,0,1,5,5,4,1,0,9,3,3,0,0,25,0,1,3,17,20
Monroeville Police Department,2023-03-01,Pennsylvania,28069,PA00216,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,0,0,0,0,0,0,2,0,0,0,2,13,1,0,0,2,10,0,0,0,0,46,1,1,0,0,62,0,3,5,47,52,0,0,1,1,0,0,0,0,0,0,8,0,0,0,0,8,3,2,0,1,10,3,3,0,0,25,0,0,1,16,17
