agency,year,state,population,ORI,card_unfound_pt,card_unfound_type,card_actual_type,card_tot_clr_type,card_clr_18_type,card_officers_type,card_actual_pt,card_tot_clr_pt,card_clr_18_pt,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burg_total,actual_burg_force_entry,actual_burg_nonforce_entry,actual_burg_attempted,actual_theft_total,actual_mtr_veh_theft_total,actual_mtr_veh_theft_car,actual_mtr_veh_theft_truck,actual_mtr_veh_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,tot_clr_murder,tot_clr_manslaughter,tot_clr_rape_total,tot_clr_rape_by_force,tot_clr_rape_attempted,tot_clr_robbery_total,tot_clr_robbery_with_a_gun,tot_clr_robbery_with_a_knife,tot_clr_robbery_other_weapon,tot_clr_robbery_unarmed,tot_clr_assault_total,tot_clr_assault_with_a_gun,tot_clr_assault_with_a_knife,tot_clr_assault_other_weapon,tot_clr_assault_unarmed,tot_clr_assault_simple,tot_clr_burg_total,tot_clr_burg_force_entry,tot_clr_burg_nonforce_entry,tot_clr_burg_attempted,tot_clr_theft_total,tot_clr_mtr_veh_theft_total,tot_clr_mtr_veh_theft_car,tot_clr_mtr_veh_theft_truck,tot_clr_mtr_veh_theft_other,tot_clr_all_crimes,tot_clr_theft_under50_dollar,tot_clr_assault_aggravated,tot_clr_index_violent,tot_clr_index_property,tot_clr_index_total,clr_18_murder,clr_18_manslaughter,clr_18_rape_total,clr_18_rape_by_force,clr_18_rape_attempted,clr_18_robbery_total,clr_18_robbery_with_a_gun,clr_18_robbery_with_a_knife,clr_18_robbery_other_weapon,clr_18_robbery_unarmed,clr_18_assault_total,clr_18_assault_with_a_gun,clr_18_assault_with_a_knife,clr_18_assault_other_weapon,clr_18_assault_unarmed,clr_18_assault_simple,clr_18_burg_total,clr_18_burg_force_entry,clr_18_burg_nonforce_entry,clr_18_burg_attempted,clr_18_theft_total,clr_18_mtr_veh_theft_total,clr_18_mtr_veh_theft_car,clr_18_mtr_veh_theft_truck,clr_18_mtr_veh_theft_other,clr_18_all_crimes,clr_18_theft_under50_dollar,clr_18_assault_aggravated,clr_18_index_violent,clr_18_index_property,clr_18_index_total,unfound_murder,unfound_manslaughter,unfound_rape_total,unfound_rape_by_force,unfound_rape_attempted,unfound_robbery_total,unfound_robbery_with_a_gun,unfound_robbery_with_a_knife,unfound_robbery_other_weapon,unfound_robbery_unarmed,unfound_assault_total,unfound_assault_with_a_gun,unfound_assault_with_a_knife,unfound_assault_other_weapon,unfound_assault_unarmed,unfound_assault_simple,unfound_burg_total,unfound_burg_force_entry,unfound_burg_nonforce_entry,unfound_burg_attempted,unfound_theft_total,unfound_mtr_veh_theft_total,unfound_mtr_veh_theft_car,unfound_mtr_veh_theft_truck,unfound_mtr_veh_theft_other,unfound_all_crimes,unfound_theft_under50_dollar,unfound_assault_aggravated,unfound_index_violent,unfound_index_property,unfound_index_total
Tuscaloosa Police Department,2023-12-01,Alabama,113956,AL06301,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,0,1,0,0,0,0,6,2,0,0,4,204,18,3,6,8,169,29,17,9,3,231,24,17,5,2,495,0,35,42,284,326,0,0,1,1,0,2,1,0,0,1,133,4,5,2,3,119,8,6,2,0,75,4,3,1,0,223,0,14,17,87,104,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,1,1,0,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tuscaloosa Police Department,2023-11-01,Alabama,113956,AL06301,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,0,0,0,1,1,0,5,3,0,0,2,215,23,7,5,10,170,16,7,9,0,204,27,21,3,3,468,0,45,51,247,298,0,0,0,0,0,0,0,0,0,0,150,8,4,2,9,127,11,6,5,0,54,4,4,0,0,219,0,23,23,69,92,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,3,3,0,0,10,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tuscaloosa Police Department,2023-10-01,Alabama,113956,AL06301,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,0,0,0,6,6,0,3,0,0,0,3,232,20,7,3,13,189,34,17,17,0,218,25,15,8,2,518,0,43,52,277,329,1,0,1,1,0,6,1,0,1,4,130,10,4,2,4,110,5,2,3,0,40,5,2,3,0,188,0,20,28,50,78,0,0,0,0,0,1,0,0,0,1,8,0,0,1,0,7,1,0,1,0,2,0,0,0,0,12,0,1,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tuscaloosa Police Department,2023-09-01,Alabama,113956,AL06301,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,0,0,0,1,1,0,7,5,0,2,0,275,25,6,10,12,222,34,13,18,3,224,36,31,4,1,577,0,53,61,294,355,0,0,1,1,0,5,4,1,0,0,163,4,3,4,11,141,5,3,2,0,69,7,4,2,1,250,0,22,28,81,109,0,0,0,0,0,0,0,0,0,0,7,0,0,1,1,5,0,0,0,0,0,1,0,1,0,8,0,2,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tuscaloosa Police Department,2023-08-01,Alabama,113956,AL06301,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,0,2,0,2,2,0,7,3,2,0,2,235,20,4,4,7,200,23,9,12,2,209,41,34,5,2,519,0,35,46,273,319,3,0,1,1,0,5,4,0,1,0,175,14,7,1,7,146,7,4,2,1,92,4,4,0,0,287,0,29,38,103,141,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,3,1,1,1,0,0,0,0,0,14,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tuscaloosa Police Department,2023-07-01,Alabama,113956,AL06301,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,0,0,0,2,2,0,15,10,0,2,3,226,28,10,4,10,174,28,10,17,1,219,26,22,3,1,516,0,52,69,273,342,0,0,1,1,0,2,0,0,0,2,121,5,4,1,9,102,6,2,4,0,73,5,4,1,0,208,0,19,22,84,106,0,0,0,0,0,0,0,0,0,0,9,2,2,0,1,4,1,0,1,0,3,2,2,0,0,15,0,5,5,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tuscaloosa Police Department,2023-06-01,Alabama,113956,AL06301,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,0,2,0,2,2,0,9,3,1,2,3,221,20,6,9,11,175,19,6,12,1,230,30,25,4,1,513,0,46,59,279,338,2,0,1,1,0,4,1,1,2,0,160,12,8,6,10,124,10,5,5,0,77,8,6,1,1,262,0,36,43,95,138,1,0,0,0,0,1,0,0,1,0,11,0,0,0,3,8,2,2,0,0,4,4,4,0,0,23,0,3,5,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tuscaloosa Police Department,2023-05-01,Alabama,113956,AL06301,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,0,1,0,4,4,0,0,0,0,0,0,247,22,4,7,14,200,29,14,14,1,237,20,17,2,1,538,0,47,52,286,338,2,0,3,3,0,2,1,1,0,0,154,9,3,4,5,133,7,4,3,0,92,3,3,0,0,263,0,21,28,102,130,0,0,1,1,0,0,0,0,0,0,6,0,0,1,0,5,0,0,0,0,3,1,1,0,0,11,0,1,2,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tuscaloosa Police Department,2023-04-01,Alabama,113956,AL06301,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,0,2,0,3,3,0,9,2,2,0,5,241,28,5,8,4,196,34,15,17,2,260,25,18,5,2,574,0,45,59,319,378,0,0,3,3,0,5,2,0,0,3,163,13,0,7,1,142,10,7,3,0,85,6,4,2,0,272,0,21,29,101,130,0,0,0,0,0,0,0,0,0,0,11,2,0,0,1,8,3,3,0,0,1,2,2,0,0,17,0,3,3,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tuscaloosa Police Department,2023-03-01,Alabama,113956,AL06301,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,0,2,0,3,3,0,4,1,0,1,2,243,10,5,9,13,206,31,12,19,0,208,22,18,3,1,513,0,37,46,261,307,0,0,2,2,0,1,0,0,0,1,156,6,3,7,7,133,3,2,1,0,107,6,6,0,0,275,0,23,26,116,142,0,0,0,0,0,1,0,0,0,1,9,3,0,0,1,5,1,1,0,0,2,1,1,0,0,14,0,4,5,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
