agency,year,state,population,ORI,card_unfounded_pt,card_unfounded_type,card_actual_type,card_total_cleared_type,card_cleared_18_type,card_officers_type,card_actual_pt,card_total_cleared_pt,card_cleared_18_pt,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burglary_total,actual_burglary_force_entry,actual_burglary_nonforce_entry,actual_burglary_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,total_cleared_murder,total_cleared_manslaughter,total_cleared_rape_total,total_cleared_rape_by_force,total_cleared_rape_attempted,total_cleared_robbery_total,total_cleared_robbery_with_a_gun,total_cleared_robbery_with_a_knife,total_cleared_robbery_other_weapon,total_cleared_robbery_unarmed,total_cleared_assault_total,total_cleared_assault_with_a_gun,total_cleared_assault_with_a_knife,total_cleared_assault_other_weapon,total_cleared_assault_unarmed,total_cleared_assault_simple,total_cleared_burglary_total,total_cleared_burglary_force_entry,total_cleared_burglary_nonforce_entry,total_cleared_burglary_attempted,total_cleared_theft_total,total_cleared_motor_vehicle_theft_total,total_cleared_motor_vehicle_theft_car,total_cleared_motor_vehicle_theft_truck,total_cleared_motor_vehicle_theft_other,total_cleared_all_crimes,total_cleared_theft_under50_dollar,total_cleared_assault_aggravated,total_cleared_index_violent,total_cleared_index_property,total_cleared_index_total,cleared_18_murder,cleared_18_manslaughter,cleared_18_rape_total,cleared_18_rape_by_force,cleared_18_rape_attempted,cleared_18_robbery_total,cleared_18_robbery_with_a_gun,cleared_18_robbery_with_a_knife,cleared_18_robbery_other_weapon,cleared_18_robbery_unarmed,cleared_18_assault_total,cleared_18_assault_with_a_gun,cleared_18_assault_with_a_knife,cleared_18_assault_other_weapon,cleared_18_assault_unarmed,cleared_18_assault_simple,cleared_18_burglary_total,cleared_18_burglary_force_entry,cleared_18_burglary_nonforce_entry,cleared_18_burglary_attempted,cleared_18_theft_total,cleared_18_motor_vehicle_theft_total,cleared_18_motor_vehicle_theft_car,cleared_18_motor_vehicle_theft_truck,cleared_18_motor_vehicle_theft_other,cleared_18_all_crimes,cleared_18_theft_under50_dollar,cleared_18_assault_aggravated,cleared_18_index_violent,cleared_18_index_property,cleared_18_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burglary_total,unfounded_burglary_force_entry,unfounded_burglary_nonforce_entry,unfounded_burglary_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
Trenton Police,2017-01-01,New Jersey,84231,NJ01111,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,1,1,0,3,3,0,36,16,3,2,15,190,30,9,8,5,138,51,36,11,4,68,35,31,2,2,384,0,52,92,154,246,1,0,1,1,0,9,4,0,1,4,97,13,2,5,2,75,4,3,1,0,2,1,1,0,0,115,0,22,33,7,40,0,0,0,0,0,4,3,0,1,0,5,0,0,1,0,4,0,0,0,0,0,0,0,0,0,9,0,1,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trenton Police,2017-02-01,New Jersey,84231,NJ01111,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,7,1,0,3,3,0,28,6,2,3,17,136,12,8,13,8,95,46,36,7,3,69,28,22,5,1,311,0,41,73,143,216,0,0,0,0,0,12,8,0,1,3,83,4,5,8,2,64,2,0,2,0,4,0,0,0,0,101,0,19,31,6,37,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trenton Police,2017-03-01,New Jersey,84231,NJ01111,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,1,2,0,4,4,0,13,5,0,1,7,136,10,4,6,8,108,54,38,14,2,58,27,21,4,2,294,0,28,47,139,186,2,0,3,3,0,8,6,0,0,2,71,4,3,3,5,56,9,6,2,1,3,0,0,0,0,96,0,15,28,12,40,0,0,1,1,0,2,0,0,0,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5,0,0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trenton Police,2017-04-01,New Jersey,84231,NJ01111,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,5,0,0,9,9,0,23,4,1,0,18,197,17,10,12,12,146,64,53,10,1,73,38,35,2,1,404,0,51,83,175,258,0,0,1,1,0,7,1,0,1,5,94,2,6,2,6,78,8,8,0,0,6,0,0,0,0,116,0,16,24,14,38,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trenton Police,2017-05-01,New Jersey,84231,NJ01111,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,10,3,0,7,7,0,24,6,3,1,14,223,24,10,12,10,167,78,69,9,0,64,29,21,7,1,428,0,56,90,171,261,1,0,1,1,0,4,1,0,1,2,88,2,5,7,5,69,6,6,0,0,7,0,0,0,0,107,0,19,25,13,38,0,0,0,0,0,1,1,0,0,0,5,2,0,1,0,2,0,0,0,0,0,0,0,0,0,6,0,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trenton Police,2017-06-01,New Jersey,84231,NJ01111,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,2,3,0,9,9,0,24,5,1,0,18,217,15,16,16,13,157,75,65,8,2,95,25,21,1,3,448,0,60,96,195,291,1,0,5,5,0,4,1,0,0,3,96,4,6,8,7,71,2,1,1,0,11,0,0,0,0,119,0,25,35,13,48,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,2,0,0,0,0,0,0,0,0,0,4,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trenton Police,2017-07-01,New Jersey,84231,NJ01111,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,5,3,0,7,6,1,36,9,0,5,22,215,40,10,17,6,142,83,68,12,3,95,30,29,1,0,469,0,73,119,208,327,0,0,1,1,0,7,2,0,2,3,79,5,5,10,2,57,6,4,1,1,6,0,0,0,0,99,0,22,30,12,42,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trenton Police,2017-08-01,New Jersey,84231,NJ01111,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,7,2,0,3,3,0,38,14,5,2,17,225,34,7,15,19,150,67,60,5,2,125,38,33,3,2,498,0,75,118,230,348,1,0,2,2,0,2,1,0,0,1,125,14,6,4,10,91,5,4,1,0,9,0,0,0,0,144,0,34,39,14,53,0,0,2,2,0,0,0,0,0,0,3,3,0,0,0,0,1,1,0,0,0,0,0,0,0,6,0,3,5,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trenton Police,2017-09-01,New Jersey,84231,NJ01111,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,7,3,0,6,6,0,33,10,5,1,17,268,35,10,10,18,195,83,72,8,3,104,33,28,1,4,530,0,73,115,220,335,0,0,1,1,0,2,1,0,0,1,106,5,6,4,5,86,4,4,0,0,9,0,0,0,0,122,0,20,23,13,36,0,0,0,0,0,1,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,2,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trenton Police,2017-10-01,New Jersey,84231,NJ01111,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,3,1,0,6,5,1,27,6,5,1,15,207,16,12,8,14,157,72,54,15,3,97,16,12,4,0,426,0,50,84,185,269,1,0,3,3,0,4,2,1,0,1,81,5,8,3,10,55,7,7,0,0,5,0,0,0,0,101,0,26,34,12,46,0,0,0,0,0,1,1,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
