agency,year,state,population,ORI,card_unfound_pt,card_unfound_type,card_actual_type,card_tot_clr_type,card_clr_18_type,card_officers_type,card_actual_pt,card_tot_clr_pt,card_clr_18_pt,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burg_total,actual_burg_force_entry,actual_burg_nonforce_entry,actual_burg_attempted,actual_theft_total,actual_mtr_veh_theft_total,actual_mtr_veh_theft_car,actual_mtr_veh_theft_truck,actual_mtr_veh_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,tot_clr_murder,tot_clr_manslaughter,tot_clr_rape_total,tot_clr_rape_by_force,tot_clr_rape_attempted,tot_clr_robbery_total,tot_clr_robbery_with_a_gun,tot_clr_robbery_with_a_knife,tot_clr_robbery_other_weapon,tot_clr_robbery_unarmed,tot_clr_assault_total,tot_clr_assault_with_a_gun,tot_clr_assault_with_a_knife,tot_clr_assault_other_weapon,tot_clr_assault_unarmed,tot_clr_assault_simple,tot_clr_burg_total,tot_clr_burg_force_entry,tot_clr_burg_nonforce_entry,tot_clr_burg_attempted,tot_clr_theft_total,tot_clr_mtr_veh_theft_total,tot_clr_mtr_veh_theft_car,tot_clr_mtr_veh_theft_truck,tot_clr_mtr_veh_theft_other,tot_clr_all_crimes,tot_clr_theft_under50_dollar,tot_clr_assault_aggravated,tot_clr_index_violent,tot_clr_index_property,tot_clr_index_total,clr_18_murder,clr_18_manslaughter,clr_18_rape_total,clr_18_rape_by_force,clr_18_rape_attempted,clr_18_robbery_total,clr_18_robbery_with_a_gun,clr_18_robbery_with_a_knife,clr_18_robbery_other_weapon,clr_18_robbery_unarmed,clr_18_assault_total,clr_18_assault_with_a_gun,clr_18_assault_with_a_knife,clr_18_assault_other_weapon,clr_18_assault_unarmed,clr_18_assault_simple,clr_18_burg_total,clr_18_burg_force_entry,clr_18_burg_nonforce_entry,clr_18_burg_attempted,clr_18_theft_total,clr_18_mtr_veh_theft_total,clr_18_mtr_veh_theft_car,clr_18_mtr_veh_theft_truck,clr_18_mtr_veh_theft_other,clr_18_all_crimes,clr_18_theft_under50_dollar,clr_18_assault_aggravated,clr_18_index_violent,clr_18_index_property,clr_18_index_total,unfound_murder,unfound_manslaughter,unfound_rape_total,unfound_rape_by_force,unfound_rape_attempted,unfound_robbery_total,unfound_robbery_with_a_gun,unfound_robbery_with_a_knife,unfound_robbery_other_weapon,unfound_robbery_unarmed,unfound_assault_total,unfound_assault_with_a_gun,unfound_assault_with_a_knife,unfound_assault_other_weapon,unfound_assault_unarmed,unfound_assault_simple,unfound_burg_total,unfound_burg_force_entry,unfound_burg_nonforce_entry,unfound_burg_attempted,unfound_theft_total,unfound_mtr_veh_theft_total,unfound_mtr_veh_theft_car,unfound_mtr_veh_theft_truck,unfound_mtr_veh_theft_other,unfound_all_crimes,unfound_theft_under50_dollar,unfound_assault_aggravated,unfound_index_violent,unfound_index_property,unfound_index_total
Henderson Police Department,2023-12-01,Nevada,337794,NV00203,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,0,0,0,3,3,0,19,2,2,4,11,323,11,11,17,12,272,68,40,18,10,352,138,98,9,31,903,0,51,73,558,631,0,0,5,5,0,9,2,0,0,7,192,9,10,14,12,147,7,5,1,1,85,18,10,6,2,316,0,45,59,110,169,0,0,2,2,0,2,0,0,0,2,20,0,4,0,0,16,0,0,0,0,4,0,0,0,0,28,0,4,8,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Henderson Police Department,2023-11-01,Nevada,337794,NV00203,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,0,2,0,13,13,0,17,7,0,0,10,349,11,14,15,11,298,64,34,20,10,320,159,116,11,32,924,0,51,83,543,626,2,0,6,6,0,12,8,0,0,4,239,11,15,11,11,191,13,9,3,1,74,6,4,0,2,352,0,48,68,93,161,0,0,2,2,0,1,1,0,0,0,20,1,0,0,2,17,0,0,0,0,1,0,0,0,0,24,0,3,6,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Henderson Police Department,2023-10-01,Nevada,337794,NV00203,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,0,1,0,7,7,0,15,4,1,1,9,353,16,16,20,18,283,49,21,22,6,372,168,128,10,30,965,0,70,93,589,682,0,0,5,5,0,4,0,0,0,4,214,8,6,13,13,174,7,2,5,0,68,8,6,1,1,306,0,40,49,83,132,0,0,1,1,0,1,0,0,0,1,31,0,0,1,0,30,0,0,0,0,1,1,1,0,0,35,0,1,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Henderson Police Department,2023-09-01,Nevada,337794,NV00203,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,0,2,0,8,8,0,18,3,0,2,13,345,16,16,17,18,278,59,33,17,9,364,134,95,13,26,930,0,67,95,557,652,0,0,6,6,0,7,2,0,1,4,177,10,13,11,15,128,15,9,4,2,51,4,2,0,2,260,0,49,62,70,132,0,0,3,3,0,0,0,0,0,0,16,1,0,0,2,13,0,0,0,0,2,0,0,0,0,21,0,3,6,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Henderson Police Department,2023-08-01,Nevada,337794,NV00203,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,0,1,0,5,5,0,12,2,0,4,6,350,19,9,16,14,292,94,61,20,13,387,168,134,4,30,1017,0,58,76,649,725,1,0,10,10,0,8,1,0,2,5,205,11,12,12,10,160,9,4,1,4,67,13,12,0,1,313,0,45,64,89,153,0,0,2,2,0,0,0,0,0,0,20,0,3,0,0,17,0,0,0,0,3,9,9,0,0,34,0,3,5,12,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Henderson Police Department,2023-07-01,Nevada,337794,NV00203,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,0,2,0,5,5,0,16,3,2,2,9,403,13,19,24,12,335,94,61,25,8,371,184,135,6,43,1075,0,68,91,649,740,1,0,2,2,0,3,0,0,1,2,247,11,12,20,7,197,10,10,0,0,58,9,7,1,1,330,0,50,56,77,133,0,0,2,2,0,1,0,0,0,1,19,0,2,1,0,16,0,0,0,0,2,3,2,0,1,27,0,3,6,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Henderson Police Department,2023-06-01,Nevada,337794,NV00203,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,0,0,0,5,5,0,20,10,1,2,7,354,18,11,25,9,291,61,36,16,9,446,162,112,13,37,1048,0,63,88,669,757,1,0,5,4,1,11,7,0,1,3,177,7,8,10,5,147,19,14,4,1,73,17,9,3,5,303,0,30,47,109,156,0,0,2,2,0,0,0,0,0,0,18,2,0,0,0,16,2,2,0,0,11,1,1,0,0,34,0,2,4,14,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Henderson Police Department,2023-05-01,Nevada,337794,NV00203,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,0,0,0,8,5,3,15,9,0,1,5,371,15,11,22,11,312,88,43,29,16,426,159,129,4,26,1067,0,59,82,673,755,0,0,12,10,2,6,3,0,0,3,215,5,4,18,11,177,8,5,1,2,51,5,4,0,1,297,0,38,56,64,120,0,0,2,2,0,0,0,0,0,0,22,1,0,0,4,17,1,1,0,0,6,2,2,0,0,33,0,5,7,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Henderson Police Department,2023-04-01,Nevada,337794,NV00203,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,0,0,0,17,17,0,23,8,1,3,11,356,12,15,18,10,301,52,28,18,6,348,120,92,3,25,916,0,55,95,520,615,0,0,6,6,0,22,9,0,1,12,206,13,13,13,8,159,8,7,0,1,61,0,0,0,0,303,0,47,75,69,144,0,0,0,0,0,3,1,0,0,2,21,0,1,1,1,18,0,0,0,0,6,0,0,0,0,30,0,3,6,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Henderson Police Department,2023-03-01,Nevada,337794,NV00203,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,0,2,0,6,5,1,19,4,0,3,12,290,12,13,17,9,239,51,21,25,5,385,98,77,1,20,851,0,51,78,534,612,0,0,8,7,1,7,2,0,1,4,182,2,7,18,9,146,6,5,1,0,56,9,7,0,2,268,0,36,51,71,122,0,0,2,2,0,0,0,0,0,0,25,0,1,5,2,17,0,0,0,0,5,2,1,0,1,34,0,8,10,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
