agency,year,state,population,ORI,card_unfounded_pt,card_unfounded_type,card_actual_type,card_officers_type,card_actual_pt,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burg_total,actual_burg_force_entry,actual_burg_nonforce_entry,actual_burg_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burg_total,unfounded_burg_force_entry,unfounded_burg_nonforce_entry,unfounded_burg_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
Lubbock Police Department,2017-01-01,Texas,256335,TX15202,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,5,2,0,16,15,1,31,5,2,5,19,490,45,33,42,54,316,235,208,27,0,722,132,93,32,7,1628,0,174,223,1089,1312,0,0,3,3,0,0,0,0,0,0,10,2,1,3,1,3,1,1,0,0,5,10,9,1,0,29,0,7,10,16,26
Lubbock Police Department,2017-02-01,Texas,256335,TX15202,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,8,0,0,19,19,0,38,11,2,4,21,453,35,15,60,41,302,162,132,30,0,601,106,61,28,17,1379,0,151,208,869,1077,0,0,1,1,0,1,0,1,0,0,16,0,0,4,1,11,3,3,0,0,8,8,7,1,0,37,0,5,7,19,26
Lubbock Police Department,2017-03-01,Texas,256335,TX15202,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,8,1,0,13,13,0,39,10,1,2,26,506,44,20,72,36,334,170,142,28,0,670,114,70,37,7,1513,0,172,225,954,1179,0,0,1,1,0,0,0,0,0,0,11,0,0,2,3,6,2,2,0,0,7,5,3,2,0,26,0,5,6,14,20
Lubbock Police Department,2017-04-01,Texas,256335,TX15202,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,17,0,0,17,17,0,31,5,2,4,20,595,46,26,100,55,368,206,172,34,0,742,100,64,26,10,1691,0,227,275,1048,1323,0,0,4,4,0,0,0,0,0,0,17,1,0,0,3,13,2,2,0,0,2,8,7,1,0,33,0,4,8,12,20
Lubbock Police Department,2017-05-01,Texas,256335,TX15202,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,9,0,0,12,11,1,36,9,4,4,19,643,41,38,98,53,413,225,174,51,0,753,113,67,34,12,1782,0,230,278,1091,1369,0,0,1,1,0,0,0,0,0,0,8,0,0,0,2,6,1,1,0,0,3,8,5,3,0,21,0,2,3,12,15
Lubbock Police Department,2017-06-01,Texas,256335,TX15202,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,5,0,0,17,17,0,29,6,3,2,18,620,45,22,83,53,417,233,192,41,0,770,123,77,33,13,1792,0,203,249,1126,1375,0,0,2,2,0,0,0,0,0,0,8,0,1,1,0,6,2,2,0,0,4,4,3,1,0,20,0,2,4,10,14
Lubbock Police Department,2017-07-01,Texas,256335,TX15202,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,11,3,0,15,14,1,32,14,5,3,10,635,65,28,104,49,389,262,205,57,0,838,133,82,31,20,1918,0,246,296,1233,1529,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,3,2,1,1,0,3,14,8,5,1,24,0,2,2,19,21
Lubbock Police Department,2017-08-01,Texas,256335,TX15202,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,7,2,0,8,7,1,39,10,2,4,23,620,64,41,88,44,383,230,185,45,0,879,108,50,39,19,1886,0,237,286,1217,1503,0,0,1,1,0,2,0,2,0,0,8,0,0,1,2,5,2,2,0,0,7,10,8,2,0,30,0,3,6,19,25
Lubbock Police Department,2017-09-01,Texas,256335,TX15202,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,6,1,0,13,13,0,56,17,2,5,32,561,45,22,81,47,366,236,177,59,0,842,105,61,29,15,1814,0,195,265,1183,1448,0,0,2,2,0,0,0,0,0,0,6,0,0,0,1,5,2,1,1,0,4,2,1,1,0,16,0,1,3,8,11
Lubbock Police Department,2017-10-01,Texas,256335,TX15202,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,0,0,0,4,4,0,4,3,0,0,1,17,2,0,5,0,10,15,7,8,0,39,42,29,10,3,121,0,7,15,96,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lubbock Police Department,2017-11-01,Texas,256335,TX15202,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,0,2,0,21,21,0,33,12,1,6,14,547,60,28,46,13,400,209,93,76,40,706,113,70,40,3,1631,0,147,203,1028,1231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lubbock Police Department,2017-12-01,Texas,256335,TX15202,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,0,1,0,13,13,0,34,12,1,5,16,524,38,23,42,17,404,235,85,86,64,656,120,77,36,7,1583,0,120,168,1011,1179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lubbock Police Department,2018-01-01,Texas,257372,TX15202,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,0,3,0,17,15,2,43,14,1,9,19,506,39,27,44,8,388,170,96,50,24,606,116,80,34,2,1461,0,118,181,892,1073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lubbock Police Department,2018-02-01,Texas,257372,TX15202,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,0,0,0,11,11,0,36,6,0,8,22,435,18,20,50,6,341,183,110,57,16,585,102,63,30,9,1352,0,94,141,870,1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lubbock Police Department,2018-03-01,Texas,257372,TX15202,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,0,1,0,16,15,1,36,12,3,5,16,602,44,30,63,11,454,141,71,50,20,575,124,78,35,11,1495,0,148,201,840,1041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lubbock Police Department,2018-04-01,Texas,257372,TX15202,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,0,0,0,19,18,1,37,12,1,9,15,593,46,32,66,14,435,204,106,80,18,680,91,57,25,9,1624,0,158,214,975,1189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lubbock Police Department,2018-05-01,Texas,257372,TX15202,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,0,0,0,31,27,4,40,11,2,8,19,719,39,39,86,8,547,200,115,74,11,708,100,74,19,7,1798,0,172,243,1008,1251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
