agency,year,state,population,ORI,card_unfounded_pt,card_unfounded_type,card_actual_type,card_total_cleared_type,card_cleared_18_type,card_officers_type,card_actual_pt,card_total_cleared_pt,card_cleared_18_pt,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burglary_total,actual_burglary_force_entry,actual_burglary_nonforce_entry,actual_burglary_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,total_cleared_murder,total_cleared_manslaughter,total_cleared_rape_total,total_cleared_rape_by_force,total_cleared_rape_attempted,total_cleared_robbery_total,total_cleared_robbery_with_a_gun,total_cleared_robbery_with_a_knife,total_cleared_robbery_other_weapon,total_cleared_robbery_unarmed,total_cleared_assault_total,total_cleared_assault_with_a_gun,total_cleared_assault_with_a_knife,total_cleared_assault_other_weapon,total_cleared_assault_unarmed,total_cleared_assault_simple,total_cleared_burglary_total,total_cleared_burglary_force_entry,total_cleared_burglary_nonforce_entry,total_cleared_burglary_attempted,total_cleared_theft_total,total_cleared_motor_vehicle_theft_total,total_cleared_motor_vehicle_theft_car,total_cleared_motor_vehicle_theft_truck,total_cleared_motor_vehicle_theft_other,total_cleared_all_crimes,total_cleared_theft_under50_dollar,total_cleared_assault_aggravated,total_cleared_index_violent,total_cleared_index_property,total_cleared_index_total,cleared_18_murder,cleared_18_manslaughter,cleared_18_rape_total,cleared_18_rape_by_force,cleared_18_rape_attempted,cleared_18_robbery_total,cleared_18_robbery_with_a_gun,cleared_18_robbery_with_a_knife,cleared_18_robbery_other_weapon,cleared_18_robbery_unarmed,cleared_18_assault_total,cleared_18_assault_with_a_gun,cleared_18_assault_with_a_knife,cleared_18_assault_other_weapon,cleared_18_assault_unarmed,cleared_18_assault_simple,cleared_18_burglary_total,cleared_18_burglary_force_entry,cleared_18_burglary_nonforce_entry,cleared_18_burglary_attempted,cleared_18_theft_total,cleared_18_motor_vehicle_theft_total,cleared_18_motor_vehicle_theft_car,cleared_18_motor_vehicle_theft_truck,cleared_18_motor_vehicle_theft_other,cleared_18_all_crimes,cleared_18_theft_under50_dollar,cleared_18_assault_aggravated,cleared_18_index_violent,cleared_18_index_property,cleared_18_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burglary_total,unfounded_burglary_force_entry,unfounded_burglary_nonforce_entry,unfounded_burglary_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
Lakewood Police Department,2023-12-01,Colorado,156065,CO03004,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,0,1,0,1,1,0,16,6,2,1,7,237,23,21,16,3,174,79,44,26,9,422,85,74,9,2,841,0,63,81,586,667,1,0,4,3,1,4,0,1,1,2,156,5,13,11,2,125,8,4,3,1,98,5,4,1,0,276,0,31,40,111,151,1,0,0,0,0,1,0,0,0,1,31,0,0,0,2,29,0,0,0,0,6,0,0,0,0,39,0,2,4,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakewood Police Department,2023-11-01,Colorado,156065,CO03004,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,0,0,1,7,6,1,13,2,2,2,7,212,18,13,26,3,152,77,30,15,32,409,82,61,16,5,801,0,60,80,568,648,0,0,1,1,0,7,3,1,1,2,139,6,12,15,1,105,8,3,3,2,96,5,5,0,0,256,0,34,42,109,151,0,0,0,0,0,0,0,0,0,0,30,1,0,0,0,29,2,0,1,1,5,0,0,0,0,37,0,1,1,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakewood Police Department,2023-10-01,Colorado,156065,CO03004,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,0,1,0,10,9,1,16,3,5,3,5,250,18,21,22,1,188,124,93,29,2,417,112,72,28,12,930,0,62,89,653,742,2,0,4,3,1,4,1,2,0,1,149,5,17,18,0,109,7,5,1,1,75,7,6,1,0,248,0,40,50,89,139,0,0,0,0,0,0,0,0,0,0,31,0,1,1,0,29,0,0,0,0,3,0,0,0,0,34,0,2,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakewood Police Department,2023-09-01,Colorado,156065,CO03004,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,0,2,0,1,1,0,15,4,2,3,6,249,20,13,30,4,182,87,38,39,10,393,108,76,21,11,855,0,67,85,588,673,1,0,1,1,0,4,0,1,1,2,150,10,8,16,2,114,15,5,9,1,70,12,8,3,1,253,0,36,42,97,139,0,0,1,1,0,1,0,0,1,0,26,1,0,0,0,25,0,0,0,0,1,1,1,0,0,30,0,1,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakewood Police Department,2023-08-01,Colorado,156065,CO03004,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,0,0,0,10,10,0,16,6,1,0,9,250,25,9,31,0,185,105,57,41,7,376,96,57,26,13,853,0,65,91,577,668,0,0,1,1,0,6,1,1,0,4,135,9,6,14,0,106,15,9,6,0,81,5,3,1,1,243,0,29,36,101,137,0,0,0,0,0,0,0,0,0,0,14,1,2,0,0,11,0,0,0,0,8,0,0,0,0,22,0,3,3,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakewood Police Department,2023-07-01,Colorado,156065,CO03004,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,0,0,0,10,10,0,18,5,0,3,10,268,29,17,33,4,185,75,47,20,8,378,105,77,17,11,854,0,83,111,558,669,0,0,2,2,0,2,2,0,0,0,136,11,7,17,3,98,7,3,3,1,60,8,7,1,0,215,0,38,42,75,117,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,7,0,0,0,0,3,3,2,1,0,14,0,1,1,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakewood Police Department,2023-06-01,Colorado,156065,CO03004,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,0,3,0,6,5,1,21,5,4,4,8,241,45,14,25,3,154,67,34,23,10,368,154,124,25,5,860,0,87,117,589,706,1,0,4,4,0,7,2,2,1,2,134,22,9,15,2,86,11,8,1,2,74,7,5,1,1,238,0,48,60,92,152,0,0,2,2,0,1,0,1,0,0,12,6,0,0,0,6,0,0,0,0,5,1,1,0,0,21,0,6,9,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakewood Police Department,2023-05-01,Colorado,156065,CO03004,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,0,1,0,12,11,1,28,12,5,4,7,224,28,12,20,1,163,92,60,21,11,388,132,96,20,16,877,0,61,102,612,714,2,0,4,3,1,10,5,1,0,4,147,14,7,11,0,115,4,3,1,0,79,12,9,2,1,258,0,32,48,95,143,0,0,0,0,0,4,2,1,0,1,23,0,0,0,0,23,1,1,0,0,9,1,1,0,0,38,0,0,4,11,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakewood Police Department,2023-04-01,Colorado,156065,CO03004,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,0,3,0,6,6,0,15,6,0,3,6,238,28,16,12,6,176,72,42,25,5,412,121,88,21,12,867,0,62,86,605,691,1,0,3,2,1,3,1,0,0,2,154,15,11,12,4,112,6,3,3,0,76,9,8,0,1,252,0,42,49,91,140,0,0,0,0,0,0,0,0,0,0,21,3,0,0,0,18,1,0,1,0,5,1,1,0,0,28,0,3,3,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakewood Police Department,2023-03-01,Colorado,156065,CO03004,breakdown offenses,normal return,normal return,normal return,normal return,normal return,breakdown offenses,breakdown offenses,breakdown offenses,0,0,0,2,0,4,3,1,19,8,1,4,6,252,19,21,28,6,178,79,41,26,12,383,155,114,35,6,894,0,74,99,617,716,1,1,1,1,0,3,2,0,1,0,136,4,11,13,1,107,6,4,2,0,65,15,12,2,1,228,0,29,34,86,120,0,0,0,0,0,0,0,0,0,0,31,0,2,0,0,29,0,0,0,0,4,4,4,0,0,39,0,2,2,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
