agency,year,state,population,ORI,card_unfounded_pt,card_unfounded_type,card_actual_type,card_officers_type,card_actual_pt,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burglary_total,actual_burglary_force_entry,actual_burglary_nonforce_entry,actual_burglary_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burglary_total,unfounded_burglary_force_entry,unfounded_burglary_nonforce_entry,unfounded_burglary_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
Gilbert Police Department,2023-12-01,Arizona,278495,AZ00711,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,0,0,0,2,2,0,3,0,0,0,3,196,1,1,2,4,188,19,7,11,1,184,14,13,0,1,418,0,8,13,217,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gilbert Police Department,2023-11-01,Arizona,278495,AZ00711,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,0,1,0,7,7,0,2,1,0,0,1,186,4,4,1,7,170,31,9,22,0,162,10,9,1,0,399,0,16,26,203,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gilbert Police Department,2023-10-01,Arizona,278495,AZ00711,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,0,1,0,4,4,0,2,0,0,1,1,185,9,4,3,6,163,52,37,13,2,180,18,18,0,0,442,0,22,29,250,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gilbert Police Department,2023-09-01,Arizona,278495,AZ00711,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,0,0,0,5,5,0,0,0,0,0,0,187,1,3,7,4,172,36,22,6,8,181,14,14,0,0,423,0,15,20,231,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gilbert Police Department,2023-08-01,Arizona,278495,AZ00711,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,0,0,0,10,10,0,2,0,1,0,1,207,8,3,1,6,189,17,9,8,0,167,19,19,0,0,422,0,18,30,203,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gilbert Police Department,2023-07-01,Arizona,278495,AZ00711,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,0,0,0,8,7,1,1,0,0,1,0,205,4,4,9,4,184,22,6,16,0,170,18,18,0,0,424,0,21,30,210,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gilbert Police Department,2023-06-01,Arizona,278495,AZ00711,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,0,2,0,2,2,0,2,1,0,1,0,179,1,7,12,2,157,12,1,9,2,166,15,15,0,0,378,0,22,28,193,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gilbert Police Department,2023-05-01,Arizona,278495,AZ00711,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,0,0,1,8,8,0,3,1,0,0,2,178,7,2,1,6,162,20,6,13,1,194,29,29,0,0,433,0,16,27,243,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gilbert Police Department,2023-04-01,Arizona,278495,AZ00711,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,0,0,0,6,6,0,2,0,0,0,2,204,2,3,3,7,189,10,3,6,1,161,11,11,0,0,394,0,15,23,182,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gilbert Police Department,2023-03-01,Arizona,278495,AZ00711,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,0,0,0,11,11,0,1,0,0,1,0,170,9,1,12,2,146,29,11,18,0,212,19,18,0,1,442,0,24,36,260,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gilbert Police Department,2023-02-01,Arizona,278495,AZ00711,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,0,0,1,6,6,0,1,0,0,1,0,197,3,3,14,3,174,17,6,11,0,187,12,12,0,0,421,0,23,30,216,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gilbert Police Department,2023-01-01,Arizona,278495,AZ00711,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,0,0,0,8,7,1,5,1,1,0,3,185,5,4,11,1,164,17,3,11,3,166,13,13,0,0,394,0,21,34,196,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gilbert Police Department,2022-12-01,Arizona,277123,AZ00711,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,0,0,2,5,5,0,1,0,0,1,0,193,3,4,11,7,168,14,3,11,0,180,24,24,0,0,419,0,25,31,218,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gilbert Police Department,2022-11-01,Arizona,277123,AZ00711,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,0,0,0,12,12,0,2,2,0,0,0,158,8,3,5,3,139,26,9,17,0,177,29,27,0,2,404,0,19,33,232,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gilbert Police Department,2022-10-01,Arizona,277123,AZ00711,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,0,0,0,7,6,1,3,1,1,0,1,183,5,7,4,7,160,23,3,17,3,218,24,24,0,0,458,0,23,33,265,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gilbert Police Department,2022-09-01,Arizona,277123,AZ00711,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,0,0,0,8,7,1,3,1,1,0,1,191,10,2,9,7,163,22,6,14,2,154,17,16,0,1,395,0,28,39,193,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gilbert Police Department,2022-08-01,Arizona,277123,AZ00711,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,0,0,0,5,5,0,3,0,0,1,2,149,6,0,2,0,141,21,9,10,2,216,12,12,0,0,406,0,8,16,249,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gilbert Police Department,2022-07-01,Arizona,277123,AZ00711,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,0,0,0,4,4,0,1,1,0,0,0,169,13,2,1,3,150,26,6,19,1,211,17,15,0,2,428,0,19,24,254,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gilbert Police Department,2022-06-01,Arizona,277123,AZ00711,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,0,1,0,6,6,0,2,2,0,0,0,160,6,5,5,7,137,30,9,19,2,185,17,17,0,0,401,0,23,32,232,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gilbert Police Department,2022-05-01,Arizona,277123,AZ00711,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,0,0,0,9,9,0,5,3,1,1,0,197,8,3,2,4,180,19,9,9,1,195,13,12,0,1,438,0,17,31,227,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gilbert Police Department,2022-04-01,Arizona,277123,AZ00711,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,0,0,0,5,5,0,0,0,0,0,0,211,9,0,8,7,187,23,5,18,0,186,13,12,1,0,438,0,24,29,222,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gilbert Police Department,2022-03-01,Arizona,277123,AZ00711,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,0,0,0,7,7,0,5,1,0,0,4,151,0,2,1,3,145,21,0,21,0,186,16,10,5,1,386,0,6,18,223,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gilbert Police Department,2022-02-01,Arizona,277123,AZ00711,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,0,0,0,8,8,0,1,1,0,0,0,164,6,1,1,2,154,20,0,19,1,202,12,5,6,1,407,0,10,19,234,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gilbert Police Department,2022-01-01,Arizona,277123,AZ00711,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,0,1,0,4,4,0,4,1,0,1,2,169,9,5,4,2,149,30,2,27,1,220,20,12,8,0,448,0,20,29,270,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gilbert Police Department,2021-12-01,Arizona,272941,AZ00711,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,0,0,0,8,8,0,6,3,0,0,3,165,5,5,7,2,146,30,1,29,0,234,11,7,3,1,454,0,19,33,275,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gilbert Police Department,2021-11-01,Arizona,272941,AZ00711,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,0,0,0,7,7,0,3,1,0,0,2,151,14,1,6,8,122,25,0,24,1,188,10,6,2,2,384,0,29,39,223,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gilbert Police Department,2021-10-01,Arizona,272941,AZ00711,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,0,0,0,6,5,1,4,1,0,0,3,182,8,7,5,1,161,30,0,27,3,189,22,16,4,2,433,0,21,31,241,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gilbert Police Department,2021-09-01,Arizona,272941,AZ00711,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,0,0,0,4,4,0,3,0,0,0,3,186,2,6,2,8,168,27,0,25,2,203,12,4,7,1,435,0,18,25,242,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gilbert Police Department,2021-08-01,Arizona,272941,AZ00711,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,0,1,0,3,3,0,3,3,0,0,0,189,4,1,4,7,173,33,1,30,2,179,21,11,8,2,429,0,16,23,233,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gilbert Police Department,2021-07-01,Arizona,272941,AZ00711,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,0,0,1,5,5,0,3,3,0,0,0,160,4,1,6,5,144,24,1,22,1,177,11,6,4,1,381,0,16,24,212,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gilbert Police Department,2021-06-01,Arizona,272941,AZ00711,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,0,0,0,11,11,0,1,0,0,0,1,135,1,1,5,5,123,40,1,35,4,180,10,5,2,3,377,0,12,24,230,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gilbert Police Department,2021-05-01,Arizona,272941,AZ00711,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,0,0,1,9,9,0,2,0,1,0,1,212,11,14,1,2,184,40,4,34,2,229,21,14,5,2,514,0,28,39,290,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gilbert Police Department,2021-04-01,Arizona,272941,AZ00711,breakdown offenses,normal return,normal return,normal return,breakdown offenses,1,0,0,2,3,6,6,0,0,0,0,0,0,184,4,1,2,9,168,37,0,35,2,173,17,9,6,2,422,0,16,24,227,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gilbert Police Department,2021-03-01,Arizona,272941,AZ00711,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,0,0,0,1,1,0,4,2,1,0,1,190,7,0,3,2,178,37,0,33,4,193,15,7,4,4,440,0,12,17,245,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gilbert Police Department,2021-02-01,Arizona,272941,AZ00711,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,0,0,1,4,4,0,4,2,0,0,2,168,6,1,2,5,154,34,1,32,1,226,12,9,3,0,449,0,14,22,272,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gilbert Police Department,2021-01-01,Arizona,272941,AZ00711,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,0,0,0,13,12,1,4,2,0,0,2,155,3,8,3,2,139,29,1,28,0,203,18,13,4,1,422,0,16,33,250,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gilbert Police Department,2020-12-01,Arizona,259629,AZ00711,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,0,0,0,1,1,0,7,2,2,1,2,139,2,2,6,4,125,29,1,26,2,206,12,10,2,0,394,0,14,22,247,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gilbert Police Department,2020-11-01,Arizona,259629,AZ00711,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,0,0,0,5,5,0,4,1,1,0,2,155,3,3,7,5,137,31,0,31,0,231,14,10,4,0,440,0,18,27,276,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gilbert Police Department,2020-10-01,Arizona,259629,AZ00711,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,0,1,0,4,4,0,3,0,0,0,3,206,1,9,3,7,186,37,2,32,3,235,12,9,1,2,498,0,20,28,284,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gilbert Police Department,2020-09-01,Arizona,259629,AZ00711,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,0,0,0,6,5,1,1,1,0,0,0,192,8,1,4,1,178,19,0,17,2,171,11,4,6,1,400,0,14,21,201,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gilbert Police Department,2020-08-01,Arizona,259629,AZ00711,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,0,0,0,3,3,0,3,2,0,0,1,177,0,7,3,3,164,25,1,22,2,133,10,3,5,2,351,0,13,19,168,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gilbert Police Department,2020-07-01,Arizona,259629,AZ00711,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,0,0,0,7,7,0,1,0,0,0,1,156,12,1,7,3,133,15,1,11,3,162,13,7,6,0,354,0,23,31,190,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gilbert Police Department,2020-06-01,Arizona,259629,AZ00711,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,0,1,0,4,3,1,0,0,0,0,0,174,7,3,6,4,154,23,1,20,2,145,13,7,4,2,360,0,20,25,181,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gilbert Police Department,2020-05-01,Arizona,259629,AZ00711,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,0,1,0,2,2,0,4,2,1,0,1,179,4,2,6,2,165,60,37,23,0,184,16,11,4,1,446,0,14,21,260,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gilbert Police Department,2020-04-01,Arizona,259629,AZ00711,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,0,1,0,7,6,1,4,3,0,0,1,148,4,2,4,0,138,33,0,28,5,171,18,12,5,1,382,0,10,22,222,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gilbert Police Department,2020-03-01,Arizona,259629,AZ00711,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,0,0,0,2,2,0,5,3,0,0,2,147,2,5,3,2,135,33,3,29,1,217,10,7,3,0,414,0,12,19,260,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gilbert Police Department,2020-02-01,Arizona,259629,AZ00711,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,0,0,0,7,7,0,4,1,0,0,3,143,6,1,8,7,121,41,3,34,4,201,12,7,3,2,408,0,22,33,254,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gilbert Police Department,2020-01-01,Arizona,259629,AZ00711,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,0,0,0,6,6,0,4,1,0,0,3,146,7,4,3,1,131,52,5,44,3,211,10,6,4,0,429,0,15,25,273,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gilbert Police Department,2019-12-01,Arizona,253619,AZ00711,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,0,0,0,5,5,0,4,2,0,0,2,129,3,4,5,3,114,39,3,31,5,241,10,5,3,2,428,0,15,24,290,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gilbert Police Department,2019-12-01,Arizona,253619,AZ00711,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,0,0,0,3,3,0,4,2,0,0,2,127,3,4,5,2,113,36,3,28,5,205,10,5,3,2,385,0,14,21,251,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gilbert Police Department,2019-11-01,Arizona,253619,AZ00711,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,0,0,0,3,3,0,3,2,1,0,0,147,2,1,7,4,133,35,4,28,3,201,14,11,3,0,403,0,14,20,250,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gilbert Police Department,2019-11-01,Arizona,253619,AZ00711,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,0,0,0,1,1,0,3,2,1,0,0,148,3,1,10,4,130,34,4,27,3,191,14,11,3,0,391,0,18,22,239,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gilbert Police Department,2019-10-01,Arizona,253619,AZ00711,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,0,0,0,7,7,0,3,2,0,0,1,149,4,2,0,3,140,44,3,38,3,240,15,8,5,2,458,0,9,19,299,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gilbert Police Department,2019-10-01,Arizona,253619,AZ00711,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,0,0,0,6,6,0,3,2,0,0,1,147,3,2,0,3,139,43,3,37,3,232,15,8,5,2,446,0,8,17,290,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gilbert Police Department,2019-09-01,Arizona,253619,AZ00711,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,0,0,1,3,3,0,3,1,0,0,2,143,3,3,5,1,131,38,2,31,5,230,27,16,6,5,445,0,12,18,295,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gilbert Police Department,2019-09-01,Arizona,253619,AZ00711,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,0,0,1,3,3,0,3,1,0,0,2,141,3,3,5,1,129,37,2,30,5,229,26,15,6,5,440,0,12,18,292,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gilbert Police Department,2019-08-01,Arizona,253619,AZ00711,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,0,0,0,2,2,0,4,2,1,1,0,156,7,0,2,4,143,32,0,30,2,207,12,7,4,1,413,0,13,19,251,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gilbert Police Department,2019-08-01,Arizona,253619,AZ00711,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,0,0,0,2,2,0,4,2,1,1,0,156,7,0,2,4,143,32,0,30,2,201,12,7,4,1,407,0,13,19,245,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gilbert Police Department,2019-07-01,Arizona,253619,AZ00711,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,0,1,0,3,3,0,7,4,0,0,3,132,6,4,4,4,114,38,1,35,2,258,13,8,4,1,452,0,18,29,309,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gilbert Police Department,2019-07-01,Arizona,253619,AZ00711,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,0,1,0,2,2,0,7,4,0,0,3,129,6,4,4,4,111,36,1,33,2,257,13,8,4,1,445,0,18,28,306,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gilbert Police Department,2019-06-01,Arizona,253619,AZ00711,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,0,0,0,5,5,0,2,1,0,0,1,103,0,2,6,4,91,30,2,25,3,211,15,9,4,2,366,0,12,19,256,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gilbert Police Department,2019-06-01,Arizona,253619,AZ00711,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,0,0,0,5,5,0,2,1,0,0,1,102,0,2,6,4,90,29,2,24,3,209,15,9,4,2,362,0,12,19,253,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
