agency,year,state,population,ORI,card_unfounded_pt,card_unfounded_type,card_actual_type,card_officers_type,card_actual_pt,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burg_total,actual_burg_force_entry,actual_burg_nonforce_entry,actual_burg_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burg_total,unfounded_burg_force_entry,unfounded_burg_nonforce_entry,unfounded_burg_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
Killeen Police Department,2017-01-01,Texas,145912,TX01404,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,3,2,0,7,6,1,24,17,0,0,7,252,17,12,20,4,199,99,66,32,1,205,59,32,20,7,648,0,53,86,363,449,0,0,1,1,0,0,0,0,0,0,8,0,1,2,0,5,1,0,1,0,3,6,6,0,0,19,0,3,4,10,14
Killeen Police Department,2017-02-01,Texas,145912,TX01404,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,0,3,0,8,8,0,21,13,0,1,7,220,14,13,19,1,173,119,68,42,9,168,38,29,6,3,577,0,47,79,325,404,0,0,2,2,0,0,0,0,0,0,3,1,0,0,0,2,2,1,1,0,1,3,1,2,0,11,0,1,3,6,9
Killeen Police Department,2017-03-01,Texas,145912,TX01404,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,8,2,0,17,17,0,24,13,1,2,8,215,10,12,21,6,166,90,68,21,1,151,52,39,8,5,551,0,49,92,293,385,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,1,1,0,0,0,7,5,1,1,15,0,0,0,8,8
Killeen Police Department,2017-04-01,Texas,145912,TX01404,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,4,1,0,13,13,0,20,10,1,3,6,236,19,8,31,2,176,96,60,32,4,197,60,42,9,9,623,0,60,94,353,447,0,0,1,1,0,0,0,0,0,0,8,1,0,0,0,7,0,0,0,0,4,5,5,0,0,18,0,1,2,9,11
Killeen Police Department,2017-05-01,Texas,145912,TX01404,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,0,2,0,17,17,0,34,21,2,1,10,247,18,14,29,9,177,112,69,40,3,218,62,51,4,7,692,0,70,123,392,515,0,0,1,0,1,0,0,0,0,0,14,0,1,1,0,12,0,0,0,0,1,2,2,0,0,18,0,2,3,3,6
Killeen Police Department,2017-06-01,Texas,145912,TX01404,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,2,0,0,18,18,0,26,16,4,1,5,244,25,12,27,10,170,108,75,32,1,211,41,32,3,6,648,0,74,118,360,478,0,0,2,2,0,2,0,0,0,2,6,0,0,2,0,4,3,1,1,1,3,2,2,0,0,18,0,2,6,8,14
Killeen Police Department,2017-07-01,Texas,145912,TX01404,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,1,1,0,17,17,0,21,16,0,1,4,224,9,9,20,4,182,77,44,33,0,243,55,37,8,10,638,0,42,81,375,456,0,0,1,1,0,0,0,0,0,0,16,0,0,0,0,16,0,0,0,0,1,2,2,0,0,20,0,0,1,3,4
Killeen Police Department,2017-08-01,Texas,145912,TX01404,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,1,2,0,20,20,0,35,28,2,4,1,261,13,16,21,3,208,91,52,36,3,251,57,45,6,6,717,0,53,110,399,509,0,0,5,5,0,3,2,0,0,1,14,1,1,0,0,12,0,0,0,0,5,2,2,0,0,29,0,2,10,7,17
Killeen Police Department,2017-09-01,Texas,145912,TX01404,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,2,3,0,9,9,0,26,14,3,2,7,213,29,15,12,6,151,84,61,21,2,223,37,31,4,2,595,0,62,100,344,444,0,0,5,5,0,0,0,0,0,0,11,0,0,0,0,11,2,1,1,0,8,2,2,0,0,28,0,0,5,12,17
Killeen Police Department,2017-10-01,Texas,145912,TX01404,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,2,0,0,8,8,0,38,26,1,1,10,210,18,11,16,2,163,89,66,21,2,176,52,40,7,5,573,0,47,93,317,410,0,0,2,2,0,0,0,0,0,0,17,0,0,2,0,15,2,2,0,0,3,2,2,0,0,26,0,2,4,7,11
Killeen Police Department,2017-11-01,Texas,145912,TX01404,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,5,1,0,11,11,0,26,19,1,0,6,195,12,2,24,2,155,97,67,26,4,180,25,15,8,2,535,0,40,78,302,380,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,1,1,0,0,2,2,2,0,0,12,0,0,0,5,5
Killeen Police Department,2017-12-01,Texas,145912,TX01404,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,1,1,0,6,6,0,18,12,0,2,4,156,25,5,4,5,117,78,56,19,3,180,28,25,2,1,467,0,39,64,286,350,0,0,0,0,0,1,1,0,0,0,12,0,1,2,0,9,0,0,0,0,2,2,2,0,0,17,0,3,4,4,8
Killeen Police Department,2018-01-01,Texas,148007,TX01404,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,1,0,0,8,7,1,24,15,3,1,5,166,6,1,6,1,152,84,53,29,2,184,28,24,4,0,494,0,14,46,296,342,0,0,3,3,0,0,0,0,0,0,5,0,1,0,0,4,0,0,0,0,3,1,1,0,0,12,0,1,4,4,8
Killeen Police Department,2018-02-01,Texas,148007,TX01404,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,0,1,0,9,8,1,12,9,1,0,2,152,10,6,5,2,129,67,47,19,1,168,13,10,3,0,422,0,23,45,248,293,0,0,0,0,0,0,0,0,0,0,13,1,0,2,0,10,3,3,0,0,4,6,6,0,0,26,0,3,3,13,16
Killeen Police Department,2018-03-01,Texas,148007,TX01404,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,5,0,0,16,16,0,5,5,-1,1,0,191,14,0,5,1,171,92,68,22,2,155,18,13,1,4,477,0,20,41,265,306,0,0,4,4,0,1,0,1,0,0,11,2,0,0,0,9,1,0,1,0,7,1,1,0,0,25,0,2,7,9,16
Killeen Police Department,2018-04-01,Texas,148007,TX01404,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,2,1,0,6,6,0,13,6,1,2,4,176,7,8,6,0,155,66,45,17,4,183,17,14,0,3,462,0,21,41,266,307,0,0,2,2,0,0,0,0,0,0,8,1,0,1,0,6,1,0,1,0,4,3,2,1,0,18,0,2,4,8,12
Killeen Police Department,2018-05-01,Texas,148007,TX01404,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,13,0,0,19,19,0,14,8,0,0,6,221,11,9,10,3,188,58,34,23,1,226,17,15,1,1,555,0,33,66,301,367,0,0,2,2,0,0,0,0,0,0,15,1,0,0,0,14,1,1,0,0,3,2,0,0,2,23,0,1,3,6,9
Killeen Police Department,2018-06-01,Texas,148007,TX01404,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,2,1,0,9,9,0,11,7,0,2,2,175,13,6,9,4,143,98,71,23,4,203,26,21,1,4,523,0,32,53,327,380,0,0,3,3,0,0,0,0,0,0,14,1,1,1,0,11,0,0,0,0,8,4,3,0,1,29,0,3,6,12,18
Killeen Police Department,2018-07-01,Texas,148007,TX01404,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,1,0,0,7,7,0,7,4,1,0,2,183,15,4,9,4,151,64,40,23,1,214,24,15,0,9,499,0,32,46,302,348,0,0,3,3,0,1,0,0,0,1,24,0,3,0,0,21,1,1,0,0,6,1,1,0,0,36,0,3,7,8,15
Killeen Police Department,2018-08-01,Texas,148007,TX01404,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,3,3,0,7,7,0,8,4,1,0,3,210,14,10,11,2,173,63,42,20,1,182,28,22,1,5,501,0,37,55,273,328,0,0,0,0,0,4,1,1,0,2,14,2,0,0,0,12,0,0,0,0,1,3,2,1,0,22,0,2,6,4,10
