agency,year,state,state_abb,population,ORI,ORI9,FIPS_state_code,FIPS_county_code,FIPS_state_county_code,agg_assault_tot_arrests,agg_assault_tot_adult,agg_assault_tot_juv,agg_assault_tot_male,agg_assault_tot_female,agg_assault_tot_male_adult,agg_assault_tot_male_juv,agg_assault_tot_female_adult,agg_assault_tot_female_juv,agg_assault_male_under_10,agg_assault_male_10_12,agg_assault_male_13_14,agg_assault_male_15,agg_assault_male_16,agg_assault_male_17,agg_assault_male_18,agg_assault_male_19,agg_assault_male_20,agg_assault_male_21,agg_assault_male_22,agg_assault_male_23,agg_assault_male_24,agg_assault_male_25_29,agg_assault_male_30_34,agg_assault_male_35_39,agg_assault_male_40_44,agg_assault_male_45_49,agg_assault_male_50_54,agg_assault_male_55_59,agg_assault_male_60_64,agg_assault_male_over_64,agg_assault_female_under_10,agg_assault_female_10_12,agg_assault_female_13_14,agg_assault_female_15,agg_assault_female_16,agg_assault_female_17,agg_assault_female_18,agg_assault_female_19,agg_assault_female_20,agg_assault_female_21,agg_assault_female_22,agg_assault_female_23,agg_assault_female_24,agg_assault_female_25_29,agg_assault_female_30_34,agg_assault_female_35_39,agg_assault_female_40_44,agg_assault_female_45_49,agg_assault_female_50_54,agg_assault_female_55_59,agg_assault_female_60_64,agg_assault_female_over_64,agg_assault_adult_white,agg_assault_adult_black,agg_assault_adult_asian,agg_assault_adult_indian,agg_assault_juv_white,agg_assault_juv_black,agg_assault_juv_asian,agg_assault_juv_indian
Ripley,1988,Indiana,IN,21694,IN06900,IN0690000,18,137,18137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Batesville,1988,Indiana,IN,4557,IN06901,IN0690100,18,137,18137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rush,1988,Indiana,IN,13090,IN07000,IN0700000,18,139,18139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rushville,1988,Indiana,IN,5455,IN07001,IN0700100,18,139,18139,8,6,2,6,2,4,2,2,2,0,0,0,0,0,2,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0
Saint Joseph,1988,Indiana,IN,93927,IN07100,IN0710000,18,141,18141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mishawaka,1988,Indiana,IN,41898,IN07101,IN0710100,18,141,18141,82,43,39,70,12,38,32,5,32,0,8,6,4,5,9,2,4,4,2,3,3,1,7,4,3,3,0,1,1,0,0,0,0,2,4,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,35,8,0,0,29,10,0,0
South Bend,1988,Indiana,IN,108481,IN07102,IN0710200,18,141,18141,72,46,26,63,9,42,19,4,19,2,1,1,1,5,11,2,2,1,0,2,2,5,6,11,2,5,1,1,1,0,1,0,0,3,2,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,16,30,0,0,8,18,0,0
Scottsburg,1988,Indiana,IN,5295,IN07201,IN0720100,18,143,18143,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Starke,1988,Indiana,IN,18406,IN07500,IN0750000,18,149,18149,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Steuben,1988,Indiana,IN,21696,IN07600,IN0760000,18,151,18151,11,11,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
Angola,1988,Indiana,IN,5919,IN07601,IN0760100,18,151,18151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,1988,Indiana,IN,7559,IN07800,IN0780000,18,155,18155,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Tippecanoe,1988,Indiana,IN,59706,IN07900,IN0790000,18,157,18157,10,9,1,10,0,9,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,1,0,0,0
Lafayette,1988,Indiana,IN,44731,IN07901,IN0790100,18,157,18157,14,10,4,12,2,10,2,0,2,0,0,1,1,0,0,0,1,1,0,1,1,0,3,2,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,4,0,0,0
West Lafayette,1988,Indiana,IN,21344,IN07902,IN0790200,18,157,18157,9,1,8,7,2,1,6,0,6,0,0,2,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0
Vanderburgh,1988,Indiana,IN,38213,IN08200,IN0820000,18,163,18163,5,3,2,4,1,3,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0
Evansville,1988,Indiana,IN,129798,IN08201,IN0820100,18,163,18163,117,110,7,101,16,95,6,15,6,0,0,1,0,0,5,5,8,4,6,4,7,6,22,13,8,3,1,2,1,2,3,0,0,0,0,0,1,0,0,1,0,2,0,0,9,2,1,0,0,0,0,0,0,73,37,0,0,5,2,0,0
Terre Haute,1988,Indiana,IN,57362,IN08401,IN0840100,18,167,18167,17,14,3,16,1,13,3,1,3,0,0,0,0,0,3,1,1,1,3,2,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,4,0,0,3,0,0,0
West Terre Haute,1988,Indiana,IN,2516,IN08402,IN0840200,18,167,18167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wabash,1988,Indiana,IN,17706,IN08500,IN0850000,18,169,18169,17,17,0,14,3,14,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,1,4,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,1,0,0,0,0,0,0
North Manchester,1988,Indiana,IN,5906,IN08501,IN0850100,18,169,18169,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Wabash,1988,Indiana,IN,12167,IN08502,IN0850200,18,169,18169,5,2,3,5,0,2,3,0,3,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0
Washington,1988,Indiana,IN,17778,IN08800,IN0880000,18,175,18175,6,6,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Wayne,1988,Indiana,IN,31297,IN08900,IN0890000,18,177,18177,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Richmond,1988,Indiana,IN,39392,IN08901,IN0890100,18,177,18177,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Cambridge City,1988,Indiana,IN,2180,IN08902,IN0890200,18,177,18177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wells,1988,Indiana,IN,16882,IN09000,IN0900000,18,179,18179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bluffton,1988,Indiana,IN,9423,IN09001,IN0900100,18,179,18179,18,18,0,14,4,14,0,4,0,0,0,0,0,0,0,2,0,0,0,3,0,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,18,0,0,0,0,0,0,0
Monticello,1988,Indiana,IN,5145,IN09101,IN0910100,18,181,18181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indianapolis,1988,Indiana,IN,483187,INIPD00,IN0494900,18,097,18097,1649,1218,431,1465,184,1107,349,111,349,9,27,107,76,74,65,49,37,42,52,51,60,70,278,202,105,80,38,17,8,10,8,0,10,28,18,12,5,3,10,1,4,7,1,4,27,19,13,11,9,1,0,1,0,470,747,1,0,137,294,0,0
Indiana State Police,1988,Indiana,IN,0,INISP00,INISP0000,18,097,18097,339,298,41,311,28,270,41,28,41,0,1,21,4,5,10,10,8,8,7,18,16,16,55,52,35,14,12,11,0,3,5,0,0,0,0,0,0,0,1,0,2,0,0,0,14,4,2,1,4,0,0,0,0,279,19,0,0,25,16,0,0
Adams,1989,Indiana,IN,19203,IN00100,IN0010000,18,001,18001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Berne,1989,Indiana,IN,3533,IN00101,IN0010100,18,001,18001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Decatur,1989,Indiana,IN,8968,IN00102,IN0010200,18,001,18001,9,7,2,8,1,7,0,0,0,1,0,0,0,0,0,0,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,2,0,0,0
Fort Wayne,1989,Indiana,IN,180975,IN00201,IN0020100,18,003,18003,124,49,75,99,25,41,58,8,58,0,3,18,9,17,11,3,0,2,3,3,5,2,11,8,1,1,1,0,0,1,0,0,0,7,4,3,3,1,0,0,1,0,0,0,4,2,0,0,0,0,0,0,0,15,34,0,0,31,44,0,0
New Haven,1989,Indiana,IN,7398,IN00202,IN0020200,18,003,18003,10,8,2,8,2,6,2,2,2,0,0,1,1,0,0,0,1,1,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,8,0,0,0,2,0,0,0
Bartholomew,1989,Indiana,IN,33768,IN00300,IN0030000,18,005,18005,10,9,1,6,4,6,0,3,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,9,0,0,0,1,0,0,0
Columbus,1989,Indiana,IN,30949,IN00301,IN0030100,18,005,18005,3,2,1,3,0,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0
Benton,1989,Indiana,IN,7689,IN00400,IN0040000,18,007,18007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fowler,1989,Indiana,IN,2174,IN00401,IN0040100,18,007,18007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blackford,1989,Indiana,IN,7015,IN00500,IN0050000,18,009,18009,7,7,0,4,3,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
Hartford City,1989,Indiana,IN,7438,IN00501,IN0050100,18,009,18009,2,2,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Lebanon,1989,Indiana,IN,11585,IN00601,IN0060100,18,011,18011,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brown,1989,Indiana,IN,13286,IN00700,IN0070000,18,013,18013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carroll,1989,Indiana,IN,16687,IN00800,IN0080000,18,015,18015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Logansport,1989,Indiana,IN,17402,IN00901,IN0090100,18,017,18017,18,0,18,16,2,0,16,0,16,0,0,4,8,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0
Clark,1989,Indiana,IN,41669,IN01000,IN0100000,18,019,18019,6,5,1,6,0,5,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,1,0,0,0
Charlestown,1989,Indiana,IN,6079,IN01001,IN0100100,18,019,18019,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Clarksville,1989,Indiana,IN,14604,IN01002,IN0100200,18,019,18019,2,1,1,2,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Jeffersonville,1989,Indiana,IN,21347,IN01003,IN0100300,18,019,18019,11,8,3,10,1,7,3,1,3,0,1,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,1,0,0,3,0,0,0
Sellersburg,1989,Indiana,IN,5978,IN01004,IN0100400,18,019,18019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brazil,1989,Indiana,IN,7800,IN01101,IN0110100,18,021,18021,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Frankfort,1989,Indiana,IN,15590,IN01201,IN0120100,18,023,18023,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Daviess,1989,Indiana,IN,17643,IN01400,IN0140000,18,027,18027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aurora,1989,Indiana,IN,4247,IN01501,IN0150100,18,029,18029,4,3,1,4,0,3,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0
Decatur,1989,Indiana,IN,15178,IN01600,IN0160000,18,031,18031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Auburn,1989,Indiana,IN,9531,IN01701,IN0170100,18,033,18033,6,5,1,4,2,3,1,2,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0
Muncie,1989,Indiana,IN,73795,IN01801,IN0180100,18,035,18035,33,7,26,25,8,7,17,0,17,1,4,1,4,3,5,0,0,0,2,0,0,0,0,1,1,1,1,1,0,0,0,0,1,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,19,7,0,0
Huntingburg,1989,Indiana,IN,5485,IN01901,IN0190100,18,037,18037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jasper,1989,Indiana,IN,9823,IN01902,IN0190200,18,037,18037,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Elkhart,1989,Indiana,IN,79080,IN02000,IN0200000,18,039,18039,123,107,16,113,10,99,14,8,14,0,2,7,1,1,3,1,4,2,6,3,5,3,25,18,12,7,7,0,1,1,4,0,0,0,1,1,0,1,0,0,0,0,1,1,3,1,1,0,0,0,0,0,0,100,7,0,0,15,0,1,0
Elkhart,1989,Indiana,IN,45543,IN02001,IN0200100,18,039,18039,10,4,6,9,1,4,5,0,5,0,1,1,1,1,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,2,0,0
Goshen,1989,Indiana,IN,22414,IN02002,IN0200200,18,039,18039,3,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Nappanee,1989,Indiana,IN,5042,IN02003,IN0200300,18,039,18039,9,3,6,6,3,3,3,0,3,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0
Connersville,1989,Indiana,IN,16335,IN02101,IN0210100,18,041,18041,6,3,3,4,2,2,2,1,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0
New Albany,1989,Indiana,IN,37783,IN02201,IN0220100,18,043,18043,52,40,12,42,10,34,8,6,8,0,1,4,1,0,2,2,0,2,1,1,5,3,8,5,2,1,2,0,0,1,1,0,1,1,2,0,0,0,0,0,0,1,1,0,3,1,0,0,0,0,0,0,0,30,10,0,0,9,3,0,0
Fountain,1989,Indiana,IN,12280,IN02300,IN0230000,18,045,18045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grant,1989,Indiana,IN,31724,IN02700,IN0270000,18,053,18053,29,28,1,27,2,26,1,2,1,0,0,0,0,1,0,0,1,1,1,1,1,3,7,5,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,23,5,0,0,1,0,0,0
Gas City,1989,Indiana,IN,6351,IN02701,IN0270100,18,053,18053,6,5,1,5,1,4,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0
Marion,1989,Indiana,IN,35207,IN02702,IN0270200,18,053,18053,77,74,3,65,12,62,3,12,3,0,1,0,1,1,0,2,3,2,4,1,3,5,21,8,4,4,0,3,0,2,0,0,0,0,0,0,0,0,0,1,1,0,2,0,3,4,1,0,0,0,0,0,0,38,34,0,0,1,2,0,0
Jasonville,1989,Indiana,IN,2335,IN02802,IN0280200,18,055,18055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Linton,1989,Indiana,IN,6049,IN02803,IN0280300,18,055,18055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hamilton,1989,Indiana,IN,62593,IN02900,IN0290000,18,057,18057,3,2,1,3,0,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carmel,1989,Indiana,IN,23944,IN02901,IN0290100,18,057,18057,5,4,1,5,0,4,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0
Noblesville,1989,Indiana,IN,16828,IN02902,IN0290200,18,057,18057,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Hancock,1989,Indiana,IN,32982,IN03000,IN0300000,18,059,18059,5,4,1,4,1,3,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,1,0,0,0
Greenfield,1989,Indiana,IN,13014,IN03001,IN0300100,18,059,18059,8,4,4,7,1,4,3,0,3,0,0,0,1,2,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0
Harrison,1989,Indiana,IN,26430,IN03100,IN0310000,18,061,18061,8,8,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
Brownsburg,1989,Indiana,IN,6753,IN03201,IN0320100,18,063,18063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plainfield,1989,Indiana,IN,11061,IN03203,IN0320300,18,063,18063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Castle,1989,Indiana,IN,17925,IN03302,IN0330200,18,065,18065,7,4,3,7,0,4,3,0,3,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,1,0,0
Howard County,1989,Indiana,IN,38900,IN03400,IN0340000,18,067,18067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kokomo,1989,Indiana,IN,44235,IN03401,IN0340100,18,067,18067,176,99,77,148,28,88,58,11,58,2,10,18,10,7,13,3,0,4,1,3,7,8,21,17,10,5,3,1,3,0,2,1,1,4,1,6,4,1,1,1,1,0,0,0,2,2,0,3,0,0,0,0,0,74,25,0,0,49,28,0,0
