agency,year,state,state_abb,population,ORI,ORI9,FIPS_state_code,FIPS_county_code,FIPS_state_county_code,agency_type,group,geographic_division,suburban_agency,agg_assault_tot_arrests,agg_assault_tot_adult,agg_assault_tot_juv,agg_assault_tot_male,agg_assault_tot_female,agg_assault_tot_male_adult,agg_assault_tot_male_juv,agg_assault_tot_female_adult,agg_assault_tot_female_juv,agg_assault_male_under_10,agg_assault_male_10_12,agg_assault_male_13_14,agg_assault_male_15,agg_assault_male_16,agg_assault_male_17,agg_assault_male_18,agg_assault_male_19,agg_assault_male_20,agg_assault_male_21,agg_assault_male_22,agg_assault_male_23,agg_assault_male_24,agg_assault_male_25_29,agg_assault_male_30_34,agg_assault_male_35_39,agg_assault_male_40_44,agg_assault_male_45_49,agg_assault_male_50_54,agg_assault_male_55_59,agg_assault_male_60_64,agg_assault_male_over_64,agg_assault_female_under_10,agg_assault_female_10_12,agg_assault_female_13_14,agg_assault_female_15,agg_assault_female_16,agg_assault_female_17,agg_assault_female_18,agg_assault_female_19,agg_assault_female_20,agg_assault_female_21,agg_assault_female_22,agg_assault_female_23,agg_assault_female_24,agg_assault_female_25_29,agg_assault_female_30_34,agg_assault_female_35_39,agg_assault_female_40_44,agg_assault_female_45_49,agg_assault_female_50_54,agg_assault_female_55_59,agg_assault_female_60_64,agg_assault_female_over_64,agg_assault_adult_white,agg_assault_adult_black,agg_assault_adult_asian,agg_assault_adult_indian,agg_assault_juv_white,agg_assault_juv_black,agg_assault_juv_asian,agg_assault_juv_indian
Tombstone,1980,Arizona,AZ,1648,AZ00211,AZ0021100,04,003,04003,local police department,"cities under 2,500",mountain,non-suburban,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Willcox,1980,Arizona,AZ,3101,AZ00213,AZ0021300,04,003,04003,local police department,"cities 2,500-9,999",mountain,non-suburban,9,7,2,9,0,7,2,0,2,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,2,0,0,0
Coconino,1980,Arizona,AZ,32114,AZ00300,AZ0030000,04,005,04005,sheriffs office,"non-msa cnty 25,000-99,999",mountain,non-suburban,17,12,5,15,2,11,4,1,4,0,0,1,1,1,1,1,1,0,1,0,0,1,2,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2,4,0,0,1
Flagstaff,1980,Arizona,AZ,34821,AZ00301,AZ0030100,04,005,04005,local police department,"cities 25,000-49,999",mountain,non-suburban,70,60,10,60,10,50,10,10,10,0,0,3,1,2,4,6,5,4,4,3,1,5,9,8,4,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,4,1,0,1,1,0,0,0,0,0,0,0,25,8,0,27,6,2,0,2
Fredonia,1980,Arizona,AZ,1038,AZ00303,AZ0030300,04,005,04005,local police department,"cities under 2,500",mountain,non-suburban,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Williams,1980,Arizona,AZ,2269,AZ00307,AZ0030700,04,005,04005,local police department,"cities under 2,500",mountain,non-suburban,16,15,1,16,0,15,1,0,1,0,0,0,0,1,0,1,1,0,1,1,1,3,2,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,1,0,0,0
Page,1980,Arizona,AZ,4880,AZ00308,AZ0030800,04,005,04005,local police department,"cities 2,500-9,999",mountain,non-suburban,50,47,3,44,6,42,2,5,2,0,0,0,1,0,1,0,1,4,1,4,1,5,9,8,2,3,2,2,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,12,0,0,35,0,0,0,3
Northern Arizona Univ,1980,Arizona,AZ,0,AZ00397,AZ0039700,04,005,04005,special jurisdiction,"cities under 2,500",mountain,non-suburban,6,6,0,5,1,5,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
Gila,1980,Arizona,AZ,20418,AZ00400,AZ0040000,04,007,04007,sheriffs office,"non-msa cnty 10,000-24,999",mountain,non-suburban,7,7,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
Globe,1980,Arizona,AZ,6642,AZ00401,AZ0040100,04,007,04007,local police department,"cities 2,500-9,999",mountain,non-suburban,17,17,0,17,0,17,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,1,2,4,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,1,0,0,0,0
Hayden,1980,Arizona,AZ,1215,AZ00403,AZ0040300,04,007,04007,local police department,"cities under 2,500",mountain,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miami,1980,Arizona,AZ,2705,AZ00405,AZ0040500,04,007,04007,local police department,"cities 2,500-9,999",mountain,non-suburban,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Payson,1980,Arizona,AZ,5058,AZ00406,AZ0040600,04,007,04007,local police department,"cities 2,500-9,999",mountain,non-suburban,5,2,3,5,0,2,3,0,3,0,0,0,0,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0
Winkelman,1980,Arizona,AZ,1060,AZ00407,AZ0040700,04,007,04007,local police department,"cities under 2,500",mountain,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Graham,1980,Arizona,AZ,10887,AZ00500,AZ0050000,04,009,04009,sheriffs office,"non-msa cnty 10,000-24,999",mountain,non-suburban,8,8,0,7,1,7,0,1,0,0,0,0,0,0,0,0,2,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0
Pima,1980,Arizona,AZ,1583,AZ00501,AZ0050100,04,009,04009,local police department,"cities under 2,500",mountain,non-suburban,5,4,1,2,3,1,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,3,0,0,1,1,0,0,0
Safford,1980,Arizona,AZ,7022,AZ00503,AZ0050300,04,009,04009,local police department,"cities 2,500-9,999",mountain,non-suburban,6,6,0,6,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0
Thatcher,1980,Arizona,AZ,3363,AZ00505,AZ0050500,04,009,04009,local police department,"cities 2,500-9,999",mountain,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eastern Arizona College,1980,Arizona,AZ,0,AZ00597,AZ0059700,04,009,04009,special jurisdiction,"cities under 2,500",mountain,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greenlee,1980,Arizona,AZ,6568,AZ00600,AZ0060000,04,011,04011,sheriffs office,"non-msa cnty under 10,000",mountain,non-suburban,6,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0
Clifton,1980,Arizona,AZ,4256,AZ00601,AZ0060100,04,011,04011,local police department,"cities 2,500-9,999",mountain,non-suburban,5,5,0,4,1,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0
Duncan,1980,Arizona,AZ,604,AZ00603,AZ0060300,04,011,04011,local police department,"cities under 2,500",mountain,non-suburban,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Maricopa,1980,Arizona,AZ,210949,AZ00700,AZ0070000,04,013,04013,sheriffs office,"msa cnty 100,000 or over",mountain,suburban,310,223,87,279,31,201,78,22,78,0,1,13,12,24,28,10,14,10,3,9,18,11,39,26,22,16,5,8,3,4,3,0,0,2,5,0,2,2,2,2,0,1,1,2,2,5,1,1,0,3,0,0,0,203,11,1,8,78,6,0,3
Avondale,1980,Arizona,AZ,8136,AZ00701,AZ0070100,04,013,04013,local police department,"cities 2,500-9,999",mountain,suburban,14,11,3,14,0,11,3,0,3,0,0,0,0,2,1,0,1,1,0,0,0,0,4,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,3,0,0,0
Buckeye,1980,Arizona,AZ,3438,AZ00703,AZ0070300,04,013,04013,local police department,"cities 2,500-9,999",mountain,suburban,15,12,3,13,2,11,2,1,2,0,0,0,0,1,1,0,2,1,2,1,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,2,1,0,0
Chandler,1980,Arizona,AZ,29608,AZ00705,AZ0070500,04,013,04013,local police department,"cities 25,000-49,999",mountain,suburban,40,32,8,38,2,31,7,1,7,0,0,0,5,1,1,1,5,2,0,4,0,3,5,5,1,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,21,4,0,7,6,1,0,1
El Mirage,1980,Arizona,AZ,4315,AZ00707,AZ0070700,04,013,04013,local police department,"cities 2,500-9,999",mountain,suburban,8,8,0,8,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0
Gila Bend,1980,Arizona,AZ,1611,AZ00709,AZ0070900,04,013,04013,local police department,"cities under 2,500",mountain,suburban,6,6,0,5,1,5,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,0,0,0
Gilbert,1980,Arizona,AZ,5514,AZ00711,AZ0071100,04,013,04013,local police department,"cities 2,500-9,999",mountain,suburban,5,4,1,5,0,4,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0
Glendale,1980,Arizona,AZ,92809,AZ00713,AZ0071300,04,013,04013,local police department,"cities 50,000-99,999",mountain,suburban,159,114,45,149,10,108,38,6,38,3,3,8,5,10,12,9,12,6,4,4,5,5,28,11,7,6,4,5,1,0,1,0,1,1,1,0,1,0,0,0,1,1,0,0,0,3,0,0,0,0,0,1,0,107,5,0,2,44,1,0,0
Goodyear,1980,Arizona,AZ,2735,AZ00715,AZ0071500,04,013,04013,local police department,"cities 2,500-9,999",mountain,suburban,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Mesa,1980,Arizona,AZ,149662,AZ00717,AZ0071700,04,013,04013,local police department,"cities 100,000-249,999",mountain,non-suburban,106,50,56,100,6,47,50,3,50,3,1,5,10,17,17,5,7,1,2,4,1,1,5,10,5,2,1,1,2,0,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,48,2,0,0,54,1,0,1
Paradise Valley,1980,Arizona,AZ,11176,AZ00719,AZ0071900,04,013,04013,local police department,"cities 10,000-24,999",mountain,suburban,10,3,7,9,1,3,6,0,6,0,0,4,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0
Peoria,1980,Arizona,AZ,12374,AZ00721,AZ0072100,04,013,04013,local police department,"cities 10,000-24,999",mountain,suburban,12,9,3,12,0,9,3,0,3,0,0,0,0,1,2,1,0,0,0,3,0,0,1,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0
Phoenix,1980,Arizona,AZ,772884,AZ00723,AZ0072300,04,013,04013,local police department,"cities 500,000-999,999",mountain,non-suburban,1205,932,273,1103,102,861,240,71,240,2,12,43,49,66,70,64,63,39,58,31,41,44,183,111,77,59,37,19,16,10,9,0,2,7,9,7,6,2,5,5,9,4,4,4,12,9,7,2,5,2,1,0,0,710,187,0,35,223,42,0,8
Scottsdale,1980,Arizona,AZ,87700,AZ00725,AZ0072500,04,013,04013,local police department,"cities 50,000-99,999",mountain,suburban,51,35,16,49,2,34,15,1,15,0,0,1,2,6,6,2,7,3,2,0,5,0,6,4,1,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,35,0,0,0,14,0,0,2
Surprise,1980,Arizona,AZ,3716,AZ00727,AZ0072700,04,013,04013,local police department,"cities 2,500-9,999",mountain,suburban,2,2,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Tempe,1980,Arizona,AZ,106306,AZ00729,AZ0072900,04,013,04013,local police department,"cities 100,000-249,999",mountain,non-suburban,179,146,33,165,14,138,25,8,25,2,4,6,2,7,6,8,6,7,10,4,10,8,40,13,12,7,1,6,1,1,4,0,2,0,1,2,1,0,1,0,0,2,1,0,1,1,1,0,0,1,0,0,0,137,8,0,1,32,1,0,0
Tolleson,1980,Arizona,AZ,4433,AZ00731,AZ0073100,04,013,04013,local police department,"cities 2,500-9,999",mountain,suburban,11,11,0,11,0,11,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
Wickenburg,1980,Arizona,AZ,3553,AZ00733,AZ0073300,04,013,04013,local police department,"cities 2,500-9,999",mountain,suburban,8,8,0,6,2,6,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0
Youngtown,1980,Arizona,AZ,2244,AZ00735,AZ0073500,04,013,04013,local police department,"cities under 2,500",mountain,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arizona State University,1980,Arizona,AZ,0,AZ00797,AZ0079700,04,013,04013,special jurisdiction,"cities under 2,500",mountain,suburban,3,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Mohave,1980,Arizona,AZ,30383,AZ00800,AZ0080000,04,015,04015,sheriffs office,"non-msa cnty 25,000-99,999",mountain,non-suburban,59,57,2,55,4,53,2,4,2,0,0,1,0,0,1,3,5,2,3,3,2,4,11,1,9,3,3,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,56,0,0,1,2,0,0,0
Kingman,1980,Arizona,AZ,9242,AZ00801,AZ0080100,04,015,04015,local police department,"cities 2,500-9,999",mountain,non-suburban,34,19,15,30,4,18,11,1,11,1,0,1,2,4,4,1,0,1,0,2,2,0,6,2,1,2,1,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,14,0,0,1
Lake Havasu Pd,1980,Arizona,AZ,15925,AZ00804,AZ0080400,04,015,04015,local police department,"cities 10,000-24,999",mountain,non-suburban,20,19,1,20,0,19,1,0,1,0,0,1,0,0,0,1,0,2,2,0,0,2,5,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,1,0,0,0
Navajo,1980,Arizona,AZ,43891,AZ00900,AZ0090000,04,017,04017,sheriffs office,"non-msa cnty 25,000-99,999",mountain,non-suburban,20,17,3,19,1,16,3,1,3,0,0,0,0,1,2,1,0,0,1,1,2,2,3,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,0,0,4,1,0,0,2
Holbrook,1980,Arizona,AZ,5768,AZ00901,AZ0090100,04,017,04017,local police department,"cities 2,500-9,999",mountain,non-suburban,14,14,0,14,0,14,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,3,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,6,0,0,0,0
Show Low,1980,Arizona,AZ,4301,AZ00903,AZ0090300,04,017,04017,local police department,"cities 2,500-9,999",mountain,non-suburban,16,16,0,14,2,14,0,2,0,0,0,0,0,0,0,0,0,1,3,2,1,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0
Snowflake,1980,Arizona,AZ,3509,AZ00905,AZ0090500,04,017,04017,local police department,"cities 2,500-9,999",mountain,non-suburban,3,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
Taylor,1980,Arizona,AZ,1907,AZ00907,AZ0090700,04,017,04017,local police department,"cities under 2,500",mountain,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Winslow,1980,Arizona,AZ,7931,AZ00909,AZ0090900,04,017,04017,local police department,"cities 2,500-9,999",mountain,non-suburban,11,10,1,9,2,8,1,2,1,0,0,0,0,0,1,0,1,0,0,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,1,0,4,0,0,0,1
Pima,1980,Arizona,AZ,190659,AZ01000,AZ0100000,04,019,04019,sheriffs office,"msa cnty 100,000 or over",mountain,suburban,215,190,25,191,24,166,24,24,24,1,2,8,4,7,3,9,7,7,10,8,8,9,30,22,16,17,11,5,4,1,2,0,0,0,0,0,0,1,0,1,1,1,2,0,5,4,2,3,0,3,0,1,0,179,6,0,5,21,3,0,1
South Tucson,1980,Arizona,AZ,6542,AZ01001,AZ0100100,04,019,04019,local police department,"cities 2,500-9,999",mountain,suburban,35,28,7,34,1,27,7,1,7,0,0,0,1,3,3,2,3,0,1,1,1,5,3,3,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,0,7,6,1,0,0
Tucson,1980,Arizona,AZ,331506,AZ01003,AZ0100300,04,019,04019,local police department,"cities 250,000-499,999",mountain,non-suburban,594,496,98,528,66,444,84,52,84,0,2,14,15,24,29,34,25,27,22,22,23,19,108,64,32,22,18,15,8,3,2,0,0,3,4,5,2,2,7,3,3,2,4,3,7,2,3,4,8,1,0,0,3,398,78,2,18,76,20,0,2
Oro Valley,1980,Arizona,AZ,1504,AZ01007,AZ0100700,04,019,04019,local police department,"cities under 2,500",mountain,suburban,5,2,3,3,2,2,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0
Marana,1980,Arizona,AZ,1685,AZ01009,AZ0100900,04,019,04019,local police department,"cities under 2,500",mountain,suburban,2,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
