agency,year,state,state_abb,population,ORI,ORI9,FIPS_state_code,FIPS_county_code,FIPS_state_county_code,agency_type,group,geographic_division,suburban_agency,agg_assault_tot_arrests,agg_assault_tot_adult,agg_assault_tot_juv,agg_assault_tot_male,agg_assault_tot_female,agg_assault_tot_male_adult,agg_assault_tot_male_juv,agg_assault_tot_female_adult,agg_assault_tot_female_juv,agg_assault_male_under_10,agg_assault_male_10_12,agg_assault_male_13_14,agg_assault_male_15,agg_assault_male_16,agg_assault_male_17,agg_assault_male_18,agg_assault_male_19,agg_assault_male_20,agg_assault_male_21,agg_assault_male_22,agg_assault_male_23,agg_assault_male_24,agg_assault_male_25_29,agg_assault_male_30_34,agg_assault_male_35_39,agg_assault_male_40_44,agg_assault_male_45_49,agg_assault_male_50_54,agg_assault_male_55_59,agg_assault_male_60_64,agg_assault_male_over_64,agg_assault_female_under_10,agg_assault_female_10_12,agg_assault_female_13_14,agg_assault_female_15,agg_assault_female_16,agg_assault_female_17,agg_assault_female_18,agg_assault_female_19,agg_assault_female_20,agg_assault_female_21,agg_assault_female_22,agg_assault_female_23,agg_assault_female_24,agg_assault_female_25_29,agg_assault_female_30_34,agg_assault_female_35_39,agg_assault_female_40_44,agg_assault_female_45_49,agg_assault_female_50_54,agg_assault_female_55_59,agg_assault_female_60_64,agg_assault_female_over_64,agg_assault_adult_white,agg_assault_adult_black,agg_assault_adult_asian,agg_assault_adult_indian,agg_assault_juv_white,agg_assault_juv_black,agg_assault_juv_asian,agg_assault_juv_indian
Suwannee,1980,Florida,FL,15263,FL06100,FL0610000,12,121,12121,sheriffs office,"non-msa cnty 10,000-24,999",south atlantic,non-suburban,17,17,0,15,2,15,0,2,0,0,0,0,0,0,0,0,1,0,0,1,2,1,3,0,0,0,2,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,11,6,0,0,0,0,0,0
Live Oak,1980,Florida,FL,6408,FL06102,FL0610200,12,121,12121,local police department,"cities 2,500-9,999",south atlantic,non-suburban,4,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0
Suwannee Co Game Fwf Com,1980,Florida,FL,0,FL061GM,FL061GM00,12,121,12121,special jurisdiction,"non-msa cnty under 10,000",south atlantic,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taylor,1980,Florida,FL,7739,FL06200,FL0620000,12,123,12123,sheriffs office,"non-msa cnty under 10,000",south atlantic,non-suburban,23,23,0,20,3,20,0,3,0,0,0,0,0,0,0,0,0,1,0,1,2,2,4,4,1,1,0,1,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,15,8,0,0,0,0,0,0
Perry,1980,Florida,FL,7970,FL06201,FL0620100,12,123,12123,local police department,"cities 2,500-9,999",south atlantic,non-suburban,39,34,5,28,11,26,2,8,2,0,0,0,0,1,1,2,0,3,1,0,0,0,3,5,2,3,1,1,1,3,1,0,0,0,0,1,2,1,0,0,0,1,0,0,2,1,0,1,0,2,0,0,0,7,27,0,0,2,3,0,0
Union,1980,Florida,FL,10186,FL06300,FL0630000,12,125,12125,sheriffs office,"non-msa cnty 10,000-24,999",south atlantic,non-suburban,10,9,1,10,0,9,1,0,1,0,0,0,0,1,0,0,1,0,2,1,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,1,0,0
Volusia,1980,Florida,FL,97165,FL06400,FL0640000,12,127,12127,sheriffs office,"msa cnty 25,000-99,999",south atlantic,suburban,146,136,10,127,19,118,9,18,9,0,0,1,0,2,6,3,11,5,3,4,10,7,19,20,4,11,8,7,4,0,2,0,0,1,0,0,0,1,0,1,0,0,0,1,7,3,3,1,1,0,0,0,0,111,25,0,0,8,2,0,0
Daytona Beach,1980,Florida,FL,53608,FL06401,FL0640100,12,127,12127,local police department,"cities 50,000-99,999",south atlantic,non-suburban,135,122,13,101,34,90,11,32,11,0,1,2,1,4,3,3,4,10,3,6,9,5,25,9,6,1,1,3,1,1,3,0,0,0,0,1,1,4,7,1,1,1,1,3,4,4,1,1,2,1,1,0,0,67,54,1,0,3,10,0,0
De Land,1980,Florida,FL,13764,FL06402,FL0640200,12,127,12127,local police department,"cities 10,000-24,999",south atlantic,suburban,27,22,5,26,1,21,5,1,5,0,1,1,0,1,2,0,1,2,2,1,0,1,4,4,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,13,0,0,3,2,0,0
New Smyrna Beach,1980,Florida,FL,13312,FL06403,FL0640300,12,127,12127,local police department,"cities 10,000-24,999",south atlantic,suburban,29,27,2,22,7,20,2,7,2,0,0,0,1,0,1,1,1,0,2,0,1,2,3,1,3,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,1,1,1,0,0,0,0,19,8,0,0,2,0,0,0
Ormond Beach,1980,Florida,FL,21316,FL06404,FL0640400,12,127,12127,local police department,"cities 10,000-24,999",south atlantic,suburban,12,8,4,12,0,8,4,0,4,0,0,1,0,1,2,0,3,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,3,1,0,0
Daytona Beach Shores,1980,Florida,FL,1265,FL06405,FL0640500,12,127,12127,local police department,"cities under 2,500",south atlantic,suburban,12,12,0,10,2,10,0,2,0,0,0,0,0,0,0,2,0,1,1,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0
Edgewater,1980,Florida,FL,6693,FL06406,FL0640600,12,127,12127,local police department,"cities 2,500-9,999",south atlantic,suburban,3,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Holly Hill,1980,Florida,FL,9829,FL06407,FL0640700,12,127,12127,local police department,"cities 2,500-9,999",south atlantic,suburban,38,36,2,35,3,33,2,3,2,0,0,0,1,0,1,1,1,2,0,4,3,0,6,6,1,3,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,33,3,0,0,2,0,0,0
Oak Hill,1980,Florida,FL,926,FL06409,FL0640900,12,127,12127,local police department,"cities under 2,500",south atlantic,suburban,8,8,0,7,1,7,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,5,0,0,0,0,0,0
Orange City,1980,Florida,FL,2824,FL06410,FL0641000,12,127,12127,local police department,"cities 2,500-9,999",south atlantic,suburban,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Port Orange,1980,Florida,FL,18338,FL06412,FL0641200,12,127,12127,local police department,"cities 10,000-24,999",south atlantic,suburban,13,11,2,12,1,10,2,1,2,0,0,1,0,0,1,0,1,0,1,0,0,0,2,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,0,0,0,2,0,0,0
South Daytona,1980,Florida,FL,9430,FL06413,FL0641300,12,127,12127,local police department,"cities 2,500-9,999",south atlantic,suburban,9,8,1,8,1,7,1,1,1,0,0,0,0,0,1,0,3,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0
Ponce Inlet,1980,Florida,FL,966,FL06414,FL0641400,12,127,12127,local police department,"cities under 2,500",south atlantic,suburban,9,8,1,9,0,8,1,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,1,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0
Volusia Co Marine Patrol,1980,Florida,FL,0,FL064MP,FL064MP00,12,127,12127,special jurisdiction,"msa cnty under 10,000",south atlantic,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wakulla,1980,Florida,FL,10694,FL06500,FL0650000,12,129,12129,sheriffs office,"msa cnty 10,000-24,999",south atlantic,suburban,70,65,5,62,8,57,5,8,5,0,0,0,0,2,3,2,1,2,1,2,6,1,14,6,6,6,3,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,1,1,0,0,0,0,0,44,21,0,0,1,4,0,0
Walton,1980,Florida,FL,15641,FL06600,FL0660000,12,131,12131,sheriffs office,"non-msa cnty 10,000-24,999",south atlantic,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
De Funiak Springs,1980,Florida,FL,5507,FL06601,FL0660100,12,131,12131,local police department,"cities 2,500-9,999",south atlantic,non-suburban,8,7,1,8,0,7,1,0,1,0,1,0,0,0,0,0,2,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,1,0,0,0
Washington,1980,Florida,FL,11023,FL06700,FL0670000,12,133,12133,sheriffs office,"non-msa cnty 10,000-24,999",south atlantic,non-suburban,22,22,0,18,4,18,0,4,0,0,0,0,0,0,0,0,2,1,0,0,0,0,3,3,3,2,2,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,16,6,0,0,0,0,0,0
Chipley,1980,Florida,FL,3308,FL06701,FL0670100,12,133,12133,local police department,"cities 2,500-9,999",south atlantic,non-suburban,6,6,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0
Alachua,1981,Florida,FL,71763,FL00100,FL0010000,12,001,12001,sheriffs office,"msa cnty 25,000-99,999",south atlantic,suburban,148,119,29,128,20,108,20,11,20,0,4,2,0,3,11,1,4,3,7,9,7,7,26,13,10,4,5,4,2,4,2,0,0,0,1,3,5,0,0,1,0,2,0,0,3,2,1,0,0,1,0,1,0,62,57,0,0,19,10,0,0
Gainesville,1981,Florida,FL,76794,FL00101,FL0010100,12,001,12001,local police department,"cities 50,000-99,999",south atlantic,non-suburban,283,255,28,242,41,220,22,35,22,0,3,3,2,5,9,8,9,12,14,23,8,8,50,39,15,11,5,6,4,2,6,1,0,1,0,4,0,0,2,2,1,1,1,2,15,4,0,3,2,2,0,0,0,95,160,0,0,3,25,0,0
High Springs,1981,Florida,FL,2497,FL00104,FL0010400,12,001,12001,local police department,"cities under 2,500",south atlantic,suburban,11,9,2,9,2,8,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,3,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,6,0,0,1,1,0,0
University Of Florida,1981,Florida,FL,0,FL00106,FL0010600,12,001,12001,special jurisdiction,"cities under 2,500",south atlantic,suburban,11,11,0,10,1,10,0,1,0,0,0,0,0,0,0,0,1,0,3,0,0,0,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,7,0,0,0,0,0,0
Alachua,1981,Florida,FL,3628,FL00108,FL0010800,12,001,12001,local police department,"cities 2,500-9,999",south atlantic,suburban,36,34,2,32,4,30,2,4,2,0,0,0,0,0,2,1,0,0,2,3,1,1,9,4,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,11,23,0,0,0,2,0,0
Waldo,1981,Florida,FL,1025,FL00125,FL0012500,12,001,12001,local police department,"cities under 2,500",south atlantic,suburban,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Alachua Co Crim Law Enf,1981,Florida,FL,0,FL001DL,FL001DL00,12,001,12001,special jurisdiction,"msa cnty under 10,000",south atlantic,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baker,1981,Florida,FL,12165,FL00200,FL0020000,12,003,12003,sheriffs office,"msa cnty 10,000-24,999",south atlantic,suburban,26,25,1,23,3,23,0,2,0,0,0,0,0,0,0,2,2,2,1,1,0,1,7,3,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,12,13,0,0,0,1,0,0
Macclenny,1981,Florida,FL,4069,FL00201,FL0020100,12,003,12003,local police department,"cities 2,500-9,999",south atlantic,suburban,11,10,1,10,1,10,0,0,0,0,0,0,0,0,0,1,0,2,0,1,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,1,0,0
Baker Co Game Fwf Comm,1981,Florida,FL,0,FL002GM,FL002GM00,12,003,12003,special jurisdiction,"msa cnty under 10,000",south atlantic,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay,1981,Florida,FL,37893,FL00300,FL0030000,12,005,12005,sheriffs office,"msa cnty 25,000-99,999",south atlantic,suburban,22,20,2,19,3,17,2,3,2,0,1,0,0,0,1,1,0,0,1,0,0,0,5,4,3,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,18,2,0,0,2,0,0,0
Panama City,1981,Florida,FL,35172,FL00301,FL0030100,12,005,12005,local police department,"cities 25,000-49,999",south atlantic,suburban,44,43,1,39,5,38,1,5,1,0,0,0,0,0,1,2,3,2,2,2,1,3,5,10,2,2,1,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,1,0,0,0,22,21,0,0,1,0,0,0
Calloway,1981,Florida,FL,7459,FL00302,FL0030200,12,005,12005,local police department,"cities 2,500-9,999",south atlantic,suburban,2,1,1,2,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Cedar Grove,1981,Florida,FL,1167,FL00303,FL0030300,12,005,12005,local police department,"cities under 2,500",south atlantic,suburban,2,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0
Mexico Beach,1981,Florida,FL,664,FL00304,FL0030400,12,005,12005,local police department,"cities under 2,500",south atlantic,suburban,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Springfield,1981,Florida,FL,7516,FL00305,FL0030500,12,005,12005,local police department,"cities 2,500-9,999",south atlantic,suburban,16,12,4,9,7,8,1,4,1,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1,3,0,0,0,0,0,1,0,0,0,2,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,9,3,0,0,2,1,1,0
Panama City Beach,1981,Florida,FL,2222,FL00306,FL0030600,12,005,12005,local police department,"cities under 2,500",south atlantic,suburban,23,19,4,21,2,18,3,1,3,0,0,0,0,1,2,1,2,1,0,4,1,1,4,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,1,0,0,4,0,0,0
Lynn Haven,1981,Florida,FL,6614,FL00307,FL0030700,12,005,12005,local police department,"cities 2,500-9,999",south atlantic,suburban,5,3,2,5,0,3,2,0,2,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0
Parker,1981,Florida,FL,4551,FL00326,FL0032600,12,005,12005,local police department,"cities 2,500-9,999",south atlantic,suburban,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Bay County Marine Patrol,1981,Florida,FL,0,FL003MP,FL003MP00,12,005,12005,special jurisdiction,"msa cnty under 10,000",south atlantic,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bradford,1981,Florida,FL,15645,FL00400,FL0040000,12,007,12007,sheriffs office,"non-msa cnty 10,000-24,999",south atlantic,non-suburban,38,38,0,34,4,34,0,4,0,0,0,0,0,0,0,1,1,1,3,2,0,0,6,8,4,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,27,11,0,0,0,0,0,0
Starke,1981,Florida,FL,5657,FL00401,FL0040100,12,007,12007,local police department,"cities 2,500-9,999",south atlantic,non-suburban,33,24,9,25,8,17,8,7,8,0,1,0,2,1,4,1,0,2,0,3,1,2,2,1,0,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,3,0,0,0,0,0,0,9,15,0,0,4,5,0,0
Bradford Co Crim Law Enf,1981,Florida,FL,0,FL004DL,FL004DL00,12,007,12007,special jurisdiction,"non-msa cnty under 10,000",south atlantic,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brevard,1981,Florida,FL,117255,FL00500,FL0050000,12,009,12009,sheriffs office,"msa cnty 100,000 or over",south atlantic,suburban,48,45,3,45,3,42,3,3,3,0,0,1,2,0,0,1,3,0,1,2,2,4,9,3,9,2,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,35,10,0,0,0,3,0,0
Cocoa,1981,Florida,FL,17024,FL00502,FL0050200,12,009,12009,local police department,"cities 10,000-24,999",south atlantic,non-suburban,41,28,13,30,11,22,8,6,8,0,1,0,1,4,2,0,0,1,1,1,3,1,6,5,0,4,0,0,0,0,0,0,0,3,1,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,6,22,0,0,7,6,0,0
Cocoa Beach,1981,Florida,FL,11572,FL00503,FL0050300,12,009,12009,local police department,"cities 10,000-24,999",south atlantic,suburban,32,30,2,29,3,27,2,3,2,0,0,1,0,0,1,2,2,3,2,0,4,2,5,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,29,1,0,0,2,0,0,0
Indialantic,1981,Florida,FL,3107,FL00505,FL0050500,12,009,12009,local police department,"cities 2,500-9,999",south atlantic,suburban,12,11,1,12,0,11,1,0,1,0,0,0,0,0,1,0,3,1,1,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,1,0,0,0
Indian Harbour Beach,1981,Florida,FL,6348,FL00506,FL0050600,12,009,12009,local police department,"cities 2,500-9,999",south atlantic,suburban,12,7,5,9,3,4,5,3,5,0,0,0,0,3,2,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,7,0,0,0,5,0,0,0
Melbourne,1981,Florida,FL,48865,FL00507,FL0050700,12,009,12009,local police department,"cities 25,000-49,999",south atlantic,non-suburban,53,41,12,40,13,33,7,8,7,0,0,1,1,2,3,2,2,2,2,4,0,4,4,2,3,4,2,2,0,0,0,0,0,0,2,1,2,0,1,1,0,0,0,1,4,0,0,0,1,0,0,0,0,18,23,0,0,6,6,0,0
Melbourne Beach,1981,Florida,FL,2814,FL00508,FL0050800,12,009,12009,local police department,"cities 2,500-9,999",south atlantic,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rockledge,1981,Florida,FL,12470,FL00509,FL0050900,12,009,12009,local police department,"cities 10,000-24,999",south atlantic,suburban,6,4,2,4,2,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0
Satellite Beach,1981,Florida,FL,9722,FL00510,FL0051000,12,009,12009,local police department,"cities 2,500-9,999",south atlantic,suburban,4,1,3,3,1,1,2,0,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0
Titusville,1981,Florida,FL,33725,FL00511,FL0051100,12,009,12009,local police department,"cities 25,000-49,999",south atlantic,non-suburban,72,54,18,54,18,40,12,14,12,2,0,2,2,6,2,2,2,1,3,2,3,1,8,4,4,3,1,1,0,1,4,0,0,0,2,0,2,0,1,1,0,0,2,1,1,1,0,0,0,0,0,0,7,33,21,0,0,10,8,0,0
Palm Bay,1981,Florida,FL,19143,FL00512,FL0051200,12,009,12009,local police department,"cities 10,000-24,999",south atlantic,suburban,16,13,3,15,1,12,2,1,2,1,0,2,0,0,0,0,0,0,1,0,1,2,4,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,3,0,0,0
West Melbourne,1981,Florida,FL,5368,FL00516,FL0051600,12,009,12009,local police department,"cities 2,500-9,999",south atlantic,suburban,6,5,1,6,0,5,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0
Brevard Co Crim Law Enf,1981,Florida,FL,0,FL005DL,FL005DL00,12,009,12009,special jurisdiction,"msa cnty under 10,000",south atlantic,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Broward,1981,Florida,FL,210399,FL00600,FL0060000,12,011,12011,sheriffs office,"msa cnty 100,000 or over",south atlantic,suburban,341,275,66,288,53,241,47,34,47,0,2,15,9,9,12,8,11,14,14,20,17,12,47,27,20,24,9,10,4,3,1,1,4,7,4,3,0,3,1,2,1,0,3,3,8,2,7,2,1,1,0,0,0,145,130,0,0,21,45,0,0
Dania,1981,Florida,FL,12605,FL00601,FL0060100,12,011,12011,local police department,"cities 10,000-24,999",south atlantic,suburban,24,24,0,21,3,21,0,3,0,0,0,0,0,0,0,2,1,0,0,0,2,0,6,5,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,16,8,0,0,0,0,0,0
Deerfield Beach,1981,Florida,FL,33438,FL00602,FL0060200,12,011,12011,local police department,"cities 25,000-49,999",south atlantic,suburban,18,12,6,14,4,9,5,3,5,0,0,0,2,1,2,0,0,0,1,0,0,1,2,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,9,0,0,1,5,0,0
Fort Lauderdale,1981,Florida,FL,163677,FL00603,FL0060300,12,011,12011,local police department,"cities 100,000-249,999",south atlantic,non-suburban,311,276,35,269,42,238,31,38,31,0,1,2,1,8,19,0,0,1,0,0,0,1,7,12,18,21,20,48,64,45,1,0,0,0,0,2,2,0,0,0,0,0,0,0,1,2,0,2,3,7,15,8,0,176,100,0,0,6,29,0,0
Hallandale,1981,Florida,FL,39074,FL00604,FL0060400,12,011,12011,local police department,"cities 25,000-49,999",south atlantic,suburban,59,49,10,54,5,45,9,4,9,0,0,5,0,1,3,2,3,4,1,3,3,0,15,2,6,3,0,1,1,1,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,31,18,0,0,4,6,0,0
Hollywood,1981,Florida,FL,124145,FL00605,FL0060500,12,011,12011,local police department,"cities 100,000-249,999",south atlantic,non-suburban,147,116,31,130,17,103,27,13,27,0,4,8,3,5,7,7,4,9,5,9,5,6,20,12,14,6,1,2,0,3,0,0,0,0,1,3,0,0,2,1,1,0,0,2,1,2,1,2,0,0,1,0,0,91,24,0,1,25,6,0,0
Plantation,1981,Florida,FL,51498,FL00606,FL0060600,12,011,12011,local police department,"cities 50,000-99,999",south atlantic,suburban,29,20,9,28,1,20,8,0,8,0,0,1,0,4,3,0,1,2,6,1,0,1,2,4,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,0,0,8,1,0,0
Pompano Beach,1981,Florida,FL,54819,FL00607,FL0060700,12,011,12011,local police department,"cities 50,000-99,999",south atlantic,suburban,135,111,24,114,21,96,18,15,18,0,3,2,2,5,6,4,4,5,3,6,7,8,20,15,4,7,3,5,2,0,3,0,1,2,3,0,0,1,2,3,1,0,1,2,1,3,0,1,0,0,0,0,0,43,66,2,0,9,15,0,0
Pembroke Pines,1981,Florida,FL,37879,FL00608,FL0060800,12,011,12011,local police department,"cities 25,000-49,999",south atlantic,suburban,25,17,8,18,7,10,8,7,8,0,1,1,1,2,3,1,1,1,0,0,3,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2,2,0,0,0,1,0,0,0,14,3,0,0,7,1,0,0
