agency,year,state,state_abb,population,ORI,ORI9,FIPS_state_code,FIPS_county_code,FIPS_state_county_code,agg_assault_tot_arrests,agg_assault_tot_adult,agg_assault_tot_juv,agg_assault_tot_male,agg_assault_tot_female,agg_assault_tot_male_adult,agg_assault_tot_male_juv,agg_assault_tot_female_adult,agg_assault_tot_female_juv,agg_assault_male_under_10,agg_assault_male_10_12,agg_assault_male_13_14,agg_assault_male_15,agg_assault_male_16,agg_assault_male_17,agg_assault_male_18,agg_assault_male_19,agg_assault_male_20,agg_assault_male_21,agg_assault_male_22,agg_assault_male_23,agg_assault_male_24,agg_assault_male_25_29,agg_assault_male_30_34,agg_assault_male_35_39,agg_assault_male_40_44,agg_assault_male_45_49,agg_assault_male_50_54,agg_assault_male_55_59,agg_assault_male_60_64,agg_assault_male_over_64,agg_assault_female_under_10,agg_assault_female_10_12,agg_assault_female_13_14,agg_assault_female_15,agg_assault_female_16,agg_assault_female_17,agg_assault_female_18,agg_assault_female_19,agg_assault_female_20,agg_assault_female_21,agg_assault_female_22,agg_assault_female_23,agg_assault_female_24,agg_assault_female_25_29,agg_assault_female_30_34,agg_assault_female_35_39,agg_assault_female_40_44,agg_assault_female_45_49,agg_assault_female_50_54,agg_assault_female_55_59,agg_assault_female_60_64,agg_assault_female_over_64,agg_assault_adult_white,agg_assault_adult_black,agg_assault_adult_asian,agg_assault_adult_indian,agg_assault_juv_white,agg_assault_juv_black,agg_assault_juv_asian,agg_assault_juv_indian
Hilo,1984,Hawaii,HI,36722,HI00101,HI0010100,15,001,15001,19,19,0,17,2,17,0,2,0,0,0,0,0,0,0,1,1,1,1,1,0,0,4,3,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,7,0,12,0,0,0,0,0
Honolulu,1984,Hawaii,HI,810772,HI00200,HI0020000,15,003,15003,276,248,28,242,34,225,17,23,17,0,3,2,5,4,3,6,12,12,10,7,11,12,67,35,22,12,2,5,9,0,3,0,0,5,4,1,1,0,2,1,1,0,1,1,3,1,10,2,1,0,0,0,0,50,19,179,0,5,4,19,0
Kauai County,1984,Hawaii,HI,43730,HI00400,HI0040000,15,007,15007,69,66,3,63,6,60,3,6,3,0,0,0,2,0,1,1,0,3,3,1,4,1,12,14,10,2,3,2,3,1,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,1,0,0,0,0,24,1,41,0,1,0,2,0
Maui County,1984,Hawaii,HI,80171,HI00500,HI0050000,15,009,15009,67,62,5,64,3,59,5,3,5,0,0,0,1,1,3,4,2,5,2,1,5,5,9,11,4,6,1,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,25,0,36,1,2,0,3,0
Hawaii County,1985,Hawaii,HI,70698,HI00100,HI0010000,15,001,15001,34,29,5,31,3,27,4,2,4,0,0,1,3,0,0,-1,0,1,2,2,0,2,11,3,3,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,12,1,16,0,3,0,2,0
Hilo,1985,Hawaii,HI,37259,HI00101,HI0010100,15,001,15001,11,10,1,11,0,10,1,0,1,0,1,0,0,0,0,0,0,2,0,1,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,7,0,0,0,1,0
Honolulu,1985,Hawaii,HI,817083,HI00200,HI0020000,15,003,15003,331,302,29,299,32,272,27,30,27,0,1,7,4,8,7,9,15,18,11,13,17,8,49,71,38,9,5,2,2,0,5,0,0,0,1,0,1,0,0,0,2,1,3,1,10,8,3,2,0,0,0,0,0,69,20,213,0,3,0,26,0
Kauai County,1985,Hawaii,HI,44644,HI00400,HI0040000,15,007,15007,47,46,1,47,0,46,0,0,0,1,0,0,0,0,0,1,1,2,2,0,1,11,5,9,6,2,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,21,0,0,0,1,0
Maui County,1985,Hawaii,HI,84316,HI00500,HI0050000,15,009,15009,103,90,13,93,10,81,12,9,12,0,1,2,2,3,4,3,4,1,3,3,2,3,16,16,16,4,3,2,2,0,3,0,0,0,0,1,0,0,0,0,3,0,0,2,2,0,1,1,0,0,0,0,0,41,4,45,0,4,0,9,0
Hawaii County,1986,Hawaii,HI,70693,HI00100,HI0010000,15,001,15001,30,27,3,30,0,27,3,0,3,0,0,0,0,0,3,0,2,0,1,1,1,0,7,7,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,13,2,2,0,1,0
Hilo,1986,Hawaii,HI,38094,HI00101,HI0010100,15,001,15001,14,12,2,13,1,11,2,1,2,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,1,6,0,0,0,2,0
Honolulu,1986,Hawaii,HI,823306,HI00200,HI0020000,15,003,15003,354,311,43,308,46,274,33,37,33,1,1,8,10,11,3,9,23,15,10,17,21,16,61,39,22,16,7,6,4,3,5,0,0,0,1,1,7,1,0,3,5,1,0,0,8,8,8,0,0,3,0,0,0,70,14,227,0,2,1,40,0
Kauai County,1986,Hawaii,HI,44965,HI00400,HI0040000,15,007,15007,62,56,6,56,6,52,4,4,4,0,0,0,2,0,2,3,2,2,3,2,1,5,10,13,2,5,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,12,1,43,0,1,0,5,0
Maui County,1986,Hawaii,HI,84942,HI00500,HI0050000,15,009,15009,98,86,12,89,9,78,11,8,11,0,1,4,0,3,3,2,3,2,2,9,2,2,12,22,10,5,2,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,3,1,0,1,1,0,0,0,0,33,2,51,0,4,0,8,0
Hawaii County,1987,Hawaii,HI,75143,HI00100,HI0010000,15,001,15001,30,30,0,28,2,28,0,2,0,0,0,0,0,0,0,0,1,1,2,2,1,0,6,4,5,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,13,1,16,0,0,0,0,0
Hilo,1987,Hawaii,HI,38836,HI00101,HI0010100,15,001,15001,6,6,0,5,1,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,1,0,0,0,0,0
Honolulu,1987,Hawaii,HI,832614,HI00200,HI0020000,15,003,15003,405,330,75,356,49,291,64,39,64,1,2,10,8,23,21,19,14,16,16,12,17,15,45,50,29,18,8,9,5,5,13,0,0,5,0,2,3,0,0,1,2,1,1,2,11,4,7,6,0,3,0,1,0,75,12,243,0,6,8,61,0
Kauai County,1987,Hawaii,HI,47202,HI00400,HI0040000,15,007,15007,65,56,9,57,8,48,9,8,9,0,1,1,0,5,2,4,3,4,1,2,3,1,14,7,4,2,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,1,0,4,0,0,0,0,0,0,0,0,20,0,36,0,1,0,8,0
Maui County,1987,Hawaii,HI,89205,HI00500,HI0050000,15,009,15009,111,95,16,94,17,81,13,14,13,0,2,2,1,6,2,9,2,6,5,4,2,4,17,12,10,5,3,0,0,1,1,0,0,2,0,0,1,1,0,0,0,0,0,0,2,1,3,5,0,1,0,0,1,43,2,50,0,4,0,12,0
Hawaii County,1988,Hawaii,HI,76152,HI00100,HI0010000,15,001,15001,37,34,3,33,4,31,2,3,2,0,0,1,1,0,0,1,2,0,3,2,2,0,4,7,5,2,1,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,15,2,16,1,1,0,2,0
Hilo,1988,Hawaii,HI,39358,HI00101,HI0010100,15,001,15001,17,15,2,13,4,11,2,4,2,0,0,0,1,0,1,0,0,0,0,0,0,0,3,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,3,0,12,0,0,0,2,0
Honolulu,1988,Hawaii,HI,838656,HI00200,HI0020000,15,003,15003,488,411,77,427,61,356,71,55,71,0,5,10,15,22,19,22,11,17,17,16,19,18,65,73,44,23,15,8,4,1,3,0,0,2,2,1,1,3,2,3,1,1,1,2,17,7,8,3,3,1,1,1,1,114,24,273,0,8,0,69,0
Kauai County,1988,Hawaii,HI,48062,HI00400,HI0040000,15,007,15007,48,40,8,44,4,36,8,4,8,0,0,4,0,2,2,6,1,0,1,2,4,1,3,12,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,13,0,27,0,2,0,6,0
Maui County,1988,Hawaii,HI,90772,HI00500,HI0050000,15,009,15009,128,104,24,116,12,94,22,10,22,0,0,5,1,8,8,4,4,5,4,2,3,1,15,26,7,14,1,4,2,0,2,0,0,1,0,0,1,0,0,0,1,0,0,0,2,4,1,2,0,0,0,0,0,34,3,67,0,4,0,20,0
Hawaii County,1989,Hawaii,HI,81912,HI00100,HI0010000,15,001,15001,52,41,11,48,4,37,11,4,11,0,0,0,2,2,7,2,1,6,4,0,2,0,3,3,9,4,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,20,0,20,1,1,0,10,0
Hilo,1989,Hawaii,HI,37054,HI00101,HI0010100,15,001,15001,24,23,1,19,5,18,1,5,1,0,0,0,0,1,0,1,2,2,0,1,1,0,5,3,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,1,0,0,0,0,9,0,14,0,0,0,1,0
Kauai County,1989,Hawaii,HI,49915,HI00400,HI0040000,15,007,15007,44,39,5,41,3,36,5,3,5,0,0,1,2,0,2,1,2,2,2,1,1,0,9,12,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,19,0,20,0,1,0,4,0
Maui County,1989,Hawaii,HI,94160,HI00500,HI0050000,15,009,15009,131,113,18,113,18,98,15,15,15,0,2,1,5,3,4,2,3,5,4,7,4,3,22,20,11,6,4,2,4,0,1,0,0,0,2,0,1,0,3,1,1,1,1,0,2,3,2,1,0,0,0,0,0,35,1,77,0,5,0,13,0
Hawaii County,1990,Hawaii,HI,83263,HI00100,HI0010000,15,001,15001,78,70,8,70,8,63,7,7,7,0,0,3,2,2,0,2,2,1,5,4,2,6,11,8,9,8,2,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,4,0,0,0,0,1,0,0,27,5,37,1,2,0,6,0
Hilo,1990,Hawaii,HI,37054,HI00101,HI0010100,15,001,15001,39,38,1,34,5,34,0,4,0,0,0,0,0,0,0,2,1,1,5,1,0,3,4,4,5,2,3,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,9,1,28,0,0,0,1,0
Honolulu,1990,Hawaii,HI,836231,HI00200,HI0020000,15,003,15003,540,439,101,492,48,395,95,44,95,2,7,11,24,26,27,30,16,49,23,11,26,20,72,60,41,28,8,1,2,2,6,0,0,1,0,2,1,1,1,1,3,0,3,2,14,7,5,6,1,0,0,0,0,99,39,301,0,11,0,90,0
Kauai County,1990,Hawaii,HI,51177,HI00400,HI0040000,15,007,15007,68,57,11,63,5,54,8,3,8,1,1,4,0,0,3,1,3,1,2,2,2,3,12,9,12,3,0,2,1,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,20,0,37,0,6,0,5,0
Maui County,1990,Hawaii,HI,100504,HI00500,HI0050000,15,009,15009,114,95,19,97,17,82,15,13,15,0,1,4,7,3,0,3,3,6,4,1,3,1,17,16,7,9,1,5,2,1,3,0,0,4,0,0,0,0,1,2,0,0,0,1,2,3,0,1,1,0,1,1,0,42,0,53,0,4,0,14,1
Hawaii County,1991,Hawaii,HI,85274,HI00100,HI0010000,15,001,15001,93,78,15,78,15,66,12,12,12,0,1,1,1,3,6,5,2,3,3,2,6,4,8,10,10,5,5,0,0,2,1,0,1,0,1,1,0,0,0,0,1,0,1,0,3,3,1,2,1,0,0,0,0,32,1,45,0,6,0,9,0
Hilo,1991,Hawaii,HI,37949,HI00101,HI0010100,15,001,15001,26,23,3,21,5,18,3,5,3,0,0,0,0,0,3,3,2,0,0,1,3,0,1,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1,0,0,0,0,0,7,3,13,0,0,0,3,0
Honolulu,1991,Hawaii,HI,856432,HI00200,HI0020000,15,003,15003,348,270,78,284,64,222,59,48,59,3,4,11,8,15,21,9,7,5,13,13,14,9,53,32,41,12,6,5,0,0,3,0,0,6,6,2,2,2,3,1,0,2,4,2,11,7,7,2,3,3,1,0,0,55,38,176,1,7,3,68,0
Kauai County,1991,Hawaii,HI,52413,HI00400,HI0040000,15,007,15007,41,35,6,36,5,31,5,4,5,0,0,0,1,3,1,1,2,0,0,0,0,3,4,5,5,5,2,2,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,20,0,15,0,0,0,6,0
Maui County,1991,Hawaii,HI,102932,HI00500,HI0050000,15,009,15009,87,76,11,78,9,68,10,8,10,0,2,1,1,4,2,3,6,5,4,2,3,2,16,10,9,3,1,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,1,3,1,0,1,1,0,0,0,25,6,45,0,1,0,10,0
Hawaii County,1992,Hawaii,HI,87152,HI00100,HI0010000,15,001,15001,57,48,9,52,5,44,8,4,8,0,1,3,3,1,0,3,1,3,4,5,1,1,6,7,5,2,1,2,1,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,26,1,20,1,5,0,4,0
Hilo,1992,Hawaii,HI,38785,HI00101,HI0010100,15,001,15001,34,31,3,29,5,26,3,5,3,0,1,2,0,0,0,2,1,2,1,3,4,1,4,3,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,13,1,17,0,1,0,2,0
Honolulu,1992,Hawaii,HI,875297,HI00200,HI0020000,15,003,15003,378,292,86,321,57,247,73,45,73,1,3,19,14,18,19,12,15,14,8,12,10,8,50,44,34,22,8,4,2,0,4,0,1,6,3,1,1,1,0,3,4,1,3,1,4,10,8,7,1,0,1,1,0,77,27,188,0,6,2,78,0
Kauai County,1992,Hawaii,HI,53567,HI00400,HI0040000,15,007,15007,32,29,3,25,7,23,2,6,2,0,0,0,1,1,0,0,2,1,1,1,2,0,2,5,1,5,2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,2,1,1,0,0,0,0,0,11,0,17,1,0,0,3,0
Maui County,1992,Hawaii,HI,105199,HI00500,HI0050000,15,009,15009,143,124,19,121,22,103,18,21,18,0,4,2,3,4,5,0,9,3,6,4,8,4,24,12,13,9,5,3,1,1,1,0,0,1,0,0,0,2,0,0,0,1,2,1,3,5,3,1,2,0,1,0,0,36,2,86,0,5,0,14,0
Hawaii County,1993,Hawaii,HI,92866,HI00100,HI0010000,15,001,15001,48,40,8,43,5,35,8,5,8,0,0,2,1,2,3,0,0,2,3,1,2,1,4,5,7,6,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,1,0,0,0,0,0,19,1,19,1,2,0,6,0
Hilo,1993,Hawaii,HI,39321,HI00101,HI0010100,15,001,15001,18,15,3,15,3,12,3,3,3,0,0,2,0,0,1,0,0,3,0,1,0,0,1,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,1,12,0,1,0,2,0
Honolulu,1993,Hawaii,HI,875455,HI00200,HI0020000,15,003,15003,419,330,89,380,39,300,74,30,74,6,4,19,7,29,15,15,12,14,17,13,9,13,54,57,41,22,14,9,4,2,4,0,0,3,4,0,2,1,2,1,0,2,1,3,7,3,2,3,0,2,3,0,0,92,33,205,0,7,12,70,0
Kauai County,1993,Hawaii,HI,54978,HI00400,HI0040000,15,007,15007,34,33,1,30,4,29,1,4,1,0,0,0,1,0,0,0,1,0,1,2,1,0,5,8,4,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,19,0,14,0,0,0,1,0
Maui County,1993,Hawaii,HI,109380,HI00500,HI0050000,15,009,15009,73,64,9,63,10,55,7,9,7,1,0,1,1,5,0,2,4,3,2,1,4,3,11,5,8,6,3,0,2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,2,2,2,0,1,0,1,0,0,19,5,40,0,2,1,6,0
Hawaii County,1994,Hawaii,HI,93420,HI00100,HI0010000,15,001,15001,44,38,6,32,12,29,3,9,3,0,0,1,1,0,1,1,1,0,0,1,2,2,5,5,9,1,1,1,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,2,1,3,0,2,0,0,0,0,23,0,15,0,1,0,5,0
Hilo,1994,Hawaii,HI,39555,HI00101,HI0010100,15,001,15001,25,19,6,23,2,17,6,2,6,0,0,2,1,2,1,3,1,0,1,0,1,2,0,5,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4,0,15,0,2,0,4,0
Honolulu,1994,Hawaii,HI,880687,HI00200,HI0020000,15,003,15003,492,362,130,434,58,314,118,48,118,2,8,23,26,26,35,23,18,23,8,10,13,12,60,56,36,23,10,11,3,3,5,0,2,3,2,2,1,3,1,3,0,0,2,1,12,5,9,7,5,0,0,0,0,97,44,221,0,15,10,105,0
Kauai County,1994,Hawaii,HI,55306,HI00400,HI0040000,15,007,15007,28,25,3,23,5,21,2,4,2,0,0,1,0,0,1,3,0,3,0,0,0,1,3,4,2,3,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,10,0,15,0,0,0,3,0
Maui County,1994,Hawaii,HI,110032,HI00500,HI0050000,15,009,15009,64,61,3,53,11,51,2,10,2,0,0,0,1,1,0,0,2,3,0,3,5,2,11,9,5,3,5,2,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,3,0,1,1,0,2,0,0,0,27,3,31,0,1,0,2,0
Hawaii County,1995,Hawaii,HI,95837,HI00100,HI0010000,15,001,15001,60,54,6,50,10,45,5,9,5,0,2,0,0,1,2,1,0,0,3,5,0,1,3,11,11,7,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,2,2,2,0,1,0,0,0,0,25,1,28,0,3,0,3,0
Hilo,1995,Hawaii,HI,40578,HI00101,HI0010100,15,001,15001,32,28,4,30,2,26,4,2,4,0,0,1,0,2,1,2,1,2,0,0,0,2,8,3,3,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,9,0,19,0,1,0,3,0
Honolulu,1995,Hawaii,HI,880266,HI00200,HI0020000,15,003,15003,526,429,97,460,66,373,87,56,87,0,8,20,20,19,20,18,25,21,17,16,9,10,72,68,39,49,11,13,3,0,2,0,0,6,1,1,2,0,3,3,3,1,1,3,11,11,10,8,2,0,0,0,0,118,44,267,0,12,3,82,0
