agency,year,state,state_abb,population,ORI,ORI9,FIPS_state_code,FIPS_county_code,FIPS_state_county_code,theft_tot_arrests,theft_tot_adult,theft_tot_juv,theft_tot_male,theft_tot_female,theft_tot_male_adult,theft_tot_male_juv,theft_tot_female_adult,theft_tot_female_juv,theft_male_under_10,theft_male_10_12,theft_male_13_14,theft_male_15,theft_male_16,theft_male_17,theft_male_18,theft_male_19,theft_male_20,theft_male_21,theft_male_22,theft_male_23,theft_male_24,theft_male_25_29,theft_male_30_34,theft_male_35_39,theft_male_40_44,theft_male_45_49,theft_male_50_54,theft_male_55_59,theft_male_60_64,theft_male_over_64,theft_female_under_10,theft_female_10_12,theft_female_13_14,theft_female_15,theft_female_16,theft_female_17,theft_female_18,theft_female_19,theft_female_20,theft_female_21,theft_female_22,theft_female_23,theft_female_24,theft_female_25_29,theft_female_30_34,theft_female_35_39,theft_female_40_44,theft_female_45_49,theft_female_50_54,theft_female_55_59,theft_female_60_64,theft_female_over_64,theft_adult_white,theft_adult_black,theft_adult_asian,theft_adult_indian,theft_juv_white,theft_juv_black,theft_juv_asian,theft_juv_indian,mtr_veh_theft_tot_arrests,mtr_veh_theft_tot_adult,mtr_veh_theft_tot_juv,mtr_veh_theft_tot_male,mtr_veh_theft_tot_female,mtr_veh_theft_tot_male_adult,mtr_veh_theft_tot_male_juv,mtr_veh_theft_tot_female_adult,mtr_veh_theft_tot_female_juv,mtr_veh_theft_male_under_10,mtr_veh_theft_male_10_12,mtr_veh_theft_male_13_14,mtr_veh_theft_male_15,mtr_veh_theft_male_16,mtr_veh_theft_male_17,mtr_veh_theft_male_18,mtr_veh_theft_male_19,mtr_veh_theft_male_20,mtr_veh_theft_male_21,mtr_veh_theft_male_22,mtr_veh_theft_male_23,mtr_veh_theft_male_24,mtr_veh_theft_male_25_29,mtr_veh_theft_male_30_34,mtr_veh_theft_male_35_39,mtr_veh_theft_male_40_44,mtr_veh_theft_male_45_49,mtr_veh_theft_male_50_54,mtr_veh_theft_male_55_59,mtr_veh_theft_male_60_64,mtr_veh_theft_male_over_64,mtr_veh_theft_female_under_10,mtr_veh_theft_female_10_12,mtr_veh_theft_female_13_14,mtr_veh_theft_female_15,mtr_veh_theft_female_16,mtr_veh_theft_female_17,mtr_veh_theft_female_18,mtr_veh_theft_female_19,mtr_veh_theft_female_20,mtr_veh_theft_female_21,mtr_veh_theft_female_22,mtr_veh_theft_female_23,mtr_veh_theft_female_24,mtr_veh_theft_female_25_29,mtr_veh_theft_female_30_34,mtr_veh_theft_female_35_39,mtr_veh_theft_female_40_44,mtr_veh_theft_female_45_49,mtr_veh_theft_female_50_54,mtr_veh_theft_female_55_59,mtr_veh_theft_female_60_64,mtr_veh_theft_female_over_64,mtr_veh_theft_adult_white,mtr_veh_theft_adult_black,mtr_veh_theft_adult_asian,mtr_veh_theft_adult_indian,mtr_veh_theft_juv_white,mtr_veh_theft_juv_black,mtr_veh_theft_juv_asian,mtr_veh_theft_juv_indian
Hilo,1985,Hawaii,HI,37259,HI00101,HI0010100,15,001,15001,323,194,129,219,104,125,92,69,92,2,12,28,18,19,15,17,11,3,5,3,6,7,14,21,18,6,1,6,1,2,4,0,3,14,9,3,6,2,7,0,3,3,5,5,14,7,7,6,2,1,2,1,4,96,3,94,1,52,2,75,0,25,7,18,22,3,6,16,1,16,0,1,4,2,7,2,0,1,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,5,0,8,1,9,0
Honolulu,1985,Hawaii,HI,817083,HI00200,HI0020000,15,003,15003,5590,3056,2534,3820,1770,2008,1680,1048,1680,132,348,541,294,275,222,193,155,145,116,98,85,85,315,249,161,98,60,62,60,54,72,22,111,223,150,114,102,88,56,78,41,39,53,46,156,130,85,69,48,45,27,42,45,1099,127,1822,8,428,54,2052,0,598,385,213,536,62,353,183,32,183,0,6,35,31,68,43,54,58,37,33,20,25,20,59,23,12,5,3,1,1,2,0,0,0,5,8,13,4,8,6,4,2,1,0,1,4,4,1,1,0,0,0,0,0,79,14,292,0,23,1,189,0
Kauai County,1985,Hawaii,HI,44644,HI00400,HI0040000,15,007,15007,288,169,119,186,102,113,69,56,69,4,9,31,9,6,14,3,5,9,9,4,1,7,20,16,14,5,5,5,0,1,9,5,6,10,6,12,7,3,3,1,0,2,1,4,6,9,6,9,4,1,2,3,2,91,3,75,0,39,0,80,0,44,20,24,35,9,16,18,4,18,1,0,8,0,4,6,2,1,0,5,1,0,0,4,2,1,0,0,0,0,0,0,0,0,2,3,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,8,0,12,0,5,0,19,0
Maui County,1985,Hawaii,HI,84316,HI00500,HI0050000,15,009,15009,520,323,197,352,168,202,145,121,145,5,14,43,29,35,24,15,15,11,12,11,16,7,41,23,20,6,7,4,2,3,9,1,9,12,10,10,5,9,10,6,6,2,7,5,15,22,8,11,2,7,0,8,3,183,1,137,2,47,1,149,0,112,37,75,88,24,33,55,4,55,0,3,13,19,14,6,5,4,4,1,1,6,0,3,5,2,2,0,0,0,0,0,0,0,7,5,8,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,15,0,22,0,16,0,59,0
Hawaii County,1986,Hawaii,HI,70693,HI00100,HI0010000,15,001,15001,394,244,150,281,113,167,112,77,112,2,10,24,21,29,28,13,8,5,3,4,6,5,36,30,23,13,7,2,3,4,5,1,7,8,8,6,6,6,1,7,1,5,0,1,9,12,9,5,5,3,4,4,5,152,4,82,6,69,4,77,0,49,14,35,37,12,14,23,0,23,0,2,7,7,5,2,1,1,1,1,0,0,1,4,2,1,1,1,0,0,0,0,0,0,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,1,12,0,23,0
Hilo,1986,Hawaii,HI,38094,HI00101,HI0010100,15,001,15001,429,252,177,258,171,139,115,113,115,4,17,43,25,16,14,7,3,11,6,6,5,6,28,21,15,15,5,2,2,3,4,2,9,13,13,11,10,8,4,3,6,8,7,1,17,21,7,10,3,7,4,3,4,141,5,106,0,59,4,114,0,51,9,42,49,2,9,40,0,40,0,0,21,10,6,3,1,1,0,1,0,0,0,1,2,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0,15,2,25,0
Honolulu,1986,Hawaii,HI,823306,HI00200,HI0020000,15,003,15003,5623,3106,2517,3902,1721,2064,1733,1042,1733,105,317,544,301,323,248,205,151,108,129,108,136,83,313,241,182,100,57,40,51,47,113,26,95,213,111,122,112,92,65,48,60,61,52,44,210,102,81,53,31,25,37,37,44,1182,179,1737,8,399,39,2079,0,654,283,371,564,90,256,307,27,307,1,11,122,52,69,53,45,36,32,30,23,12,13,33,16,6,7,0,2,1,0,0,0,11,21,13,9,9,6,5,2,1,3,0,1,3,3,1,0,1,1,0,0,0,54,15,213,1,24,2,345,0
Kauai County,1986,Hawaii,HI,44965,HI00400,HI0040000,15,007,15007,389,206,183,314,75,159,138,47,138,17,41,28,22,27,20,10,14,15,7,15,8,2,30,27,12,8,3,1,2,3,2,5,0,10,5,4,4,6,2,1,3,4,2,3,8,4,4,1,3,1,2,1,2,85,5,116,0,46,0,137,0,45,28,17,33,12,19,14,9,14,0,0,3,3,5,3,4,3,1,0,2,1,1,2,1,4,0,0,0,0,0,0,0,0,1,1,1,0,3,0,0,3,0,1,0,0,2,0,0,0,0,0,0,0,10,0,18,0,3,0,14,0
Maui County,1986,Hawaii,HI,84942,HI00500,HI0050000,15,009,15009,451,285,166,313,138,191,118,94,118,4,26,44,13,16,19,21,13,6,9,7,10,8,28,28,20,17,9,4,5,2,4,1,5,15,13,9,1,8,12,6,4,0,2,3,23,9,9,6,1,7,2,0,2,159,4,120,2,45,0,121,0,68,33,35,58,10,30,28,3,28,0,1,9,5,7,6,6,3,0,2,2,2,1,6,5,0,2,0,1,0,0,0,0,0,2,5,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,14,0,19,0,8,0,27,0
Hawaii County,1987,Hawaii,HI,75143,HI00100,HI0010000,15,001,15001,378,214,164,250,128,144,101,70,101,5,11,35,13,25,17,14,11,7,10,13,8,3,24,9,19,13,5,2,1,1,4,4,6,17,12,11,8,8,1,3,6,5,6,2,7,7,7,4,2,1,5,3,3,137,2,75,0,78,1,85,0,28,13,15,23,5,12,11,1,11,0,0,1,1,4,5,1,2,1,1,1,0,0,4,2,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,5,0,9,0,6,0
Hilo,1987,Hawaii,HI,38836,HI00101,HI0010100,15,001,15001,499,324,175,283,216,188,92,136,92,3,21,23,12,15,21,9,12,9,8,4,7,5,24,30,23,8,11,4,7,5,22,0,7,22,13,19,19,9,10,4,10,7,4,5,20,16,14,7,6,2,5,3,14,182,7,134,1,68,1,106,0,28,11,17,28,0,11,17,0,17,0,0,0,5,7,5,2,1,0,0,0,3,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,7,0,10,0
Honolulu,1987,Hawaii,HI,832614,HI00200,HI0020000,15,003,15003,6582,3414,3168,4476,2106,2250,2114,1164,2114,112,380,670,333,386,345,240,160,115,111,98,99,83,377,334,223,113,63,56,67,42,69,15,156,320,174,158,119,60,65,46,48,60,48,47,231,155,104,65,60,50,36,32,57,1356,177,1877,4,586,62,2520,0,716,269,447,621,95,242,379,27,379,0,8,147,50,108,66,48,39,31,21,13,17,7,39,14,7,3,2,0,1,0,0,0,1,13,19,20,15,4,3,2,2,2,1,3,7,1,0,2,0,0,0,0,0,70,19,179,1,33,4,410,0
