agency,year,state,population,ORI,agg_assault_tot_arrests,agg_assault_tot_adult,agg_assault_tot_juv,agg_assault_tot_male,agg_assault_tot_female,agg_assault_tot_male_adult,agg_assault_tot_male_juv,agg_assault_tot_female_adult,agg_assault_tot_female_juv,oth_assault_tot_arrests,oth_assault_tot_adult,oth_assault_tot_juv,oth_assault_tot_male,oth_assault_tot_female,oth_assault_tot_male_adult,oth_assault_tot_male_juv,oth_assault_tot_female_adult,oth_assault_tot_female_juv,arson_tot_arrests,arson_tot_adult,arson_tot_juv,arson_tot_male,arson_tot_female,arson_tot_male_adult,arson_tot_male_juv,arson_tot_female_adult,arson_tot_female_juv,burglary_tot_arrests,burglary_tot_adult,burglary_tot_juv,burglary_tot_male,burglary_tot_female,burglary_tot_male_adult,burglary_tot_male_juv,burglary_tot_female_adult,burglary_tot_female_juv,curfew_tot_arrests,curfew_tot_adult,curfew_tot_juv,curfew_tot_male,curfew_tot_female,curfew_tot_male_adult,curfew_tot_male_juv,curfew_tot_female_adult,curfew_tot_female_juv,disorder_cond_tot_arrests,disorder_cond_tot_adult,disorder_cond_tot_juv,disorder_cond_tot_male,disorder_cond_tot_female,disorder_cond_tot_male_adult,disorder_cond_tot_male_juv,disorder_cond_tot_female_adult,disorder_cond_tot_female_juv,total_drug_tot_arrests,total_drug_tot_adult,total_drug_tot_juv,total_drug_tot_male,total_drug_tot_female,total_drug_tot_male_adult,total_drug_tot_male_juv,total_drug_tot_female_adult,total_drug_tot_female_juv,poss_drug_tot_arrests,poss_drug_tot_adult,poss_drug_tot_juv,poss_drug_tot_male,poss_drug_tot_female,poss_drug_tot_male_adult,poss_drug_tot_male_juv,poss_drug_tot_female_adult,poss_drug_tot_female_juv,poss_synth_narc_tot_arrests,poss_synth_narc_tot_adult,poss_synth_narc_tot_juv,poss_synth_narc_tot_male,poss_synth_narc_tot_female,poss_synth_narc_tot_male_adult,poss_synth_narc_tot_male_juv,poss_synth_narc_tot_female_adult,poss_synth_narc_tot_female_juv,poss_cannabis_tot_arrests,poss_cannabis_tot_adult,poss_cannabis_tot_juv,poss_cannabis_tot_male,poss_cannabis_tot_female,poss_cannabis_tot_male_adult,poss_cannabis_tot_male_juv,poss_cannabis_tot_female_adult,poss_cannabis_tot_female_juv,poss_heroin_coke_tot_arrests,poss_heroin_coke_tot_adult,poss_heroin_coke_tot_juv,poss_heroin_coke_tot_male,poss_heroin_coke_tot_female,poss_heroin_coke_tot_male_adult,poss_heroin_coke_tot_male_juv,poss_heroin_coke_tot_female_adul,poss_heroin_coke_tot_female_juv,poss_oth_drug_tot_arrests,poss_oth_drug_tot_adult,poss_oth_drug_tot_juv,poss_oth_drug_tot_male,poss_oth_drug_tot_female,poss_oth_drug_tot_male_adult,poss_oth_drug_tot_male_juv,poss_oth_drug_tot_female_adult,poss_oth_drug_tot_female_juv,sale_drug_tot_arrests,sale_drug_tot_adult,sale_drug_tot_juv,sale_drug_tot_male,sale_drug_tot_female,sale_drug_tot_male_adult,sale_drug_tot_male_juv,sale_drug_tot_female_adult,sale_drug_tot_female_juv,sale_synth_narc_tot_arrests,sale_synth_narc_tot_adult,sale_synth_narc_tot_juv,sale_synth_narc_tot_male,sale_synth_narc_tot_female,sale_synth_narc_tot_male_adult,sale_synth_narc_tot_male_juv,sale_synth_narc_tot_female_adult,sale_synth_narc_tot_female_juv,sale_cannabis_tot_arrests,sale_cannabis_tot_adult,sale_cannabis_tot_juv,sale_cannabis_tot_male,sale_cannabis_tot_female,sale_cannabis_tot_male_adult,sale_cannabis_tot_male_juv,sale_cannabis_tot_female_adult,sale_cannabis_tot_female_juv,sale_heroin_coke_tot_arrests,sale_heroin_coke_tot_adult,sale_heroin_coke_tot_juv,sale_heroin_coke_tot_male,sale_heroin_coke_tot_female,sale_heroin_coke_tot_male_adult,sale_heroin_coke_tot_male_juv,sale_heroin_coke_tot_female_adul,sale_heroin_coke_tot_female_juv,sale_oth_drug_tot_arrests,sale_oth_drug_tot_adult,sale_oth_drug_tot_juv,sale_oth_drug_tot_male,sale_oth_drug_tot_female,sale_oth_drug_tot_male_adult,sale_oth_drug_tot_male_juv,sale_oth_drug_tot_female_adult,sale_oth_drug_tot_female_juv,drunkenness_tot_arrests,drunkenness_tot_adult,drunkenness_tot_juv,drunkenness_tot_male,drunkenness_tot_female,drunkenness_tot_male_adult,drunkenness_tot_male_juv,drunkenness_tot_female_adult,drunkenness_tot_female_juv,dui_tot_arrests,dui_tot_adult,dui_tot_juv,dui_tot_male,dui_tot_female,dui_tot_male_adult,dui_tot_male_juv,dui_tot_female_adult,dui_tot_female_juv,embezzlement_tot_arrests,embezzlement_tot_adult,embezzlement_tot_juv,embezzlement_tot_male,embezzlement_tot_female,embezzlement_tot_male_adult,embezzlement_tot_male_juv,embezzlement_tot_female_adult,embezzlement_tot_female_juv,family_offenses_tot_arrests,family_offenses_tot_adult,family_offenses_tot_juv,family_offenses_tot_male,family_offenses_tot_female,family_offenses_tot_male_adult,family_offenses_tot_male_juv,family_offenses_tot_female_adult,family_offenses_tot_female_juv,forgery_tot_arrests,forgery_tot_adult,forgery_tot_juv,forgery_tot_male,forgery_tot_female,forgery_tot_male_adult,forgery_tot_male_juv,forgery_tot_female_adult,forgery_tot_female_juv,fraud_tot_arrests,fraud_tot_adult,fraud_tot_juv,fraud_tot_male,fraud_tot_female,fraud_tot_male_adult,fraud_tot_male_juv,fraud_tot_female_adult,fraud_tot_female_juv,total_gambling_tot_arrests,total_gambling_tot_adult,total_gambling_tot_juv,total_gambling_tot_male,total_gambling_tot_female,total_gambling_tot_male_adult,total_gambling_tot_male_juv,total_gambling_tot_female_adult,total_gambling_tot_female_juv,bookmaking_tot_arrests,bookmaking_tot_adult,bookmaking_tot_juv,bookmaking_tot_male,bookmaking_tot_female,bookmaking_tot_male_adult,bookmaking_tot_male_juv,bookmaking_tot_female_adult,bookmaking_tot_female_juv,number_lottery_tot_arrests,number_lottery_tot_adult,number_lottery_tot_juv,number_lottery_tot_male,number_lottery_tot_female,number_lottery_tot_male_adult,number_lottery_tot_male_juv,number_lottery_tot_female_adult,number_lottery_tot_female_juv,oth_gambling_tot_arrests,oth_gambling_tot_adult,oth_gambling_tot_juv,oth_gambling_tot_male,oth_gambling_tot_female,oth_gambling_tot_male_adult,oth_gambling_tot_male_juv,oth_gambling_tot_female_adult,oth_gambling_tot_female_juv,liquor_tot_arrests,liquor_tot_adult,liquor_tot_juv,liquor_tot_male,liquor_tot_female,liquor_tot_male_adult,liquor_tot_male_juv,liquor_tot_female_adult,liquor_tot_female_juv,manslaught_neg_tot_arrests,manslaught_neg_tot_adult,manslaught_neg_tot_juv,manslaught_neg_tot_male,manslaught_neg_tot_female,manslaught_neg_tot_male_adult,manslaught_neg_tot_male_juv,manslaught_neg_tot_female_adult,manslaught_neg_tot_female_juv,mtr_veh_theft_tot_arrests,mtr_veh_theft_tot_adult,mtr_veh_theft_tot_juv,mtr_veh_theft_tot_male,mtr_veh_theft_tot_female,mtr_veh_theft_tot_male_adult,mtr_veh_theft_tot_male_juv,mtr_veh_theft_tot_female_adult,mtr_veh_theft_tot_female_juv,murder_tot_arrests,murder_tot_adult,murder_tot_juv,murder_tot_male,murder_tot_female,murder_tot_male_adult,murder_tot_male_juv,murder_tot_female_adult,murder_tot_female_juv,oth_non_traffic_tot_arrests,oth_non_traffic_tot_adult,oth_non_traffic_tot_juv,oth_non_traffic_tot_male,oth_non_traffic_tot_female,oth_non_traffic_tot_male_adult,oth_non_traffic_tot_male_juv,oth_non_traffic_tot_female_adult,oth_non_traffic_tot_female_juv,prostitution_tot_arrests,prostitution_tot_adult,prostitution_tot_juv,prostitution_tot_male,prostitution_tot_female,prostitution_tot_male_adult,prostitution_tot_male_juv,prostitution_tot_female_adult,prostitution_tot_female_juv,rape_tot_arrests,rape_tot_adult,rape_tot_juv,rape_tot_male,rape_tot_female,rape_tot_male_adult,rape_tot_male_juv,rape_tot_female_adult,rape_tot_female_juv,robbery_tot_arrests,robbery_tot_adult,robbery_tot_juv,robbery_tot_male,robbery_tot_female,robbery_tot_male_adult,robbery_tot_male_juv,robbery_tot_female_adult,robbery_tot_female_juv,runaway_tot_arrests,runaway_tot_adult,runaway_tot_juv,runaway_tot_male,runaway_tot_female,runaway_tot_male_adult,runaway_tot_male_juv,runaway_tot_female_adult,runaway_tot_female_juv,oth_sex_off_tot_arrests,oth_sex_off_tot_adult,oth_sex_off_tot_juv,oth_sex_off_tot_male,oth_sex_off_tot_female,oth_sex_off_tot_male_adult,oth_sex_off_tot_male_juv,oth_sex_off_tot_female_adult,oth_sex_off_tot_female_juv,stolen_property_tot_arrests,stolen_property_tot_adult,stolen_property_tot_juv,stolen_property_tot_male,stolen_property_tot_female,stolen_property_tot_male_adult,stolen_property_tot_male_juv,stolen_property_tot_female_adult,stolen_property_tot_female_juv,suspicion_tot_arrests,suspicion_tot_adult,suspicion_tot_juv,suspicion_tot_male,suspicion_tot_female,suspicion_tot_male_adult,suspicion_tot_male_juv,suspicion_tot_female_adult,suspicion_tot_female_juv,theft_tot_arrests,theft_tot_adult,theft_tot_juv,theft_tot_male,theft_tot_female,theft_tot_male_adult,theft_tot_male_juv,theft_tot_female_adult,theft_tot_female_juv,vagrancy_tot_arrests,vagrancy_tot_adult,vagrancy_tot_juv,vagrancy_tot_male,vagrancy_tot_female,vagrancy_tot_male_adult,vagrancy_tot_male_juv,vagrancy_tot_female_adult,vagrancy_tot_female_juv,vandalism_tot_arrests,vandalism_tot_adult,vandalism_tot_juv,vandalism_tot_male,vandalism_tot_female,vandalism_tot_male_adult,vandalism_tot_male_juv,vandalism_tot_female_adult,vandalism_tot_female_juv,weapons_tot_arrests,weapons_tot_adult,weapons_tot_juv,weapons_tot_male,weapons_tot_female,weapons_tot_male_adult,weapons_tot_male_juv,weapons_tot_female_adult,weapons_tot_female_juv
Sandy Springs Police Department,2016,Georgia,107685,GA06056,23,21,2,20,3,18,2,3,2,200,189,11,113,87,106,7,83,7,0,0,0,0,0,0,0,0,0,6,6,0,5,1,5,0,1,0,3,0,3,2,1,0,2,0,2,536,512,24,395,141,374,21,138,21,80,72,8,63,17,56,7,16,7,58,50,8,45,13,38,7,12,7,1,1,0,1,0,1,0,0,0,36,28,8,31,5,24,7,4,7,19,19,0,12,7,12,0,7,0,2,2,0,1,1,1,0,1,0,22,22,0,18,4,18,0,4,0,0,0,0,0,0,0,0,0,0,4,4,0,3,1,3,0,1,0,15,15,0,14,1,14,0,1,0,3,3,0,1,2,1,0,2,0,9,9,0,7,2,7,0,2,0,229,229,0,154,75,154,0,75,0,0,0,0,0,0,0,0,0,0,6,1,5,6,0,1,5,0,5,18,17,1,13,5,12,1,5,1,10,9,1,7,3,6,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,26,2,25,3,23,2,3,2,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,3,3,0,3,0,3,0,0,0,1189,1165,24,846,343,825,21,340,21,4,4,0,0,4,0,0,4,0,5,2,3,5,0,2,3,0,3,4,2,2,4,0,2,2,0,2,0,0,0,0,0,0,0,0,0,14,9,5,14,0,9,5,0,5,21,17,4,16,5,12,4,5,4,0,0,0,0,0,0,0,0,0,186,163,23,118,68,99,19,64,19,6,6,0,6,0,6,0,0,0,4,4,0,4,0,4,0,0,0,18,18,0,16,2,16,0,2,0
Sandy Springs Police Department,2015,Georgia,103898,GA06056,22,19,3,18,4,15,3,4,3,195,185,10,126,69,120,6,65,6,0,0,0,0,0,0,0,0,0,8,6,2,7,1,5,2,1,2,0,0,0,0,0,0,0,0,0,558,532,26,407,151,387,20,145,20,73,69,4,61,12,57,4,12,4,38,35,3,31,7,28,3,7,3,0,0,0,0,0,0,0,0,0,26,23,3,21,5,18,3,5,3,10,10,0,8,2,8,0,2,0,2,2,0,2,0,2,0,0,0,35,34,1,30,5,29,1,5,1,0,0,0,0,0,0,0,0,0,6,6,0,5,1,5,0,1,0,28,27,1,24,4,23,1,4,1,1,1,0,1,0,1,0,0,0,4,4,0,3,1,3,0,1,0,336,333,3,239,97,236,3,97,3,0,0,0,0,0,0,0,0,0,2,2,0,2,0,2,0,0,0,21,21,0,15,6,15,0,6,0,7,7,0,6,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,10,11,16,5,7,9,3,9,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,1162,1132,30,799,363,777,22,355,22,11,11,0,4,7,4,0,7,0,2,2,0,2,0,2,0,0,0,7,5,2,7,0,5,2,0,2,0,0,0,0,0,0,0,0,0,19,16,3,15,4,14,1,2,1,18,17,1,17,1,16,1,1,1,0,0,0,0,0,0,0,0,0,143,128,15,94,49,82,12,46,12,101,101,0,73,28,73,0,28,0,8,8,0,6,2,6,0,2,0,17,16,1,13,4,12,1,4,1
Sandy Springs Police Department,2014,Georgia,101184,GA06056,12,12,0,9,3,9,0,3,0,137,125,12,86,51,81,5,44,5,1,1,0,1,0,1,0,0,0,13,6,7,12,1,5,7,1,7,0,0,0,0,0,0,0,0,0,439,400,39,331,108,298,33,102,33,98,92,6,77,21,72,5,20,5,67,62,5,50,17,46,4,16,4,0,0,0,0,0,0,0,0,0,49,45,4,36,13,32,4,13,4,13,12,1,9,4,9,0,3,0,5,5,0,5,0,5,0,0,0,31,30,1,27,4,26,1,4,1,0,0,0,0,0,0,0,0,0,10,9,1,8,2,7,1,2,1,20,20,0,18,2,18,0,2,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,280,278,2,191,89,189,2,89,2,0,0,0,0,0,0,0,0,0,2,1,1,0,2,0,0,1,0,21,21,0,16,5,16,0,5,0,3,3,0,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,21,26,34,13,19,15,2,15,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1119,1060,59,785,334,735,50,325,50,8,8,0,2,6,2,0,6,0,2,2,0,2,0,2,0,0,0,20,16,4,18,2,15,3,1,3,0,0,0,0,0,0,0,0,0,11,10,1,10,1,9,1,1,1,24,19,5,23,1,18,5,1,5,0,0,0,0,0,0,0,0,0,162,148,14,95,67,87,8,61,8,6,6,0,5,1,5,0,1,0,9,3,6,7,2,1,6,2,6,10,10,0,10,0,10,0,0,0
Sandy Springs Police Department,2013,Georgia,101180,GA06056,19,17,2,10,9,8,2,9,2,199,188,11,139,60,130,9,58,9,0,0,0,0,0,0,0,0,0,22,17,5,19,3,15,4,2,4,0,0,0,0,0,0,0,0,0,551,523,28,401,150,380,21,143,21,140,129,11,117,23,106,11,23,11,91,83,8,77,14,69,8,14,8,2,2,0,1,1,1,0,1,0,64,58,6,56,8,50,6,8,6,17,15,2,15,2,13,2,2,2,8,8,0,5,3,5,0,3,0,26,26,0,22,4,22,0,4,0,0,0,0,0,0,0,0,0,0,11,11,0,9,2,9,0,2,0,13,13,0,11,2,11,0,2,0,2,2,0,2,0,2,0,0,0,2,2,0,2,0,2,0,0,0,313,309,4,221,92,218,3,91,3,0,0,0,0,0,0,0,0,0,3,3,0,1,2,1,0,2,0,28,26,2,14,14,14,0,12,0,12,12,0,10,2,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,2,4,6,3,1,5,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,2,2,0,2,0,2,0,0,0,1222,1176,46,823,399,788,35,388,35,28,28,0,16,12,16,0,12,0,6,6,0,6,0,6,0,0,0,11,10,1,11,0,10,1,0,1,0,0,0,0,0,0,0,0,0,15,15,0,15,0,15,0,0,0,16,14,2,13,3,11,2,3,2,0,0,0,0,0,0,0,0,0,244,223,21,142,102,130,12,93,12,9,9,0,7,2,7,0,2,0,5,5,0,5,0,5,0,0,0,24,23,1,22,2,21,1,2,1
Sandy Springs Police Department,2012,Georgia,97890,GA06056,23,19,4,16,7,14,2,5,2,209,194,15,140,69,128,12,66,12,4,2,2,4,0,2,2,0,2,32,27,5,30,2,26,4,1,4,0,0,0,0,0,0,0,0,0,639,609,30,473,166,448,25,161,25,140,134,6,121,19,115,6,19,6,73,68,5,63,10,58,5,10,5,0,0,0,0,0,0,0,0,0,44,39,5,39,5,34,5,5,5,24,24,0,20,4,20,0,4,0,5,5,0,4,1,4,0,1,0,67,66,1,58,9,57,1,9,1,0,0,0,0,0,0,0,0,0,44,44,0,36,8,36,0,8,0,20,19,1,19,1,18,1,1,1,3,3,0,3,0,3,0,0,0,3,3,0,3,0,3,0,0,0,353,350,3,246,107,244,2,106,2,0,0,0,0,0,0,0,0,0,9,8,1,8,1,7,1,1,1,46,39,7,39,7,33,6,6,6,22,22,0,19,3,19,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,26,8,26,8,22,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,6,0,6,0,0,0,1391,1360,31,971,420,942,29,418,29,50,49,1,27,23,27,0,22,0,0,0,0,0,0,0,0,0,0,20,15,5,20,0,15,5,0,5,2,0,2,0,2,0,0,0,0,12,12,0,10,2,10,0,2,0,26,23,3,24,2,21,3,2,3,0,0,0,0,0,0,0,0,0,133,117,16,84,49,70,14,47,14,10,10,0,9,1,9,0,1,0,7,7,0,6,1,6,0,1,0,34,32,2,31,3,29,2,3,2
Sandy Springs Police Department,2011,Georgia,95089,GA06056,25,24,1,15,10,15,0,9,0,174,167,7,114,60,109,5,58,5,1,1,0,0,1,0,0,1,0,31,24,7,31,0,24,7,0,7,0,0,0,0,0,0,0,0,0,614,604,10,450,164,442,8,162,8,95,83,12,82,13,72,10,11,10,30,30,0,24,6,24,0,6,0,1,1,0,1,0,1,0,0,0,9,9,0,7,2,7,0,2,0,14,14,0,11,3,11,0,3,0,6,6,0,5,1,5,0,1,0,25,19,6,22,3,18,4,1,4,0,0,0,0,0,0,0,0,0,12,6,6,10,2,6,4,0,4,6,6,0,6,0,6,0,0,0,7,7,0,6,1,6,0,1,0,4,4,0,3,1,3,0,1,0,457,454,3,334,123,333,1,121,1,0,0,0,0,0,0,0,0,0,6,4,2,3,3,2,1,2,1,31,30,1,21,10,20,1,10,1,17,17,0,13,4,13,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,33,3,29,7,27,2,6,2,0,0,0,0,0,0,0,0,0,8,8,0,4,4,4,0,4,0,0,0,0,0,0,0,0,0,0,1201,1182,19,847,354,831,16,351,16,59,59,0,14,45,14,0,45,0,2,2,0,2,0,2,0,0,0,14,14,0,11,3,11,0,3,0,0,0,0,0,0,0,0,0,0,14,12,2,12,2,10,2,2,2,27,23,4,22,5,18,4,5,4,0,0,0,0,0,0,0,0,0,166,164,2,122,44,121,1,43,1,9,9,0,8,1,8,0,1,0,3,3,0,2,1,2,0,1,0,16,16,0,14,2,14,0,2,0
Sandy Springs Police Department,2010,Georgia,93853,GA06056,41,25,16,35,6,19,16,6,16,188,169,19,128,60,119,9,50,9,0,0,0,0,0,0,0,0,0,43,26,17,40,3,26,14,0,14,0,0,0,0,0,0,0,0,0,611,577,34,458,153,432,26,145,26,126,114,12,97,29,90,7,24,7,56,50,6,43,13,39,4,11,4,1,1,0,1,0,1,0,0,0,28,25,3,21,7,20,1,5,1,23,21,2,18,5,16,2,5,2,4,3,1,3,1,2,1,1,1,70,64,6,54,16,51,3,13,3,0,0,0,0,0,0,0,0,0,44,39,5,36,8,33,3,6,3,21,20,1,15,6,15,0,5,0,5,5,0,3,2,3,0,2,0,1,1,0,1,0,1,0,0,0,356,353,3,272,84,270,2,83,2,0,0,0,0,0,0,0,0,0,11,5,6,8,3,2,6,3,6,54,54,0,38,16,38,0,16,0,14,13,1,7,7,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,23,14,32,5,22,10,1,10,3,3,0,3,0,3,0,0,0,9,8,1,8,1,8,0,0,0,1,0,1,0,1,0,0,0,0,1246,1223,23,892,354,873,19,350,19,66,65,1,15,51,15,0,50,0,2,2,0,2,0,2,0,0,0,39,38,1,37,2,36,1,2,1,0,0,0,0,0,0,0,0,0,12,11,1,10,2,10,0,1,0,30,27,3,26,4,23,3,4,3,0,0,0,0,0,0,0,0,0,228,210,18,169,59,158,11,52,11,16,16,0,16,0,16,0,0,0,12,12,0,7,5,7,0,5,0,32,30,2,29,3,27,2,3,2
Sandy Springs Police Department,2009,Georgia,82435,GA06056,18,18,0,14,4,14,0,4,0,202,185,17,152,50,144,8,41,8,1,1,0,1,0,1,0,0,0,28,24,4,27,1,23,4,1,4,0,0,0,0,0,0,0,0,0,541,526,15,433,108,420,13,106,13,123,116,7,108,15,102,6,14,6,83,77,6,73,10,68,5,9,5,0,0,0,0,0,0,0,0,0,44,39,5,41,3,37,4,2,4,38,37,1,31,7,30,1,7,1,1,1,0,1,0,1,0,0,0,40,39,1,35,5,34,1,5,1,0,0,0,0,0,0,0,0,0,26,25,1,22,4,21,1,4,1,7,7,0,6,1,6,0,1,0,7,7,0,7,0,7,0,0,0,2,2,0,2,0,2,0,0,0,412,409,3,295,117,292,3,117,3,0,0,0,0,0,0,0,0,0,10,10,0,5,5,5,0,5,0,45,44,1,29,16,28,1,16,1,17,16,1,10,7,10,0,6,0,4,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,0,4,0,0,0,54,37,17,39,15,24,15,13,15,2,2,0,2,0,2,0,0,0,14,6,8,9,5,4,5,2,5,2,2,0,2,0,2,0,0,0,1379,1334,45,1049,330,1006,43,328,43,104,102,2,37,67,37,0,65,0,1,1,0,1,0,1,0,0,0,28,22,6,27,1,21,6,1,6,2,0,2,1,1,0,1,0,1,13,12,1,11,2,11,0,1,0,34,32,2,28,6,26,2,6,2,0,0,0,0,0,0,0,0,0,180,163,17,123,57,109,14,54,14,2,2,0,1,1,1,0,1,0,4,3,1,3,1,3,0,0,0,11,10,1,11,0,10,1,0,1
Sandy Springs Police Department,2008,Georgia,82953,GA06056,12,11,1,11,1,10,1,1,1,51,48,3,41,10,39,2,9,2,0,0,0,0,0,0,0,0,0,21,14,7,20,1,13,7,1,7,0,0,0,0,0,0,0,0,0,370,367,3,310,60,308,2,59,2,151,146,5,143,8,138,5,8,5,125,123,2,119,6,117,2,6,2,8,8,0,6,2,6,0,2,0,97,95,2,93,4,91,2,4,2,20,20,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,16,13,3,15,1,12,3,1,3,0,0,0,0,0,0,0,0,0,14,11,3,13,1,10,3,1,3,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416,414,2,336,80,334,2,80,2,0,0,0,0,0,0,0,0,0,2,2,0,1,1,1,0,1,0,17,16,1,13,4,12,1,4,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,272,22,249,45,231,18,41,18,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,6,6,0,4,2,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,181,17,147,51,135,12,46,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,33,0,32,1,32,0,1,0
Sandy Springs Police Department,2007,Georgia,85830,GA06056,21,20,1,15,6,15,0,5,0,111,109,2,88,23,88,0,21,0,0,0,0,0,0,0,0,0,0,21,21,0,19,2,19,0,2,0,0,0,0,0,0,0,0,0,0,289,276,13,244,45,232,12,44,12,212,200,12,170,42,159,11,41,11,191,185,6,153,38,147,6,38,6,13,13,0,12,1,12,0,1,0,135,129,6,108,27,102,6,27,6,37,37,0,29,8,29,0,8,0,6,6,0,4,2,4,0,2,0,21,15,6,17,4,12,5,3,5,2,2,0,1,1,1,0,1,0,6,0,6,5,1,0,5,0,5,13,13,0,11,2,11,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,397,397,0,303,94,303,0,94,0,0,0,0,0,0,0,0,0,0,13,13,0,11,2,11,0,2,0,31,31,0,24,7,24,0,7,0,13,13,0,10,3,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,9,8,1,8,1,7,1,1,1,124,112,12,106,18,97,9,15,9,2,2,0,0,2,0,0,2,0,1,1,0,1,0,1,0,0,0,17,15,2,15,2,13,2,2,2,5,0,5,2,3,0,2,0,2,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,178,10,151,37,142,9,36,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,38,3,41,0,38,3,0,3
