agency,year,state,state_abb,population,ORI,ORI9,FIPS_state_code,FIPS_county_code,FIPS_state_county_code,agency_type,group,geographic_division,suburban_agency,theft_tot_arrests,theft_tot_adult,theft_tot_juv,theft_tot_male,theft_tot_female,theft_tot_male_adult,theft_tot_male_juv,theft_tot_female_adult,theft_tot_female_juv,theft_male_under_10,theft_male_10_12,theft_male_13_14,theft_male_15,theft_male_16,theft_male_17,theft_male_18,theft_male_19,theft_male_20,theft_male_21,theft_male_22,theft_male_23,theft_male_24,theft_male_25_29,theft_male_30_34,theft_male_35_39,theft_male_40_44,theft_male_45_49,theft_male_50_54,theft_male_55_59,theft_male_60_64,theft_male_over_64,theft_female_under_10,theft_female_10_12,theft_female_13_14,theft_female_15,theft_female_16,theft_female_17,theft_female_18,theft_female_19,theft_female_20,theft_female_21,theft_female_22,theft_female_23,theft_female_24,theft_female_25_29,theft_female_30_34,theft_female_35_39,theft_female_40_44,theft_female_45_49,theft_female_50_54,theft_female_55_59,theft_female_60_64,theft_female_over_64,theft_adult_white,theft_adult_black,theft_adult_asian,theft_adult_indian,theft_juv_white,theft_juv_black,theft_juv_asian,theft_juv_indian,mtr_veh_theft_tot_arrests,mtr_veh_theft_tot_adult,mtr_veh_theft_tot_juv,mtr_veh_theft_tot_male,mtr_veh_theft_tot_female,mtr_veh_theft_tot_male_adult,mtr_veh_theft_tot_male_juv,mtr_veh_theft_tot_female_adult,mtr_veh_theft_tot_female_juv,mtr_veh_theft_male_under_10,mtr_veh_theft_male_10_12,mtr_veh_theft_male_13_14,mtr_veh_theft_male_15,mtr_veh_theft_male_16,mtr_veh_theft_male_17,mtr_veh_theft_male_18,mtr_veh_theft_male_19,mtr_veh_theft_male_20,mtr_veh_theft_male_21,mtr_veh_theft_male_22,mtr_veh_theft_male_23,mtr_veh_theft_male_24,mtr_veh_theft_male_25_29,mtr_veh_theft_male_30_34,mtr_veh_theft_male_35_39,mtr_veh_theft_male_40_44,mtr_veh_theft_male_45_49,mtr_veh_theft_male_50_54,mtr_veh_theft_male_55_59,mtr_veh_theft_male_60_64,mtr_veh_theft_male_over_64,mtr_veh_theft_female_under_10,mtr_veh_theft_female_10_12,mtr_veh_theft_female_13_14,mtr_veh_theft_female_15,mtr_veh_theft_female_16,mtr_veh_theft_female_17,mtr_veh_theft_female_18,mtr_veh_theft_female_19,mtr_veh_theft_female_20,mtr_veh_theft_female_21,mtr_veh_theft_female_22,mtr_veh_theft_female_23,mtr_veh_theft_female_24,mtr_veh_theft_female_25_29,mtr_veh_theft_female_30_34,mtr_veh_theft_female_35_39,mtr_veh_theft_female_40_44,mtr_veh_theft_female_45_49,mtr_veh_theft_female_50_54,mtr_veh_theft_female_55_59,mtr_veh_theft_female_60_64,mtr_veh_theft_female_over_64,mtr_veh_theft_adult_white,mtr_veh_theft_adult_black,mtr_veh_theft_adult_asian,mtr_veh_theft_adult_indian,mtr_veh_theft_juv_white,mtr_veh_theft_juv_black,mtr_veh_theft_juv_asian,mtr_veh_theft_juv_indian
Tombstone,1980,Arizona,AZ,1648,AZ00211,AZ0021100,04,003,04003,local police department,"cities under 2,500",mountain,non-suburban,9,0,9,6,3,0,6,0,6,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Willcox,1980,Arizona,AZ,3101,AZ00213,AZ0021300,04,003,04003,local police department,"cities 2,500-9,999",mountain,non-suburban,29,20,9,24,5,16,7,4,7,1,1,2,1,3,0,4,1,1,0,0,2,1,2,2,2,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,19,1,0,0,9,0,0,0,3,2,1,2,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0
Coconino,1980,Arizona,AZ,32114,AZ00300,AZ0030000,04,005,04005,sheriffs office,"non-msa cnty 25,000-99,999",mountain,non-suburban,58,48,10,50,8,42,8,6,8,0,0,0,2,4,2,4,3,9,3,5,2,5,6,3,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,2,2,1,0,0,0,0,0,0,41,3,0,4,9,0,0,1,11,7,4,8,3,4,4,3,4,0,0,0,2,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,1
Flagstaff,1980,Arizona,AZ,34821,AZ00301,AZ0030100,04,005,04005,local police department,"cities 25,000-49,999",mountain,non-suburban,744,475,269,566,178,371,188,104,188,7,30,46,40,39,33,41,29,26,30,25,23,12,71,39,31,13,8,10,5,0,8,5,10,15,16,14,14,5,10,9,3,4,7,9,14,9,17,7,2,4,2,2,0,242,20,5,208,160,12,0,97,21,11,10,15,6,9,6,2,6,0,0,0,0,6,0,2,1,1,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,2,9,0,0,1
Fredonia,1980,Arizona,AZ,1038,AZ00303,AZ0030300,04,005,04005,local police department,"cities under 2,500",mountain,non-suburban,2,2,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Williams,1980,Arizona,AZ,2269,AZ00307,AZ0030700,04,005,04005,local police department,"cities under 2,500",mountain,non-suburban,26,16,10,18,8,12,5,4,5,1,3,0,0,0,2,1,1,0,1,1,1,1,3,0,0,2,0,0,0,0,1,0,0,2,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,15,1,0,0,6,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Page,1980,Arizona,AZ,4880,AZ00308,AZ0030800,04,005,04005,local police department,"cities 2,500-9,999",mountain,non-suburban,100,82,18,94,6,79,14,3,14,1,3,5,2,0,4,4,4,1,4,4,5,3,22,12,5,3,6,2,0,1,3,0,0,1,2,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,5,0,0,77,4,0,0,14,7,4,3,7,0,4,3,0,3,0,0,2,0,0,1,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,1
Northern Arizona Univ,1980,Arizona,AZ,0,AZ00397,AZ0039700,04,005,04005,special jurisdiction,"cities under 2,500",mountain,non-suburban,33,24,9,29,4,20,9,4,9,0,0,4,1,1,3,3,1,6,2,1,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,21,0,0,3,4,1,0,4,4,3,1,4,0,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0
Gila,1980,Arizona,AZ,20418,AZ00400,AZ0040000,04,007,04007,sheriffs office,"non-msa cnty 10,000-24,999",mountain,non-suburban,43,32,11,33,10,25,8,7,8,0,0,3,2,2,1,2,2,3,2,4,2,1,4,1,2,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,2,0,3,1,0,0,0,0,0,0,0,32,0,0,0,11,0,0,0,4,0,4,4,0,0,4,0,4,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
Globe,1980,Arizona,AZ,6642,AZ00401,AZ0040100,04,007,04007,local police department,"cities 2,500-9,999",mountain,non-suburban,82,52,30,57,25,35,22,17,22,0,3,4,4,1,10,2,7,2,2,1,0,1,5,4,2,3,1,2,2,0,1,0,1,4,0,1,2,0,0,1,1,0,0,1,5,2,2,1,0,1,2,1,0,29,0,0,23,21,0,0,9,3,1,2,3,0,1,2,0,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0
Hayden,1980,Arizona,AZ,1215,AZ00403,AZ0040300,04,007,04007,local police department,"cities under 2,500",mountain,non-suburban,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miami,1980,Arizona,AZ,2705,AZ00405,AZ0040500,04,007,04007,local police department,"cities 2,500-9,999",mountain,non-suburban,16,12,4,16,0,12,3,0,3,1,1,1,0,1,0,2,2,3,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,4,0,0,0,5,2,3,5,0,2,3,0,3,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0
Payson,1980,Arizona,AZ,5058,AZ00406,AZ0040600,04,007,04007,local police department,"cities 2,500-9,999",mountain,non-suburban,28,6,22,21,7,6,14,0,14,1,5,3,1,2,3,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,22,0,0,0,5,4,1,5,0,4,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0
Winkelman,1980,Arizona,AZ,1060,AZ00407,AZ0040700,04,007,04007,local police department,"cities under 2,500",mountain,non-suburban,2,1,1,2,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Graham,1980,Arizona,AZ,10887,AZ00500,AZ0050000,04,009,04009,sheriffs office,"non-msa cnty 10,000-24,999",mountain,non-suburban,8,4,4,7,1,3,4,1,4,0,0,0,0,3,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pima,1980,Arizona,AZ,1583,AZ00501,AZ0050100,04,009,04009,local police department,"cities under 2,500",mountain,non-suburban,3,1,2,3,0,1,2,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Safford,1980,Arizona,AZ,7022,AZ00503,AZ0050300,04,009,04009,local police department,"cities 2,500-9,999",mountain,non-suburban,138,82,56,81,57,44,36,38,36,1,5,7,9,9,6,2,2,4,3,0,3,0,6,4,5,3,3,2,0,3,4,0,3,5,1,7,3,4,0,2,0,2,1,0,6,10,4,1,1,1,2,2,2,71,0,0,11,52,1,0,3,7,1,6,6,1,1,5,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0
Thatcher,1980,Arizona,AZ,3363,AZ00505,AZ0050500,04,009,04009,local police department,"cities 2,500-9,999",mountain,non-suburban,23,11,12,17,6,8,9,3,9,0,1,2,3,3,0,1,2,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,9,0,0,2,12,0,0,0,5,0,5,4,1,0,4,0,4,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
Eastern Arizona College,1980,Arizona,AZ,0,AZ00597,AZ0059700,04,009,04009,special jurisdiction,"cities under 2,500",mountain,non-suburban,15,3,12,15,0,3,12,0,12,0,4,5,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greenlee,1980,Arizona,AZ,6568,AZ00600,AZ0060000,04,011,04011,sheriffs office,"non-msa cnty under 10,000",mountain,non-suburban,3,2,1,3,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Clifton,1980,Arizona,AZ,4256,AZ00601,AZ0060100,04,011,04011,local police department,"cities 2,500-9,999",mountain,non-suburban,3,3,0,1,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Duncan,1980,Arizona,AZ,604,AZ00603,AZ0060300,04,011,04011,local police department,"cities under 2,500",mountain,non-suburban,2,1,1,2,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Maricopa,1980,Arizona,AZ,210949,AZ00700,AZ0070000,04,013,04013,sheriffs office,"msa cnty 100,000 or over",mountain,suburban,405,272,133,335,70,218,113,54,113,4,8,21,24,33,27,28,20,17,14,12,25,5,23,32,12,5,8,5,5,3,4,0,0,5,5,1,5,4,4,2,1,3,2,2,9,4,4,2,2,2,2,2,9,246,17,0,9,131,1,1,0,69,29,40,67,2,28,39,1,39,0,3,4,11,16,5,5,6,4,2,2,1,3,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,24,5,0,0,38,0,0,2
Avondale,1980,Arizona,AZ,8136,AZ00701,AZ0070100,04,013,04013,local police department,"cities 2,500-9,999",mountain,suburban,25,14,11,24,1,14,7,0,7,3,1,1,0,3,2,1,0,1,0,2,0,4,1,2,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,10,1,0,0,3,0,3,3,0,0,3,0,3,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Buckeye,1980,Arizona,AZ,3438,AZ00703,AZ0070300,04,013,04013,local police department,"cities 2,500-9,999",mountain,suburban,23,17,6,17,6,12,5,5,5,0,1,1,2,0,1,2,3,0,0,3,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,16,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
