agency,year,state,state_abb,population,ORI,ORI9,FIPS_state_code,FIPS_county_code,FIPS_state_county_code,agency_type,group,geographic_division,suburban_agency,agg_assault_tot_arrests,agg_assault_tot_adult,agg_assault_tot_juv,agg_assault_tot_male,agg_assault_tot_female,agg_assault_tot_male_adult,agg_assault_tot_male_juv,agg_assault_tot_female_adult,agg_assault_tot_female_juv,agg_assault_male_under_10,agg_assault_male_10_12,agg_assault_male_13_14,agg_assault_male_15,agg_assault_male_16,agg_assault_male_17,agg_assault_male_18,agg_assault_male_19,agg_assault_male_20,agg_assault_male_21,agg_assault_male_22,agg_assault_male_23,agg_assault_male_24,agg_assault_male_25_29,agg_assault_male_30_34,agg_assault_male_35_39,agg_assault_male_40_44,agg_assault_male_45_49,agg_assault_male_50_54,agg_assault_male_55_59,agg_assault_male_60_64,agg_assault_male_over_64,agg_assault_female_under_10,agg_assault_female_10_12,agg_assault_female_13_14,agg_assault_female_15,agg_assault_female_16,agg_assault_female_17,agg_assault_female_18,agg_assault_female_19,agg_assault_female_20,agg_assault_female_21,agg_assault_female_22,agg_assault_female_23,agg_assault_female_24,agg_assault_female_25_29,agg_assault_female_30_34,agg_assault_female_35_39,agg_assault_female_40_44,agg_assault_female_45_49,agg_assault_female_50_54,agg_assault_female_55_59,agg_assault_female_60_64,agg_assault_female_over_64,agg_assault_adult_white,agg_assault_adult_black,agg_assault_adult_asian,agg_assault_adult_indian,agg_assault_juv_white,agg_assault_juv_black,agg_assault_juv_asian,agg_assault_juv_indian
Canby,1980,Oregon,OR,7642,OR00301,OR0030100,41,005,41005,local police department,"cities 2,500-9,999",pacific,suburban,8,8,0,8,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
Gladstone,1980,Oregon,OR,9391,OR00303,OR0030300,41,005,41005,local police department,"cities 2,500-9,999",pacific,suburban,14,8,6,11,3,8,3,0,3,0,2,1,0,0,0,1,0,2,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,6,0,0,0
Lake Oswego,1980,Oregon,OR,21119,OR00304,OR0030400,41,005,41005,local police department,"cities 10,000-24,999",pacific,suburban,23,14,9,21,2,14,7,0,7,0,0,2,2,2,1,1,2,0,1,1,0,0,0,2,3,3,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,8,1,0,0
Milwaukie,1980,Oregon,OR,17834,OR00305,OR0030500,41,005,41005,local police department,"cities 10,000-24,999",pacific,suburban,38,29,9,35,3,27,8,2,8,0,0,2,0,3,3,6,3,2,2,2,4,1,4,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,29,0,0,0,9,0,0,0
Molalla,1980,Oregon,OR,2988,OR00306,OR0030600,41,005,41005,local police department,"cities 2,500-9,999",pacific,suburban,9,6,3,9,0,6,3,0,3,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0
Oregon City,1980,Oregon,OR,14641,OR00307,OR0030700,41,005,41005,local police department,"cities 10,000-24,999",pacific,suburban,66,58,8,60,6,56,4,2,4,0,0,0,0,2,2,2,0,6,2,2,1,2,13,10,7,2,3,1,3,1,1,0,1,0,0,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,55,0,0,3,7,0,0,1
Sandy,1980,Oregon,OR,2892,OR00308,OR0030800,41,005,41005,local police department,"cities 2,500-9,999",pacific,suburban,6,4,2,6,0,4,2,0,2,0,0,1,0,0,1,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0
West Linn,1980,Oregon,OR,10621,OR00309,OR0030900,41,005,41005,local police department,"cities 10,000-24,999",pacific,suburban,11,9,2,9,2,8,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,2,0,0,0
Clackamas State Police,1980,Oregon,OR,0,OR003SP,OR003SP00,41,005,41005,state law enforcement agency,"msa cnty under 10,000",pacific,suburban,17,17,0,14,3,14,0,3,0,0,0,0,0,0,0,1,0,0,1,0,1,3,2,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,15,2,0,0,0,0,0,0
Clatsop,1980,Oregon,OR,12125,OR00400,OR0040000,41,007,41007,sheriffs office,"non-msa cnty 10,000-24,999",pacific,non-suburban,3,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Astoria,1980,Oregon,OR,9996,OR00401,OR0040100,41,007,41007,local police department,"cities 2,500-9,999",pacific,non-suburban,18,17,1,14,4,13,1,4,1,0,0,0,0,0,1,1,1,0,2,2,0,0,4,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,16,1,0,0,1,0,0,0
Gearhart,1980,Oregon,OR,964,OR00402,OR0040200,41,007,41007,local police department,"cities under 2,500",pacific,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seaside,1980,Oregon,OR,5185,OR00403,OR0040300,41,007,41007,local police department,"cities 2,500-9,999",pacific,non-suburban,37,36,1,35,2,34,1,2,1,0,0,0,0,0,1,1,0,0,1,1,4,4,10,9,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,36,0,0,0,1,0,0,0
Warrenton,1980,Oregon,OR,2493,OR00404,OR0040400,41,007,41007,local police department,"cities under 2,500",pacific,non-suburban,8,8,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
Cannon Beach,1980,Oregon,OR,1188,OR00405,OR0040500,41,007,41007,local police department,"cities under 2,500",pacific,non-suburban,4,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
Clatsop State Police,1980,Oregon,OR,0,OR004SP,OR004SP00,41,007,41007,state law enforcement agency,"non-msa cnty under 10,000",pacific,non-suburban,7,7,0,7,0,7,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
Columbia,1980,Oregon,OR,20311,OR00500,OR0050000,41,009,41009,sheriffs office,"non-msa cnty 10,000-24,999",pacific,non-suburban,15,12,3,15,0,12,3,0,3,0,0,0,0,2,1,0,2,0,0,2,1,0,3,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,3,0,0,0
Clatskanie,1980,Oregon,OR,1643,OR00501,OR0050100,41,009,41009,local police department,"cities under 2,500",pacific,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rainier,1980,Oregon,OR,1694,OR00502,OR0050200,41,009,41009,local police department,"cities under 2,500",pacific,non-suburban,7,4,3,4,3,3,1,1,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0
Saint Helens,1980,Oregon,OR,7066,OR00503,OR0050300,41,009,41009,local police department,"cities 2,500-9,999",pacific,non-suburban,23,20,3,23,0,20,3,0,3,0,0,1,1,1,0,0,0,0,1,1,0,1,7,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,3,0,0,0
Scappoose,1980,Oregon,OR,3207,OR00504,OR0050400,41,009,41009,local police department,"cities 2,500-9,999",pacific,non-suburban,8,8,0,8,0,8,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
Vernonia,1980,Oregon,OR,1788,OR00505,OR0050500,41,009,41009,local police department,"cities under 2,500",pacific,non-suburban,7,4,3,6,1,4,2,0,2,0,0,0,0,2,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0
Columbia State Police,1980,Oregon,OR,0,OR005SP,OR005SP00,41,009,41009,state law enforcement agency,"non-msa cnty under 10,000",pacific,non-suburban,5,5,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
Coos,1980,Oregon,OR,26240,OR00600,OR0060000,41,011,41011,sheriffs office,"non-msa cnty 25,000-99,999",pacific,non-suburban,63,48,15,53,10,39,14,9,14,0,1,5,3,3,2,1,2,2,3,0,2,0,7,10,3,2,1,4,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,48,0,0,0,15,0,0,0
Bandon,1980,Oregon,OR,2308,OR00601,OR0060100,41,011,41011,local police department,"cities under 2,500",pacific,non-suburban,4,4,0,3,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
Coos Bay,1980,Oregon,OR,14442,OR00602,OR0060200,41,011,41011,local police department,"cities 10,000-24,999",pacific,non-suburban,9,6,3,7,2,6,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0
Coquille,1980,Oregon,OR,4478,OR00603,OR0060300,41,011,41011,local police department,"cities 2,500-9,999",pacific,non-suburban,16,16,0,15,1,15,0,1,0,0,0,0,0,0,0,0,3,2,0,0,0,0,2,3,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0
Eastside,1980,Oregon,OR,1590,OR00604,OR0060400,41,011,41011,local police department,"cities under 2,500",pacific,non-suburban,3,3,0,3,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Myrtle Point,1980,Oregon,OR,2842,OR00605,OR0060500,41,011,41011,local police department,"cities 2,500-9,999",pacific,non-suburban,17,16,1,15,2,14,1,2,1,0,0,0,0,1,0,0,3,0,1,1,0,0,4,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,16,0,0,0,1,0,0,0
North Bend,1980,Oregon,OR,9759,OR00606,OR0060600,41,011,41011,local police department,"cities 2,500-9,999",pacific,non-suburban,29,26,3,26,3,23,1,3,1,2,0,0,0,0,1,1,0,2,3,2,2,0,5,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,25,0,1,0,3,0,0,0
Powers,1980,Oregon,OR,818,OR00607,OR0060700,41,011,41011,local police department,"cities under 2,500",pacific,non-suburban,2,0,2,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Lakeside,1980,Oregon,OR,1453,OR00608,OR0060800,41,011,41011,local police department,"cities under 2,500",pacific,non-suburban,4,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
Coos State Police,1980,Oregon,OR,0,OR006SP,OR006SP00,41,011,41011,state law enforcement agency,"non-msa cnty under 10,000",pacific,non-suburban,7,5,2,6,1,4,2,1,2,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,1,2,0,0,0
Crook,1980,Oregon,OR,7815,OR00700,OR0070000,41,013,41013,sheriffs office,"non-msa cnty under 10,000",pacific,non-suburban,6,4,2,4,2,3,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0
Prineville,1980,Oregon,OR,5282,OR00701,OR0070100,41,013,41013,local police department,"cities 2,500-9,999",pacific,non-suburban,26,18,8,23,3,16,7,2,7,0,1,3,1,1,1,1,2,2,0,1,1,0,1,3,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,18,0,0,0,8,0,0,0
Crook State Police,1980,Oregon,OR,0,OR007SP,OR007SP00,41,013,41013,state law enforcement agency,"non-msa cnty under 10,000",pacific,non-suburban,3,3,0,2,1,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0
Curry,1980,Oregon,OR,11005,OR00800,OR0080000,41,015,41015,sheriffs office,"non-msa cnty 10,000-24,999",pacific,non-suburban,2,2,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Brookings,1980,Oregon,OR,3362,OR00801,OR0080100,41,015,41015,local police department,"cities 2,500-9,999",pacific,non-suburban,4,4,0,3,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
Gold Beach,1980,Oregon,OR,1518,OR00802,OR0080200,41,015,41015,local police department,"cities under 2,500",pacific,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Port Orford,1980,Oregon,OR,1050,OR00803,OR0080300,41,015,41015,local police department,"cities under 2,500",pacific,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Curry State Police,1980,Oregon,OR,0,OR008SP,OR008SP00,41,015,41015,state law enforcement agency,"non-msa cnty under 10,000",pacific,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deschutes,1980,Oregon,OR,37694,OR00900,OR0090000,41,017,41017,sheriffs office,"non-msa cnty 25,000-99,999",pacific,non-suburban,22,20,2,21,1,19,2,1,2,0,0,0,2,0,0,0,0,1,3,1,0,0,6,4,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,2,0,0,0
Bend,1980,Oregon,OR,17270,OR00901,OR0090100,41,017,41017,local police department,"cities 10,000-24,999",pacific,non-suburban,30,27,3,27,3,24,3,3,3,0,0,0,1,0,2,1,0,0,0,2,2,4,6,4,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,27,0,0,0,2,0,0,1
Redmond,1980,Oregon,OR,6460,OR00902,OR0090200,41,017,41017,local police department,"cities 2,500-9,999",pacific,non-suburban,27,21,6,22,5,19,3,2,3,0,2,0,0,1,0,0,2,0,0,0,2,3,4,2,0,4,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,21,0,0,0,6,0,0,0
Sisters,1980,Oregon,OR,693,OR00903,OR0090300,41,017,41017,local police department,"cities under 2,500",pacific,non-suburban,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Dechutes State Police,1980,Oregon,OR,0,OR009SP,OR009SP00,41,017,41017,state law enforcement agency,"non-msa cnty under 10,000",pacific,non-suburban,8,7,1,7,1,6,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,1,0,0,0
Douglas,1980,Oregon,OR,57103,OR01000,OR0100000,41,019,41019,sheriffs office,"non-msa cnty 25,000-99,999",pacific,non-suburban,115,98,17,100,15,86,14,12,14,0,2,1,3,3,5,4,0,2,6,6,10,5,21,10,8,5,6,2,1,0,0,0,0,1,0,2,0,2,1,0,1,0,0,1,1,1,4,1,0,0,0,0,0,97,1,0,0,16,1,0,0
Canyonville,1980,Oregon,OR,1282,OR01001,OR0100100,41,019,41019,local police department,"cities under 2,500",pacific,non-suburban,4,4,0,4,0,4,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
Myrtle Creek,1980,Oregon,OR,3284,OR01002,OR0100200,41,019,41019,local police department,"cities 2,500-9,999",pacific,non-suburban,23,16,7,20,3,14,6,2,6,0,0,1,2,0,3,1,2,2,2,0,0,0,1,3,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,16,0,0,0,7,0,0,0
Reedsport,1980,Oregon,OR,4946,OR01003,OR0100300,41,019,41019,local police department,"cities 2,500-9,999",pacific,non-suburban,14,10,4,12,2,9,3,1,3,0,1,0,0,0,2,1,1,1,0,0,0,1,1,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,0,0,0,4,0,0,0
Roseburg,1980,Oregon,OR,16535,OR01005,OR0100500,41,019,41019,local police department,"cities 10,000-24,999",pacific,non-suburban,37,31,6,34,3,29,5,2,5,0,0,2,0,2,1,5,0,2,4,2,1,2,4,2,5,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,6,0,0,0
Sutherlin,1980,Oregon,OR,4561,OR01006,OR0100600,41,019,41019,local police department,"cities 2,500-9,999",pacific,non-suburban,23,16,7,21,2,15,6,1,6,0,2,0,2,1,1,1,1,3,1,3,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16,0,0,0,7,0,0,0
Winston,1980,Oregon,OR,3352,OR01007,OR0100700,41,019,41019,local police department,"cities 2,500-9,999",pacific,non-suburban,18,17,1,16,2,16,0,1,0,0,0,0,0,0,0,0,2,1,1,1,1,1,3,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17,0,0,0,1,0,0,0
Oakland,1980,Oregon,OR,892,OR01009,OR0100900,41,019,41019,local police department,"cities under 2,500",pacific,non-suburban,3,3,0,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Douglas State Police,1980,Oregon,OR,0,OR010SP,OR010SP00,41,019,41019,state law enforcement agency,"non-msa cnty under 10,000",pacific,non-suburban,15,15,0,14,1,14,0,1,0,0,0,0,0,0,0,0,1,0,0,2,1,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
Gilliam,1980,Oregon,OR,754,OR01100,OR0110000,41,021,41021,sheriffs office,"non-msa cnty under 10,000",pacific,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
