agency,year,state,state_abb,population,ORI,ORI9,FIPS_state_code,FIPS_county_code,FIPS_state_county_code,agency_type,group,geographic_division,suburban_agency,burglary_tot_arrests,burglary_tot_adult,burglary_tot_juv,burglary_tot_male,burglary_tot_female,burglary_tot_male_adult,burglary_tot_male_juv,burglary_tot_female_adult,burglary_tot_female_juv,burglary_male_under_10,burglary_male_10_12,burglary_male_13_14,burglary_male_15,burglary_male_16,burglary_male_17,burglary_male_18,burglary_male_19,burglary_male_20,burglary_male_21,burglary_male_22,burglary_male_23,burglary_male_24,burglary_male_25_29,burglary_male_30_34,burglary_male_35_39,burglary_male_40_44,burglary_male_45_49,burglary_male_50_54,burglary_male_55_59,burglary_male_60_64,burglary_male_over_64,burglary_female_under_10,burglary_female_10_12,burglary_female_13_14,burglary_female_15,burglary_female_16,burglary_female_17,burglary_female_18,burglary_female_19,burglary_female_20,burglary_female_21,burglary_female_22,burglary_female_23,burglary_female_24,burglary_female_25_29,burglary_female_30_34,burglary_female_35_39,burglary_female_40_44,burglary_female_45_49,burglary_female_50_54,burglary_female_55_59,burglary_female_60_64,burglary_female_over_64,burglary_adult_white,burglary_adult_black,burglary_adult_asian,burglary_adult_indian,burglary_juv_white,burglary_juv_black,burglary_juv_asian,burglary_juv_indian
Coppin State College,1980,Maryland,MD,0,MD00410,MD0041000,24,510,24510,special jurisdiction,"cities under 2,500",south atlantic,suburban,2,1,1,2,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Calvert,1980,Maryland,MD,31458,MD00500,MD0050000,24,009,24009,sheriffs office,"non-msa cnty 25,000-99,999",south atlantic,non-suburban,10,4,6,8,2,4,4,0,4,0,0,2,1,0,1,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,6,0,0,0
North Beach,1980,Maryland,MD,1465,MD00502,MD0050200,24,009,24009,local police department,"cities under 2,500",south atlantic,non-suburban,15,5,10,14,1,4,10,1,10,0,2,4,1,2,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,10,0,0,0
Caroline,1980,Maryland,MD,16394,MD00600,MD0060000,24,011,24011,sheriffs office,"non-msa cnty 10,000-24,999",south atlantic,non-suburban,6,2,4,6,0,2,4,0,4,0,0,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0
Denton,1980,Maryland,MD,1943,MD00601,MD0060100,24,011,24011,local police department,"cities under 2,500",south atlantic,non-suburban,16,1,15,11,5,1,10,0,10,0,0,0,2,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,0,0
Federalsburg,1980,Maryland,MD,1954,MD00602,MD0060200,24,011,24011,local police department,"cities under 2,500",south atlantic,non-suburban,3,1,2,3,0,1,2,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0
Greensboro,1980,Maryland,MD,1253,MD00603,MD0060300,24,011,24011,local police department,"cities under 2,500",south atlantic,non-suburban,3,0,3,3,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
Preston,1980,Maryland,MD,494,MD00604,MD0060400,24,011,24011,local police department,"cities under 2,500",south atlantic,non-suburban,2,1,1,2,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Ridgely,1980,Maryland,MD,922,MD00605,MD0060500,24,011,24011,local police department,"cities under 2,500",south atlantic,non-suburban,2,0,2,2,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Hampstead,1980,Maryland,MD,1289,MD00701,MD0070100,24,013,24013,local police department,"cities under 2,500",south atlantic,suburban,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Manchester,1980,Maryland,MD,1823,MD00702,MD0070200,24,013,24013,local police department,"cities under 2,500",south atlantic,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Windsor,1980,Maryland,MD,779,MD00704,MD0070400,24,013,24013,local police department,"cities under 2,500",south atlantic,suburban,6,3,3,6,0,3,3,0,3,0,0,0,1,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0
Sykesville,1980,Maryland,MD,1709,MD00705,MD0070500,24,013,24013,local police department,"cities under 2,500",south atlantic,suburban,3,1,2,3,0,1,2,0,2,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0
Taneytown,1980,Maryland,MD,2620,MD00706,MD0070600,24,013,24013,local police department,"cities 2,500-9,999",south atlantic,suburban,6,2,4,6,0,2,4,0,4,0,0,1,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0
Westminster,1980,Maryland,MD,8808,MD00708,MD0070800,24,013,24013,local police department,"cities 2,500-9,999",south atlantic,suburban,33,16,17,28,5,16,11,0,11,1,1,1,4,3,2,5,0,1,2,1,1,1,2,2,0,1,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,0,17,0,0,0
Cecil,1980,Maryland,MD,49532,MD00800,MD0080000,24,015,24015,sheriffs office,"msa cnty 25,000-99,999",south atlantic,suburban,19,15,4,15,4,11,4,4,4,0,2,0,1,0,1,0,1,1,1,1,2,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,10,5,0,0,3,1,0,0
Chesapeake City,1980,Maryland,MD,881,MD00803,MD0080300,24,015,24015,local police department,"cities under 2,500",south atlantic,suburban,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Elkton,1980,Maryland,MD,6449,MD00804,MD0080400,24,015,24015,local police department,"cities 2,500-9,999",south atlantic,suburban,22,11,11,21,1,11,10,0,10,0,2,0,0,5,3,2,0,1,2,1,0,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0
North East,1980,Maryland,MD,1456,MD00805,MD0080500,24,015,24015,local police department,"cities under 2,500",south atlantic,suburban,3,2,1,3,0,2,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0
Port Deposit,1980,Maryland,MD,664,MD00806,MD0080600,24,015,24015,local police department,"cities under 2,500",south atlantic,suburban,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Rising Sun,1980,Maryland,MD,1131,MD00807,MD0080700,24,015,24015,local police department,"cities under 2,500",south atlantic,suburban,8,3,5,8,0,3,5,0,5,0,0,1,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0
Charles,1980,Maryland,MD,69907,MD00900,MD0090000,24,017,24017,sheriffs office,"msa cnty 25,000-99,999",south atlantic,suburban,214,95,119,186,28,92,90,3,90,4,17,19,20,14,20,18,11,11,10,9,7,5,11,5,3,1,1,0,0,0,0,0,3,10,5,2,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,61,34,0,0,99,20,0,0
La Plata,1980,Maryland,MD,2436,MD00901,MD0090100,24,017,24017,local police department,"cities under 2,500",south atlantic,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dorchester,1980,Maryland,MD,17169,MD01000,MD0100000,24,019,24019,sheriffs office,"non-msa cnty 10,000-24,999",south atlantic,non-suburban,35,24,11,34,1,23,11,1,11,0,0,0,2,3,6,4,5,0,2,0,1,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,0,0,8,3,0,0
Cambridge,1980,Maryland,MD,11699,MD01001,MD0100100,24,019,24019,local police department,"cities 10,000-24,999",south atlantic,non-suburban,38,24,14,37,1,24,13,0,13,0,1,1,0,3,8,4,4,4,2,1,1,3,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,19,0,0,6,8,0,0
Hurlock,1980,Maryland,MD,1681,MD01003,MD0100300,24,019,24019,local police department,"cities under 2,500",south atlantic,non-suburban,11,2,9,11,0,2,9,0,9,0,0,1,5,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,9,0,0
Frederick,1980,Maryland,MD,77510,MD01100,MD0110000,24,021,24021,sheriffs office,"non-msa cnty 25,000-99,999",south atlantic,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brunswick,1980,Maryland,MD,4582,MD01101,MD0110100,24,021,24021,local police department,"cities 2,500-9,999",south atlantic,non-suburban,9,4,5,9,0,4,5,0,5,0,3,0,1,0,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,1,0,0
Frederick,1980,Maryland,MD,27021,MD01103,MD0110300,24,021,24021,local police department,"cities 25,000-49,999",south atlantic,non-suburban,70,43,27,64,6,42,21,1,21,1,3,4,8,1,5,12,10,4,3,0,1,2,7,2,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,26,0,0,23,4,0,0
Thurmont,1980,Maryland,MD,2913,MD01104,MD0110400,24,021,24021,local police department,"cities 2,500-9,999",south atlantic,non-suburban,2,1,1,2,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Garrett,1980,Maryland,MD,24012,MD01200,MD0120000,24,023,24023,sheriffs office,"non-msa cnty 10,000-24,999",south atlantic,non-suburban,17,16,1,16,1,16,0,0,0,0,0,0,0,0,0,1,1,2,0,2,1,4,2,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,1,0,0,0
Oakland,1980,Maryland,MD,1999,MD01202,MD0120200,24,023,24023,local police department,"cities under 2,500",south atlantic,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grantsville,1980,Maryland,MD,491,MD01203,MD0120300,24,023,24023,local police department,"cities under 2,500",south atlantic,non-suburban,3,1,2,3,0,1,2,0,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0
Harford,1980,Maryland,MD,116208,MD01300,MD0130000,24,025,24025,sheriffs office,"msa cnty 100,000 or over",south atlantic,suburban,201,93,108,192,9,91,101,2,101,0,2,33,17,30,19,22,15,7,8,5,5,9,15,5,0,0,0,0,0,0,0,0,2,1,2,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,83,9,1,0,93,15,0,0
Aberdeen,1980,Maryland,MD,11504,MD01301,MD0130100,24,025,24025,local police department,"cities 10,000-24,999",south atlantic,suburban,43,27,16,40,3,25,15,2,15,0,0,5,4,2,4,5,5,2,3,3,1,0,3,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,11,0,1,14,2,0,0
Bel Air,1980,Maryland,MD,7805,MD01302,MD0130200,24,025,24025,local police department,"cities 2,500-9,999",south atlantic,suburban,5,3,2,5,0,3,2,0,2,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0
Havre De Grace,1980,Maryland,MD,8823,MD01303,MD0130300,24,025,24025,local police department,"cities 2,500-9,999",south atlantic,suburban,29,10,19,28,1,10,18,0,18,0,1,7,5,4,1,3,2,0,0,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,18,1,0,0
Howard,1980,Maryland,MD,0,MD01400,MD0140000,24,027,24027,sheriffs office,"msa cnty under 10,000",south atlantic,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Howard,1980,Maryland,MD,118443,MD01401,MD0140100,24,027,24027,local police department,"msa cnty 100,000 or over",south atlantic,suburban,272,119,153,253,19,111,138,8,138,4,14,22,32,40,30,21,14,19,12,7,4,3,19,4,3,1,3,0,0,0,1,0,1,5,1,2,2,1,1,2,0,0,1,0,1,0,0,2,0,0,0,0,0,75,44,0,0,103,49,1,0
Kent,1980,Maryland,MD,11873,MD01500,MD0150000,24,029,24029,sheriffs office,"non-msa cnty 10,000-24,999",south atlantic,non-suburban,11,10,1,10,1,9,1,1,1,0,0,0,0,0,1,1,2,0,2,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,3,0,0,1,0,0,0
Chestertown,1980,Maryland,MD,3296,MD01502,MD0150200,24,029,24029,local police department,"cities 2,500-9,999",south atlantic,non-suburban,5,4,1,5,0,4,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0
Rock Hall,1980,Maryland,MD,1511,MD01504,MD0150400,24,029,24029,local police department,"cities under 2,500",south atlantic,non-suburban,7,3,4,7,0,3,4,0,4,0,0,0,0,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0
Montgomery,1980,Maryland,MD,0,MD01600,MD0160000,24,031,24031,sheriffs office,"msa cnty under 10,000",south atlantic,suburban,19,19,0,18,1,18,0,1,0,0,0,0,0,0,0,0,4,1,1,0,0,1,8,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,0,0,0,0,0,0
Md Nat'l Capital Park,1980,Maryland,MD,0,MD01603,MD0160300,24,031,24031,special jurisdiction,"cities under 2,500",south atlantic,suburban,8,1,7,8,0,1,7,0,7,0,0,0,0,4,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0
