agency,year,state,state_abb,population,ORI,ORI9,FIPS_state_code,FIPS_county_code,FIPS_state_county_code,burglary_tot_arrests,burglary_tot_adult,burglary_tot_juv,burglary_tot_male,burglary_tot_female,burglary_tot_male_adult,burglary_tot_male_juv,burglary_tot_female_adult,burglary_tot_female_juv,burglary_male_under_10,burglary_male_10_12,burglary_male_13_14,burglary_male_15,burglary_male_16,burglary_male_17,burglary_male_18,burglary_male_19,burglary_male_20,burglary_male_21,burglary_male_22,burglary_male_23,burglary_male_24,burglary_male_25_29,burglary_male_30_34,burglary_male_35_39,burglary_male_40_44,burglary_male_45_49,burglary_male_50_54,burglary_male_55_59,burglary_male_60_64,burglary_male_over_64,burglary_female_under_10,burglary_female_10_12,burglary_female_13_14,burglary_female_15,burglary_female_16,burglary_female_17,burglary_female_18,burglary_female_19,burglary_female_20,burglary_female_21,burglary_female_22,burglary_female_23,burglary_female_24,burglary_female_25_29,burglary_female_30_34,burglary_female_35_39,burglary_female_40_44,burglary_female_45_49,burglary_female_50_54,burglary_female_55_59,burglary_female_60_64,burglary_female_over_64,burglary_adult_white,burglary_adult_black,burglary_adult_asian,burglary_adult_indian,burglary_juv_white,burglary_juv_black,burglary_juv_asian,burglary_juv_indian
Cannon Beach,1980,Oregon,OR,1188,OR00405,OR0040500,41,007,41007,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Clatsop State Police,1980,Oregon,OR,0,OR004SP,OR004SP00,41,007,41007,10,5,5,9,1,5,4,0,4,0,1,0,0,1,2,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0
Columbia,1980,Oregon,OR,20311,OR00500,OR0050000,41,009,41009,28,8,20,23,5,8,14,0,14,1,5,4,0,2,3,4,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,20,0,0,0
Clatskanie,1980,Oregon,OR,1643,OR00501,OR0050100,41,009,41009,8,2,6,7,1,2,5,0,5,0,1,1,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0
Rainier,1980,Oregon,OR,1694,OR00502,OR0050200,41,009,41009,6,1,5,6,0,1,5,0,5,0,0,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0
Saint Helens,1980,Oregon,OR,7066,OR00503,OR0050300,41,009,41009,23,12,11,23,0,12,10,0,10,1,0,1,4,1,4,1,1,0,1,2,0,0,2,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,11,0,0,0
Scappoose,1980,Oregon,OR,3207,OR00504,OR0050400,41,009,41009,7,5,2,6,1,4,2,1,2,0,0,0,0,1,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0
Vernonia,1980,Oregon,OR,1788,OR00505,OR0050500,41,009,41009,4,2,2,4,0,2,2,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0
Columbia State Police,1980,Oregon,OR,0,OR005SP,OR005SP00,41,009,41009,7,5,2,7,0,5,2,0,2,0,0,0,0,2,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0
Coos,1980,Oregon,OR,26240,OR00600,OR0060000,41,011,41011,91,26,65,77,14,22,52,4,52,3,9,7,10,10,16,2,2,3,1,1,0,3,5,5,0,0,0,0,0,0,0,1,1,0,2,2,4,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,26,0,0,0,65,0,0,0
Bandon,1980,Oregon,OR,2308,OR00601,OR0060100,41,011,41011,15,7,8,15,0,7,8,0,8,0,2,2,1,3,0,0,1,1,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,8,0,0,0
Coos Bay,1980,Oregon,OR,14442,OR00602,OR0060200,41,011,41011,106,46,60,103,3,46,53,0,53,4,8,19,9,10,7,0,19,7,4,1,0,0,12,1,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,1,0,60,0,0,0
Coquille,1980,Oregon,OR,4478,OR00603,OR0060300,41,011,41011,8,1,7,8,0,1,7,0,7,0,1,2,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0
Eastside,1980,Oregon,OR,1590,OR00604,OR0060400,41,011,41011,7,3,4,7,0,3,4,0,4,0,0,0,2,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0
Myrtle Point,1980,Oregon,OR,2842,OR00605,OR0060500,41,011,41011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North Bend,1980,Oregon,OR,9759,OR00606,OR0060600,41,011,41011,26,15,11,26,0,15,10,0,10,1,2,1,2,3,2,1,2,1,1,1,1,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,11,0,0,0
Powers,1980,Oregon,OR,818,OR00607,OR0060700,41,011,41011,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Lakeside,1980,Oregon,OR,1453,OR00608,OR0060800,41,011,41011,14,3,11,14,0,3,10,0,10,1,0,0,2,5,3,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11,0,0,0
Coos State Police,1980,Oregon,OR,0,OR006SP,OR006SP00,41,011,41011,17,6,11,17,0,6,11,0,11,0,0,3,2,3,3,1,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,11,0,0,0
Crook,1980,Oregon,OR,7815,OR00700,OR0070000,41,013,41013,9,2,7,8,1,2,6,0,6,0,0,0,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0
Prineville,1980,Oregon,OR,5282,OR00701,OR0070100,41,013,41013,18,4,14,17,1,4,13,0,13,0,1,0,4,4,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,14,0,0,0
Crook State Police,1980,Oregon,OR,0,OR007SP,OR007SP00,41,013,41013,3,0,3,3,0,0,3,0,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Curry,1980,Oregon,OR,11005,OR00800,OR0080000,41,015,41015,12,11,1,11,1,10,1,1,1,0,0,0,0,0,1,3,1,2,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,0,0,0,1,0,0,0
Brookings,1980,Oregon,OR,3362,OR00801,OR0080100,41,015,41015,16,11,5,10,6,8,2,3,2,0,0,0,0,0,2,1,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,5,0,0,0
Gold Beach,1980,Oregon,OR,1518,OR00802,OR0080200,41,015,41015,4,1,3,4,0,1,3,0,3,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0
Port Orford,1980,Oregon,OR,1050,OR00803,OR0080300,41,015,41015,3,3,0,3,0,3,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Curry State Police,1980,Oregon,OR,0,OR008SP,OR008SP00,41,015,41015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deschutes,1980,Oregon,OR,37694,OR00900,OR0090000,41,017,41017,41,21,20,40,1,21,16,0,16,3,1,5,4,1,5,7,0,2,0,2,3,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,20,0,0,0
Bend,1980,Oregon,OR,17270,OR00901,OR0090100,41,017,41017,67,37,30,64,3,35,29,2,29,0,1,8,6,7,7,10,3,4,0,0,1,0,11,4,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,37,0,0,0,30,0,0,0
Redmond,1980,Oregon,OR,6460,OR00902,OR0090200,41,017,41017,25,13,12,25,0,13,12,0,12,0,0,0,1,6,5,1,4,1,0,2,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,12,0,0,0
Sisters,1980,Oregon,OR,693,OR00903,OR0090300,41,017,41017,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Dechutes State Police,1980,Oregon,OR,0,OR009SP,OR009SP00,41,017,41017,24,10,14,24,0,10,13,0,13,1,2,6,2,0,3,1,0,0,1,1,1,0,1,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,14,0,0,0
Douglas,1980,Oregon,OR,57103,OR01000,OR0100000,41,019,41019,138,53,85,128,10,51,76,2,76,1,6,19,6,16,29,19,7,5,2,3,2,2,7,2,1,0,1,0,0,0,0,0,0,1,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,83,0,1,1
Canyonville,1980,Oregon,OR,1282,OR01001,OR0100100,41,019,41019,6,0,6,6,0,0,6,0,6,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
Myrtle Creek,1980,Oregon,OR,3284,OR01002,OR0100200,41,019,41019,5,1,4,3,2,1,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0
Reedsport,1980,Oregon,OR,4946,OR01003,OR0100300,41,019,41019,8,7,1,8,0,7,1,0,1,0,0,1,0,0,0,2,0,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0
Roseburg,1980,Oregon,OR,16535,OR01005,OR0100500,41,019,41019,108,54,54,104,4,53,51,1,51,0,7,14,7,16,7,11,12,7,6,2,4,1,6,3,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,54,0,0,0
Sutherlin,1980,Oregon,OR,4561,OR01006,OR0100600,41,019,41019,42,19,23,42,0,19,22,0,22,1,11,3,4,1,3,3,0,0,4,4,0,0,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,23,0,0,0
Winston,1980,Oregon,OR,3352,OR01007,OR0100700,41,019,41019,35,7,28,32,3,6,22,1,22,4,6,1,2,6,7,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,24,0,0,4
Oakland,1980,Oregon,OR,892,OR01009,OR0100900,41,019,41019,7,5,2,7,0,5,2,0,2,0,0,1,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0
Douglas State Police,1980,Oregon,OR,0,OR010SP,OR010SP00,41,019,41019,11,8,3,11,0,8,3,0,3,0,0,1,0,0,2,3,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0
Gilliam,1980,Oregon,OR,754,OR01100,OR0110000,41,021,41021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gilliam State Police,1980,Oregon,OR,0,OR011SP,OR011SP00,41,021,41021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grant,1980,Oregon,OR,5101,OR01200,OR0120000,41,023,41023,3,2,1,3,0,2,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0
John Day,1980,Oregon,OR,2010,OR01202,OR0120200,41,023,41023,6,3,3,6,0,3,3,0,3,0,2,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0
Prairie City Pd,1980,Oregon,OR,1105,OR01203,OR0120300,41,023,41023,4,0,4,4,0,0,4,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
Grant State Police,1980,Oregon,OR,0,OR012SP,OR012SP00,41,023,41023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harney,1980,Oregon,OR,3104,OR01300,OR0130000,41,025,41025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burns,1980,Oregon,OR,3571,OR01301,OR0130100,41,025,41025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hines,1980,Oregon,OR,1631,OR01302,OR0130200,41,025,41025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burns Paiute Tribal,1980,Oregon,OR,0,OR01303,OR0130300,41,025,41025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harney State Police,1980,Oregon,OR,0,OR013SP,OR013SP00,41,025,41025,3,1,2,3,0,1,2,0,2,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0
Hood River,1980,Oregon,OR,11475,OR01400,OR0140000,41,027,41027,10,3,7,10,0,3,7,0,7,0,0,1,0,6,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0
Hood River,1980,Oregon,OR,4335,OR01402,OR0140200,41,027,41027,17,10,7,17,0,10,6,0,6,1,2,1,1,0,2,4,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,7,0,0,0
Hood River State Police,1980,Oregon,OR,0,OR014SP,OR014SP00,41,027,41027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
