agency,year,state,state_abb,population,ORI,ORI9,FIPS_state_code,FIPS_county_code,FIPS_state_county_code,agency_type,group,geographic_division,suburban_agency,theft_tot_arrests,theft_tot_adult,theft_tot_juv,theft_tot_male,theft_tot_female,theft_tot_male_adult,theft_tot_male_juv,theft_tot_female_adult,theft_tot_female_juv,theft_male_under_10,theft_male_10_12,theft_male_13_14,theft_male_15,theft_male_16,theft_male_17,theft_male_18,theft_male_19,theft_male_20,theft_male_21,theft_male_22,theft_male_23,theft_male_24,theft_male_25_29,theft_male_30_34,theft_male_35_39,theft_male_40_44,theft_male_45_49,theft_male_50_54,theft_male_55_59,theft_male_60_64,theft_male_over_64,theft_female_under_10,theft_female_10_12,theft_female_13_14,theft_female_15,theft_female_16,theft_female_17,theft_female_18,theft_female_19,theft_female_20,theft_female_21,theft_female_22,theft_female_23,theft_female_24,theft_female_25_29,theft_female_30_34,theft_female_35_39,theft_female_40_44,theft_female_45_49,theft_female_50_54,theft_female_55_59,theft_female_60_64,theft_female_over_64,theft_adult_white,theft_adult_black,theft_adult_asian,theft_adult_indian,theft_juv_white,theft_juv_black,theft_juv_asian,theft_juv_indian,mtr_veh_theft_tot_arrests,mtr_veh_theft_tot_adult,mtr_veh_theft_tot_juv,mtr_veh_theft_tot_male,mtr_veh_theft_tot_female,mtr_veh_theft_tot_male_adult,mtr_veh_theft_tot_male_juv,mtr_veh_theft_tot_female_adult,mtr_veh_theft_tot_female_juv,mtr_veh_theft_male_under_10,mtr_veh_theft_male_10_12,mtr_veh_theft_male_13_14,mtr_veh_theft_male_15,mtr_veh_theft_male_16,mtr_veh_theft_male_17,mtr_veh_theft_male_18,mtr_veh_theft_male_19,mtr_veh_theft_male_20,mtr_veh_theft_male_21,mtr_veh_theft_male_22,mtr_veh_theft_male_23,mtr_veh_theft_male_24,mtr_veh_theft_male_25_29,mtr_veh_theft_male_30_34,mtr_veh_theft_male_35_39,mtr_veh_theft_male_40_44,mtr_veh_theft_male_45_49,mtr_veh_theft_male_50_54,mtr_veh_theft_male_55_59,mtr_veh_theft_male_60_64,mtr_veh_theft_male_over_64,mtr_veh_theft_female_under_10,mtr_veh_theft_female_10_12,mtr_veh_theft_female_13_14,mtr_veh_theft_female_15,mtr_veh_theft_female_16,mtr_veh_theft_female_17,mtr_veh_theft_female_18,mtr_veh_theft_female_19,mtr_veh_theft_female_20,mtr_veh_theft_female_21,mtr_veh_theft_female_22,mtr_veh_theft_female_23,mtr_veh_theft_female_24,mtr_veh_theft_female_25_29,mtr_veh_theft_female_30_34,mtr_veh_theft_female_35_39,mtr_veh_theft_female_40_44,mtr_veh_theft_female_45_49,mtr_veh_theft_female_50_54,mtr_veh_theft_female_55_59,mtr_veh_theft_female_60_64,mtr_veh_theft_female_over_64,mtr_veh_theft_adult_white,mtr_veh_theft_adult_black,mtr_veh_theft_adult_asian,mtr_veh_theft_adult_indian,mtr_veh_theft_juv_white,mtr_veh_theft_juv_black,mtr_veh_theft_juv_asian,mtr_veh_theft_juv_indian
Proctor,1981,Vermont,VT,2013,VT01106,VT0110600,50,021,50021,local police department,"cities under 2,500",new england,non-suburban,2,0,2,2,0,0,2,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brattleboro,1981,Vermont,VT,11966,VT01302,VT0130200,50,025,50025,local police department,"cities 10,000-24,999",new england,non-suburban,80,39,41,43,37,25,18,14,18,0,0,5,2,8,3,7,4,2,4,0,0,0,3,3,1,1,0,0,0,0,0,0,4,4,9,6,0,2,2,1,2,0,1,1,1,3,0,0,0,1,0,0,0,39,0,0,0,41,0,0,0,3,1,2,3,0,1,2,0,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0
Hartford,1981,Vermont,VT,7998,VT01407,NA,NA,NA,NA,NA,"cities 2,500-9,999",new england,non-suburban,26,22,4,24,2,20,4,2,4,0,0,0,0,3,1,9,1,2,0,1,1,0,1,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,22,0,0,0,4,0,0,0,4,2,2,4,0,2,2,0,2,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0
Vermont State Police,1981,Vermont,VT,181177,VTVSP00,VTVSP0000,50,023,50023,state law enforcement agency,"non-msa cnty 100,000 or over",new england,non-suburban,593,458,135,490,103,367,123,91,123,0,0,0,2,57,64,75,42,36,18,23,17,20,64,17,12,15,2,4,9,8,5,0,0,0,0,5,7,14,10,5,5,13,2,1,14,6,4,6,1,5,1,1,3,458,0,0,0,135,0,0,0,54,40,14,53,1,39,14,1,14,0,0,0,2,7,5,7,4,4,6,4,2,3,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,40,0,0,0,14,0,0,0
South Burlington,1982,Vermont,VT,10792,VT00403,VT0040300,50,007,50007,local police department,"cities 10,000-24,999",new england,non-suburban,192,136,56,134,58,97,35,39,35,2,4,2,8,8,13,13,16,7,6,4,8,4,11,14,4,3,2,0,2,1,2,2,1,1,2,8,5,3,6,8,6,3,1,1,6,1,3,1,0,0,0,0,0,134,2,0,0,56,0,0,0,26,7,19,26,0,7,19,0,19,0,0,1,4,4,10,1,2,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,19,0,0,0
Winooski,1982,Vermont,VT,6377,VT00404,VT0040400,50,007,50007,local police department,"cities 2,500-9,999",new england,non-suburban,85,50,35,75,10,44,25,6,25,6,1,6,5,4,9,6,9,6,2,3,0,1,5,4,4,1,1,1,1,0,0,0,0,1,0,3,0,1,0,1,0,0,1,0,2,0,1,0,0,0,0,0,0,50,0,0,0,35,0,0,0,8,2,6,8,0,2,6,0,6,0,0,0,2,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0
Colchester,1982,Vermont,VT,12740,VT00405,VT0040500,50,007,50007,local police department,"cities 10,000-24,999",new england,non-suburban,16,9,7,14,2,7,7,2,7,0,1,2,0,0,4,1,2,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,7,0,0,0,8,3,5,8,0,3,5,0,5,0,0,2,2,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0
Newport,1982,Vermont,VT,4812,VT01001,VT0100100,50,019,50019,local police department,"cities 2,500-9,999",new england,non-suburban,7,7,0,5,2,5,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brattleboro,1982,Vermont,VT,11989,VT01302,VT0130200,50,025,50025,local police department,"cities 10,000-24,999",new england,non-suburban,89,48,41,69,20,36,33,12,33,0,3,6,10,8,6,5,6,4,5,1,1,1,7,4,2,0,0,0,0,0,0,0,0,0,3,3,2,1,1,1,2,1,1,0,0,2,1,1,0,1,0,0,0,48,0,0,0,40,0,1,0,2,0,2,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Hartford,1982,Vermont,VT,8014,VT01403,VT0140300,50,027,50027,local police department,"cities 2,500-9,999",new england,non-suburban,14,12,2,14,0,12,2,0,2,0,0,0,0,1,1,1,5,1,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,2,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vermont State Police,1982,Vermont,VT,184749,VTVSP00,VTVSP0000,50,023,50023,state law enforcement agency,"non-msa cnty 100,000 or over",new england,non-suburban,586,474,112,465,121,367,98,107,98,0,0,1,1,36,60,74,54,43,33,17,18,12,46,26,18,6,4,6,5,0,5,0,0,0,0,8,6,10,3,5,2,8,4,1,22,8,10,8,7,4,7,4,4,474,0,0,0,111,0,0,1,60,36,24,54,6,34,20,2,20,0,0,0,0,10,10,6,1,2,4,4,3,2,6,2,3,0,1,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,36,0,0,0,24,0,0,0
South Burlington,1983,Vermont,VT,10980,VT00403,VT0040300,50,007,50007,local police department,"cities 10,000-24,999",new england,suburban,208,152,56,142,66,106,36,46,36,0,4,8,9,7,8,11,4,16,12,12,7,3,17,12,7,2,0,2,1,0,0,0,0,4,9,2,5,8,7,3,5,3,2,2,4,1,3,3,0,3,2,0,0,150,1,1,0,56,0,0,0,8,4,4,7,1,3,4,1,4,0,0,0,0,3,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0
Winooski,1983,Vermont,VT,6488,VT00404,VT0040400,50,007,50007,local police department,"cities 2,500-9,999",new england,suburban,71,39,32,53,18,31,18,8,18,4,5,5,4,3,1,4,3,3,2,3,4,0,7,3,2,0,0,0,0,0,0,2,3,2,0,1,2,1,1,0,0,1,0,0,2,0,0,1,0,2,0,0,0,39,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colchester,1983,Vermont,VT,12962,VT00405,VT0040500,50,007,50007,local police department,"cities 10,000-24,999",new england,suburban,17,5,12,9,8,2,7,3,7,0,0,3,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,12,0,0,0,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Newport,1983,Vermont,VT,4895,VT01001,VT0100100,50,019,50019,local police department,"cities 2,500-9,999",new england,non-suburban,19,14,5,17,2,14,3,0,3,0,0,0,1,2,0,5,0,2,1,1,0,0,4,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brattleboro,1983,Vermont,VT,12198,VT01302,VT0130200,50,025,50025,local police department,"cities 10,000-24,999",new england,non-suburban,93,53,40,54,39,33,21,20,21,0,4,6,4,4,3,5,1,3,3,1,2,1,3,4,3,2,1,2,1,0,1,0,5,4,1,9,0,2,3,1,0,1,1,0,2,2,2,1,0,0,1,1,3,53,0,0,0,39,1,0,0,3,1,2,3,0,1,2,0,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0
Hartford,1983,Vermont,VT,8153,VT01403,VT0140300,50,027,50027,local police department,"cities 2,500-9,999",new england,non-suburban,11,10,1,9,2,9,0,1,0,0,0,0,0,0,0,4,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,1,0,0,0,3,2,1,3,0,2,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0
Vermont State Police,1983,Vermont,VT,187971,VTVSP00,VTVSP0000,50,023,50023,state law enforcement agency,"non-msa cnty 100,000 or over",new england,non-suburban,580,470,110,486,94,390,96,80,96,0,0,0,1,37,58,103,50,40,29,21,14,18,40,29,14,2,13,5,6,3,3,0,0,0,0,6,8,9,7,2,2,4,4,5,11,7,11,5,3,0,4,3,3,468,2,0,0,109,1,0,0,70,55,15,66,4,52,14,3,14,0,0,0,0,8,6,11,5,6,5,1,3,3,4,5,3,1,2,3,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,54,1,0,0,15,0,0,0
Middlebury,1984,Vermont,VT,7793,VT00102,VT0010200,50,001,50001,local police department,"cities 2,500-9,999",new england,non-suburban,32,24,8,24,8,17,7,7,7,0,0,1,0,4,2,0,1,4,4,1,1,0,2,2,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,2,1,0,1,0,0,0,1,0,0,0,0,1,0,24,0,0,0,8,0,0,0,3,1,2,3,0,1,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0
Vergennes,1984,Vermont,VT,2471,VT00103,VT0010300,50,001,50001,local police department,"cities under 2,500",new england,non-suburban,4,3,1,3,1,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bennington,1984,Vermont,VT,16409,VT00201,VT0020100,50,003,50003,local police department,"cities 10,000-24,999",new england,non-suburban,22,20,2,14,8,12,2,8,2,0,0,0,0,0,2,1,1,1,0,2,1,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,20,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manchester,1984,Vermont,VT,4042,VT00204,VT0020400,50,003,50003,local police department,"cities 2,500-9,999",new england,non-suburban,11,7,4,8,3,7,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hardwick,1984,Vermont,VT,2588,VT00301,VT0030100,50,005,50005,local police department,"cities 2,500-9,999",new england,non-suburban,7,4,3,6,1,3,3,1,3,0,0,0,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saint Johnsbury,1984,Vermont,VT,7963,VT00303,VT0030300,50,005,50005,local police department,"cities 2,500-9,999",new england,non-suburban,11,8,3,8,3,6,2,2,2,0,0,0,0,1,1,0,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burlington,1984,Vermont,VT,38549,VT00401,VT0040100,50,007,50007,local police department,"cities 25,000-49,999",new england,suburban,100,79,21,73,27,58,15,21,15,0,4,1,0,6,4,5,3,3,2,5,4,1,9,12,8,2,2,2,0,0,0,0,0,0,0,3,3,1,0,3,3,0,4,0,4,3,0,1,1,0,0,0,1,76,2,0,1,21,0,0,0,3,1,2,3,0,1,2,0,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0
