agency,year,state,state_abb,population,ORI,ORI9,FIPS_state_code,FIPS_county_code,FIPS_state_county_code,agency_type,group,geographic_division,suburban_agency,robbery_tot_arrests,robbery_tot_adult,robbery_tot_juv,robbery_tot_male,robbery_tot_female,robbery_tot_male_adult,robbery_tot_male_juv,robbery_tot_female_adult,robbery_tot_female_juv,robbery_male_under_10,robbery_male_10_12,robbery_male_13_14,robbery_male_15,robbery_male_16,robbery_male_17,robbery_male_18,robbery_male_19,robbery_male_20,robbery_male_21,robbery_male_22,robbery_male_23,robbery_male_24,robbery_male_25_29,robbery_male_30_34,robbery_male_35_39,robbery_male_40_44,robbery_male_45_49,robbery_male_50_54,robbery_male_55_59,robbery_male_60_64,robbery_male_over_64,robbery_female_under_10,robbery_female_10_12,robbery_female_13_14,robbery_female_15,robbery_female_16,robbery_female_17,robbery_female_18,robbery_female_19,robbery_female_20,robbery_female_21,robbery_female_22,robbery_female_23,robbery_female_24,robbery_female_25_29,robbery_female_30_34,robbery_female_35_39,robbery_female_40_44,robbery_female_45_49,robbery_female_50_54,robbery_female_55_59,robbery_female_60_64,robbery_female_over_64,robbery_adult_white,robbery_adult_black,robbery_adult_asian,robbery_adult_indian,robbery_juv_white,robbery_juv_black,robbery_juv_asian,robbery_juv_indian
Honolulu,1993,Hawaii,HI,875455,HI00200,HI0020000,15,003,15003,local police department,"cities 500,000-999,999",pacific,non-suburban,391,255,136,344,47,220,122,35,122,2,8,54,16,20,24,17,20,11,20,14,8,10,47,41,19,5,6,2,0,0,0,0,0,8,4,0,0,0,1,2,1,5,1,0,6,8,8,1,1,0,1,0,0,61,17,177,0,5,5,126,0
Kauai County,1993,Hawaii,HI,54978,HI00400,HI0040000,15,007,15007,local police department,"non-msa cnty 25,000-99,999",pacific,non-suburban,5,5,0,3,2,3,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0
Maui County,1993,Hawaii,HI,109380,HI00500,HI0050000,15,009,15009,local police department,"non-msa cnty 100,000 or over",pacific,non-suburban,35,27,8,32,3,25,7,2,7,0,1,1,1,2,2,1,3,2,0,0,0,2,6,7,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,12,0,15,0,3,0,5,0
Hawaii County,1994,Hawaii,HI,93420,HI00100,HI0010000,15,001,15001,local police department,"non-msa cnty 25,000-99,999",pacific,non-suburban,14,11,3,14,0,11,3,0,3,0,0,0,1,1,1,0,0,0,0,1,2,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,1,0,0,3,0
Hilo,1994,Hawaii,HI,39555,HI00101,HI0010100,15,001,15001,local police department,"cities 25,000-49,999",pacific,non-suburban,24,13,11,22,2,12,10,1,10,0,1,3,1,4,1,3,0,0,0,0,2,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,9,0,3,0,8,0
Honolulu,1994,Hawaii,HI,880687,HI00200,HI0020000,15,003,15003,local police department,"cities 500,000-999,999",pacific,non-suburban,367,250,117,316,51,216,100,34,100,0,6,39,20,18,17,22,14,12,10,6,11,4,37,52,30,11,6,1,0,0,0,0,0,6,2,5,4,1,2,3,1,1,1,1,4,8,6,4,2,0,0,0,0,62,18,170,0,10,8,99,0
Kauai County,1994,Hawaii,HI,55306,HI00400,HI0040000,15,007,15007,local police department,"non-msa cnty 25,000-99,999",pacific,non-suburban,15,13,2,12,3,10,2,3,2,0,0,2,0,0,0,0,0,0,4,0,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,4,0,9,0,0,0,2,0
Maui County,1994,Hawaii,HI,110032,HI00500,HI0050000,15,009,15009,local police department,"non-msa cnty 100,000 or over",pacific,non-suburban,39,28,11,33,6,23,10,5,10,0,0,4,1,2,3,5,1,3,1,0,3,0,6,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,9,0,19,0,0,0,10,1
Hawaii County,1995,Hawaii,HI,95837,HI00100,HI0010000,15,001,15001,local police department,"non-msa cnty 25,000-99,999",pacific,non-suburban,32,23,9,26,6,21,5,2,5,0,0,0,3,1,1,4,4,3,2,0,0,0,4,3,1,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,1,13,0,2,0,7,0
Hilo,1995,Hawaii,HI,40578,HI00101,HI0010100,15,001,15001,local police department,"cities 25,000-49,999",pacific,non-suburban,23,17,6,21,2,15,6,2,6,0,0,0,0,3,3,1,0,1,2,2,2,0,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,7,3,7,0,0,1,5,0
Honolulu,1995,Hawaii,HI,880266,HI00200,HI0020000,15,003,15003,local police department,"cities 500,000-999,999",pacific,non-suburban,469,295,174,431,38,274,157,21,157,0,14,48,31,32,32,38,22,15,12,11,17,2,36,52,41,19,6,0,1,2,0,0,0,6,10,0,1,0,2,2,0,0,2,0,7,3,3,2,0,0,0,0,0,71,21,203,0,14,7,153,0
Kauai County,1995,Hawaii,HI,56065,HI00400,HI0040000,15,007,15007,local police department,"non-msa cnty 25,000-99,999",pacific,non-suburban,17,10,7,16,1,10,6,0,6,0,0,1,2,3,0,3,1,0,1,2,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,1,0,6,0
Maui County,1995,Hawaii,HI,114254,HI00500,HI0050000,15,009,15009,local police department,"non-msa cnty 100,000 or over",pacific,non-suburban,66,43,23,58,8,39,18,4,18,1,3,1,2,7,5,3,4,4,3,3,1,1,5,2,9,2,1,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,20,0,23,0,9,0,13,1
Hawaii County,1996,Hawaii,HI,95594,HI00100,HI0010000,15,001,15001,local police department,"non-msa cnty 25,000-99,999",pacific,non-suburban,26,17,9,24,2,16,8,1,8,0,0,2,2,4,0,2,2,0,1,2,1,0,2,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,13,0,2,0,7,0
Hilo,1996,Hawaii,HI,40475,HI00101,HI0010100,15,001,15001,local police department,"cities 25,000-49,999",pacific,non-suburban,14,9,5,14,0,9,5,0,5,0,0,1,0,2,2,1,2,2,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0,1,0,4,0
Honolulu,1996,Hawaii,HI,878044,HI00200,HI0020000,15,003,15003,local police department,"cities 500,000-999,999",pacific,non-suburban,566,303,263,493,73,278,214,25,214,1,6,73,41,55,39,27,21,16,8,6,10,10,53,59,38,22,5,2,1,0,0,0,8,18,6,6,10,2,2,0,3,1,2,0,3,3,5,4,0,0,0,0,0,80,25,197,1,15,14,234,0
Kauai County,1996,Hawaii,HI,55923,HI00400,HI0040000,15,007,15007,local police department,"non-msa cnty 25,000-99,999",pacific,non-suburban,16,10,6,11,5,8,2,2,2,1,0,0,0,1,1,1,0,2,0,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,1,0,5,0
Maui County,1996,Hawaii,HI,113964,HI00500,HI0050000,15,009,15009,local police department,"non-msa cnty 100,000 or over",pacific,non-suburban,56,40,16,49,7,36,13,4,13,0,0,0,5,2,6,4,3,1,4,1,1,0,6,3,7,4,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,20,1,19,0,7,2,7,0
Hawaii County,1997,Hawaii,HI,95835,HI00100,HI0010000,15,001,15001,local police department,"non-msa cnty 25,000-99,999",pacific,non-suburban,64,51,13,49,15,40,9,11,9,0,0,2,1,3,3,3,2,6,2,1,1,2,5,4,8,3,2,1,0,0,0,0,0,1,0,1,2,0,1,0,0,0,1,0,3,2,3,0,1,0,0,0,0,18,4,29,0,4,1,8,0
Honolulu,1997,Hawaii,HI,880272,HI00200,HI0020000,15,003,15003,local police department,"cities 500,000-999,999",pacific,non-suburban,515,257,258,453,62,232,221,25,221,0,16,68,38,60,39,23,16,13,9,7,7,12,46,43,29,18,7,1,0,0,1,0,6,12,6,2,11,2,1,1,1,1,1,1,8,4,2,1,1,0,0,0,1,56,18,183,0,29,16,213,0
Kauai County,1997,Hawaii,HI,56064,HI00400,HI0040000,15,007,15007,local police department,"non-msa cnty 25,000-99,999",pacific,non-suburban,3,3,0,3,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0
Maui County,1997,Hawaii,HI,114252,HI00500,HI0050000,15,009,15009,local police department,"non-msa cnty 100,000 or over",pacific,non-suburban,67,50,17,56,11,39,17,11,17,0,0,4,4,2,7,2,0,3,0,1,3,2,10,10,4,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,2,3,1,0,0,0,0,0,32,0,18,0,5,0,11,1
Hawaii County,1998,Hawaii,HI,142173,HI00100,HI0010000,15,001,15001,local police department,"non-msa cnty 100,000 or over",pacific,non-suburban,46,35,11,41,5,31,10,4,10,0,0,2,0,3,5,1,3,1,4,0,0,1,8,4,4,4,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,17,1,17,0,3,1,7,0
Honolulu,1998,Hawaii,HI,874736,HI00200,HI0020000,15,003,15003,local police department,"cities 500,000-999,999",pacific,non-suburban,428,299,129,375,53,256,119,43,119,0,11,27,25,29,27,28,32,17,16,14,7,9,44,30,31,19,5,4,0,0,0,0,0,6,1,1,2,3,3,5,2,2,2,3,8,4,6,4,1,0,0,0,0,69,24,206,0,22,6,101,0
Kauai County,1998,Hawaii,HI,56708,HI00400,HI0040000,15,007,15007,local police department,"non-msa cnty 25,000-99,999",pacific,non-suburban,11,4,7,11,0,4,7,0,7,0,0,1,3,3,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,3,0,4,0
Maui County,1998,Hawaii,HI,119383,HI00500,HI0050000,15,009,15009,local police department,"non-msa cnty 100,000 or over",pacific,non-suburban,52,37,15,45,7,34,11,3,11,0,0,1,5,1,4,7,6,3,1,2,0,2,3,7,3,0,0,0,0,0,0,0,0,3,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,0,23,0,5,0,10,0
Hawaii County,1999,Hawaii,HI,142235,HI00100,HI0010000,15,001,15001,local police department,"non-msa cnty 100,000 or over",pacific,non-suburban,20,15,5,16,4,12,4,3,4,0,0,1,1,0,2,2,2,1,0,0,0,2,1,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,6,1,8,0,1,0,4,0
Honolulu,1999,Hawaii,HI,866566,HI00200,HI0020000,15,003,15003,local police department,"cities 500,000-999,999",pacific,non-suburban,330,241,89,297,33,217,79,24,79,1,5,20,18,17,19,20,18,16,13,8,5,3,40,46,15,18,11,3,0,1,0,0,0,5,2,0,2,2,1,1,1,0,1,0,6,5,0,3,3,1,0,0,0,65,21,155,0,9,2,78,0
Kauai County,1999,Hawaii,HI,56247,HI00400,HI0040000,15,007,15007,local police department,"non-msa cnty 25,000-99,999",pacific,non-suburban,7,4,3,7,0,4,3,0,3,0,0,0,0,1,2,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0
Maui County,1999,Hawaii,HI,119952,HI00500,HI0050000,15,009,15009,local police department,"non-msa cnty 100,000 or over",pacific,non-suburban,39,27,12,35,4,26,9,1,9,0,1,0,3,4,1,1,0,2,0,1,3,3,5,7,0,2,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,1,15,0,8,0,4,0
Hawaii Police Department,2e3,Hawaii,HI,148677,HI00100,HI0010000,15,001,15001,local police department,"non-msa cnty 100,000 or over",pacific,non-suburban,11,6,5,11,0,6,5,0,5,0,0,0,0,1,4,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,2,0,3,0
Honolulu,2e3,Hawaii,HI,876303,HI00200,HI0020000,15,003,15003,local police department,"cities 500,000-999,999",pacific,non-suburban,409,277,132,369,40,254,115,23,115,0,13,35,15,21,31,22,37,32,24,8,11,5,37,22,26,19,6,3,0,0,2,0,2,11,2,2,0,1,2,2,0,2,0,2,3,6,2,3,0,0,0,0,0,77,24,176,0,9,8,115,0
Kauai Police Department,2e3,Hawaii,HI,58463,HI00400,HI0040000,15,007,15007,local police department,"non-msa cnty 25,000-99,999",pacific,non-suburban,17,10,7,15,2,10,5,0,5,0,0,1,0,2,2,4,0,1,2,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,1,0,6,0
Maui Police Department,2e3,Hawaii,HI,128094,HI00500,HI0050000,15,009,15009,local police department,"non-msa cnty 100,000 or over",pacific,non-suburban,47,38,9,42,5,33,9,5,9,0,0,0,1,1,7,6,10,3,0,1,1,0,4,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,0,0,0,0,0,0,0,15,0,23,0,1,0,8,0
Hawaii Police Department,2001,Hawaii,HI,150255,HI00100,HI0010000,15,001,15001,local police department,"non-msa cnty 100,000 or over",pacific,non-suburban,37,32,5,34,3,29,5,3,5,0,0,1,1,1,2,3,3,4,0,1,1,0,1,6,3,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,14,0,18,0,3,0,2,0
Honolulu,2001,Hawaii,HI,885605,HI00200,HI0020000,15,003,15003,local police department,"cities 500,000-999,999",pacific,non-suburban,379,263,116,340,39,234,106,29,106,0,9,22,30,23,22,23,20,15,17,19,18,7,35,29,25,15,8,2,1,0,0,0,0,4,3,2,1,1,2,1,1,3,0,0,5,4,3,3,6,0,0,0,0,61,8,194,0,7,4,105,0
Kauai Police Department,2001,Hawaii,HI,59084,HI00400,HI0040000,15,007,15007,local police department,"non-msa cnty 25,000-99,999",pacific,non-suburban,3,3,0,1,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0
Maui Police Department,2001,Hawaii,HI,129454,HI00500,HI0050000,15,009,15009,local police department,"non-msa cnty 100,000 or over",pacific,non-suburban,30,22,8,23,7,16,7,6,7,0,0,1,1,1,4,1,1,1,2,2,3,0,3,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,2,0,2,0,0,0,0,0,0,8,0,14,0,4,0,4,0
Hawaii Police Department,2002,Hawaii,HI,152771,HI00100,HI0010000,15,001,15001,local police department,"non-msa cnty 100,000 or over",pacific,non-suburban,22,19,3,20,2,17,3,2,3,0,0,0,1,1,1,4,2,0,2,0,0,1,1,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,6,0,13,0,2,0,1,0
Honolulu,2002,Hawaii,HI,900433,HI00200,HI0020000,15,003,15003,local police department,"cities 500,000-999,999",pacific,non-suburban,419,255,164,363,56,233,130,22,130,0,4,41,31,35,19,28,11,9,41,8,10,5,30,27,33,20,10,0,1,0,0,0,2,15,15,0,2,3,1,2,2,2,0,0,5,4,3,0,0,0,0,0,0,46,39,170,0,8,9,147,0
Kauai Police Department,2002,Hawaii,HI,60073,HI00400,HI0040000,15,007,15007,local police department,"non-msa cnty 25,000-99,999",pacific,non-suburban,13,10,3,11,2,8,3,2,3,0,0,0,0,2,1,0,3,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,8,0,2,0,1,0,2,0
Maui Police Department,2002,Hawaii,HI,131621,HI00500,HI0050000,15,009,15009,local police department,"non-msa cnty 100,000 or over",pacific,non-suburban,61,51,10,53,8,45,8,6,8,0,0,1,1,0,6,4,3,2,5,3,0,2,8,11,3,2,2,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,22,0,29,0,5,0,5,0
Hawaii Police Department,2003,Hawaii,HI,156374,HI00100,HI0010000,15,001,15001,local police department,"non-msa cnty 100,000 or over",pacific,non-suburban,40,29,11,34,6,23,11,6,11,0,0,3,1,3,4,2,2,0,4,1,1,2,2,3,4,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0,1,0,0,0,0,13,1,15,0,3,0,8,0
Honolulu,2003,Hawaii,HI,905301,HI00200,HI0020000,15,003,15003,local police department,"cities 500,000-999,999",pacific,non-suburban,322,215,107,299,23,199,100,16,100,0,0,34,12,25,29,25,21,12,10,9,11,10,27,21,27,13,7,4,1,1,0,0,0,4,0,1,2,3,3,0,0,0,0,2,3,2,1,1,1,0,0,0,0,42,23,147,3,8,4,95,0
Kauai Police Department,2003,Hawaii,HI,60558,HI00400,HI0040000,15,007,15007,local police department,"non-msa cnty 25,000-99,999",pacific,non-suburban,9,9,0,7,2,7,0,2,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0
Maui Police Department,2003,Hawaii,HI,135375,HI00500,HI0050000,15,009,15009,local police department,"non-msa cnty 100,000 or over",pacific,non-suburban,86,69,17,70,16,55,15,14,15,0,0,1,1,3,10,9,9,4,3,4,1,2,7,7,6,3,0,0,0,0,0,0,0,0,0,0,2,4,0,1,0,0,0,0,6,0,2,1,0,0,0,0,0,24,1,44,0,3,1,13,0
Hawaii Police Department,2004,Hawaii,HI,159082,HI00100,HI0010000,15,001,15001,local police department,"non-msa cnty 100,000 or over",pacific,non-suburban,28,24,4,22,6,18,4,6,4,0,0,0,0,2,2,3,2,2,0,3,0,0,1,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,0,0,0,0,0,5,2,17,0,2,1,1,0
Honolulu,2004,Hawaii,HI,906589,HI00200,HI0020000,15,003,15003,local police department,"cities 500,000-999,999",pacific,non-suburban,234,144,90,213,21,132,81,12,81,0,6,23,15,13,24,14,9,8,6,7,7,6,19,21,15,10,6,3,0,1,0,0,0,6,0,2,1,0,0,0,1,0,0,0,2,2,6,1,0,0,0,0,0,31,9,104,0,4,3,83,0
Kauai Police Department,2004,Hawaii,HI,61e3,HI00400,HI0040000,15,007,15007,local police department,"non-msa cnty 25,000-99,999",pacific,non-suburban,10,10,0,9,1,9,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,7,0,0,0,0,0
Maui Police Department,2004,Hawaii,HI,136169,HI00500,HI0050000,15,009,15009,local police department,"non-msa cnty 100,000 or over",pacific,non-suburban,48,33,15,43,5,29,14,4,14,0,0,11,2,0,1,0,0,1,1,1,2,1,2,6,7,4,3,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,18,0,14,1,3,0,12,0
Hawaii Police Department,2005,Hawaii,HI,164565,HI00100,HI0010000,15,001,15001,local police department,"non-msa cnty 100,000 or over",pacific,non-suburban,43,33,10,41,2,31,10,2,10,0,0,1,1,2,6,8,3,0,2,3,3,1,3,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,16,0,17,0,2,0,8,0
Honolulu,2005,Hawaii,HI,908521,HI00200,HI0020000,15,003,15003,local police department,"cities 500,000-999,999",pacific,non-suburban,248,154,94,226,22,141,85,13,85,0,3,23,20,13,26,26,9,10,5,5,3,10,24,14,11,12,8,2,2,0,0,0,2,0,5,1,1,0,0,0,0,1,0,0,1,4,4,1,2,0,0,0,0,30,20,104,0,6,5,83,0
Kauai Police Department,2005,Hawaii,HI,62535,HI00400,HI0040000,15,007,15007,local police department,"non-msa cnty 25,000-99,999",pacific,non-suburban,8,6,2,8,0,6,2,0,2,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,2,0
Maui Police Department,2005,Hawaii,HI,139573,HI00500,HI0050000,15,009,15009,local police department,"non-msa cnty 100,000 or over",pacific,non-suburban,51,41,10,44,7,35,9,6,9,0,1,0,0,3,5,5,4,2,2,6,1,3,5,2,3,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,2,0,1,0,0,0,0,0,23,0,18,0,5,0,5,0
Hawaii Police Department,2006,Hawaii,HI,168645,HI00100,HI0010000,15,001,15001,local police department,"non-msa cnty 100,000 or over",pacific,non-suburban,27,23,4,24,3,21,3,2,3,0,0,0,0,1,2,1,2,0,1,1,2,1,7,1,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,2,16,0,3,0,1,0
Honolulu,2006,Hawaii,HI,912693,HI00200,HI0020000,15,003,15003,local police department,"cities 500,000-999,999",pacific,non-suburban,276,191,85,253,23,175,78,16,78,0,4,13,17,24,20,9,13,17,16,7,6,4,37,20,17,16,7,5,1,0,0,0,0,1,2,3,1,0,2,1,0,0,2,1,5,1,1,3,0,0,0,0,0,65,6,120,0,8,4,72,1
Maui Police Department,2006,Hawaii,HI,141014,HI00500,HI0050000,15,009,15009,local police department,"non-msa cnty 100,000 or over",pacific,non-suburban,51,37,14,47,4,33,14,4,14,0,0,3,3,5,3,3,2,2,3,1,1,2,6,6,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,12,0,25,0,0,0,14,0
Hawaii Police Department,2007,Hawaii,HI,172613,HI00100,HI0010000,15,001,15001,local police department,"non-msa cnty 100,000 or over",pacific,non-suburban,40,33,7,35,5,28,7,5,7,0,0,2,2,2,1,2,3,3,3,2,1,2,2,2,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,1,0,0,0,16,0,17,0,1,0,6,0
Honolulu,2007,Hawaii,HI,905903,HI00200,HI0020000,15,003,15003,local police department,"cities 500,000-999,999",pacific,non-suburban,310,189,121,287,23,174,112,15,112,1,7,28,29,26,22,24,12,12,12,7,5,3,32,28,9,17,6,4,3,0,0,0,0,1,2,3,2,2,1,0,1,0,1,3,1,2,2,2,0,0,0,0,0,41,19,129,0,14,8,99,0
Kauai Police Department,2007,Hawaii,HI,63041,HI00400,HI0040000,15,007,15007,local police department,"non-msa cnty 25,000-99,999",pacific,non-suburban,11,10,1,11,0,10,1,0,1,0,0,1,0,0,0,0,3,1,0,0,1,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,1,0
Maui Police Department,2007,Hawaii,HI,141831,HI00500,HI0050000,15,009,15009,local police department,"non-msa cnty 100,000 or over",pacific,non-suburban,29,15,14,25,4,12,13,3,13,0,0,1,2,3,7,0,2,2,1,0,1,0,1,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,5,0,10,0,2,0,12,0
Hawaii Police Department,2008,Hawaii,HI,175691,HI00100,HI0010000,15,001,15001,local police department,"non-msa cnty 100,000 or over",pacific,non-suburban,35,23,12,34,1,22,12,1,12,0,0,1,3,4,4,3,7,1,0,1,1,1,0,3,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,16,0,1,1,10,0
Honolulu,2008,Hawaii,HI,906349,HI00200,HI0020000,15,003,15003,local police department,"cities 500,000-999,999",pacific,non-suburban,350,206,144,317,33,183,132,23,132,2,1,35,25,35,36,29,22,13,13,5,9,8,24,22,13,9,10,5,1,0,0,0,0,6,4,0,0,3,3,1,1,1,0,1,2,3,2,2,4,0,0,0,0,49,23,133,1,17,7,120,0
Kauai Police Department,2008,Hawaii,HI,63164,HI00400,HI0040000,15,007,15007,local police department,"non-msa cnty 25,000-99,999",pacific,non-suburban,8,7,1,7,1,6,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,1,0,0,0
Maui Police Department,2008,Hawaii,HI,142994,HI00500,HI0050000,15,009,15009,local police department,"non-msa cnty 100,000 or over",pacific,non-suburban,30,26,4,29,1,25,4,1,4,0,0,0,2,2,0,3,1,1,3,1,1,1,3,4,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16,3,7,0,2,0,2,0
Hawaii Police Department,2009,Hawaii,HI,178760,HI00100,HI0010000,15,001,15001,local police department,"non-msa cnty 100,000 or over",pacific,non-suburban,44,37,7,40,4,33,7,4,7,0,0,1,1,3,2,2,3,5,2,1,3,4,7,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,18,1,18,0,1,0,6,0
Honolulu,2009,Hawaii,HI,907124,HI00200,HI0020000,15,003,15003,local police department,"cities 500,000-999,999",pacific,non-suburban,352,250,102,324,28,229,95,21,95,0,1,28,17,20,29,38,19,26,22,13,11,11,24,20,11,12,11,7,2,2,0,0,1,1,4,1,0,1,2,2,3,1,2,0,2,1,2,2,3,0,0,0,0,44,20,186,0,3,6,93,0
Kauai Police Department,2009,Hawaii,HI,64192,HI00400,HI0040000,15,007,15007,local police department,"non-msa cnty 25,000-99,999",pacific,non-suburban,10,7,3,8,2,5,3,2,3,0,0,0,0,3,0,0,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,4,1,0,0,3,0
Maui Police Department,2009,Hawaii,HI,145102,HI00500,HI0050000,15,009,15009,local police department,"non-msa cnty 100,000 or over",pacific,non-suburban,54,35,19,50,4,34,16,1,16,0,0,2,2,5,7,5,7,6,2,1,1,0,3,0,4,1,2,2,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18,0,16,1,6,0,13,0
