agency,year,state,state_abb,population,ORI,ORI9,FIPS_state_code,FIPS_county_code,FIPS_state_county_code,agency_type,group,geographic_division,suburban_agency,burglary_tot_arrests,burglary_tot_adult,burglary_tot_juv,burglary_tot_male,burglary_tot_female,burglary_tot_male_adult,burglary_tot_male_juv,burglary_tot_female_adult,burglary_tot_female_juv,burglary_male_under_10,burglary_male_10_12,burglary_male_13_14,burglary_male_15,burglary_male_16,burglary_male_17,burglary_male_18,burglary_male_19,burglary_male_20,burglary_male_21,burglary_male_22,burglary_male_23,burglary_male_24,burglary_male_25_29,burglary_male_30_34,burglary_male_35_39,burglary_male_40_44,burglary_male_45_49,burglary_male_50_54,burglary_male_55_59,burglary_male_60_64,burglary_male_over_64,burglary_female_under_10,burglary_female_10_12,burglary_female_13_14,burglary_female_15,burglary_female_16,burglary_female_17,burglary_female_18,burglary_female_19,burglary_female_20,burglary_female_21,burglary_female_22,burglary_female_23,burglary_female_24,burglary_female_25_29,burglary_female_30_34,burglary_female_35_39,burglary_female_40_44,burglary_female_45_49,burglary_female_50_54,burglary_female_55_59,burglary_female_60_64,burglary_female_over_64,burglary_adult_white,burglary_adult_black,burglary_adult_asian,burglary_adult_indian,burglary_juv_white,burglary_juv_black,burglary_juv_asian,burglary_juv_indian
Humboldt,1989,Nevada,NV,6714,NV00700,NV0070000,32,013,32013,sheriffs office,"non-msa cnty under 10,000",mountain,non-suburban,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Winnemucca,1989,Nevada,NV,5723,NV00701,NV0070100,32,013,32013,local police department,"cities 2,500-9,999",mountain,non-suburban,8,8,0,7,1,7,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0
Lincoln,1989,Nevada,NV,2635,NV00900,NV0090000,32,017,32017,sheriffs office,"non-msa cnty under 10,000",mountain,non-suburban,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Lyon,1989,Nevada,NV,17043,NV01000,NV0100000,32,019,32019,sheriffs office,"non-msa cnty 10,000-24,999",mountain,non-suburban,9,5,4,8,1,4,4,1,4,0,0,0,1,1,2,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,2,4,0,0,0
Yerington,1989,Nevada,NV,2350,NV01001,NV0100100,32,019,32019,local police department,"cities under 2,500",mountain,non-suburban,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mineral,1989,Nevada,NV,6429,NV01100,NV0110000,32,021,32021,sheriffs office,"non-msa cnty under 10,000",mountain,non-suburban,8,4,4,8,0,4,4,0,4,0,0,1,2,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,4,0,0,0
Carson City,1989,Nevada,NV,40473,NV01300,NV0130000,32,510,32510,sheriffs office,"non-msa cnty 25,000-99,999",mountain,non-suburban,38,23,15,35,3,21,14,2,14,0,0,2,4,7,1,4,1,2,1,0,2,0,2,3,2,1,1,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,22,1,0,0,15,0,0,0
Pershing,1989,Nevada,NV,2245,NV01400,NV0140000,32,027,32027,sheriffs office,"non-msa cnty under 10,000",mountain,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lovelock,1989,Nevada,NV,2287,NV01401,NV0140100,32,027,32027,local police department,"cities under 2,500",mountain,non-suburban,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Storey,1989,Nevada,NV,2003,NV01500,NV0150000,32,029,32029,sheriffs office,"non-msa cnty under 10,000",mountain,non-suburban,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Washoe,1989,Nevada,NV,73799,NV01600,NV0160000,32,031,32031,sheriffs office,"msa cnty 25,000-99,999",mountain,suburban,143,71,72,134,9,68,63,3,63,3,9,17,13,10,14,7,5,5,3,3,1,3,15,10,8,7,1,0,0,0,0,1,1,1,2,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,68,2,1,0,72,0,0,0
Reno,1989,Nevada,NV,121345,NV01601,NV0160100,32,031,32031,local police department,"cities 100,000-249,999",mountain,non-suburban,166,105,61,148,18,100,44,5,44,4,9,9,5,5,16,12,7,5,6,7,7,5,18,13,8,3,6,2,0,1,0,1,4,3,1,0,4,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,90,13,2,0,56,1,3,1
Sparks,1989,Nevada,NV,57495,NV01602,NV0160200,32,031,32031,local police department,"cities 50,000-99,999",mountain,suburban,114,86,28,102,12,75,27,11,27,0,3,6,6,8,4,14,8,5,2,5,3,1,12,14,5,3,2,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,2,2,3,0,1,1,0,0,0,79,3,3,1,28,0,0,0
Univ Of Nevada-reno,1989,Nevada,NV,0,NV01603,NV0160300,32,031,32031,special jurisdiction,"cities under 2,500",mountain,suburban,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
White Pine,1989,Nevada,NV,8326,NV01700,NV0170000,32,033,32033,sheriffs office,"non-msa cnty under 10,000",mountain,non-suburban,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Churchill,1990,Nevada,NV,11500,NV00100,NV0010000,32,001,32001,sheriffs office,"non-msa cnty 10,000-24,999",mountain,non-suburban,4,4,0,4,0,4,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
Fallon,1990,Nevada,NV,6438,NV00101,NV0010100,32,001,32001,local police department,"cities 2,500-9,999",mountain,non-suburban,19,17,2,17,2,15,2,2,2,0,0,0,2,0,0,3,1,1,1,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,15,1,0,1,2,0,0,0
Las Vegas Metro Pol Jur,1990,Nevada,NV,616243,NV00201,NV0020100,32,003,32003,local police department,"cities 500,000-999,999",mountain,non-suburban,1651,1246,405,1352,299,1029,322,217,322,1,29,96,56,73,68,83,76,57,51,44,60,52,242,162,96,51,29,13,9,3,1,0,11,18,23,17,13,11,6,17,8,13,11,14,39,43,28,13,6,3,4,1,0,914,315,12,5,334,66,5,0
Henderson,1990,Nevada,NV,64942,NV00203,NV0020300,32,003,32003,local police department,"cities 50,000-99,999",mountain,suburban,120,54,66,113,7,51,61,3,61,1,6,12,15,17,11,9,9,3,3,0,4,3,13,5,2,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,51,3,0,0,60,6,0,0
Boulder City,1990,Nevada,NV,12567,NV00204,NV0020400,32,003,32003,local police department,"cities 10,000-24,999",mountain,suburban,17,15,2,11,6,9,2,6,2,0,0,1,0,1,0,0,2,0,0,0,0,0,1,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,2,0,0,0,0,0,0,0,10,5,0,0,0,2,0,0
Elko,1990,Nevada,NV,15318,NV00400,NV0040000,32,007,32007,sheriffs office,"non-msa cnty 10,000-24,999",mountain,non-suburban,10,4,6,9,1,4,5,0,5,0,1,1,1,1,1,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0
Carlin,1990,Nevada,NV,2220,NV00402,NV0040200,32,007,32007,local police department,"cities under 2,500",mountain,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wells,1990,Nevada,NV,1256,NV00403,NV0040300,32,007,32007,local police department,"cities under 2,500",mountain,non-suburban,5,5,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
Esmeralda,1990,Nevada,NV,1344,NV00500,NV0050000,32,009,32009,sheriffs office,"non-msa cnty under 10,000",mountain,non-suburban,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Eureka,1990,Nevada,NV,1547,NV00600,NV0060000,32,011,32011,sheriffs office,"non-msa cnty under 10,000",mountain,non-suburban,5,5,0,2,3,2,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,5,0,0,0,0,0,0,0
Humboldt,1990,Nevada,NV,6710,NV00700,NV0070000,32,013,32013,sheriffs office,"non-msa cnty under 10,000",mountain,non-suburban,5,0,5,5,0,0,5,0,5,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
Winnemucca,1990,Nevada,NV,6134,NV00701,NV0070100,32,013,32013,local police department,"cities 2,500-9,999",mountain,non-suburban,25,17,8,21,4,13,8,4,8,0,1,4,1,2,0,2,1,0,0,1,1,1,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,15,1,0,1,8,0,0,0
Lander,1990,Nevada,NV,6266,NV00800,NV0080000,32,015,32015,sheriffs office,"non-msa cnty under 10,000",mountain,non-suburban,8,0,8,7,1,0,7,0,7,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
Lincoln,1990,Nevada,NV,2664,NV00900,NV0090000,32,017,32017,sheriffs office,"non-msa cnty under 10,000",mountain,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lyon,1990,Nevada,NV,17634,NV01000,NV0100000,32,019,32019,sheriffs office,"non-msa cnty 10,000-24,999",mountain,non-suburban,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Yerington,1990,Nevada,NV,2367,NV01001,NV0100100,32,019,32019,local police department,"cities under 2,500",mountain,non-suburban,4,2,2,3,1,1,2,1,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0
Mineral,1990,Nevada,NV,6475,NV01100,NV0110000,32,021,32021,sheriffs office,"non-msa cnty under 10,000",mountain,non-suburban,15,9,6,12,3,6,5,3,5,1,0,3,1,1,0,2,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,5,4,0,0,5,0,0,1
Nye,1990,Nevada,NV,17781,NV01200,NV0120000,32,023,32023,sheriffs office,"non-msa cnty 10,000-24,999",mountain,non-suburban,14,12,2,11,3,9,2,3,2,0,0,0,1,0,1,4,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,12,0,0,0,2,0,0,0
Carson City,1990,Nevada,NV,40443,NV01300,NV0130000,32,510,32510,sheriffs office,"non-msa cnty 25,000-99,999",mountain,non-suburban,3,3,0,2,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Pershing,1990,Nevada,NV,2267,NV01400,NV0140000,32,027,32027,sheriffs office,"non-msa cnty under 10,000",mountain,non-suburban,3,3,0,3,0,3,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0
Lovelock,1990,Nevada,NV,2069,NV01401,NV0140100,32,027,32027,local police department,"cities under 2,500",mountain,non-suburban,4,0,4,4,0,0,4,0,4,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
Storey,1990,Nevada,NV,2526,NV01500,NV0150000,32,029,32029,sheriffs office,"non-msa cnty under 10,000",mountain,non-suburban,4,1,3,4,0,1,3,0,3,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0
Washoe,1990,Nevada,NV,67450,NV01600,NV0160000,32,031,32031,sheriffs office,"msa cnty 25,000-99,999",mountain,suburban,197,132,65,181,16,123,54,9,54,4,6,23,10,8,7,3,11,9,8,14,5,3,29,18,11,7,3,0,2,0,0,0,3,0,0,2,2,0,0,1,0,0,2,0,2,2,2,0,0,0,0,0,0,116,6,5,5,65,0,0,0
Reno,1990,Nevada,NV,133850,NV01601,NV0160100,32,031,32031,local police department,"cities 100,000-249,999",mountain,non-suburban,476,306,170,413,63,275,135,31,135,3,20,35,24,20,36,29,32,25,21,8,13,10,62,35,22,6,7,3,2,0,0,0,6,10,8,3,5,0,1,1,1,1,1,0,11,10,2,2,1,0,0,0,0,265,25,5,11,145,10,6,9
Sparks,1990,Nevada,NV,53367,NV01602,NV0160200,32,031,32031,local police department,"cities 50,000-99,999",mountain,suburban,135,84,51,122,13,80,42,4,42,0,3,6,7,13,13,6,9,2,6,7,2,3,21,13,4,3,1,3,0,0,0,0,1,1,4,2,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,72,11,0,1,43,4,0,4
Univ Of Nevada-reno,1990,Nevada,NV,0,NV01603,NV0160300,32,031,32031,special jurisdiction,"cities under 2,500",mountain,suburban,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
White Pine,1990,Nevada,NV,9264,NV01700,NV0170000,32,033,32033,sheriffs office,"non-msa cnty under 10,000",mountain,non-suburban,5,5,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0
Churchill,1991,Nevada,NV,12286,NV00100,NV0010000,32,001,32001,sheriffs office,"non-msa cnty 10,000-24,999",mountain,non-suburban,8,8,0,7,1,7,0,1,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
Fallon,1991,Nevada,NV,6878,NV00101,NV0010100,32,001,32001,local police department,"cities 2,500-9,999",mountain,non-suburban,29,15,14,27,2,14,13,1,13,0,2,3,2,2,4,1,3,3,1,1,1,0,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14,1,0,0,14,0,0,0
Las Vegas Metro Pol Jur,1991,Nevada,NV,656391,NV00201,NV0020100,32,003,32003,local police department,"cities 500,000-999,999",mountain,non-suburban,1684,1319,365,1427,257,1124,303,195,303,0,33,76,51,75,68,100,85,49,49,48,45,45,290,178,122,60,26,16,5,3,3,1,8,18,13,10,12,8,11,12,8,15,14,9,37,41,26,10,1,3,0,0,0,977,322,16,4,301,61,2,1
Henderson,1991,Nevada,NV,69382,NV00203,NV0020300,32,003,32003,local police department,"cities 50,000-99,999",mountain,suburban,194,79,115,175,19,71,104,8,104,0,12,29,26,21,16,12,8,9,1,4,7,2,10,11,4,1,1,1,0,0,0,0,3,0,2,4,2,1,0,0,0,1,1,0,1,2,2,0,0,0,0,0,0,71,6,2,0,112,3,0,0
Boulder City,1991,Nevada,NV,13426,NV00204,NV0020400,32,003,32003,local police department,"cities 10,000-24,999",mountain,suburban,29,16,13,25,4,12,13,4,13,0,1,3,6,2,1,0,3,0,0,2,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,16,0,0,0,13,0,0,0
Uni Of Nevada Las Vegas,1991,Nevada,NV,0,NV00210,NV0021000,32,003,32003,special jurisdiction,"cities under 2,500",mountain,non-suburban,6,6,0,5,1,5,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0
Elko,1991,Nevada,NV,16365,NV00400,NV0040000,32,007,32007,sheriffs office,"non-msa cnty 10,000-24,999",mountain,non-suburban,9,5,4,9,0,5,4,0,4,0,3,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0
Carlin,1991,Nevada,NV,2371,NV00402,NV0040200,32,007,32007,local police department,"cities under 2,500",mountain,non-suburban,5,2,3,4,1,2,2,0,2,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0
Wells,1991,Nevada,NV,1341,NV00403,NV0040300,32,007,32007,local police department,"cities under 2,500",mountain,non-suburban,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Esmeralda,1991,Nevada,NV,1435,NV00500,NV0050000,32,009,32009,sheriffs office,"non-msa cnty under 10,000",mountain,non-suburban,3,3,0,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Eureka,1991,Nevada,NV,1652,NV00600,NV0060000,32,011,32011,sheriffs office,"non-msa cnty under 10,000",mountain,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Humboldt,1991,Nevada,NV,7168,NV00700,NV0070000,32,013,32013,sheriffs office,"non-msa cnty under 10,000",mountain,non-suburban,6,6,0,6,0,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0
Winnemucca,1991,Nevada,NV,6553,NV00701,NV0070100,32,013,32013,local police department,"cities 2,500-9,999",mountain,non-suburban,11,6,5,10,1,5,5,1,5,0,0,0,2,0,3,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0
Lander,1991,Nevada,NV,6694,NV00800,NV0080000,32,015,32015,sheriffs office,"non-msa cnty under 10,000",mountain,non-suburban,6,5,1,6,0,5,1,0,1,0,0,0,0,0,1,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0
Lincoln,1991,Nevada,NV,2846,NV00900,NV0090000,32,017,32017,sheriffs office,"non-msa cnty under 10,000",mountain,non-suburban,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Caliente,1991,Nevada,NV,1186,NV00901,NV0090100,32,017,32017,local police department,"cities under 2,500",mountain,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mineral,1991,Nevada,NV,6917,NV01100,NV0110000,32,021,32021,sheriffs office,"non-msa cnty under 10,000",mountain,non-suburban,32,12,20,26,6,10,15,2,15,1,1,1,5,3,5,2,1,1,1,0,0,1,1,3,0,0,0,0,0,0,0,0,1,0,0,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0,0,0,13,7,0,0
Nye,1991,Nevada,NV,18996,NV01200,NV0120000,32,023,32023,sheriffs office,"non-msa cnty 10,000-24,999",mountain,non-suburban,6,6,0,6,0,6,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
Pershing,1991,Nevada,NV,2421,NV01400,NV0140000,32,027,32027,sheriffs office,"non-msa cnty under 10,000",mountain,non-suburban,3,3,0,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
Lovelock,1991,Nevada,NV,2210,NV01401,NV0140100,32,027,32027,local police department,"cities under 2,500",mountain,non-suburban,4,3,1,4,0,3,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0
Storey,1991,Nevada,NV,2698,NV01500,NV0150000,32,029,32029,sheriffs office,"non-msa cnty under 10,000",mountain,non-suburban,6,1,5,6,0,1,5,0,5,0,0,0,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0
Washoe,1991,Nevada,NV,72061,NV01600,NV0160000,32,031,32031,sheriffs office,"msa cnty 25,000-99,999",mountain,suburban,185,93,92,170,15,86,82,7,82,2,12,21,13,20,16,2,9,7,8,5,5,4,14,6,12,8,5,0,1,0,0,0,3,2,0,2,1,0,0,0,0,0,0,0,2,1,2,2,0,0,0,0,0,89,4,0,0,92,0,0,0
Reno,1991,Nevada,NV,143001,NV01601,NV0160100,32,031,32031,local police department,"cities 100,000-249,999",mountain,non-suburban,408,281,127,357,51,250,104,31,104,3,12,28,19,27,18,24,14,22,23,17,9,13,46,34,27,10,2,2,2,5,0,0,3,5,4,4,4,0,2,1,3,2,1,0,6,7,5,2,1,0,0,1,0,246,29,2,4,115,7,4,1
Sparks,1991,Nevada,NV,57015,NV01602,NV0160200,32,031,32031,local police department,"cities 50,000-99,999",mountain,suburban,160,97,63,135,25,83,49,14,49,3,5,5,8,16,15,7,8,4,10,6,5,8,18,6,6,2,3,0,0,0,0,0,2,5,2,0,2,0,1,2,1,0,0,2,5,1,0,1,0,1,0,0,0,76,8,0,1,58,2,0,0
Univ Of Nevada-reno,1991,Nevada,NV,0,NV01603,NV0160300,32,031,32031,special jurisdiction,"cities under 2,500",mountain,suburban,4,3,1,4,0,3,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0
White Pine,1991,Nevada,NV,9897,NV01700,NV0170000,32,033,32033,sheriffs office,"non-msa cnty under 10,000",mountain,non-suburban,5,5,0,4,1,4,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
Churchill,1992,Nevada,NV,12697,NV00100,NV0010000,32,001,32001,sheriffs office,"non-msa cnty 10,000-24,999",mountain,non-suburban,9,7,2,8,1,6,2,1,2,0,0,2,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,2,0,0,0
Fallon,1992,Nevada,NV,7108,NV00101,NV0010100,32,001,32001,local police department,"cities 2,500-9,999",mountain,non-suburban,5,4,1,4,1,3,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0
