agency,year,state,state_abb,population,ORI,ORI9,FIPS_state_code,FIPS_county_code,FIPS_state_county_code,rape_tot_arrests,rape_tot_adult,rape_tot_juv,rape_tot_male,rape_tot_female,rape_tot_male_adult,rape_tot_male_juv,rape_tot_female_adult,rape_tot_female_juv,rape_male_under_10,rape_male_10_12,rape_male_13_14,rape_male_15,rape_male_16,rape_male_17,rape_male_18,rape_male_19,rape_male_20,rape_male_21,rape_male_22,rape_male_23,rape_male_24,rape_male_25_29,rape_male_30_34,rape_male_35_39,rape_male_40_44,rape_male_45_49,rape_male_50_54,rape_male_55_59,rape_male_60_64,rape_male_over_64,rape_female_under_10,rape_female_10_12,rape_female_13_14,rape_female_15,rape_female_16,rape_female_17,rape_female_18,rape_female_19,rape_female_20,rape_female_21,rape_female_22,rape_female_23,rape_female_24,rape_female_25_29,rape_female_30_34,rape_female_35_39,rape_female_40_44,rape_female_45_49,rape_female_50_54,rape_female_55_59,rape_female_60_64,rape_female_over_64,rape_adult_white,rape_adult_black,rape_adult_asian,rape_adult_indian,rape_juv_white,rape_juv_black,rape_juv_asian,rape_juv_indian
Hilo,1996,Hawaii,HI,40475,HI00101,HI0010100,15,001,15001,10,7,3,10,0,7,3,0,3,0,0,1,0,2,0,0,0,0,0,0,1,0,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,1,0,2,0
Honolulu,1996,Hawaii,HI,878044,HI00200,HI0020000,15,003,15003,79,69,10,79,0,69,10,0,10,0,0,3,2,3,2,5,0,2,7,1,1,2,9,5,29,2,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15,41,0,3,0,7,0
Kauai County,1996,Hawaii,HI,55923,HI00400,HI0040000,15,007,15007,3,2,1,3,0,2,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
Maui County,1996,Hawaii,HI,113964,HI00500,HI0050000,15,009,15009,22,20,2,22,0,20,2,0,2,0,0,0,1,0,1,1,1,2,0,1,0,0,4,4,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,11,1,1,0,1,0
Hawaii County,1997,Hawaii,HI,95835,HI00100,HI0010000,15,001,15001,18,14,4,18,0,14,4,0,4,0,0,2,0,0,2,1,1,0,0,2,0,0,1,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,7,0,3,0,1,0
Honolulu,1997,Hawaii,HI,880272,HI00200,HI0020000,15,003,15003,86,76,10,86,0,76,10,0,10,0,2,4,2,1,1,6,2,1,2,1,2,0,18,6,11,8,9,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,9,47,0,1,3,6,0
Kauai County,1997,Hawaii,HI,56064,HI00400,HI0040000,15,007,15007,5,4,1,5,0,4,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0
Maui County,1997,Hawaii,HI,114252,HI00500,HI0050000,15,009,15009,15,14,1,15,0,14,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,3,4,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,0,0,0,1,0
Hawaii County,1998,Hawaii,HI,142173,HI00100,HI0010000,15,001,15001,16,15,1,16,0,15,1,0,1,0,0,0,0,1,0,1,2,1,1,0,1,0,1,4,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,10,0,0,0,1,0
Honolulu,1998,Hawaii,HI,874736,HI00200,HI0020000,15,003,15003,97,78,19,97,0,78,19,0,19,0,0,3,2,4,10,2,8,1,3,2,2,4,9,19,17,4,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,8,53,0,8,2,9,0
Kauai County,1998,Hawaii,HI,56708,HI00400,HI0040000,15,007,15007,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Maui County,1998,Hawaii,HI,119383,HI00500,HI0050000,15,009,15009,17,17,0,17,0,17,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,5,3,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,7,0,0,0,0,0
Hawaii County,1999,Hawaii,HI,142235,HI00100,HI0010000,15,001,15001,11,11,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0
Honolulu,1999,Hawaii,HI,866566,HI00200,HI0020000,15,003,15003,61,51,10,60,1,50,10,1,10,0,3,2,2,3,0,2,0,6,7,1,0,3,5,7,8,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,9,32,0,1,1,8,0
Kauai County,1999,Hawaii,HI,56247,HI00400,HI0040000,15,007,15007,12,9,3,12,0,9,3,0,3,0,1,0,0,1,1,1,1,0,0,1,0,0,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,3,0
Maui County,1999,Hawaii,HI,119952,HI00500,HI0050000,15,009,15009,11,10,1,11,0,10,1,0,1,0,0,0,0,0,1,1,2,0,0,0,0,0,1,1,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,1,0
Hawaii Police Department,2e3,Hawaii,HI,148677,HI00100,HI0010000,15,001,15001,12,11,1,12,0,11,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,1,0
Honolulu,2e3,Hawaii,HI,876303,HI00200,HI0020000,15,003,15003,49,43,6,49,0,43,6,0,6,0,0,3,1,1,1,1,1,4,2,3,0,5,4,8,4,2,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,26,0,1,0,5,0
Kauai Police Department,2e3,Hawaii,HI,58463,HI00400,HI0040000,15,007,15007,14,13,1,14,0,13,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,9,0,1,0,0,0
Maui Police Department,2e3,Hawaii,HI,128094,HI00500,HI0050000,15,009,15009,12,12,0,10,2,10,0,2,0,0,0,0,0,0,0,2,0,0,0,0,2,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0
Hawaii Police Department,2001,Hawaii,HI,150255,HI00100,HI0010000,15,001,15001,19,16,3,17,2,14,3,2,3,0,0,0,1,0,2,1,0,0,1,2,0,0,4,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,1,10,0,2,0,1,0
Honolulu,2001,Hawaii,HI,885605,HI00200,HI0020000,15,003,15003,104,82,22,100,4,78,22,4,22,0,6,6,5,2,3,1,3,1,0,1,10,1,9,16,17,9,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,16,9,56,1,1,2,19,0
Kauai Police Department,2001,Hawaii,HI,59084,HI00400,HI0040000,15,007,15007,8,8,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0
Maui Police Department,2001,Hawaii,HI,129454,HI00500,HI0050000,15,009,15009,13,11,2,13,0,11,2,0,2,0,0,2,0,0,0,1,0,1,0,0,0,0,1,3,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,1,2,0,0,0
Hawaii Police Department,2002,Hawaii,HI,152771,HI00100,HI0010000,15,001,15001,7,7,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0
Honolulu,2002,Hawaii,HI,900433,HI00200,HI0020000,15,003,15003,113,101,12,113,0,101,12,0,12,0,0,3,2,2,5,0,4,3,7,2,8,0,8,21,24,14,3,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,82,0,1,3,8,0
Kauai Police Department,2002,Hawaii,HI,60073,HI00400,HI0040000,15,007,15007,9,8,1,8,1,7,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,1,0
Maui Police Department,2002,Hawaii,HI,131621,HI00500,HI0050000,15,009,15009,4,4,0,4,0,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0
Hawaii Police Department,2003,Hawaii,HI,156374,HI00100,HI0010000,15,001,15001,16,14,2,16,0,14,2,0,2,0,0,1,1,0,0,3,2,0,0,1,0,0,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,0,0,0,2,0
Honolulu,2003,Hawaii,HI,905301,HI00200,HI0020000,15,003,15003,94,81,13,94,0,81,13,0,13,0,0,4,3,2,4,0,7,4,2,6,2,2,3,21,14,13,1,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,13,46,0,3,4,6,0
Kauai Police Department,2003,Hawaii,HI,60558,HI00400,HI0040000,15,007,15007,7,7,0,6,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,2,0,0,0,0,0
Maui Police Department,2003,Hawaii,HI,135375,HI00500,HI0050000,15,009,15009,10,9,1,10,0,9,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,1,0,0,0
Hawaii Police Department,2004,Hawaii,HI,159082,HI00100,HI0010000,15,001,15001,12,12,0,12,0,12,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,2,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,7,0,0,0,0,0
Honolulu,2004,Hawaii,HI,906589,HI00200,HI0020000,15,003,15003,60,53,7,60,0,53,7,0,7,0,0,3,4,0,0,1,1,7,1,5,2,2,5,6,7,10,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,31,0,1,1,5,0
Kauai Police Department,2004,Hawaii,HI,61e3,HI00400,HI0040000,15,007,15007,10,10,0,10,0,10,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0
Maui Police Department,2004,Hawaii,HI,136169,HI00500,HI0050000,15,009,15009,3,2,1,3,0,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
Hawaii Police Department,2005,Hawaii,HI,164565,HI00100,HI0010000,15,001,15001,7,7,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0
Honolulu,2005,Hawaii,HI,908521,HI00200,HI0020000,15,003,15003,76,69,7,76,0,69,7,0,7,0,0,1,2,1,3,4,1,2,3,4,3,3,9,14,10,10,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,9,34,0,2,1,4,0
Kauai Police Department,2005,Hawaii,HI,62535,HI00400,HI0040000,15,007,15007,4,3,1,4,0,3,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0
Maui Police Department,2005,Hawaii,HI,139573,HI00500,HI0050000,15,009,15009,9,9,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,3,0,0,0,0,0
Hawaii Police Department,2006,Hawaii,HI,168645,HI00100,HI0010000,15,001,15001,6,6,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0
Honolulu,2006,Hawaii,HI,912693,HI00200,HI0020000,15,003,15003,83,67,16,83,0,67,16,0,16,0,0,8,3,3,2,3,2,2,2,3,4,2,11,11,8,4,7,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,9,38,0,5,3,8,0
Maui Police Department,2006,Hawaii,HI,141014,HI00500,HI0050000,15,009,15009,14,14,0,14,0,14,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3,2,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,8,0,0,0,0,0
Hawaii Police Department,2007,Hawaii,HI,172613,HI00100,HI0010000,15,001,15001,24,22,2,23,1,21,2,1,2,0,0,0,0,0,2,1,1,0,0,2,1,2,7,1,3,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,0,10,0,1,0,1,0
Honolulu,2007,Hawaii,HI,905903,HI00200,HI0020000,15,003,15003,78,67,11,76,2,65,11,2,11,0,0,1,2,6,2,3,3,2,8,6,1,4,9,9,3,4,10,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,13,10,44,0,2,2,7,0
Kauai Police Department,2007,Hawaii,HI,63041,HI00400,HI0040000,15,007,15007,13,11,2,13,0,11,2,0,2,0,0,0,0,0,2,0,1,1,1,1,2,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,2,0
Maui Police Department,2007,Hawaii,HI,141831,HI00500,HI0050000,15,009,15009,13,13,0,13,0,13,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,4,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,8,0,0,0,0,0
Hawaii Police Department,2008,Hawaii,HI,175691,HI00100,HI0010000,15,001,15001,23,21,2,23,0,21,2,0,2,0,0,0,0,2,0,2,2,0,0,0,0,0,3,1,1,5,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,6,0,1,0,1,0
Honolulu,2008,Hawaii,HI,906349,HI00200,HI0020000,15,003,15003,68,62,6,68,0,62,6,0,6,0,0,1,1,4,0,2,4,4,4,4,5,0,7,7,1,11,7,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,42,0,1,0,5,0
Kauai Police Department,2008,Hawaii,HI,63164,HI00400,HI0040000,15,007,15007,11,11,0,11,0,11,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,3,0,0,0,0,0
Maui Police Department,2008,Hawaii,HI,142994,HI00500,HI0050000,15,009,15009,5,5,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0
Hawaii Police Department,2009,Hawaii,HI,178760,HI00100,HI0010000,15,001,15001,16,14,2,16,0,14,2,0,2,0,0,0,1,1,0,1,0,0,1,2,2,2,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,4,0,0,0,2,0
Honolulu,2009,Hawaii,HI,907124,HI00200,HI0020000,15,003,15003,98,83,15,97,1,83,14,0,14,0,0,4,2,3,5,1,7,3,6,3,3,3,8,7,24,8,2,1,3,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,7,54,0,7,1,7,0
Kauai Police Department,2009,Hawaii,HI,64192,HI00400,HI0040000,15,007,15007,6,6,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
Maui Police Department,2009,Hawaii,HI,145102,HI00500,HI0050000,15,009,15009,16,16,0,15,1,15,0,1,0,0,0,0,0,0,0,0,0,1,0,2,3,0,2,2,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,11,0,0,0,0,0
Hawaii Police Department,2010,Hawaii,HI,185079,HI00100,HI0010000,15,001,15001,25,22,3,25,0,22,3,0,3,0,0,2,0,0,1,3,2,1,0,0,3,1,2,4,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,9,0,2,0,1,0
Honolulu,2010,Hawaii,HI,953297,HI00200,HI0020000,15,003,15003,79,70,9,78,1,70,8,0,8,0,0,2,1,4,1,2,6,0,3,5,0,0,15,8,9,11,5,3,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,9,41,1,5,0,4,0
Kauai Police Department,2010,Hawaii,HI,67091,HI00400,HI0040000,15,007,15007,7,6,1,7,0,6,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,1,0
Maui Police Department,2010,Hawaii,HI,154834,HI00500,HI0050000,15,009,15009,21,21,0,21,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,1,8,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,11,0,0,0,0,0
Hawaii Police Department,2011,Hawaii,HI,187053,HI00100,HI0010000,15,001,15001,20,18,2,20,0,18,2,0,2,0,0,0,0,1,1,0,2,1,0,1,2,0,5,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,10,0,1,0,1,0
Honolulu,2011,Hawaii,HI,963465,HI00200,HI0020000,15,003,15003,93,82,11,93,0,82,11,0,11,0,0,4,2,5,0,11,3,3,1,4,15,3,8,12,6,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,58,0,1,6,4,0
Kauai Police Department,2011,Hawaii,HI,67807,HI00400,HI0040000,15,007,15007,3,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0
Maui Police Department,2011,Hawaii,HI,156485,HI00500,HI0050000,15,009,15009,26,26,0,26,0,26,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,0,1,3,1,4,5,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,14,0,0,0,0,0
Hawaii Police Department,2012,Hawaii,HI,189115,HI00100,HI0010000,15,001,15001,9,8,1,9,0,8,1,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,1,0,0,0
Honolulu,2012,Hawaii,HI,975875,HI00200,HI0020000,15,003,15003,69,60,9,68,1,59,9,1,9,0,4,1,1,1,2,3,4,5,3,9,1,3,7,4,1,4,7,3,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,24,7,28,1,4,0,5,0
Kauai Police Department,2012,Hawaii,HI,68563,HI00400,HI0040000,15,007,15007,8,6,2,8,0,6,2,0,2,0,0,0,1,1,0,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,2,0
Maui Police Department,2012,Hawaii,HI,158760,HI00500,HI0050000,15,009,15009,22,21,1,22,0,21,1,0,1,0,0,0,0,1,0,0,2,3,0,0,1,0,6,4,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,15,0,0,0,1,0
Hawaii Police Department,2013,Hawaii,HI,190767,HI00100,HI0010000,15,001,15001,12,9,3,12,0,9,3,0,3,0,0,0,0,1,2,0,1,1,0,0,1,0,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,1,3,0,0,0
Honolulu,2013,Hawaii,HI,984683,HI00200,HI0020000,15,003,15003,35,30,5,35,0,30,5,0,5,0,0,0,1,0,4,1,2,1,1,1,3,1,7,1,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,22,0,1,0,4,0
Kauai Police Department,2013,Hawaii,HI,68952,HI00400,HI0040000,15,007,15007,2,1,1,2,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Maui Police Department,2013,Hawaii,HI,159652,HI00500,HI0050000,15,009,15009,19,14,5,19,0,14,5,0,5,0,1,2,1,0,1,0,0,0,1,0,0,0,0,4,2,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,6,0,3,0,2,0
Hawaii Police Department,2014,Hawaii,HI,192937,HI00100,HI0010000,15,001,15001,21,19,2,21,0,19,2,0,2,0,1,1,0,0,0,0,0,0,0,0,1,0,2,4,1,1,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,8,0,1,0,1,0
Honolulu,2014,Hawaii,HI,994034,HI00200,HI0020000,15,003,15003,36,31,5,36,0,31,5,0,5,0,1,0,2,2,0,4,0,5,0,0,0,0,1,11,1,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,22,0,1,0,4,0
Kauai Police Department,2014,Hawaii,HI,70361,HI00400,HI0040000,15,007,15007,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Maui Police Department,2014,Hawaii,HI,162229,HI00500,HI0050000,15,009,15009,24,23,1,24,0,23,1,0,1,0,0,1,0,0,0,1,0,1,2,1,1,1,1,1,5,0,2,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,16,0,0,0,1,0
Hawaii Police Department,2015,Hawaii,HI,196167,HI00100,HI0010000,15,001,15001,6,6,0,6,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,1,0,0,0,0
Honolulu,2015,Hawaii,HI,999307,HI00200,HI0020000,15,003,15003,112,90,22,110,2,88,20,2,20,2,8,2,6,1,3,2,2,5,2,3,5,0,11,10,20,9,7,9,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,20,5,65,0,7,5,10,0
Kauai Police Department,2015,Hawaii,HI,71203,HI00400,HI0040000,15,007,15007,6,5,1,6,0,5,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,1,0
Maui Police Department,2015,Hawaii,HI,164926,HI00500,HI0050000,15,009,15009,33,31,2,33,0,31,2,0,2,0,0,0,1,0,1,0,1,0,0,1,0,0,3,10,2,5,4,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,11,0,1,0,1,0
