agency,year,state,state_abb,population,ORI,ORI9,FIPS_state_code,FIPS_county_code,FIPS_state_county_code,agency_type,group,geographic_division,suburban_agency,burglary_tot_arrests,burglary_tot_adult,burglary_tot_juv,burglary_tot_male,burglary_tot_female,burglary_tot_male_adult,burglary_tot_male_juv,burglary_tot_female_adult,burglary_tot_female_juv,burglary_male_under_10,burglary_male_10_12,burglary_male_13_14,burglary_male_15,burglary_male_16,burglary_male_17,burglary_male_18,burglary_male_19,burglary_male_20,burglary_male_21,burglary_male_22,burglary_male_23,burglary_male_24,burglary_male_25_29,burglary_male_30_34,burglary_male_35_39,burglary_male_40_44,burglary_male_45_49,burglary_male_50_54,burglary_male_55_59,burglary_male_60_64,burglary_male_over_64,burglary_female_under_10,burglary_female_10_12,burglary_female_13_14,burglary_female_15,burglary_female_16,burglary_female_17,burglary_female_18,burglary_female_19,burglary_female_20,burglary_female_21,burglary_female_22,burglary_female_23,burglary_female_24,burglary_female_25_29,burglary_female_30_34,burglary_female_35_39,burglary_female_40_44,burglary_female_45_49,burglary_female_50_54,burglary_female_55_59,burglary_female_60_64,burglary_female_over_64,burglary_adult_white,burglary_adult_black,burglary_adult_asian,burglary_adult_indian,burglary_juv_white,burglary_juv_black,burglary_juv_asian,burglary_juv_indian
Ellsworth,1985,Maine,ME,5406,ME00502,ME0050200,23,009,23009,local police department,"cities 2,500-9,999",new england,non-suburban,24,11,13,22,2,11,11,0,11,0,1,4,1,3,2,0,4,1,2,1,0,0,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,13,0,0,0
Bucksport,1985,Maine,ME,4550,ME00503,ME0050300,23,009,23009,local police department,"cities 2,500-9,999",new england,non-suburban,9,1,8,9,0,1,8,0,8,0,0,3,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0
Mount Desert,1985,Maine,ME,2148,ME00504,ME0050400,23,009,23009,local police department,"cities under 2,500",new england,non-suburban,5,2,3,5,0,2,3,0,3,0,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1,0
Southwest Harbor,1985,Maine,ME,1912,ME00508,ME0050800,23,009,23009,local police department,"cities under 2,500",new england,non-suburban,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Hancock State Police,1985,Maine,ME,0,ME005SP,ME005SP00,23,009,23009,state law enforcement agency,"non-msa cnty under 10,000",new england,non-suburban,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Kennebec,1985,Maine,ME,40550,ME00600,ME0060000,23,011,23011,sheriffs office,"non-msa cnty 25,000-99,999",new england,non-suburban,10,6,4,9,1,5,4,1,4,0,1,0,2,1,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,4,0,0,0
Augusta,1985,Maine,ME,22057,ME00601,ME0060100,23,011,23011,local police department,"cities 10,000-24,999",new england,non-suburban,33,26,7,31,2,24,7,2,7,0,0,3,3,1,0,0,3,2,2,0,2,2,8,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,26,0,0,0,7,0,0,0
Gardiner,1985,Maine,ME,6801,ME00602,ME0060200,23,011,23011,local police department,"cities 2,500-9,999",new england,non-suburban,10,8,2,9,1,8,1,0,1,0,0,0,0,1,0,2,0,2,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2,0,0,0
Hallowell,1985,Maine,ME,2422,ME00603,ME0060300,23,011,23011,local police department,"cities under 2,500",new england,non-suburban,3,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Waterville,1985,Maine,ME,18091,ME00604,ME0060400,23,011,23011,local police department,"cities 10,000-24,999",new england,non-suburban,27,11,16,26,1,10,16,1,16,0,1,1,4,7,3,1,1,0,0,3,0,0,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0,0,0,16,0,0,0
Oakland,1985,Maine,ME,5516,ME00605,ME0060500,23,011,23011,local police department,"cities 2,500-9,999",new england,non-suburban,21,12,9,20,1,11,9,1,9,0,0,2,1,3,3,4,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,9,0,0,0
Monmouth,1985,Maine,ME,3126,ME00606,ME0060600,23,011,23011,local police department,"cities 2,500-9,999",new england,non-suburban,5,5,0,4,1,4,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
Winslow,1985,Maine,ME,8251,ME00607,ME0060700,23,011,23011,local police department,"cities 2,500-9,999",new england,non-suburban,15,10,5,13,2,8,5,2,5,0,1,3,1,0,0,0,3,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,10,0,0,0,5,0,0,0
Winthrop,1985,Maine,ME,6123,ME00608,ME0060800,23,011,23011,local police department,"cities 2,500-9,999",new england,non-suburban,7,2,5,7,0,2,5,0,5,0,1,0,2,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0
Kennebec State Police,1985,Maine,ME,0,ME006SP,ME006SP00,23,011,23011,state law enforcement agency,"non-msa cnty under 10,000",new england,non-suburban,37,23,14,34,3,22,12,1,12,0,0,3,2,4,3,0,1,4,1,4,5,2,1,2,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,14,0,0,0
Knox,1985,Maine,ME,15780,ME00700,ME0070000,23,013,23013,sheriffs office,"non-msa cnty 10,000-24,999",new england,non-suburban,10,7,3,10,0,7,3,0,3,0,0,2,0,0,1,1,0,1,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0
Camden,1985,Maine,ME,4637,ME00701,ME0070100,23,013,23013,local police department,"cities 2,500-9,999",new england,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rockland,1985,Maine,ME,8144,ME00702,ME0070200,23,013,23013,local police department,"cities 2,500-9,999",new england,non-suburban,23,19,4,23,0,19,4,0,4,0,0,3,0,1,0,3,7,0,0,1,0,1,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,4,0,0,0
Thomaston,1985,Maine,ME,2958,ME00703,ME0070300,23,013,23013,local police department,"cities 2,500-9,999",new england,non-suburban,13,7,6,13,0,7,6,0,6,0,0,0,2,1,3,0,0,1,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,6,0,0,0
Rockport,1985,Maine,ME,2906,ME00704,ME0070400,23,013,23013,local police department,"cities 2,500-9,999",new england,non-suburban,4,0,4,4,0,0,4,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
Vinalhaven,1985,Maine,ME,1248,ME00705,ME0070500,23,013,23013,local police department,"cities under 2,500",new england,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Knox State Police,1985,Maine,ME,0,ME007SP,ME007SP00,23,013,23013,state law enforcement agency,"non-msa cnty under 10,000",new england,non-suburban,7,3,4,7,0,3,4,0,4,0,0,0,2,0,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0
Lincoln,1985,Maine,ME,16533,ME00800,ME0080000,23,015,23015,sheriffs office,"non-msa cnty 10,000-24,999",new england,non-suburban,28,15,13,28,0,15,13,0,13,0,3,2,3,4,1,3,2,1,1,0,1,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,13,0,0,0
Boothbay Harbor,1985,Maine,ME,2236,ME00801,ME0080100,23,015,23015,local police department,"cities under 2,500",new england,non-suburban,5,2,3,5,0,2,3,0,3,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0
Damariscotta,1985,Maine,ME,1576,ME00802,ME0080200,23,015,23015,local police department,"cities under 2,500",new england,non-suburban,5,5,0,4,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
Waldoboro,1985,Maine,ME,4216,ME00803,ME0080300,23,015,23015,local police department,"cities 2,500-9,999",new england,non-suburban,11,6,5,11,0,6,5,0,5,0,0,1,0,3,1,0,0,0,0,0,0,0,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0
Wiscasset,1985,Maine,ME,3120,ME00804,ME0080400,23,015,23015,local police department,"cities 2,500-9,999",new england,non-suburban,5,5,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
Lincoln State Police,1985,Maine,ME,0,ME008SP,ME008SP00,23,015,23015,state law enforcement agency,"non-msa cnty under 10,000",new england,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oxford,1985,Maine,ME,27481,ME00900,ME0090000,23,017,23017,sheriffs office,"non-msa cnty 25,000-99,999",new england,non-suburban,42,24,18,38,4,21,15,3,15,2,2,3,0,5,5,4,3,3,1,0,2,2,2,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,23,0,1,0,18,0,0,0
Rumford,1985,Maine,ME,8048,ME00901,ME0090100,23,017,23017,local police department,"cities 2,500-9,999",new england,non-suburban,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Dixfield,1985,Maine,ME,2486,ME00902,ME0090200,23,017,23017,local police department,"cities under 2,500",new england,non-suburban,2,0,2,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Mexico,1985,Maine,ME,3640,ME00903,ME0090300,23,017,23017,local police department,"cities 2,500-9,999",new england,non-suburban,5,2,3,3,2,0,3,2,3,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0
Norway,1985,Maine,ME,4227,ME00904,ME0090400,23,017,23017,local police department,"cities 2,500-9,999",new england,non-suburban,20,4,16,12,8,3,9,1,9,0,5,0,1,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,16,0,0,0
Paris,1985,Maine,ME,4145,ME00905,ME0090500,23,017,23017,local police department,"cities 2,500-9,999",new england,non-suburban,18,11,7,18,0,11,7,0,7,0,0,1,2,3,1,4,3,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,7,0,0,0
Oxford State Police,1985,Maine,ME,0,ME009SP,ME009SP00,23,017,23017,state law enforcement agency,"non-msa cnty under 10,000",new england,non-suburban,5,5,0,5,0,5,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
Penobscot,1985,Maine,ME,47355,ME01000,ME0100000,23,019,23019,sheriffs office,"non-msa cnty 25,000-99,999",new england,non-suburban,29,15,14,27,2,14,13,1,13,0,1,1,4,3,4,1,2,1,1,2,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15,0,0,0,14,0,0,0
Bangor,1985,Maine,ME,32127,ME01001,ME0100100,23,019,23019,local police department,"cities 25,000-49,999",new england,suburban,57,28,29,56,1,28,28,0,28,0,2,7,8,6,5,3,3,4,1,2,0,4,4,5,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,29,0,0,0
Brewer,1985,Maine,ME,9238,ME01002,ME0100200,23,019,23019,local police department,"cities 2,500-9,999",new england,suburban,8,7,1,8,0,7,1,0,1,0,0,0,0,0,1,1,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0
Dexter,1985,Maine,ME,4442,ME01003,ME0100300,23,019,23019,local police department,"cities 2,500-9,999",new england,non-suburban,5,3,2,5,0,3,2,0,2,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0
Lincoln,1985,Maine,ME,5206,ME01004,ME0100400,23,019,23019,local police department,"cities 2,500-9,999",new england,non-suburban,6,0,6,6,0,0,6,0,6,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
Old Town,1985,Maine,ME,8488,ME01005,ME0100500,23,019,23019,local police department,"cities 2,500-9,999",new england,suburban,13,7,6,9,4,7,2,0,2,0,0,1,0,1,0,2,0,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,5,0,0,1
Orono,1985,Maine,ME,10237,ME01006,ME0100600,23,019,23019,local police department,"cities 10,000-24,999",new england,suburban,8,0,8,8,0,0,8,0,8,0,1,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
Hampden,1985,Maine,ME,5731,ME01007,ME0100700,23,019,23019,local police department,"cities 2,500-9,999",new england,suburban,5,0,5,4,1,0,4,0,4,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
Millinocket,1985,Maine,ME,7829,ME01009,ME0100900,23,019,23019,local police department,"cities 2,500-9,999",new england,non-suburban,3,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
East Millinocket,1985,Maine,ME,2314,ME01010,ME0101000,23,019,23019,local police department,"cities under 2,500",new england,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Newport,1985,Maine,ME,2890,ME01011,ME0101100,23,019,23019,local police department,"cities 2,500-9,999",new england,non-suburban,4,2,2,4,0,2,2,0,2,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0
Veazie,1985,Maine,ME,1581,ME01013,ME0101300,23,019,23019,local police department,"cities under 2,500",new england,suburban,6,6,0,4,2,4,0,2,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0
Medway,1985,Maine,ME,1872,ME01014,ME0101400,23,019,23019,local police department,"cities under 2,500",new england,non-suburban,2,2,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Univ Of Maine - Orono,1985,Maine,ME,0,ME01018,ME0101800,23,019,23019,special jurisdiction,"cities under 2,500",new england,non-suburban,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Penobscot State Police,1985,Maine,ME,0,ME010SP,ME010SP00,23,019,23019,state law enforcement agency,"non-msa cnty under 10,000",new england,non-suburban,10,8,2,10,0,8,2,0,2,0,0,0,1,0,1,0,0,2,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2,0,0,0
Piscataquis,1985,Maine,ME,10955,ME01100,ME0110000,23,021,23021,sheriffs office,"non-msa cnty 10,000-24,999",new england,non-suburban,22,14,8,20,2,13,7,1,7,0,0,2,0,2,3,1,3,3,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,8,0,0,0
Dover-foxcroft,1985,Maine,ME,4460,ME01101,ME0110100,23,021,23021,local police department,"cities 2,500-9,999",new england,non-suburban,8,2,6,7,1,2,5,0,5,0,0,0,4,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0
Milo,1985,Maine,ME,2703,ME01102,ME0110200,23,021,23021,local police department,"cities 2,500-9,999",new england,non-suburban,10,4,6,10,0,4,6,0,6,0,0,0,0,6,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0
Piscataquis State Police,1985,Maine,ME,0,ME011SP,ME011SP00,23,021,23021,state law enforcement agency,"non-msa cnty under 10,000",new england,non-suburban,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Sagadahoc,1985,Maine,ME,10415,ME01200,ME0120000,23,023,23023,sheriffs office,"non-msa cnty 10,000-24,999",new england,non-suburban,16,15,1,16,0,15,1,0,1,0,0,0,0,1,0,1,5,3,0,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,1,0,0,0
Bath,1985,Maine,ME,10681,ME01201,ME0120100,23,023,23023,local police department,"cities 10,000-24,999",new england,non-suburban,24,23,1,23,1,22,1,1,1,0,0,0,0,0,1,6,5,2,2,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23,0,0,0,1,0,0,0
Topsham,1985,Maine,ME,6775,ME01202,ME0120200,23,023,23023,local police department,"cities 2,500-9,999",new england,non-suburban,10,5,5,9,1,4,5,1,5,0,1,2,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0
Richmond,1985,Maine,ME,2628,ME01203,ME0120300,23,023,23023,local police department,"cities 2,500-9,999",new england,non-suburban,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Somerset,1985,Maine,ME,23474,ME01300,ME0130000,23,025,23025,sheriffs office,"non-msa cnty 10,000-24,999",new england,non-suburban,31,12,19,30,1,12,18,0,18,0,0,3,4,6,5,1,4,1,2,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,19,0,0,0
Fairfield,1985,Maine,ME,6275,ME01301,ME0130100,23,025,23025,local police department,"cities 2,500-9,999",new england,non-suburban,14,10,4,12,2,9,3,1,3,0,0,1,1,0,1,1,4,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0,0,0,4,0,0,0
Skowhegan,1985,Maine,ME,8284,ME01302,ME0130200,23,025,23025,local police department,"cities 2,500-9,999",new england,non-suburban,17,2,15,16,1,1,15,1,15,0,0,14,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,15,0,0,0
Madison,1985,Maine,ME,4479,ME01303,ME0130300,23,025,23025,local police department,"cities 2,500-9,999",new england,non-suburban,15,5,10,12,3,3,7,2,7,2,0,3,2,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5,0,0,0,10,0,0,0
Pittsfield,1985,Maine,ME,4294,ME01304,ME0130400,23,025,23025,local police department,"cities 2,500-9,999",new england,non-suburban,6,1,5,6,0,1,4,0,4,1,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0
Norridgewock,1985,Maine,ME,2632,ME01308,ME0130800,23,025,23025,local police department,"cities 2,500-9,999",new england,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Somerset State Police,1985,Maine,ME,0,ME013SP,ME013SP00,23,025,23025,state law enforcement agency,"non-msa cnty under 10,000",new england,non-suburban,14,13,1,13,1,12,1,1,1,0,0,0,0,0,1,0,0,5,0,0,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,1,0,0,0
Waldo,1985,Maine,ME,23328,ME01400,ME0140000,23,027,23027,sheriffs office,"non-msa cnty 10,000-24,999",new england,non-suburban,9,8,1,8,1,7,1,1,1,0,0,0,0,0,1,2,0,1,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0
Belfast,1985,Maine,ME,6366,ME01401,ME0140100,23,027,23027,local police department,"cities 2,500-9,999",new england,non-suburban,16,4,12,16,0,4,12,0,12,0,0,6,3,0,3,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,12,0,0,0
Waldo State Police,1985,Maine,ME,0,ME014SP,ME014SP00,23,027,23027,state law enforcement agency,"non-msa cnty under 10,000",new england,non-suburban,12,4,8,12,0,4,8,0,8,0,1,0,1,2,4,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0
Washington,1985,Maine,ME,23678,ME01500,ME0150000,23,029,23029,sheriffs office,"non-msa cnty 10,000-24,999",new england,non-suburban,11,5,6,9,2,4,5,1,5,0,1,0,0,3,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0
Calais,1985,Maine,ME,4049,ME01501,ME0150100,23,029,23029,local police department,"cities 2,500-9,999",new england,non-suburban,25,5,20,24,1,5,16,0,16,3,3,6,3,3,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,20,0,0,0
Eastport,1985,Maine,ME,1939,ME01502,ME0150200,23,029,23029,local police department,"cities under 2,500",new england,non-suburban,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
