agency,year,state,state_abb,population,ORI,ORI9,FIPS_state_code,FIPS_county_code,FIPS_state_county_code,agency_type,group,geographic_division,suburban_agency,agg_assault_tot_arrests,agg_assault_tot_adult,agg_assault_tot_juv,agg_assault_tot_male,agg_assault_tot_female,agg_assault_tot_male_adult,agg_assault_tot_male_juv,agg_assault_tot_female_adult,agg_assault_tot_female_juv,agg_assault_male_under_10,agg_assault_male_10_12,agg_assault_male_13_14,agg_assault_male_15,agg_assault_male_16,agg_assault_male_17,agg_assault_male_18,agg_assault_male_19,agg_assault_male_20,agg_assault_male_21,agg_assault_male_22,agg_assault_male_23,agg_assault_male_24,agg_assault_male_25_29,agg_assault_male_30_34,agg_assault_male_35_39,agg_assault_male_40_44,agg_assault_male_45_49,agg_assault_male_50_54,agg_assault_male_55_59,agg_assault_male_60_64,agg_assault_male_over_64,agg_assault_female_under_10,agg_assault_female_10_12,agg_assault_female_13_14,agg_assault_female_15,agg_assault_female_16,agg_assault_female_17,agg_assault_female_18,agg_assault_female_19,agg_assault_female_20,agg_assault_female_21,agg_assault_female_22,agg_assault_female_23,agg_assault_female_24,agg_assault_female_25_29,agg_assault_female_30_34,agg_assault_female_35_39,agg_assault_female_40_44,agg_assault_female_45_49,agg_assault_female_50_54,agg_assault_female_55_59,agg_assault_female_60_64,agg_assault_female_over_64,agg_assault_adult_white,agg_assault_adult_black,agg_assault_adult_asian,agg_assault_adult_indian,agg_assault_juv_white,agg_assault_juv_black,agg_assault_juv_asian,agg_assault_juv_indian
Newport,1984,Tennessee,TN,7659,TN01501,TN0150100,47,029,47029,local police department,"cities 2,500-9,999",east south central,non-suburban,2,1,1,2,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Tullahoma,1984,Tennessee,TN,16745,TN01602,TN0160200,47,031,47031,local police department,"cities 10,000-24,999",east south central,non-suburban,9,8,1,9,0,8,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,1,0,0,0
Crockett,1984,Tennessee,TN,10294,TN01700,TN0170000,47,033,47033,sheriffs office,"non-msa cnty 10,000-24,999",east south central,non-suburban,23,23,0,20,3,20,0,3,0,0,0,0,0,0,0,0,0,1,2,1,1,2,4,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,14,9,0,0,0,0,0,0
Cumberland,1984,Tennessee,TN,23029,TN01800,TN0180000,47,035,47035,sheriffs office,"non-msa cnty 10,000-24,999",east south central,non-suburban,32,31,1,29,3,28,1,3,1,0,0,0,0,0,1,1,1,0,1,0,0,1,3,8,4,2,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,22,0,0,0,1,0,0,0
Crossville,1984,Tennessee,TN,6579,TN01801,TN0180100,47,035,47035,local police department,"cities 2,500-9,999",east south central,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goodlettsville,1984,Tennessee,TN,8692,TN01904,TN0190400,47,037,47037,local police department,"cities 2,500-9,999",east south central,suburban,14,14,0,14,0,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,4,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0
Decaturville,1984,Tennessee,TN,1056,TN02002,TN0200200,47,039,47039,local police department,"cities under 2,500",east south central,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
De Kalb,1984,Tennessee,TN,10026,TN02100,TN0210000,47,041,47041,sheriffs office,"non-msa cnty 10,000-24,999",east south central,non-suburban,14,14,0,13,1,13,0,1,0,0,0,0,0,0,0,1,0,1,0,2,0,0,1,1,2,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14,0,0,0,0,0,0,0
Dickson,1984,Tennessee,TN,23579,TN02200,TN0220000,47,043,47043,sheriffs office,"msa cnty 10,000-24,999",east south central,suburban,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Dyersburg,1984,Tennessee,TN,16081,TN02301,TN0230100,47,045,47045,local police department,"cities 10,000-24,999",east south central,non-suburban,39,35,4,32,7,30,2,5,2,0,0,0,0,0,2,0,2,1,1,0,3,0,10,7,1,2,0,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,19,16,0,0,4,0,0,0
Newbern,1984,Tennessee,TN,2708,TN02302,TN0230200,47,045,47045,local police department,"cities 2,500-9,999",east south central,non-suburban,18,18,0,14,4,14,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,2,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,7,11,0,0,0,0,0,0
Fayette County,1984,Tennessee,TN,21842,TN02400,TN0240000,47,047,47047,sheriffs office,"non-msa cnty 10,000-24,999",east south central,non-suburban,33,31,2,30,3,28,1,3,1,1,0,1,0,0,0,1,1,1,1,1,3,3,7,2,3,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,10,21,0,0,0,2,0,0
Somerville,1984,Tennessee,TN,2212,TN02401,TN0240100,47,047,47047,local police department,"cities under 2,500",east south central,non-suburban,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Rossville,1984,Tennessee,TN,361,TN02403,TN0240300,47,047,47047,local police department,"cities under 2,500",east south central,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fentress,1984,Tennessee,TN,15290,TN02500,TN0250000,47,049,47049,sheriffs office,"non-msa cnty 10,000-24,999",east south central,non-suburban,13,13,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0
Franklin,1984,Tennessee,TN,17423,TN02600,TN0260000,47,051,47051,sheriffs office,"non-msa cnty 10,000-24,999",east south central,non-suburban,69,69,0,67,2,67,0,2,0,0,0,0,0,0,0,3,3,1,1,2,5,2,13,10,5,7,3,5,3,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,68,1,0,0,0,0,0,0
Winchester,1984,Tennessee,TN,6269,TN02602,TN0260200,47,051,47051,local police department,"cities 2,500-9,999",east south central,non-suburban,5,5,0,5,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0
Cowan,1984,Tennessee,TN,1822,TN02603,TN0260300,47,051,47051,local police department,"cities under 2,500",east south central,non-suburban,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Estill Springs,1984,Tennessee,TN,1425,TN02605,TN0260500,47,051,47051,local police department,"cities under 2,500",east south central,non-suburban,4,4,0,3,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0
Huntland,1984,Tennessee,TN,1038,TN02606,TN0260600,47,051,47051,local police department,"cities under 2,500",east south central,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gibson,1984,Tennessee,TN,22089,TN02700,TN0270000,47,053,47053,sheriffs office,"non-msa cnty 10,000-24,999",east south central,non-suburban,72,72,0,63,9,63,0,9,0,0,0,0,0,0,0,3,0,4,2,5,4,1,17,9,5,4,1,3,3,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,2,2,2,1,0,0,0,0,0,35,37,0,0,0,0,0,0
Humboldt,1984,Tennessee,TN,10213,TN02701,TN0270100,47,053,47053,local police department,"cities 10,000-24,999",east south central,non-suburban,57,52,5,43,14,40,3,12,3,0,0,1,1,0,1,3,3,4,0,1,3,0,8,6,2,1,3,3,1,2,0,0,0,2,0,0,0,0,2,0,0,0,0,0,6,0,3,1,0,0,0,0,0,9,43,0,0,1,4,0,0
Milan,1984,Tennessee,TN,8238,TN02702,TN0270200,47,053,47053,local police department,"cities 2,500-9,999",east south central,non-suburban,14,14,0,14,0,14,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,5,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0
Trenton,1984,Tennessee,TN,4521,TN02703,TN0270300,47,053,47053,local police department,"cities 2,500-9,999",east south central,non-suburban,6,6,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0
Dyer,1984,Tennessee,TN,2477,TN02704,TN0270400,47,053,47053,local police department,"cities under 2,500",east south central,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Giles,1984,Tennessee,TN,15800,TN02800,TN0280000,47,055,47055,sheriffs office,"non-msa cnty 10,000-24,999",east south central,non-suburban,39,39,0,29,10,29,0,10,0,0,0,0,0,0,0,0,0,0,3,0,1,1,6,7,3,2,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,2,1,2,1,0,0,0,0,29,10,0,0,0,0,0,0
Pulaski,1984,Tennessee,TN,7229,TN02801,TN0280100,47,055,47055,local police department,"cities 2,500-9,999",east south central,non-suburban,20,20,0,17,3,17,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,3,8,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5,15,0,0,0,0,0,0
Grainger,1984,Tennessee,TN,17217,TN02900,TN0290000,47,057,47057,sheriffs office,"msa cnty 10,000-24,999",east south central,suburban,6,6,0,5,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
Greene,1984,Tennessee,TN,41237,TN03000,TN0300000,47,059,47059,sheriffs office,"non-msa cnty 25,000-99,999",east south central,non-suburban,9,9,0,9,0,9,0,0,0,0,0,0,0,0,0,2,0,0,2,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
Greeneville,1984,Tennessee,TN,13971,TN03001,TN0300100,47,059,47059,local police department,"cities 10,000-24,999",east south central,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grundy,1984,Tennessee,TN,12128,TN03100,TN0310000,47,061,47061,sheriffs office,"non-msa cnty 10,000-24,999",east south central,non-suburban,16,16,0,15,1,15,0,1,0,0,0,0,0,0,0,0,1,2,1,0,1,0,2,1,2,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0
Tracy City,1984,Tennessee,TN,1516,TN03101,TN0310100,47,061,47061,local police department,"cities under 2,500",east south central,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hamblen,1984,Tennessee,TN,30250,TN03200,TN0320000,47,063,47063,sheriffs office,"non-msa cnty 25,000-99,999",east south central,non-suburban,57,57,0,47,10,47,0,10,0,0,0,0,0,0,0,1,5,3,4,0,0,1,8,8,5,4,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,1,1,0,0,0,0,51,6,0,0,0,0,0,0
Morristown,1984,Tennessee,TN,21175,TN03201,TN0320100,47,063,47063,local police department,"cities 10,000-24,999",east south central,non-suburban,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Hamilton,1984,Tennessee,TN,65307,TN03300,TN0330000,47,065,47065,sheriffs office,"msa cnty 25,000-99,999",east south central,suburban,163,161,2,142,21,140,1,21,1,1,0,0,0,0,1,4,4,7,5,6,5,4,44,18,11,9,11,5,4,1,2,0,0,0,0,0,0,0,0,1,1,0,1,0,3,5,2,3,0,3,2,0,0,138,23,0,0,1,1,0,0
Chattanooga,1984,Tennessee,TN,170334,TN03301,TN0330100,47,065,47065,local police department,"cities 100,000-249,999",east south central,non-suburban,529,471,58,441,88,392,49,79,49,0,3,13,11,11,11,6,12,13,23,14,17,20,90,64,33,24,23,15,18,14,6,0,1,3,3,1,1,1,3,3,2,3,2,5,18,19,11,2,3,4,2,1,0,224,247,0,0,14,44,0,0
East Ridge,1984,Tennessee,TN,21176,TN03302,TN0330200,47,065,47065,local police department,"cities 10,000-24,999",east south central,suburban,41,41,0,31,10,31,0,10,0,0,0,0,0,0,0,1,1,0,0,1,2,1,9,3,5,5,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,2,0,2,0,1,0,0,0,39,2,0,0,0,0,0,0
Signal Mountain,1984,Tennessee,TN,6013,TN03305,TN0330500,47,065,47065,local police department,"cities 2,500-9,999",east south central,suburban,4,3,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0
Soddy-daisy,1984,Tennessee,TN,8540,TN03306,TN0330600,47,065,47065,local police department,"cities 2,500-9,999",east south central,suburban,10,10,0,8,2,8,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0
Collegedale,1984,Tennessee,TN,4561,TN03307,TN0330700,47,065,47065,local police department,"cities 2,500-9,999",east south central,suburban,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Red Bank,1984,Tennessee,TN,13456,TN03308,TN0330800,47,065,47065,local police department,"cities 10,000-24,999",east south central,suburban,13,13,0,11,2,11,0,2,0,0,0,0,0,0,0,1,0,1,0,1,1,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0
Hardeman,1984,Tennessee,TN,14978,TN03500,TN0350000,47,069,47069,sheriffs office,"non-msa cnty 10,000-24,999",east south central,non-suburban,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Bolivar,1984,Tennessee,TN,6580,TN03501,TN0350100,47,069,47069,local police department,"cities 2,500-9,999",east south central,non-suburban,8,5,3,6,2,3,3,2,3,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,0,0,0,3,0,0
Grand Junction,1984,Tennessee,TN,366,TN03505,TN0350500,47,069,47069,local police department,"cities under 2,500",east south central,non-suburban,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Savannah,1984,Tennessee,TN,7191,TN03601,TN0360100,47,071,47071,local police department,"cities 2,500-9,999",east south central,non-suburban,3,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0
Surgoinsville,1984,Tennessee,TN,1502,TN03702,TN0370200,47,073,47073,local police department,"cities under 2,500",east south central,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mount Carmel,1984,Tennessee,TN,5178,TN03703,TN0370300,47,073,47073,local police department,"cities 2,500-9,999",east south central,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Church Hill,1984,Tennessee,TN,4159,TN03704,TN0370400,47,073,47073,local police department,"cities 2,500-9,999",east south central,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brownsville,1984,Tennessee,TN,9720,TN03801,TN0380100,47,075,47075,local police department,"cities 2,500-9,999",east south central,non-suburban,21,20,1,19,2,18,1,2,1,0,0,0,0,0,1,0,0,1,1,1,0,2,5,4,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,16,0,0,0,1,0,0
Henderson,1984,Tennessee,TN,15350,TN03900,TN0390000,47,077,47077,sheriffs office,"non-msa cnty 10,000-24,999",east south central,non-suburban,15,15,0,13,2,13,0,2,0,0,0,0,0,0,0,0,2,0,1,1,2,0,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,13,2,0,0,0,0,0,0
Henry,1984,Tennessee,TN,18633,TN04000,TN0400000,47,079,47079,sheriffs office,"non-msa cnty 10,000-24,999",east south central,non-suburban,33,32,1,32,1,31,1,1,1,0,0,0,1,0,0,2,3,3,2,2,2,3,4,6,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,28,4,0,0,1,0,0,0
Paris,1984,Tennessee,TN,10918,TN04001,TN0400100,47,079,47079,local police department,"cities 10,000-24,999",east south central,non-suburban,3,3,0,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0
Centerville,1984,Tennessee,TN,2841,TN04101,TN0410100,47,081,47081,local police department,"cities 2,500-9,999",east south central,non-suburban,6,6,0,5,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0
Houston,1984,Tennessee,TN,5515,TN04200,TN0420000,47,083,47083,sheriffs office,"non-msa cnty under 10,000",east south central,non-suburban,6,6,0,5,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0
Humphreys,1984,Tennessee,TN,10445,TN04300,TN0430000,47,085,47085,sheriffs office,"non-msa cnty 10,000-24,999",east south central,non-suburban,3,3,0,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0
Waverly,1984,Tennessee,TN,4587,TN04301,TN0430100,47,085,47085,local police department,"cities 2,500-9,999",east south central,non-suburban,4,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
Mcewen,1984,Tennessee,TN,1403,TN04303,TN0430300,47,085,47085,local police department,"cities under 2,500",east south central,non-suburban,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Jefferson,1984,Tennessee,TN,23746,TN04500,TN0450000,47,089,47089,sheriffs office,"msa cnty 10,000-24,999",east south central,suburban,48,48,0,39,9,39,0,9,0,0,0,0,0,0,0,2,1,1,2,1,0,2,6,7,6,3,4,2,2,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,1,2,1,0,0,0,0,0,47,1,0,0,0,0,0,0
Jefferson City,1984,Tennessee,TN,5734,TN04501,TN0450100,47,089,47089,local police department,"cities 2,500-9,999",east south central,suburban,6,6,0,4,2,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0
White Pine,1984,Tennessee,TN,1935,TN04502,TN0450200,47,089,47089,local police department,"cities under 2,500",east south central,suburban,3,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Johnson,1984,Tennessee,TN,14158,TN04600,TN0460000,47,091,47091,sheriffs office,"non-msa cnty 10,000-24,999",east south central,non-suburban,6,6,0,5,1,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
Knoxville,1984,Tennessee,TN,177716,TN04701,TN0470100,47,093,47093,local police department,"cities 100,000-249,999",east south central,non-suburban,401,393,8,347,54,340,7,53,7,0,0,0,1,1,5,8,15,16,17,19,13,22,91,46,44,22,10,2,9,4,2,0,0,1,0,0,0,1,5,4,3,5,2,3,6,7,4,5,4,3,0,1,0,274,119,0,0,4,4,0,0
Lake,1984,Tennessee,TN,5933,TN04800,TN0480000,47,095,47095,sheriffs office,"non-msa cnty under 10,000",east south central,non-suburban,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Lauderdale,1984,Tennessee,TN,15323,TN04900,TN0490000,47,097,47097,sheriffs office,"non-msa cnty 10,000-24,999",east south central,non-suburban,28,28,0,25,3,25,0,3,0,0,0,0,0,0,0,1,1,0,1,1,3,2,6,1,2,1,3,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,19,8,0,1,0,0,0,0
Ripley,1984,Tennessee,TN,6253,TN04901,TN0490100,47,097,47097,local police department,"cities 2,500-9,999",east south central,non-suburban,10,10,0,7,3,7,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,4,5,0,1,0,0,0,0
Lawrence,1984,Tennessee,TN,22095,TN05000,TN0500000,47,099,47099,sheriffs office,"non-msa cnty 10,000-24,999",east south central,non-suburban,42,42,0,34,8,34,0,8,0,0,0,0,0,0,0,1,1,2,0,0,0,3,9,8,3,2,2,2,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,2,1,0,0,0,0,0,38,4,0,0,0,0,0,0
Lawrenceburg,1984,Tennessee,TN,10228,TN05001,TN0500100,47,099,47099,local police department,"cities 10,000-24,999",east south central,non-suburban,14,11,3,13,1,10,3,1,3,0,1,0,0,0,2,1,1,0,0,1,1,0,1,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,1,0,0,3,0,0,0
Lewis,1984,Tennessee,TN,6277,TN05100,TN0510000,47,101,47101,sheriffs office,"non-msa cnty under 10,000",east south central,non-suburban,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Hohenwald,1984,Tennessee,TN,4124,TN05101,TN0510100,47,101,47101,local police department,"cities 2,500-9,999",east south central,non-suburban,6,6,0,6,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
Lincoln,1984,Tennessee,TN,18798,TN05200,TN0520000,47,103,47103,sheriffs office,"non-msa cnty 10,000-24,999",east south central,non-suburban,24,24,0,22,2,22,0,2,0,0,0,0,0,0,0,0,1,2,0,2,0,0,4,3,3,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,17,7,0,0,0,0,0,0
