agency,year,state,state_abb,population,ORI,ORI9,FIPS_state_code,FIPS_county_code,FIPS_state_county_code,murder_tot_arrests,murder_tot_adult,murder_tot_juv,murder_tot_male,murder_tot_female,murder_tot_male_adult,murder_tot_male_juv,murder_tot_female_adult,murder_tot_female_juv,rape_tot_arrests,rape_tot_adult,rape_tot_juv,rape_tot_male,rape_tot_female,rape_tot_male_adult,rape_tot_male_juv,rape_tot_female_adult,rape_tot_female_juv,robbery_tot_arrests,robbery_tot_adult,robbery_tot_juv,robbery_tot_male,robbery_tot_female,robbery_tot_male_adult,robbery_tot_male_juv,robbery_tot_female_adult,robbery_tot_female_juv,agg_assault_tot_arrests,agg_assault_tot_adult,agg_assault_tot_juv,agg_assault_tot_male,agg_assault_tot_female,agg_assault_tot_male_adult,agg_assault_tot_male_juv,agg_assault_tot_female_adult,agg_assault_tot_female_juv,burglary_tot_arrests,burglary_tot_adult,burglary_tot_juv,burglary_tot_male,burglary_tot_female,burglary_tot_male_adult,burglary_tot_male_juv,burglary_tot_female_adult,burglary_tot_female_juv,theft_tot_arrests,theft_tot_adult,theft_tot_juv,theft_tot_male,theft_tot_female,theft_tot_male_adult,theft_tot_male_juv,theft_tot_female_adult,theft_tot_female_juv,mtr_veh_theft_tot_arrests,mtr_veh_theft_tot_adult,mtr_veh_theft_tot_juv,mtr_veh_theft_tot_male,mtr_veh_theft_tot_female,mtr_veh_theft_tot_male_adult,mtr_veh_theft_tot_male_juv,mtr_veh_theft_tot_female_adult,mtr_veh_theft_tot_female_juv,arson_tot_arrests,arson_tot_adult,arson_tot_juv,arson_tot_male,arson_tot_female,arson_tot_male_adult,arson_tot_male_juv,arson_tot_female_adult,arson_tot_female_juv,oth_assault_tot_arrests,oth_assault_tot_adult,oth_assault_tot_juv,oth_assault_tot_male,oth_assault_tot_female,oth_assault_tot_male_adult,oth_assault_tot_male_juv,oth_assault_tot_female_adult,oth_assault_tot_female_juv,weapons_tot_arrests,weapons_tot_adult,weapons_tot_juv,weapons_tot_male,weapons_tot_female,weapons_tot_male_adult,weapons_tot_male_juv,weapons_tot_female_adult,weapons_tot_female_juv,prostitution_tot_arrests,prostitution_tot_adult,prostitution_tot_juv,prostitution_tot_male,prostitution_tot_female,prostitution_tot_male_adult,prostitution_tot_male_juv,prostitution_tot_female_adult,prostitution_tot_female_juv,oth_sex_off_tot_arrests,oth_sex_off_tot_adult,oth_sex_off_tot_juv,oth_sex_off_tot_male,oth_sex_off_tot_female,oth_sex_off_tot_male_adult,oth_sex_off_tot_male_juv,oth_sex_off_tot_female_adult,oth_sex_off_tot_female_juv,manslaught_neg_tot_arrests,manslaught_neg_tot_adult,manslaught_neg_tot_juv,manslaught_neg_tot_male,manslaught_neg_tot_female,manslaught_neg_tot_male_adult,manslaught_neg_tot_male_juv,manslaught_neg_tot_female_adult,manslaught_neg_tot_female_juv,forgery_tot_arrests,forgery_tot_adult,forgery_tot_juv,forgery_tot_male,forgery_tot_female,forgery_tot_male_adult,forgery_tot_male_juv,forgery_tot_female_adult,forgery_tot_female_juv,fraud_tot_arrests,fraud_tot_adult,fraud_tot_juv,fraud_tot_male,fraud_tot_female,fraud_tot_male_adult,fraud_tot_male_juv,fraud_tot_female_adult,fraud_tot_female_juv,embezzlement_tot_arrests,embezzlement_tot_adult,embezzlement_tot_juv,embezzlement_tot_male,embezzlement_tot_female,embezzlement_tot_male_adult,embezzlement_tot_male_juv,embezzlement_tot_female_adult,embezzlement_tot_female_juv,total_gambling_tot_arrests,total_gambling_tot_adult,total_gambling_tot_juv,total_gambling_tot_male,total_gambling_tot_female,total_gambling_tot_male_adult,total_gambling_tot_male_juv,total_gambling_tot_female_adult,total_gambling_tot_female_juv,oth_gambling_tot_arrests,oth_gambling_tot_adult,oth_gambling_tot_juv,oth_gambling_tot_male,oth_gambling_tot_female,oth_gambling_tot_male_adult,oth_gambling_tot_male_juv,oth_gambling_tot_female_adult,oth_gambling_tot_female_juv,bookmaking_tot_arrests,bookmaking_tot_adult,bookmaking_tot_juv,bookmaking_tot_male,bookmaking_tot_female,bookmaking_tot_male_adult,bookmaking_tot_male_juv,bookmaking_tot_female_adult,bookmaking_tot_female_juv,number_lottery_tot_arrests,number_lottery_tot_adult,number_lottery_tot_juv,number_lottery_tot_male,number_lottery_tot_female,number_lottery_tot_male_adult,number_lottery_tot_male_juv,number_lottery_tot_female_adult,number_lottery_tot_female_juv,dui_tot_arrests,dui_tot_adult,dui_tot_juv,dui_tot_male,dui_tot_female,dui_tot_male_adult,dui_tot_male_juv,dui_tot_female_adult,dui_tot_female_juv,total_drug_tot_arrests,total_drug_tot_adult,total_drug_tot_juv,total_drug_tot_male,total_drug_tot_female,total_drug_tot_male_adult,total_drug_tot_male_juv,total_drug_tot_female_adult,total_drug_tot_female_juv,poss_drug_tot_arrests,poss_drug_tot_adult,poss_drug_tot_juv,poss_drug_tot_male,poss_drug_tot_female,poss_drug_tot_male_adult,poss_drug_tot_male_juv,poss_drug_tot_female_adult,poss_drug_tot_female_juv,sale_drug_tot_arrests,sale_drug_tot_adult,sale_drug_tot_juv,sale_drug_tot_male,sale_drug_tot_female,sale_drug_tot_male_adult,sale_drug_tot_male_juv,sale_drug_tot_female_adult,sale_drug_tot_female_juv,poss_cannabis_tot_arrests,poss_cannabis_tot_adult,poss_cannabis_tot_juv,poss_cannabis_tot_male,poss_cannabis_tot_female,poss_cannabis_tot_male_adult,poss_cannabis_tot_male_juv,poss_cannabis_tot_female_adult,poss_cannabis_tot_female_juv,sale_cannabis_tot_arrests,sale_cannabis_tot_adult,sale_cannabis_tot_juv,sale_cannabis_tot_male,sale_cannabis_tot_female,sale_cannabis_tot_male_adult,sale_cannabis_tot_male_juv,sale_cannabis_tot_female_adult,sale_cannabis_tot_female_juv,poss_coke_tot_arrests,poss_coke_tot_adult,poss_coke_tot_juv,poss_coke_tot_male,poss_coke_tot_female,poss_coke_tot_male_adult,poss_coke_tot_male_juv,poss_coke_tot_female_adult,poss_coke_tot_female_juv,sale_coke_tot_arrests,sale_coke_tot_adult,sale_coke_tot_juv,sale_coke_tot_male,sale_coke_tot_female,sale_coke_tot_male_adult,sale_coke_tot_male_juv,sale_coke_tot_female_adult,sale_coke_tot_female_juv,poss_narcotic_tot_arrests,poss_narcotic_tot_adult,poss_narcotic_tot_juv,poss_narcotic_tot_male,poss_narcotic_tot_female,poss_narcotic_tot_male_adult,poss_narcotic_tot_male_juv,poss_narcotic_tot_female_adult,poss_narcotic_tot_female_juv,sale_narcotic_tot_arrests,sale_narcotic_tot_adult,sale_narcotic_tot_juv,sale_narcotic_tot_male,sale_narcotic_tot_female,sale_narcotic_tot_male_adult,sale_narcotic_tot_male_juv,sale_narcotic_tot_female_adult,sale_narcotic_tot_female_juv,poss_oth_drug_tot_arrests,poss_oth_drug_tot_adult,poss_oth_drug_tot_juv,poss_oth_drug_tot_male,poss_oth_drug_tot_female,poss_oth_drug_tot_male_adult,poss_oth_drug_tot_male_juv,poss_oth_drug_tot_female_adult,poss_oth_drug_tot_female_juv,sale_oth_drug_tot_arrests,sale_oth_drug_tot_adult,sale_oth_drug_tot_juv,sale_oth_drug_tot_male,sale_oth_drug_tot_female,sale_oth_drug_tot_male_adult,sale_oth_drug_tot_male_juv,sale_oth_drug_tot_female_adult,sale_oth_drug_tot_female_juv,liquor_tot_arrests,liquor_tot_adult,liquor_tot_juv,liquor_tot_male,liquor_tot_female,liquor_tot_male_adult,liquor_tot_male_juv,liquor_tot_female_adult,liquor_tot_female_juv,drunkenness_tot_arrests,drunkenness_tot_adult,drunkenness_tot_juv,drunkenness_tot_male,drunkenness_tot_female,drunkenness_tot_male_adult,drunkenness_tot_male_juv,drunkenness_tot_female_adult,drunkenness_tot_female_juv,family_offenses_tot_arrests,family_offenses_tot_adult,family_offenses_tot_juv,family_offenses_tot_male,family_offenses_tot_female,family_offenses_tot_male_adult,family_offenses_tot_male_juv,family_offenses_tot_female_adult,family_offenses_tot_female_juv,disorder_cond_tot_arrests,disorder_cond_tot_adult,disorder_cond_tot_juv,disorder_cond_tot_male,disorder_cond_tot_female,disorder_cond_tot_male_adult,disorder_cond_tot_male_juv,disorder_cond_tot_female_adult,disorder_cond_tot_female_juv,vandalism_tot_arrests,vandalism_tot_adult,vandalism_tot_juv,vandalism_tot_male,vandalism_tot_female,vandalism_tot_male_adult,vandalism_tot_male_juv,vandalism_tot_female_adult,vandalism_tot_female_juv,stolen_property_tot_arrests,stolen_property_tot_adult,stolen_property_tot_juv,stolen_property_tot_male,stolen_property_tot_female,stolen_property_tot_male_adult,stolen_property_tot_male_juv,stolen_property_tot_female_adult,stolen_property_tot_female_juv,suspicion_tot_arrests,suspicion_tot_adult,suspicion_tot_juv,suspicion_tot_male,suspicion_tot_female,suspicion_tot_male_adult,suspicion_tot_male_juv,suspicion_tot_female_adult,suspicion_tot_female_juv,vagrancy_tot_arrests,vagrancy_tot_adult,vagrancy_tot_juv,vagrancy_tot_male,vagrancy_tot_female,vagrancy_tot_male_adult,vagrancy_tot_male_juv,vagrancy_tot_female_adult,vagrancy_tot_female_juv,curfew_tot_arrests,curfew_tot_adult,curfew_tot_juv,curfew_tot_male,curfew_tot_female,curfew_tot_male_adult,curfew_tot_male_juv,curfew_tot_female_adult,curfew_tot_female_juv,runaway_tot_arrests,runaway_tot_adult,runaway_tot_juv,runaway_tot_male,runaway_tot_female,runaway_tot_male_adult,runaway_tot_male_juv,runaway_tot_female_adult,runaway_tot_female_juv,oth_non_traffic_tot_arrests,oth_non_traffic_tot_adult,oth_non_traffic_tot_juv,oth_non_traffic_tot_male,oth_non_traffic_tot_female,oth_non_traffic_tot_male_adult,oth_non_traffic_tot_male_juv,oth_non_traffic_tot_female_adult,oth_non_traffic_tot_female_juv
Warren,1988,Rhode Island,RI,11463,RI00103,RI0010300,44,001,44001,0,0,0,0,0,0,0,0,0,2,1,1,2,0,1,1,0,1,4,4,0,4,0,4,0,0,0,3,1,2,3,0,1,2,0,2,6,5,1,6,0,5,1,0,1,19,9,10,18,1,8,10,1,10,1,0,1,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,38,35,3,34,4,32,2,3,2,2,0,2,2,0,0,2,0,2,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,70,1,65,6,64,1,6,1,68,60,8,58,10,51,7,9,7,59,51,8,49,10,42,7,9,7,9,9,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,51,8,49,10,42,7,9,7,9,9,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,3,13,1,10,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,45,1,40,6,39,1,6,1,33,10,23,31,2,10,21,0,21,3,1,2,1,2,0,1,1,1,13,5,8,9,4,4,5,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,14,9,5,0,9,0,9,216,174,42,180,36,155,23,19,23
Coventry,1988,Rhode Island,RI,30569,RI00201,RI0020100,44,003,44003,1,1,0,1,0,1,0,0,0,2,0,2,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,24,22,2,22,2,20,2,2,2,52,38,14,52,0,38,14,0,14,103,70,33,87,16,60,26,10,26,8,0,8,7,1,0,7,0,7,4,2,2,2,2,0,0,2,0,176,151,25,154,22,132,22,19,22,37,26,11,36,1,25,11,1,11,0,0,0,0,0,0,0,0,0,4,2,2,4,0,2,2,0,2,0,0,0,0,0,0,0,0,0,7,5,2,5,2,5,0,0,0,66,65,1,39,27,39,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,68,3,63,8,60,3,8,3,62,52,10,50,12,41,9,11,9,48,38,10,40,8,31,9,7,9,14,14,0,10,4,10,0,4,0,38,28,10,32,6,23,9,5,9,4,4,0,3,1,3,0,1,0,8,8,0,7,1,7,0,1,0,10,10,0,7,3,7,0,3,0,2,2,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,14,9,5,0,9,0,9,4,0,4,2,2,0,2,0,2,22,0,22,11,11,0,11,0,11,39,34,5,35,4,31,4,3,4,61,27,34,58,3,24,28,3,28,17,13,4,13,4,11,2,2,2,5,0,5,4,1,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,4,2,2,0,2,0,2,46,0,46,22,24,0,22,0,22,580,526,54,450,130,403,47,123,47
East Greenwich,1988,Rhode Island,RI,10689,RI00202,RI0020200,44,003,44003,0,0,0,0,0,0,0,0,0,2,1,1,2,0,1,1,0,1,3,0,3,3,0,0,3,0,3,12,11,1,10,2,9,1,2,1,13,7,6,9,4,3,6,4,6,35,23,12,21,14,16,5,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,48,7,36,19,33,3,15,3,12,9,3,10,2,9,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,2,1,2,0,1,0,57,56,1,27,30,27,0,29,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,42,0,37,5,37,0,5,0,35,29,6,30,5,25,5,4,5,32,26,6,27,5,22,5,4,5,3,3,0,3,0,3,0,0,0,19,16,3,16,3,14,2,2,2,2,2,0,2,0,2,0,0,0,12,10,2,10,2,8,2,2,2,1,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,70,57,99,28,59,40,11,40,6,2,4,3,3,1,2,1,2,1,1,0,0,1,0,0,1,0,50,48,2,40,10,39,1,9,1,29,18,11,26,3,17,8,1,8,16,11,5,16,0,11,5,0,5,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,1,0,0,1,0,1,12,0,12,4,8,0,4,0,4,560,496,64,482,78,432,45,64,45
Warwick,1988,Rhode Island,RI,88109,RI00203,RI0020300,44,003,44003,2,2,0,2,0,2,0,0,0,9,5,4,8,1,5,3,0,3,7,7,0,7,0,7,0,0,0,439,375,64,375,64,324,51,51,51,71,41,30,71,0,41,28,0,28,1099,766,333,619,480,397,214,369,214,37,12,25,34,3,12,22,0,22,9,4,5,8,1,3,5,1,5,26,23,3,24,2,21,3,2,3,49,31,18,47,2,29,18,2,18,4,4,0,2,2,2,0,2,0,4,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0,18,0,18,0,0,0,49,39,10,32,17,29,3,10,3,24,18,6,14,10,11,3,7,3,2,0,2,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,1,0,0,1,0,1,169,166,3,139,30,136,3,30,3,410,358,52,359,51,314,44,44,44,374,324,50,328,46,285,42,39,42,2,2,0,2,0,2,0,0,0,204,165,39,179,25,145,33,20,33,2,2,0,2,0,2,0,0,0,84,84,0,75,9,75,0,9,0,0,0,0,0,0,0,0,0,0,61,51,10,52,9,44,8,7,8,0,0,0,0,0,0,0,0,0,25,24,1,22,3,21,1,3,1,0,0,0,0,0,0,0,0,0,72,54,18,67,5,50,17,4,17,1,1,0,1,0,1,0,0,0,8,8,0,5,3,5,0,3,0,287,224,63,254,33,203,49,21,49,135,77,58,116,19,66,49,11,49,87,51,36,59,28,31,28,20,28,7,1,6,6,1,0,6,1,6,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,9,0,9,0,9,0,0,0,0,1244,1185,59,1017,227,970,46,215,46
West Warwick,1988,Rhode Island,RI,28948,RI00204,RI0020400,44,003,44003,2,2,0,2,0,2,0,0,0,3,2,1,3,0,2,1,0,1,8,7,1,8,0,7,1,0,1,22,12,10,19,3,9,10,3,10,57,38,19,52,5,35,17,3,17,134,72,62,105,29,50,54,22,54,4,4,0,3,1,3,0,1,0,11,2,9,11,0,2,9,0,9,132,96,36,114,18,90,24,6,24,4,3,1,3,1,2,1,1,1,0,0,0,0,0,0,0,0,0,15,10,5,14,1,10,4,0,4,0,0,0,0,0,0,0,0,0,2,2,0,1,1,1,0,1,0,103,101,2,51,52,49,2,52,2,3,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,33,0,30,3,30,0,3,0,51,47,4,43,8,39,4,8,4,46,44,2,38,8,36,2,8,2,5,3,2,5,0,3,2,0,2,31,30,1,26,5,25,1,5,1,3,1,2,3,0,1,2,0,2,11,10,1,9,2,8,1,2,1,2,2,0,2,0,2,0,0,0,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,106,64,42,92,14,60,32,4,32,1,0,1,0,1,0,0,0,0,7,3,4,7,0,3,4,0,4,141,107,34,116,25,87,29,20,29,139,84,55,131,8,80,46,4,46,30,13,17,28,2,13,15,0,15,42,32,10,37,5,28,9,4,9,3,2,1,2,1,1,1,1,1,54,0,54,46,8,0,46,0,46,152,0,152,71,81,0,67,0,67,416,402,14,363,53,349,14,53,14
West Greenwich,1988,Rhode Island,RI,3263,RI00205,RI0020500,44,003,44003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,1,1,0,1,2,2,0,2,0,2,0,0,0,6,4,2,6,0,4,2,0,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,14,1,9,6,8,1,6,1,5,5,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,6,6,0,4,2,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0,16,1,16,0,1,0,5,4,1,4,1,4,0,0,0,4,3,1,3,1,3,0,0,0,1,1,0,1,0,1,0,0,0,4,3,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,7,0,7,0,0,0,1,1,0,1,0,1,0,0,0,3,2,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,0,1,0,1,54,52,2,49,5,47,2,5,2
Jamestown,1988,Rhode Island,RI,4765,RI00301,RI0030100,44,005,44005,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,36,1,36,1,35,1,1,1,3,3,0,3,0,3,0,0,0,3,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Middletown,1988,Rhode Island,RI,17924,RI00302,RI0030200,44,005,44005,0,0,0,0,0,0,0,0,0,3,3,0,3,0,3,0,0,0,2,2,0,2,0,2,0,0,0,23,17,6,22,1,16,6,1,6,24,10,14,23,1,10,13,0,13,177,74,103,123,54,48,75,26,75,12,6,6,12,0,6,6,0,6,3,3,0,3,0,3,0,0,0,100,82,18,90,10,77,13,5,13,9,6,3,9,0,6,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0,11,2,11,0,2,0,505,500,5,226,279,226,0,274,0,3,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,135,3,121,17,118,3,17,3,73,61,12,64,9,53,11,8,11,57,46,11,52,5,42,10,4,10,16,15,1,12,4,11,1,4,1,45,34,11,43,2,33,10,1,10,6,6,0,5,1,5,0,1,0,9,9,0,7,2,7,0,2,0,10,9,1,7,3,6,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,23,15,8,20,3,14,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,46,5,43,8,40,3,6,3,30,12,18,26,4,11,15,1,15,16,11,5,13,3,8,5,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,4,5,0,4,0,4,34,0,34,12,22,0,12,0,12,160,116,44,123,37,88,34,28,34
Newport,1988,Rhode Island,RI,29543,RI00303,RI0030300,44,005,44005,3,3,0,2,1,2,0,1,0,1,1,0,1,0,1,0,0,0,18,8,10,15,3,8,7,0,7,55,32,23,52,3,31,21,1,21,89,49,40,86,3,47,39,2,39,108,63,45,92,16,54,37,9,37,14,1,13,11,3,1,10,0,10,5,2,3,3,2,2,1,0,1,249,211,38,225,24,193,32,18,32,43,34,9,41,2,33,8,1,8,1,1,0,1,0,1,0,0,0,5,5,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,4,2,2,3,1,1,2,1,2,2,0,2,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,160,3,142,21,139,3,21,3,229,188,41,191,38,158,33,30,33,191,174,17,160,31,146,14,28,14,38,14,24,31,7,12,19,2,19,124,109,15,106,18,93,13,16,13,27,11,16,24,3,10,14,1,14,65,64,1,52,13,52,0,12,0,8,3,5,4,4,2,2,1,2,2,1,1,2,0,1,1,0,1,3,0,3,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,28,13,36,5,27,9,1,9,6,0,6,6,0,0,6,0,6,11,2,9,8,3,1,7,1,7,300,264,36,274,26,244,30,20,30,106,51,55,101,5,50,47,1,47,28,12,16,28,0,12,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,2,1,0,2,0,2,133,0,133,67,66,0,66,0,66,227,208,19,208,19,192,10,16,10
Portsmouth,1988,Rhode Island,RI,15567,RI00304,RI0030400,44,005,44005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,4,4,8,0,4,4,0,4,12,7,5,9,3,4,5,3,5,5,3,2,4,1,3,1,0,1,0,0,0,0,0,0,0,0,0,52,33,19,43,9,29,14,4,14,14,12,2,14,0,12,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,73,0,61,12,61,0,12,0,29,27,2,24,5,22,2,5,2,25,23,2,20,5,18,2,5,2,4,4,0,4,0,4,0,0,0,14,12,2,14,0,12,2,0,2,1,1,0,1,0,1,0,0,0,11,11,0,6,5,6,0,5,0,3,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,33,16,40,9,30,10,3,10,0,0,0,0,0,0,0,0,0,2,0,2,1,1,0,1,0,1,24,21,3,18,6,15,3,6,3,15,3,12,12,3,3,9,0,9,4,4,0,2,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,6,0,0,6,0,6,12,0,12,2,10,0,2,0,2,37,17,20,36,1,17,19,0,19
Tiverton,1988,Rhode Island,RI,14348,RI00305,RI0030500,44,005,44005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,5,4,1,4,1,3,1,1,1,13,8,5,12,1,8,4,0,4,14,6,8,14,0,6,7,0,7,3,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,37,31,6,29,8,26,2,5,2,17,11,6,17,0,11,6,0,6,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,75,1,60,16,59,1,16,1,40,37,3,38,2,35,3,2,3,33,30,3,33,0,30,3,0,3,7,7,0,5,2,5,0,2,0,27,24,3,27,0,24,3,0,3,1,1,0,1,0,1,0,0,0,6,6,0,6,0,6,0,0,0,6,6,0,4,2,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,40,39,1,35,5,35,0,4,0,19,10,9,18,1,9,9,1,9,9,6,3,8,1,5,3,1,3,28,16,12,22,6,12,10,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,3,6,0,3,0,3,289,252,37,211,78,177,32,75,32
