agency,year,state,state_abb,population,ORI,ORI9,FIPS_state_code,FIPS_county_code,FIPS_state_county_code,agency_type,group,geographic_division,suburban_agency,burglary_tot_arrests,burglary_tot_adult,burglary_tot_juv,burglary_tot_male,burglary_tot_female,burglary_tot_male_adult,burglary_tot_male_juv,burglary_tot_female_adult,burglary_tot_female_juv,burglary_male_under_10,burglary_male_10_12,burglary_male_13_14,burglary_male_15,burglary_male_16,burglary_male_17,burglary_male_18,burglary_male_19,burglary_male_20,burglary_male_21,burglary_male_22,burglary_male_23,burglary_male_24,burglary_male_25_29,burglary_male_30_34,burglary_male_35_39,burglary_male_40_44,burglary_male_45_49,burglary_male_50_54,burglary_male_55_59,burglary_male_60_64,burglary_male_over_64,burglary_female_under_10,burglary_female_10_12,burglary_female_13_14,burglary_female_15,burglary_female_16,burglary_female_17,burglary_female_18,burglary_female_19,burglary_female_20,burglary_female_21,burglary_female_22,burglary_female_23,burglary_female_24,burglary_female_25_29,burglary_female_30_34,burglary_female_35_39,burglary_female_40_44,burglary_female_45_49,burglary_female_50_54,burglary_female_55_59,burglary_female_60_64,burglary_female_over_64,burglary_adult_white,burglary_adult_black,burglary_adult_asian,burglary_adult_indian,burglary_juv_white,burglary_juv_black,burglary_juv_asian,burglary_juv_indian
Adams,1980,Washington,WA,7052,WA00100,WA0010000,53,001,53001,sheriffs office,"non-msa cnty under 10,000",pacific,non-suburban,4,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
Othello,1980,Washington,WA,4471,WA00101,WA0010100,53,001,53001,local police department,"cities 2,500-9,999",pacific,non-suburban,10,2,8,10,0,2,8,0,8,0,3,4,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,0,0,0
Ritzville,1980,Washington,WA,1799,WA00102,WA0010200,53,001,53001,local police department,"cities under 2,500",pacific,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asotin,1980,Washington,WA,9927,WA00200,WA0020000,53,003,53003,sheriffs office,"non-msa cnty under 10,000",pacific,non-suburban,5,3,2,4,1,3,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0
Clarkston,1980,Washington,WA,6895,WA00201,WA0020100,53,003,53003,local police department,"cities 2,500-9,999",pacific,non-suburban,75,17,58,69,6,15,44,2,44,10,11,10,11,8,4,3,3,0,1,1,2,1,2,1,0,0,0,1,0,0,0,1,0,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,15,0,0,2,52,1,0,5
Benton,1980,Washington,WA,35681,WA00300,WA0030000,53,005,53005,sheriffs office,"msa cnty 25,000-99,999",pacific,suburban,47,26,21,43,4,25,15,1,15,3,2,2,2,5,4,9,3,3,0,3,0,1,5,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,21,0,0,0
Kennewick,1980,Washington,WA,33614,WA00301,WA0030100,53,005,53005,local police department,"cities 25,000-49,999",pacific,non-suburban,137,51,86,132,5,51,78,0,78,3,8,13,14,24,19,15,7,14,2,4,4,0,2,1,2,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,1,0,86,0,0,0
Richland,1980,Washington,WA,33512,WA00302,WA0030200,53,005,53005,local police department,"cities 25,000-49,999",pacific,non-suburban,46,16,30,45,1,16,29,0,29,0,0,4,7,10,8,11,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,29,1,0,0
Prosser,1980,Washington,WA,3896,WA00303,WA0030300,53,005,53005,local police department,"cities 2,500-9,999",pacific,suburban,4,2,2,4,0,2,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0
Chelan,1980,Washington,WA,24955,WA00400,WA0040000,53,007,53007,sheriffs office,"non-msa cnty 10,000-24,999",pacific,non-suburban,8,8,0,8,0,8,0,0,0,0,0,0,0,0,0,2,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
Chelan,1980,Washington,WA,2760,WA00402,WA0040200,53,007,53007,local police department,"cities 2,500-9,999",pacific,non-suburban,3,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Wenatchee,1980,Washington,WA,17265,WA00404,WA0040400,53,007,53007,local police department,"cities 10,000-24,999",pacific,non-suburban,42,32,10,40,2,30,10,2,10,0,4,2,0,1,3,2,4,4,2,3,1,0,5,4,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,31,0,0,1,10,0,0,0
Port Angeles,1980,Washington,WA,17592,WA00501,WA0050100,53,009,53009,local police department,"cities 10,000-24,999",pacific,non-suburban,61,17,44,59,2,16,43,1,43,0,0,7,13,15,8,2,3,2,1,1,2,0,1,0,1,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,42,0,0,2
Clark,1980,Washington,WA,139939,WA00600,WA0060000,53,011,53011,sheriffs office,"msa cnty 100,000 or over",pacific,suburban,42,34,8,41,1,33,8,1,8,0,0,0,0,0,8,9,2,1,2,7,1,1,5,3,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,8,0,0,0
Battle Ground,1980,Washington,WA,2780,WA00601,WA0060100,53,011,53011,local police department,"cities 2,500-9,999",pacific,suburban,7,2,5,7,0,2,5,0,5,0,0,0,3,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,0,0,0
Camas,1980,Washington,WA,5705,WA00602,WA0060200,53,011,53011,local police department,"cities 2,500-9,999",pacific,suburban,24,12,12,22,2,12,9,0,9,1,2,5,1,0,1,2,3,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,12,0,0,0
Vancouver,1980,Washington,WA,42489,WA00603,WA0060300,53,011,53011,local police department,"cities 25,000-49,999",pacific,suburban,124,45,79,106,18,41,63,4,63,2,9,16,19,4,15,8,5,4,4,3,4,0,3,5,1,2,0,2,0,0,0,1,3,5,3,0,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,42,3,0,0,76,1,0,2
Ridgefield,1980,Washington,WA,1061,WA00605,WA0060500,53,011,53011,local police department,"cities under 2,500",pacific,suburban,7,1,6,7,0,1,5,0,5,1,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0
Columbia,1980,Washington,WA,1510,WA00700,WA0070000,53,013,53013,sheriffs office,"non-msa cnty under 10,000",pacific,non-suburban,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Dayton,1980,Washington,WA,2588,WA00701,WA0070100,53,013,53013,local police department,"cities 2,500-9,999",pacific,non-suburban,2,1,1,2,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Cowlitz,1980,Washington,WA,31691,WA00800,WA0080000,53,015,53015,sheriffs office,"non-msa cnty 25,000-99,999",pacific,non-suburban,64,32,32,63,1,31,31,1,31,1,3,7,4,9,8,12,3,4,5,3,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,32,0,0,0,32,0,0,0
Kelso,1980,Washington,WA,11106,WA00801,WA0080100,53,015,53015,local police department,"cities 10,000-24,999",pacific,non-suburban,27,2,25,27,0,2,22,0,22,3,3,3,7,5,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,25,0,0,0
Longview,1980,Washington,WA,31055,WA00802,WA0080200,53,015,53015,local police department,"cities 25,000-49,999",pacific,non-suburban,156,52,104,150,6,48,101,4,101,1,5,30,23,18,25,12,8,5,4,1,2,2,8,3,0,2,0,1,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,1,0,0,103,1,0,0
Castle Rock,1980,Washington,WA,2160,WA00803,WA0080300,53,015,53015,local police department,"cities under 2,500",pacific,non-suburban,6,2,4,5,1,1,4,1,4,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0
Kalama,1980,Washington,WA,1223,WA00804,WA0080400,53,015,53015,local police department,"cities under 2,500",pacific,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Woodland,1980,Washington,WA,2340,WA00805,WA0080500,53,015,53015,local police department,"cities under 2,500",pacific,non-suburban,3,2,1,3,0,2,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0
Douglas,1980,Washington,WA,20263,WA00900,WA0090000,53,017,53017,sheriffs office,"non-msa cnty 10,000-24,999",pacific,non-suburban,49,20,29,40,9,16,24,4,24,0,0,11,4,4,5,4,3,0,1,2,3,0,0,1,0,0,0,0,0,0,2,0,0,2,0,2,1,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,20,0,0,0,29,0,0,0
East Wenatchee,1980,Washington,WA,1657,WA00902,WA0090200,53,017,53017,local police department,"cities under 2,500",pacific,non-suburban,4,2,2,4,0,2,2,0,2,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0
Ferry,1980,Washington,WA,5748,WA01000,WA0100000,53,019,53019,sheriffs office,"non-msa cnty under 10,000",pacific,non-suburban,10,10,0,10,0,10,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0
Franklin,1980,Washington,WA,15618,WA01100,WA0110000,53,021,53021,sheriffs office,"msa cnty 10,000-24,999",pacific,suburban,20,15,5,19,1,14,4,1,4,1,1,1,1,0,1,2,0,0,3,2,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,6,0,0,5,0,0,0
Connell,1980,Washington,WA,1980,WA01101,WA0110100,53,021,53021,local police department,"cities under 2,500",pacific,suburban,5,0,5,5,0,0,5,0,5,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
Pasco,1980,Washington,WA,17015,WA01102,WA0110200,53,021,53021,local police department,"cities 10,000-24,999",pacific,suburban,65,28,37,63,2,28,26,0,26,9,2,9,4,4,7,2,4,3,5,1,1,1,6,2,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,11,0,0,29,8,0,0
Garfield,1980,Washington,WA,2483,WA01200,WA0120000,53,023,53023,sheriffs office,"non-msa cnty under 10,000",pacific,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grant,1980,Washington,WA,24713,WA01300,WA0130000,53,025,53025,sheriffs office,"non-msa cnty 10,000-24,999",pacific,non-suburban,45,26,19,42,3,26,16,0,16,0,2,4,0,5,5,4,4,4,4,4,3,0,2,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2,1,2,19,0,0,0
