agency,year,state,population,ORI,agg_assault_tot_arrests,agg_assault_tot_adult,agg_assault_tot_juv,agg_assault_tot_male,agg_assault_tot_female,agg_assault_tot_male_adult,agg_assault_tot_male_juv,agg_assault_tot_female_adult,agg_assault_tot_female_juv,oth_assault_tot_arrests,oth_assault_tot_adult,oth_assault_tot_juv,oth_assault_tot_male,oth_assault_tot_female,oth_assault_tot_male_adult,oth_assault_tot_male_juv,oth_assault_tot_female_adult,oth_assault_tot_female_juv,arson_tot_arrests,arson_tot_adult,arson_tot_juv,arson_tot_male,arson_tot_female,arson_tot_male_adult,arson_tot_male_juv,arson_tot_female_adult,arson_tot_female_juv,burglary_tot_arrests,burglary_tot_adult,burglary_tot_juv,burglary_tot_male,burglary_tot_female,burglary_tot_male_adult,burglary_tot_male_juv,burglary_tot_female_adult,burglary_tot_female_juv,curfew_tot_arrests,curfew_tot_adult,curfew_tot_juv,curfew_tot_male,curfew_tot_female,curfew_tot_male_adult,curfew_tot_male_juv,curfew_tot_female_adult,curfew_tot_female_juv,disorder_cond_tot_arrests,disorder_cond_tot_adult,disorder_cond_tot_juv,disorder_cond_tot_male,disorder_cond_tot_female,disorder_cond_tot_male_adult,disorder_cond_tot_male_juv,disorder_cond_tot_female_adult,disorder_cond_tot_female_juv,total_drug_tot_arrests,total_drug_tot_adult,total_drug_tot_juv,total_drug_tot_male,total_drug_tot_female,total_drug_tot_male_adult,total_drug_tot_male_juv,total_drug_tot_female_adult,total_drug_tot_female_juv,poss_drug_tot_arrests,poss_drug_tot_adult,poss_drug_tot_juv,poss_drug_tot_male,poss_drug_tot_female,poss_drug_tot_male_adult,poss_drug_tot_male_juv,poss_drug_tot_female_adult,poss_drug_tot_female_juv,poss_narcotic_tot_arrests,poss_narcotic_tot_adult,poss_narcotic_tot_juv,poss_narcotic_tot_male,poss_narcotic_tot_female,poss_narcotic_tot_male_adult,poss_narcotic_tot_male_juv,poss_narcotic_tot_female_adult,poss_narcotic_tot_female_juv,poss_cannabis_tot_arrests,poss_cannabis_tot_adult,poss_cannabis_tot_juv,poss_cannabis_tot_male,poss_cannabis_tot_female,poss_cannabis_tot_male_adult,poss_cannabis_tot_male_juv,poss_cannabis_tot_female_adult,poss_cannabis_tot_female_juv,poss_coke_tot_arrests,poss_coke_tot_adult,poss_coke_tot_juv,poss_coke_tot_male,poss_coke_tot_female,poss_coke_tot_male_adult,poss_coke_tot_male_juv,poss_coke_tot_female_adult,poss_coke_tot_female_juv,poss_oth_drug_tot_arrests,poss_oth_drug_tot_adult,poss_oth_drug_tot_juv,poss_oth_drug_tot_male,poss_oth_drug_tot_female,poss_oth_drug_tot_male_adult,poss_oth_drug_tot_male_juv,poss_oth_drug_tot_female_adult,poss_oth_drug_tot_female_juv,sale_drug_tot_arrests,sale_drug_tot_adult,sale_drug_tot_juv,sale_drug_tot_male,sale_drug_tot_female,sale_drug_tot_male_adult,sale_drug_tot_male_juv,sale_drug_tot_female_adult,sale_drug_tot_female_juv,sale_narcotic_tot_arrests,sale_narcotic_tot_adult,sale_narcotic_tot_juv,sale_narcotic_tot_male,sale_narcotic_tot_female,sale_narcotic_tot_male_adult,sale_narcotic_tot_male_juv,sale_narcotic_tot_female_adult,sale_narcotic_tot_female_juv,sale_cannabis_tot_arrests,sale_cannabis_tot_adult,sale_cannabis_tot_juv,sale_cannabis_tot_male,sale_cannabis_tot_female,sale_cannabis_tot_male_adult,sale_cannabis_tot_male_juv,sale_cannabis_tot_female_adult,sale_cannabis_tot_female_juv,sale_coke_tot_arrests,sale_coke_tot_adult,sale_coke_tot_juv,sale_coke_tot_male,sale_coke_tot_female,sale_coke_tot_male_adult,sale_coke_tot_male_juv,sale_coke_tot_female_adult,sale_coke_tot_female_juv,sale_oth_drug_tot_arrests,sale_oth_drug_tot_adult,sale_oth_drug_tot_juv,sale_oth_drug_tot_male,sale_oth_drug_tot_female,sale_oth_drug_tot_male_adult,sale_oth_drug_tot_male_juv,sale_oth_drug_tot_female_adult,sale_oth_drug_tot_female_juv,drunkenness_tot_arrests,drunkenness_tot_adult,drunkenness_tot_juv,drunkenness_tot_male,drunkenness_tot_female,drunkenness_tot_male_adult,drunkenness_tot_male_juv,drunkenness_tot_female_adult,drunkenness_tot_female_juv,dui_tot_arrests,dui_tot_adult,dui_tot_juv,dui_tot_male,dui_tot_female,dui_tot_male_adult,dui_tot_male_juv,dui_tot_female_adult,dui_tot_female_juv,embezzlement_tot_arrests,embezzlement_tot_adult,embezzlement_tot_juv,embezzlement_tot_male,embezzlement_tot_female,embezzlement_tot_male_adult,embezzlement_tot_male_juv,embezzlement_tot_female_adult,embezzlement_tot_female_juv,family_offenses_tot_arrests,family_offenses_tot_adult,family_offenses_tot_juv,family_offenses_tot_male,family_offenses_tot_female,family_offenses_tot_male_adult,family_offenses_tot_male_juv,family_offenses_tot_female_adult,family_offenses_tot_female_juv,forgery_tot_arrests,forgery_tot_adult,forgery_tot_juv,forgery_tot_male,forgery_tot_female,forgery_tot_male_adult,forgery_tot_male_juv,forgery_tot_female_adult,forgery_tot_female_juv,fraud_tot_arrests,fraud_tot_adult,fraud_tot_juv,fraud_tot_male,fraud_tot_female,fraud_tot_male_adult,fraud_tot_male_juv,fraud_tot_female_adult,fraud_tot_female_juv,total_gambling_tot_arrests,total_gambling_tot_adult,total_gambling_tot_juv,total_gambling_tot_male,total_gambling_tot_female,total_gambling_tot_male_adult,total_gambling_tot_male_juv,total_gambling_tot_female_adult,total_gambling_tot_female_juv,bookmaking_tot_arrests,bookmaking_tot_adult,bookmaking_tot_juv,bookmaking_tot_male,bookmaking_tot_female,bookmaking_tot_male_adult,bookmaking_tot_male_juv,bookmaking_tot_female_adult,bookmaking_tot_female_juv,number_lottery_tot_arrests,number_lottery_tot_adult,number_lottery_tot_juv,number_lottery_tot_male,number_lottery_tot_female,number_lottery_tot_male_adult,number_lottery_tot_male_juv,number_lottery_tot_female_adult,number_lottery_tot_female_juv,oth_gambling_tot_arrests,oth_gambling_tot_adult,oth_gambling_tot_juv,oth_gambling_tot_male,oth_gambling_tot_female,oth_gambling_tot_male_adult,oth_gambling_tot_male_juv,oth_gambling_tot_female_adult,oth_gambling_tot_female_juv,liquor_tot_arrests,liquor_tot_adult,liquor_tot_juv,liquor_tot_male,liquor_tot_female,liquor_tot_male_adult,liquor_tot_male_juv,liquor_tot_female_adult,liquor_tot_female_juv,manslaught_neg_tot_arrests,manslaught_neg_tot_adult,manslaught_neg_tot_juv,manslaught_neg_tot_male,manslaught_neg_tot_female,manslaught_neg_tot_male_adult,manslaught_neg_tot_male_juv,manslaught_neg_tot_female_adult,manslaught_neg_tot_female_juv,mtr_veh_theft_tot_arrests,mtr_veh_theft_tot_adult,mtr_veh_theft_tot_juv,mtr_veh_theft_tot_male,mtr_veh_theft_tot_female,mtr_veh_theft_tot_male_adult,mtr_veh_theft_tot_male_juv,mtr_veh_theft_tot_female_adult,mtr_veh_theft_tot_female_juv,murder_tot_arrests,murder_tot_adult,murder_tot_juv,murder_tot_male,murder_tot_female,murder_tot_male_adult,murder_tot_male_juv,murder_tot_female_adult,murder_tot_female_juv,oth_non_traffic_tot_arrests,oth_non_traffic_tot_adult,oth_non_traffic_tot_juv,oth_non_traffic_tot_male,oth_non_traffic_tot_female,oth_non_traffic_tot_male_adult,oth_non_traffic_tot_male_juv,oth_non_traffic_tot_female_adult,oth_non_traffic_tot_female_juv,prostitution_tot_arrests,prostitution_tot_adult,prostitution_tot_juv,prostitution_tot_male,prostitution_tot_female,prostitution_tot_male_adult,prostitution_tot_male_juv,prostitution_tot_female_adult,prostitution_tot_female_juv,rape_tot_arrests,rape_tot_adult,rape_tot_juv,rape_tot_male,rape_tot_female,rape_tot_male_adult,rape_tot_male_juv,rape_tot_female_adult,rape_tot_female_juv,robbery_tot_arrests,robbery_tot_adult,robbery_tot_juv,robbery_tot_male,robbery_tot_female,robbery_tot_male_adult,robbery_tot_male_juv,robbery_tot_female_adult,robbery_tot_female_juv,runaway_tot_arrests,runaway_tot_adult,runaway_tot_juv,runaway_tot_male,runaway_tot_female,runaway_tot_male_adult,runaway_tot_male_juv,runaway_tot_female_adult,runaway_tot_female_juv,oth_sex_off_tot_arrests,oth_sex_off_tot_adult,oth_sex_off_tot_juv,oth_sex_off_tot_male,oth_sex_off_tot_female,oth_sex_off_tot_male_adult,oth_sex_off_tot_male_juv,oth_sex_off_tot_female_adult,oth_sex_off_tot_female_juv,stolen_property_tot_arrests,stolen_property_tot_adult,stolen_property_tot_juv,stolen_property_tot_male,stolen_property_tot_female,stolen_property_tot_male_adult,stolen_property_tot_male_juv,stolen_property_tot_female_adult,stolen_property_tot_female_juv,suspicion_tot_arrests,suspicion_tot_adult,suspicion_tot_juv,suspicion_tot_male,suspicion_tot_female,suspicion_tot_male_adult,suspicion_tot_male_juv,suspicion_tot_female_adult,suspicion_tot_female_juv,theft_tot_arrests,theft_tot_adult,theft_tot_juv,theft_tot_male,theft_tot_female,theft_tot_male_adult,theft_tot_male_juv,theft_tot_female_adult,theft_tot_female_juv,vagrancy_tot_arrests,vagrancy_tot_adult,vagrancy_tot_juv,vagrancy_tot_male,vagrancy_tot_female,vagrancy_tot_male_adult,vagrancy_tot_male_juv,vagrancy_tot_female_adult,vagrancy_tot_female_juv,vandalism_tot_arrests,vandalism_tot_adult,vandalism_tot_juv,vandalism_tot_male,vandalism_tot_female,vandalism_tot_male_adult,vandalism_tot_male_juv,vandalism_tot_female_adult,vandalism_tot_female_juv,weapons_tot_arrests,weapons_tot_adult,weapons_tot_juv,weapons_tot_male,weapons_tot_female,weapons_tot_male_adult,weapons_tot_male_juv,weapons_tot_female_adult,weapons_tot_female_juv
Sp: Warren County,1995,Kentucky,0,KY114SP,9,9,0,7,2,7,0,2,0,92,88,4,83,9,79,4,9,4,6,1,5,6,0,1,3,0,3,32,26,6,30,2,24,6,2,6,0,0,0,0,0,0,0,0,0,11,9,2,10,1,8,2,1,2,116,112,4,93,23,89,4,23,4,34,30,4,30,4,26,4,4,4,0,0,0,0,0,0,0,0,0,32,28,4,28,4,24,4,4,4,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,82,82,0,63,19,63,0,19,0,0,0,0,0,0,0,0,0,0,15,15,0,13,2,13,0,2,0,58,58,0,42,16,42,0,16,0,9,9,0,8,1,8,0,1,0,134,130,4,115,19,113,2,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,4,2,4,0,2,0,13,13,0,6,7,6,0,7,0,26,26,0,3,23,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,7,1,7,0,1,0,0,0,0,0,0,0,0,0,0,4,3,1,4,0,3,1,0,1,5,5,0,5,0,5,0,0,0,95,93,2,79,16,78,1,15,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,2,1,1,2,0,1,1,0,1,5,0,5,0,5,0,0,0,0,14,13,1,11,3,10,1,3,1,19,14,5,17,2,12,5,2,5,0,0,0,0,0,0,0,0,0,20,14,6,19,1,13,6,1,6,0,0,0,0,0,0,0,0,0,4,4,0,3,1,3,0,1,0,17,13,4,16,1,12,4,1,4
Sp: Warren County,1994,Kentucky,0,KY114SP,63,63,0,53,10,53,0,10,0,19,19,0,13,6,13,0,6,0,1,1,0,1,0,1,0,0,0,61,44,17,58,3,41,17,3,17,0,0,0,0,0,0,0,0,0,9,8,1,7,2,7,0,1,0,57,55,2,46,11,44,2,11,2,8,7,1,6,2,5,1,2,1,0,0,0,0,0,0,0,0,0,5,4,1,5,0,4,1,0,1,2,2,0,1,1,1,0,1,0,1,1,0,0,1,0,0,1,0,49,48,1,40,9,39,1,9,1,0,0,0,0,0,0,0,0,0,4,4,0,3,1,3,0,1,0,34,33,1,28,6,27,1,6,1,11,11,0,9,2,9,0,2,0,68,67,1,53,15,52,1,15,1,26,26,0,22,4,22,0,4,0,1,1,0,1,0,1,0,0,0,3,3,0,2,1,2,0,1,0,8,7,1,7,1,7,0,0,0,16,16,0,14,2,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,8,5,13,0,8,5,0,5,3,3,0,3,0,3,0,0,0,77,73,4,68,9,64,4,9,4,0,0,0,0,0,0,0,0,0,5,3,2,4,1,3,1,0,1,7,7,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,16,15,1,16,0,15,1,0,1,40,28,12,34,6,25,9,3,9,0,0,0,0,0,0,0,0,0,8,5,3,7,1,4,3,1,3,0,0,0,0,0,0,0,0,0,6,6,0,6,0,6,0,0,0,3,3,0,3,0,3,0,0,0
Sp: Warren County,1992,Kentucky,0,KY114SP,86,82,4,76,10,74,2,8,2,25,25,0,24,1,24,0,1,0,1,1,0,1,0,1,0,0,0,103,81,22,86,17,64,22,17,22,0,0,0,0,0,0,0,0,0,48,40,8,40,8,33,7,7,7,176,172,4,149,27,145,4,27,4,66,65,1,55,11,54,1,11,1,0,0,0,0,0,0,0,0,0,52,51,1,45,7,44,1,7,1,13,13,0,9,4,9,0,4,0,1,1,0,1,0,1,0,0,0,110,107,3,94,16,91,3,16,3,0,0,0,0,0,0,0,0,0,51,51,0,45,6,45,0,6,0,17,17,0,16,1,16,0,1,0,42,39,3,33,9,30,3,9,3,258,257,1,217,41,216,1,41,1,514,509,5,431,83,428,3,81,3,0,0,0,0,0,0,0,0,0,15,15,0,12,3,12,0,3,0,53,53,0,25,28,25,0,28,0,58,58,0,37,21,37,0,21,0,10,10,0,5,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,5,5,5,0,5,0,9,5,4,9,0,5,4,0,4,0,0,0,0,0,0,0,0,0,16,7,9,15,1,6,9,1,9,5,3,2,5,0,3,2,0,2,160,151,9,133,27,124,9,27,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,91,91,0,91,0,91,0,0,0,56,41,15,53,3,38,15,3,15,0,0,0,0,0,0,0,0,0,162,82,80,155,7,76,79,6,79,0,0,0,0,0,0,0,0,0,20,14,6,20,0,14,6,0,6,16,16,0,13,3,13,0,3,0
Sp: Warren County,1991,Kentucky,0,KY114SP,75,74,1,72,3,71,1,3,1,24,23,1,24,0,23,1,0,1,5,5,0,5,0,5,0,0,0,74,68,6,72,2,66,6,2,6,0,0,0,0,0,0,0,0,0,34,34,0,30,4,30,0,4,0,146,143,3,126,20,123,3,20,3,79,77,2,66,13,64,2,13,2,0,0,0,0,0,0,0,0,0,65,63,2,57,8,55,2,8,2,13,13,0,8,5,8,0,5,0,1,1,0,1,0,1,0,0,0,67,66,1,60,7,59,1,7,1,4,4,0,2,2,2,0,2,0,24,24,0,23,1,23,0,1,0,8,8,0,8,0,8,0,0,0,31,30,1,27,4,26,1,4,1,254,249,5,197,57,193,4,56,4,694,685,9,600,94,593,7,92,7,2,2,0,1,1,1,0,1,0,10,10,0,10,0,10,0,0,0,18,18,0,2,16,2,0,16,0,75,75,0,46,29,46,0,29,0,10,10,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,10,0,0,10,0,9,9,0,9,0,9,0,0,0,3,3,0,3,0,3,0,0,0,15,11,4,15,0,11,4,0,4,1,1,0,1,0,1,0,0,0,140,136,4,132,8,128,4,8,4,0,0,0,0,0,0,0,0,0,6,4,2,6,0,4,2,0,2,4,3,1,4,0,3,1,0,1,0,0,0,0,0,0,0,0,0,34,34,0,34,0,34,0,0,0,63,57,6,63,0,57,6,0,6,0,0,0,0,0,0,0,0,0,49,49,0,46,3,46,0,3,0,0,0,0,0,0,0,0,0,0,20,18,2,17,3,15,2,3,2,19,19,0,17,2,17,0,2,0
Sp: Warren County,1990,Kentucky,0,KY114SP,35,31,4,30,5,27,3,4,3,9,9,0,7,2,7,0,2,0,3,2,1,1,2,0,1,2,1,41,33,8,37,4,30,6,3,6,0,0,0,0,0,0,0,0,0,50,48,2,40,10,40,0,8,0,107,105,2,89,18,87,2,18,2,58,57,1,51,7,50,1,7,1,0,0,0,0,0,0,0,0,0,37,36,1,32,5,31,1,5,1,21,21,0,19,2,19,0,2,0,0,0,0,0,0,0,0,0,0,49,48,1,38,11,37,1,11,1,2,2,0,2,0,2,0,0,0,7,7,0,7,0,7,0,0,0,8,8,0,8,0,8,0,0,0,32,31,1,21,11,20,1,11,1,202,197,5,173,29,169,3,28,3,442,437,5,406,36,401,5,36,5,20,20,0,12,8,12,0,8,0,6,6,0,6,0,6,0,0,0,32,32,0,17,15,17,0,15,0,146,137,9,81,65,80,1,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,2,2,0,2,0,2,0,0,0,5,5,0,3,2,3,0,2,0,1,1,0,1,0,1,0,0,0,123,120,3,114,9,111,3,9,3,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,5,0,4,1,0,1,11,9,2,9,2,7,2,2,2,0,0,0,0,0,0,0,0,0,31,26,5,30,1,25,5,1,5,0,0,0,0,0,0,0,0,0,9,7,2,8,1,6,2,1,2,27,27,0,23,4,23,0,4,0
Sp: Warren County,1989,Kentucky,0,KY114SP,55,44,11,47,8,37,10,7,10,17,17,0,14,3,14,0,3,0,1,0,1,1,0,0,1,0,1,12,12,0,10,2,10,0,2,0,0,0,0,0,0,0,0,0,0,37,36,1,32,5,32,0,4,0,82,81,1,62,20,61,0,20,0,34,33,1,30,4,29,0,4,0,0,0,0,0,0,0,0,0,0,29,28,1,26,3,25,0,3,0,5,5,0,4,1,4,0,1,0,0,0,0,0,0,0,0,0,0,48,48,0,32,16,32,0,16,0,0,0,0,0,0,0,0,0,0,12,12,0,11,1,11,0,1,0,15,15,0,10,5,10,0,5,0,21,21,0,11,10,11,0,10,0,164,164,0,142,22,142,0,22,0,315,309,6,287,28,281,6,28,6,3,3,0,3,0,3,0,0,0,17,17,0,14,3,14,0,3,0,4,3,1,3,1,3,0,0,0,213,213,0,99,114,99,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,1,3,0,1,0,1,1,0,1,0,1,0,0,0,15,14,1,15,0,14,1,0,1,1,1,0,1,0,1,0,0,0,73,69,4,67,6,64,3,5,3,4,4,0,2,2,2,0,2,0,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,1,9,5,8,1,5,1,28,26,2,26,2,24,2,2,2,0,0,0,0,0,0,0,0,0,14,13,1,13,1,12,1,1,1,0,0,0,0,0,0,0,0,0,10,9,1,10,0,9,1,0,1,8,8,0,8,0,8,0,0,0
Sp: Warren County,1988,Kentucky,0,KY114SP,2,2,0,2,0,2,0,0,0,2,2,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,3,3,0,3,0,3,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,7,1,7,0,1,0,25,23,2,24,1,22,2,1,2,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,5,9,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Sp: Warren County,1987,Kentucky,0,KY114SP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,2,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sp: Warren County,1986,Kentucky,0,KY114SP,32,32,0,28,4,28,0,4,0,6,6,0,6,0,6,0,0,0,4,4,0,4,0,4,0,0,0,12,8,4,12,0,8,4,0,4,0,0,0,0,0,0,0,0,0,20,20,0,18,2,18,0,2,0,46,46,0,41,5,41,0,5,0,34,34,0,31,3,31,0,3,0,0,0,0,0,0,0,0,0,0,28,28,0,25,3,25,0,3,0,6,6,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,10,2,10,0,2,0,1,1,0,1,0,1,0,0,0,3,3,0,3,0,3,0,0,0,4,4,0,4,0,4,0,0,0,4,4,0,2,2,2,0,2,0,217,215,2,188,29,188,0,27,0,471,466,5,420,51,417,3,49,3,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,3,3,0,3,0,3,0,0,0,95,95,0,20,75,20,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,1,3,1,0,3,0,0,0,0,0,0,0,0,0,0,7,7,0,7,0,7,0,0,0,3,3,0,3,0,3,0,0,0,66,63,3,60,6,58,2,5,2,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,2,2,0,2,0,2,0,0,0,24,0,24,17,7,0,17,0,17,16,16,0,16,0,16,0,0,0,15,12,3,15,0,12,3,0,3,0,0,0,0,0,0,0,0,0,6,5,1,6,0,5,1,0,1,0,0,0,0,0,0,0,0,0,11,10,1,9,2,8,1,2,1,6,6,0,6,0,6,0,0,0
Sp: Warren County,1985,Kentucky,0,KY114SP,53,51,2,49,4,47,1,4,1,19,18,1,16,3,16,0,2,0,0,0,0,0,0,0,0,0,0,14,9,5,13,1,9,1,0,1,0,0,0,0,0,0,0,0,0,10,10,0,9,1,9,0,1,0,34,33,1,31,3,30,1,3,1,17,17,0,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,17,16,1,14,3,13,1,3,1,0,0,0,0,0,0,0,0,0,10,9,1,7,3,6,1,3,1,5,5,0,5,0,5,0,0,0,2,2,0,2,0,2,0,0,0,144,144,0,125,19,125,0,19,0,382,377,5,362,20,358,4,19,4,0,0,0,0,0,0,0,0,0,6,6,0,6,0,6,0,0,0,4,4,0,3,1,3,0,1,0,35,35,0,23,12,23,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,6,0,6,0,0,0,1,1,0,0,1,0,0,1,0,47,46,1,40,7,39,1,7,1,0,0,0,0,0,0,0,0,0,5,5,0,5,0,5,0,0,0,3,3,0,3,0,3,0,0,0,18,0,18,6,12,0,6,0,6,27,27,0,27,0,27,0,0,0,8,8,0,7,1,7,0,1,0,0,0,0,0,0,0,0,0,0,17,11,6,16,1,10,6,1,6,0,0,0,0,0,0,0,0,0,12,9,3,11,1,8,3,1,3,6,6,0,6,0,6,0,0,0
