agency,year,state,state_abb,population,ORI,ORI9,FIPS_state_code,FIPS_county_code,FIPS_state_county_code,mtr_veh_theft_tot_arrests,mtr_veh_theft_tot_adult,mtr_veh_theft_tot_juv,mtr_veh_theft_tot_male,mtr_veh_theft_tot_female,mtr_veh_theft_tot_male_adult,mtr_veh_theft_tot_male_juv,mtr_veh_theft_tot_female_adult,mtr_veh_theft_tot_female_juv,mtr_veh_theft_male_under_10,mtr_veh_theft_male_10_12,mtr_veh_theft_male_13_14,mtr_veh_theft_male_15,mtr_veh_theft_male_16,mtr_veh_theft_male_17,mtr_veh_theft_male_18,mtr_veh_theft_male_19,mtr_veh_theft_male_20,mtr_veh_theft_male_21,mtr_veh_theft_male_22,mtr_veh_theft_male_23,mtr_veh_theft_male_24,mtr_veh_theft_male_25_29,mtr_veh_theft_male_30_34,mtr_veh_theft_male_35_39,mtr_veh_theft_male_40_44,mtr_veh_theft_male_45_49,mtr_veh_theft_male_50_54,mtr_veh_theft_male_55_59,mtr_veh_theft_male_60_64,mtr_veh_theft_male_over_64,mtr_veh_theft_female_under_10,mtr_veh_theft_female_10_12,mtr_veh_theft_female_13_14,mtr_veh_theft_female_15,mtr_veh_theft_female_16,mtr_veh_theft_female_17,mtr_veh_theft_female_18,mtr_veh_theft_female_19,mtr_veh_theft_female_20,mtr_veh_theft_female_21,mtr_veh_theft_female_22,mtr_veh_theft_female_23,mtr_veh_theft_female_24,mtr_veh_theft_female_25_29,mtr_veh_theft_female_30_34,mtr_veh_theft_female_35_39,mtr_veh_theft_female_40_44,mtr_veh_theft_female_45_49,mtr_veh_theft_female_50_54,mtr_veh_theft_female_55_59,mtr_veh_theft_female_60_64,mtr_veh_theft_female_over_64,mtr_veh_theft_adult_white,mtr_veh_theft_adult_black,mtr_veh_theft_adult_asian,mtr_veh_theft_adult_indian,mtr_veh_theft_juv_white,mtr_veh_theft_juv_black,mtr_veh_theft_juv_asian,mtr_veh_theft_juv_indian
Hawaii County,1995,Hawaii,HI,95837,HI00100,HI0010000,15,001,15001,97,50,47,87,10,46,41,4,41,0,1,13,11,9,7,6,3,6,2,2,3,1,9,3,3,4,2,0,2,0,0,0,0,3,1,0,2,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,22,2,26,0,15,2,30,0
Hilo,1995,Hawaii,HI,40578,HI00101,HI0010100,15,001,15001,26,14,12,20,6,13,7,1,7,0,0,0,1,3,3,1,3,0,0,0,1,0,6,2,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,10,0,5,0,7,0
Honolulu,1995,Hawaii,HI,880266,HI00200,HI0020000,15,003,15003,1677,1307,370,1279,398,1011,268,296,268,0,14,37,75,65,77,46,64,66,45,64,55,45,246,188,100,70,14,7,0,1,0,0,5,33,19,35,10,15,7,15,17,10,20,23,72,66,33,10,7,1,0,0,0,287,37,983,0,33,6,331,0
Kauai County,1995,Hawaii,HI,56065,HI00400,HI0040000,15,007,15007,50,11,39,35,15,10,25,1,25,0,2,5,14,3,1,2,0,2,1,0,1,1,0,1,1,1,0,0,0,0,0,0,2,6,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,7,7,25,0
Maui County,1995,Hawaii,HI,114254,HI00500,HI0050000,15,009,15009,84,65,19,67,17,53,14,12,14,0,2,1,5,4,2,6,2,6,4,2,2,5,1,11,7,6,1,0,0,0,0,0,0,2,1,1,1,1,1,2,0,0,0,1,4,3,0,0,0,0,0,0,0,17,0,46,2,2,0,16,1
Hawaii County,1996,Hawaii,HI,95594,HI00100,HI0010000,15,001,15001,71,39,32,52,19,31,21,8,21,0,5,4,4,3,5,0,3,5,3,1,0,0,5,8,4,1,1,0,0,0,0,0,2,5,1,2,1,0,1,1,1,0,0,0,1,2,0,0,2,0,0,0,0,20,0,19,0,20,0,12,0
Hilo,1996,Hawaii,HI,40475,HI00101,HI0010100,15,001,15001,35,17,18,30,5,16,14,1,14,0,0,3,2,5,4,0,3,1,0,1,0,0,2,6,1,1,1,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,1,10,0,4,0,14,0
Honolulu,1996,Hawaii,HI,878044,HI00200,HI0020000,15,003,15003,1246,888,358,943,303,686,257,202,257,0,10,61,55,65,66,57,49,49,33,38,24,40,120,153,61,46,7,8,0,0,1,1,2,30,21,28,19,9,11,10,18,12,11,9,46,40,28,4,4,0,0,0,0,204,32,650,2,19,6,333,0
Kauai County,1996,Hawaii,HI,55923,HI00400,HI0040000,15,007,15007,39,17,22,19,20,11,8,6,8,0,0,5,1,2,0,2,0,1,0,0,0,1,3,2,1,1,0,0,0,0,0,0,1,7,2,2,2,1,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,5,0,12,0,4,0,18,0
Maui County,1996,Hawaii,HI,113964,HI00500,HI0050000,15,009,15009,81,59,22,64,17,49,15,10,15,0,1,4,4,4,2,2,5,3,2,4,2,3,12,9,5,1,1,0,0,0,0,0,0,0,2,1,4,1,0,1,1,1,1,0,3,0,2,0,0,0,0,0,0,26,1,32,0,4,0,15,3
Hawaii County,1997,Hawaii,HI,95835,HI00100,HI0010000,15,001,15001,133,77,56,97,36,60,37,17,37,0,2,8,15,6,6,2,4,4,4,3,3,2,6,14,8,4,4,2,0,0,0,0,1,6,6,4,2,1,1,3,1,1,1,1,0,2,4,2,0,0,0,0,0,35,1,41,0,22,0,34,0
Honolulu,1997,Hawaii,HI,880272,HI00200,HI0020000,15,003,15003,1114,877,237,843,271,676,167,201,167,0,4,42,40,46,35,39,49,26,26,33,22,30,158,140,87,43,15,7,1,0,0,0,4,19,20,14,13,17,6,8,10,11,11,5,40,38,33,18,3,0,1,0,0,196,31,649,1,48,3,186,0
Kauai County,1997,Hawaii,HI,56064,HI00400,HI0040000,15,007,15007,26,17,9,18,8,13,5,4,5,0,2,2,0,1,0,2,3,0,0,2,0,1,3,2,0,0,0,0,0,0,0,0,0,0,3,1,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,7,0,10,0,2,0,7,0
Maui County,1997,Hawaii,HI,114252,HI00500,HI0050000,15,009,15009,114,77,37,92,22,66,26,11,26,0,0,1,4,12,9,11,5,3,1,2,2,2,11,12,11,4,0,1,1,0,0,0,0,4,4,1,2,1,0,0,2,1,0,0,3,2,2,0,0,0,0,0,0,28,0,49,0,11,1,24,1
Hawaii County,1998,Hawaii,HI,142173,HI00100,HI0010000,15,001,15001,112,61,51,78,34,46,32,15,32,0,2,6,10,8,6,3,5,3,4,3,2,2,10,4,5,3,0,0,1,1,0,0,0,2,7,4,6,0,1,1,0,1,1,2,4,2,1,2,0,0,0,0,0,29,2,30,0,21,2,28,0
Honolulu,1998,Hawaii,HI,874736,HI00200,HI0020000,15,003,15003,921,726,195,700,221,561,139,165,139,0,3,31,21,44,40,48,46,27,36,30,29,21,115,87,56,40,17,4,3,1,1,0,2,18,15,15,6,18,7,7,13,12,6,8,31,24,20,10,8,1,0,0,0,181,31,514,0,45,8,142,0
Kauai County,1998,Hawaii,HI,56708,HI00400,HI0040000,15,007,15007,46,23,23,38,8,20,18,3,18,0,0,6,5,5,2,5,2,1,0,0,4,1,4,0,2,0,0,1,0,0,0,0,0,1,2,0,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,8,0,15,0,5,0,18,0
Maui County,1998,Hawaii,HI,119383,HI00500,HI0050000,15,009,15009,96,64,32,69,27,49,20,15,20,0,0,5,2,6,7,6,3,3,0,1,3,0,10,8,4,2,6,3,0,0,0,0,3,0,5,1,3,1,2,0,1,1,1,0,3,1,4,0,0,1,0,0,0,32,0,32,0,13,0,19,0
Hawaii County,1999,Hawaii,HI,142235,HI00100,HI0010000,15,001,15001,62,25,37,53,9,21,32,4,32,0,1,8,8,7,8,0,3,0,5,3,1,0,3,3,1,2,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,12,0,13,0,14,3,20,0
Honolulu,1999,Hawaii,HI,866566,HI00200,HI0020000,15,003,15003,733,550,183,527,206,406,120,144,120,1,2,26,31,34,27,35,27,29,16,20,21,15,64,62,64,33,10,5,5,0,0,0,3,29,10,10,10,10,10,6,7,19,6,8,21,25,15,9,5,1,1,0,1,121,27,402,0,13,4,166,0
Kauai County,1999,Hawaii,HI,56247,HI00400,HI0040000,15,007,15007,23,6,17,13,10,6,7,0,7,0,0,1,1,4,1,0,0,0,0,0,0,1,0,1,2,1,1,0,0,0,0,0,3,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,2,0,15,0
Maui County,1999,Hawaii,HI,119952,HI00500,HI0050000,15,009,15009,101,68,33,81,20,55,26,13,26,0,1,7,8,4,6,3,6,4,4,3,1,2,13,2,10,3,1,2,1,0,0,0,1,2,2,2,0,1,0,3,0,1,0,0,3,5,0,0,0,0,0,0,0,26,0,42,0,7,0,26,0
Hawaii Police Department,2e3,Hawaii,HI,148677,HI00100,HI0010000,15,001,15001,54,30,24,40,14,23,17,7,17,0,1,6,2,3,5,1,2,0,0,1,3,1,5,5,4,1,0,0,0,0,0,0,0,2,2,0,3,0,1,2,0,0,0,0,1,1,1,0,1,0,0,0,0,8,1,21,0,10,0,14,0
Honolulu,2e3,Hawaii,HI,876303,HI00200,HI0020000,15,003,15003,852,708,144,628,224,527,101,181,101,0,1,26,23,21,30,24,39,45,27,20,14,30,92,86,73,51,8,13,3,2,0,0,1,12,14,7,9,13,8,12,9,13,12,3,40,46,11,8,5,0,1,0,0,164,21,523,0,13,9,122,0
Kauai Police Department,2e3,Hawaii,HI,58463,HI00400,HI0040000,15,007,15007,32,21,11,22,10,16,6,5,6,0,0,2,2,2,0,5,2,1,1,0,0,1,1,3,1,0,1,0,0,0,0,0,0,3,2,0,0,2,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,14,0,7,0,4,0,7,0
Maui Police Department,2e3,Hawaii,HI,128094,HI00500,HI0050000,15,009,15009,147,97,50,95,52,64,31,33,31,0,1,10,8,2,10,4,2,4,4,1,3,7,14,10,9,4,1,0,1,0,0,0,2,5,4,4,4,3,3,1,3,2,1,4,7,4,2,3,0,0,0,0,0,37,2,58,0,18,1,31,0
Hawaii Police Department,2001,Hawaii,HI,150255,HI00100,HI0010000,15,001,15001,114,78,36,87,27,58,29,20,29,0,0,9,8,6,6,5,4,3,1,1,3,1,6,14,7,9,2,2,0,0,0,0,0,1,3,1,2,3,1,0,3,0,0,0,5,3,1,1,3,0,0,0,0,34,1,43,0,8,0,28,0
Honolulu,2001,Hawaii,HI,885605,HI00200,HI0020000,15,003,15003,976,825,151,697,279,605,90,220,90,2,4,18,12,29,27,34,36,36,36,34,44,16,109,106,81,38,24,4,4,2,1,0,3,14,16,12,14,16,20,17,12,10,8,11,42,37,18,18,8,3,0,0,0,170,13,642,0,25,4,122,0
Kauai Police Department,2001,Hawaii,HI,59084,HI00400,HI0040000,15,007,15007,34,20,14,21,13,13,8,7,8,0,0,5,1,0,2,2,2,1,0,2,1,1,1,1,1,0,0,1,0,0,0,0,0,1,3,2,0,2,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,3,0,17,0,3,0,11,0
Maui Police Department,2001,Hawaii,HI,129454,HI00500,HI0050000,15,009,15009,135,87,48,100,35,67,33,20,33,0,3,10,3,9,8,5,3,3,2,2,3,2,19,11,7,6,3,1,0,0,0,0,0,9,2,1,3,3,1,1,3,1,0,0,5,3,1,0,2,0,0,0,0,33,2,52,0,9,0,39,0
Hawaii Police Department,2002,Hawaii,HI,152771,HI00100,HI0010000,15,001,15001,117,82,35,86,31,68,18,14,18,0,1,6,4,3,4,6,7,0,4,3,1,4,11,11,12,4,1,4,0,0,0,0,0,5,4,4,4,0,0,0,0,2,2,0,5,2,1,1,1,0,0,0,0,38,0,43,1,13,0,22,0
Honolulu,2002,Hawaii,HI,900433,HI00200,HI0020000,15,003,15003,1156,980,176,827,329,714,113,266,113,0,4,14,24,28,43,37,36,46,30,29,39,37,150,134,102,44,13,12,3,1,1,0,3,22,13,14,11,14,15,30,13,7,12,21,61,42,25,16,8,0,1,1,0,199,20,761,0,14,6,156,0
Kauai Police Department,2002,Hawaii,HI,60073,HI00400,HI0040000,15,007,15007,45,28,17,31,14,18,13,10,13,0,0,4,3,3,3,3,1,2,2,3,0,0,2,2,1,0,0,0,2,0,0,0,1,0,1,1,1,1,1,0,0,1,2,0,0,4,1,0,0,0,0,0,0,8,0,20,0,4,0,13,0
Maui Police Department,2002,Hawaii,HI,131621,HI00500,HI0050000,15,009,15009,190,149,41,138,52,111,27,38,27,0,0,8,7,5,7,13,7,8,7,6,0,2,12,23,19,5,7,1,1,0,0,0,3,4,1,5,1,2,3,5,3,2,2,0,5,7,6,1,1,1,0,0,0,64,0,84,1,10,0,31,0
Hawaii Police Department,2003,Hawaii,HI,156374,HI00100,HI0010000,15,001,15001,107,89,18,72,35,61,11,28,11,0,1,4,2,1,3,2,4,1,6,4,1,3,10,8,15,2,1,3,0,1,0,0,0,2,3,1,1,3,0,2,0,0,0,0,5,10,2,5,1,0,0,0,0,34,1,54,0,2,0,16,0
Honolulu,2003,Hawaii,HI,905301,HI00200,HI0020000,15,003,15003,722,637,85,601,121,534,67,103,67,0,1,17,13,15,21,27,39,14,37,38,24,33,102,79,74,33,19,8,7,0,0,0,0,6,5,3,4,5,12,5,6,6,4,4,18,19,3,17,3,1,0,0,0,125,13,499,0,9,3,73,0
Kauai Police Department,2003,Hawaii,HI,60558,HI00400,HI0040000,15,007,15007,83,34,49,56,27,21,35,13,35,0,1,17,6,6,5,3,2,1,1,2,2,0,3,1,1,4,1,0,0,0,0,0,0,1,1,8,4,0,1,0,0,0,0,0,3,5,1,2,1,0,0,0,0,10,0,23,1,16,1,32,0
Maui Police Department,2003,Hawaii,HI,135375,HI00500,HI0050000,15,009,15009,239,192,47,164,75,136,28,56,28,0,0,7,5,7,9,7,10,6,9,12,5,7,28,21,15,8,6,1,0,1,0,0,0,3,4,7,5,2,4,4,1,2,1,5,19,9,7,0,2,0,0,0,0,87,1,104,0,13,0,34,0
Hawaii Police Department,2004,Hawaii,HI,159082,HI00100,HI0010000,15,001,15001,73,64,9,60,13,56,4,8,4,0,0,2,1,1,0,1,0,3,2,1,3,1,14,10,8,11,1,0,0,0,1,0,0,3,0,1,1,0,1,3,0,0,0,1,2,1,0,0,0,0,0,0,0,23,2,39,0,5,0,4,0
Honolulu,2004,Hawaii,HI,906589,HI00200,HI0020000,15,003,15003,543,467,76,443,100,385,58,82,58,0,0,10,16,20,12,21,23,31,24,32,23,20,53,59,53,31,12,1,1,1,0,0,0,5,4,3,6,6,7,3,3,4,6,1,26,13,6,5,2,0,0,0,0,107,13,346,1,18,1,57,0
Kauai Police Department,2004,Hawaii,HI,61e3,HI00400,HI0040000,15,007,15007,43,27,16,27,16,22,5,5,5,0,0,2,2,0,1,3,2,2,3,1,0,2,2,1,3,2,1,0,0,0,0,0,0,2,4,2,3,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,14,0,13,0,5,0,11,0
Maui Police Department,2004,Hawaii,HI,136169,HI00500,HI0050000,15,009,15009,197,144,53,132,65,99,32,45,32,1,2,7,10,9,4,5,9,2,5,3,5,3,23,15,16,2,8,3,0,0,0,0,2,5,4,6,3,5,5,5,2,3,3,1,6,7,3,3,1,1,0,0,0,56,0,88,0,16,1,36,0
Hawaii Police Department,2005,Hawaii,HI,164565,HI00100,HI0010000,15,001,15001,183,140,43,133,50,105,28,35,28,0,1,2,8,8,9,4,9,5,3,6,5,7,29,18,10,6,0,2,0,0,1,0,0,0,3,6,6,7,1,3,3,2,2,1,4,5,2,4,0,0,1,0,0,54,0,85,1,15,0,28,0
Honolulu,2005,Hawaii,HI,908521,HI00200,HI0020000,15,003,15003,533,465,68,448,85,395,52,70,52,1,1,11,13,14,13,19,15,24,20,18,16,19,85,62,49,41,21,3,0,2,1,0,0,4,2,4,5,3,3,6,4,2,3,10,13,8,11,5,2,0,0,0,0,109,11,345,0,6,4,58,0
Kauai Police Department,2005,Hawaii,HI,62535,HI00400,HI0040000,15,007,15007,50,33,17,36,14,25,11,8,11,0,1,3,2,4,1,4,2,1,1,1,1,1,4,3,3,3,1,0,0,0,0,0,0,5,0,1,0,1,0,0,0,1,1,2,1,0,1,1,0,0,0,0,0,19,1,13,0,2,0,15,0
Maui Police Department,2005,Hawaii,HI,139573,HI00500,HI0050000,15,009,15009,264,208,56,189,75,158,31,50,31,0,0,6,9,6,10,7,11,13,7,8,8,10,28,9,21,15,15,5,1,0,0,0,1,8,6,3,7,4,9,5,1,3,2,2,8,7,6,3,0,0,0,0,0,108,1,99,0,19,0,37,0
Hawaii Police Department,2006,Hawaii,HI,168645,HI00100,HI0010000,15,001,15001,121,90,31,78,43,67,11,23,11,0,0,0,3,4,4,1,3,1,3,1,6,2,16,7,17,3,5,2,0,0,0,0,1,9,4,5,1,2,1,3,1,0,0,0,6,4,3,3,0,0,0,0,0,41,3,45,1,15,0,16,0
Honolulu,2006,Hawaii,HI,912693,HI00200,HI0020000,15,003,15003,492,390,102,408,84,329,79,61,79,0,1,16,8,27,27,20,26,17,21,11,18,9,63,55,36,36,11,5,0,0,1,0,0,4,11,6,2,3,4,3,2,5,4,3,11,7,11,6,1,0,0,1,0,101,35,254,0,13,6,83,0
Maui Police Department,2006,Hawaii,HI,141014,HI00500,HI0050000,15,009,15009,200,123,77,169,31,99,70,24,70,0,7,20,12,18,13,9,6,7,10,0,5,6,17,12,14,8,4,0,1,0,0,0,0,1,4,2,0,1,1,1,2,2,3,1,2,5,1,2,1,2,0,0,0,55,7,61,0,20,0,57,0
Hawaii Police Department,2007,Hawaii,HI,172613,HI00100,HI0010000,15,001,15001,115,88,27,93,22,72,21,16,21,0,1,6,2,6,6,5,3,6,3,3,2,2,13,11,8,7,6,2,0,1,0,0,0,4,1,1,0,1,0,0,0,1,0,1,2,3,2,2,4,0,0,0,0,42,2,44,0,15,1,11,0
Honolulu,2007,Hawaii,HI,905903,HI00200,HI0020000,15,003,15003,454,376,78,354,100,298,56,78,56,0,3,9,12,18,14,17,21,24,20,10,14,13,51,47,37,28,13,1,2,0,0,0,0,6,1,9,6,3,4,3,1,1,9,2,20,13,8,7,5,1,1,0,0,86,10,280,0,14,3,61,0
Kauai Police Department,2007,Hawaii,HI,63041,HI00400,HI0040000,15,007,15007,48,18,30,33,15,14,19,4,19,0,0,11,1,3,4,1,0,1,0,0,0,0,5,1,3,1,0,2,0,0,0,0,2,5,2,2,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,9,0,9,0,5,0,25,0
Maui Police Department,2007,Hawaii,HI,141831,HI00500,HI0050000,15,009,15009,164,101,63,129,35,76,52,25,52,1,1,14,10,15,12,7,9,3,3,1,3,3,11,6,18,7,2,2,0,1,0,0,0,1,4,1,4,5,0,0,1,3,1,2,3,1,7,1,1,0,0,0,0,47,1,53,0,30,0,33,0
Hawaii Police Department,2008,Hawaii,HI,175691,HI00100,HI0010000,15,001,15001,94,73,21,79,15,60,19,13,19,0,0,3,5,4,7,12,3,7,5,1,4,1,7,4,3,6,4,1,2,0,0,0,0,1,0,0,1,3,0,0,0,0,1,0,2,1,0,2,2,2,0,0,0,35,2,36,0,13,0,8,0
Honolulu,2008,Hawaii,HI,906349,HI00200,HI0020000,15,003,15003,291,217,74,253,38,185,68,32,68,0,3,11,21,15,18,16,13,11,6,6,10,9,33,31,25,10,6,5,3,1,0,0,0,0,2,3,1,3,1,1,0,0,1,2,4,4,6,7,2,1,0,0,0,52,10,154,1,13,5,56,0
Kauai Police Department,2008,Hawaii,HI,63164,HI00400,HI0040000,15,007,15007,39,25,14,23,16,16,7,9,7,0,0,3,1,2,1,2,1,1,0,0,0,1,5,2,1,2,1,0,0,0,0,0,0,6,1,0,0,1,1,4,0,1,0,1,0,0,0,0,0,1,0,0,0,9,4,12,0,3,1,10,0
Maui Police Department,2008,Hawaii,HI,142994,HI00500,HI0050000,15,009,15009,116,75,41,97,19,62,35,13,35,0,0,11,5,11,8,5,5,5,3,1,4,1,8,12,2,10,4,1,0,0,1,0,0,0,1,1,4,0,1,1,0,0,1,0,5,3,0,2,0,0,0,0,0,31,0,44,0,8,0,33,0
Hawaii Police Department,2009,Hawaii,HI,178760,HI00100,HI0010000,15,001,15001,119,83,36,91,28,63,28,20,28,0,0,3,9,12,4,5,6,3,4,1,2,3,9,3,9,4,10,1,3,0,0,0,0,5,2,1,0,4,4,0,2,1,1,0,2,4,1,0,0,0,1,0,0,45,3,35,0,14,1,21,0
Honolulu,2009,Hawaii,HI,907124,HI00200,HI0020000,15,003,15003,338,277,61,285,53,236,49,41,49,0,0,8,13,9,19,17,24,12,7,6,11,12,37,34,32,23,16,4,1,0,0,0,0,2,3,4,3,5,3,3,3,3,1,1,8,4,4,4,2,0,0,0,0,74,10,191,2,10,3,48,0
Kauai Police Department,2009,Hawaii,HI,64192,HI00400,HI0040000,15,007,15007,31,20,11,20,11,13,7,7,7,0,0,0,4,0,3,0,0,0,0,6,0,0,4,1,1,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,3,0,0,1,2,1,0,0,0,0,0,0,6,1,13,0,4,0,7,0
Maui Police Department,2009,Hawaii,HI,145102,HI00500,HI0050000,15,009,15009,96,77,19,64,32,56,8,21,8,0,1,0,3,2,2,7,4,4,1,1,1,1,6,11,10,6,3,1,0,0,0,0,0,2,3,4,2,2,2,2,2,0,2,0,3,5,0,1,1,0,1,0,0,27,1,49,0,4,0,15,0
Hawaii Police Department,2010,Hawaii,HI,185079,HI00100,HI0010000,15,001,15001,91,68,23,70,21,54,16,14,16,0,0,2,5,3,6,5,8,2,3,6,4,2,6,5,4,5,2,1,1,0,0,0,1,4,0,1,1,2,0,0,0,1,1,1,5,1,2,1,0,0,0,0,0,27,2,39,0,7,0,16,0
Honolulu,2010,Hawaii,HI,953297,HI00200,HI0020000,15,003,15003,310,278,32,265,45,237,28,41,28,0,0,3,5,8,12,15,7,7,10,8,11,8,53,42,37,16,18,4,1,0,0,0,0,1,1,2,0,2,2,2,5,3,3,2,8,3,5,4,1,1,0,0,0,54,12,212,0,7,2,23,0
Kauai Police Department,2010,Hawaii,HI,67091,HI00400,HI0040000,15,007,15007,25,15,10,18,7,12,6,3,6,0,0,1,0,3,2,0,0,0,0,1,0,1,3,1,0,4,0,1,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,9,0,6,0,3,0,7,0
Maui Police Department,2010,Hawaii,HI,154834,HI00500,HI0050000,15,009,15009,88,78,10,68,20,64,4,14,4,0,0,0,0,1,3,5,3,3,2,4,2,4,15,6,8,2,9,0,1,0,0,0,0,4,1,1,0,0,0,1,3,0,0,1,4,2,2,1,0,0,0,0,0,34,1,43,0,2,0,8,0
Hawaii Police Department,2011,Hawaii,HI,187053,HI00100,HI0010000,15,001,15001,80,70,10,66,14,58,8,12,8,0,0,2,0,3,3,8,5,6,8,2,1,2,6,8,5,3,3,1,0,0,0,0,0,0,0,1,1,2,0,1,0,0,0,0,2,2,1,1,0,2,0,1,0,28,1,41,0,5,0,5,0
Honolulu,2011,Hawaii,HI,963465,HI00200,HI0020000,15,003,15003,259,229,30,212,47,185,27,44,27,0,0,8,3,7,9,4,7,3,10,6,8,8,25,40,26,23,17,4,3,1,0,0,0,0,1,2,0,0,3,4,3,3,2,4,10,5,3,6,1,0,0,0,0,54,9,165,1,7,0,23,0
Kauai Police Department,2011,Hawaii,HI,67807,HI00400,HI0040000,15,007,15007,32,19,13,25,7,14,11,5,11,0,0,0,2,5,4,0,1,1,0,1,2,0,5,1,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,13,2,4,0,2,0,11,0
Maui Police Department,2011,Hawaii,HI,156485,HI00500,HI0050000,15,009,15009,112,104,8,94,18,90,4,14,4,0,0,1,0,1,2,4,2,3,13,9,3,2,11,14,10,7,5,6,1,0,0,0,0,0,0,3,1,1,0,2,0,1,3,0,3,2,1,0,1,0,0,0,0,50,0,54,0,2,0,6,0
Hawaii Police Department,2012,Hawaii,HI,189115,HI00100,HI0010000,15,001,15001,110,106,4,84,26,81,3,25,3,0,0,0,2,0,1,3,5,2,4,11,2,6,14,15,6,3,8,1,0,1,0,0,0,1,0,0,0,4,3,1,3,1,1,3,0,4,3,2,0,0,0,0,0,45,1,59,1,2,0,2,0
Honolulu,2012,Hawaii,HI,975875,HI00200,HI0020000,15,003,15003,272,241,31,227,45,204,23,37,23,0,0,8,4,6,5,12,14,13,5,8,5,4,37,37,20,18,19,11,1,0,0,0,1,0,1,3,3,1,0,2,0,2,4,0,7,5,5,3,6,2,0,0,0,34,8,199,0,3,1,27,0
Kauai Police Department,2012,Hawaii,HI,68563,HI00400,HI0040000,15,007,15007,25,18,7,21,4,15,6,3,6,0,0,2,2,0,2,0,0,1,1,2,1,1,4,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,9,0,9,0,3,0,4,0
Maui Police Department,2012,Hawaii,HI,158760,HI00500,HI0050000,15,009,15009,106,94,12,81,25,70,11,24,11,0,0,3,3,3,2,3,1,2,2,1,1,1,14,9,11,12,7,2,3,1,0,0,0,1,0,0,0,1,3,2,0,0,1,0,3,5,1,2,4,0,2,0,0,40,2,52,0,4,0,8,0
Hawaii Police Department,2013,Hawaii,HI,190767,HI00100,HI0010000,15,001,15001,97,90,7,74,23,69,5,21,5,0,0,0,1,2,2,3,1,3,3,5,2,4,10,14,9,7,5,3,0,0,0,0,0,0,0,1,1,1,0,1,0,3,1,1,4,3,4,1,0,1,0,1,0,41,1,48,0,3,0,4,0
Honolulu,2013,Hawaii,HI,984683,HI00200,HI0020000,15,003,15003,137,118,19,123,14,107,16,11,16,0,0,1,4,5,6,9,6,1,1,3,6,3,22,16,14,15,5,3,2,0,1,0,0,1,2,0,0,2,0,1,1,0,2,0,3,1,0,0,0,1,0,0,0,22,5,91,0,3,4,12,0
Kauai Police Department,2013,Hawaii,HI,68952,HI00400,HI0040000,15,007,15007,24,23,1,20,4,19,1,4,1,0,0,0,0,1,0,2,1,0,0,0,3,1,4,4,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,8,0,15,0,0,0,1,0
Maui Police Department,2013,Hawaii,HI,159652,HI00500,HI0050000,15,009,15009,144,131,13,110,34,101,9,30,9,0,0,1,1,4,3,9,2,9,1,4,1,3,19,9,5,11,15,10,3,0,0,0,0,1,1,1,1,1,6,0,4,0,0,1,4,3,2,1,6,2,0,0,0,67,3,61,0,5,0,8,0
Hawaii Police Department,2014,Hawaii,HI,192937,HI00100,HI0010000,15,001,15001,137,128,9,104,33,97,7,31,7,0,0,1,0,2,4,1,4,6,5,6,6,7,21,8,16,10,4,2,0,1,0,0,0,0,0,0,2,2,3,2,1,2,3,2,5,3,4,1,1,1,0,1,0,49,2,77,0,6,0,3,0
Honolulu,2014,Hawaii,HI,994034,HI00200,HI0020000,15,003,15003,129,112,17,109,20,95,14,17,14,0,1,2,4,5,2,4,4,6,4,4,1,2,23,16,12,10,7,1,1,0,0,0,0,0,2,1,0,1,1,1,0,1,1,0,1,2,4,0,5,0,0,0,0,16,15,81,0,4,1,12,0
