agency,year,state,state_abb,population,ORI,ORI9,FIPS_state_code,FIPS_county_code,FIPS_state_county_code,robbery_tot_arrests,robbery_tot_adult,robbery_tot_juv,robbery_tot_male,robbery_tot_female,robbery_tot_male_adult,robbery_tot_male_juv,robbery_tot_female_adult,robbery_tot_female_juv,robbery_male_under_10,robbery_male_10_12,robbery_male_13_14,robbery_male_15,robbery_male_16,robbery_male_17,robbery_male_18,robbery_male_19,robbery_male_20,robbery_male_21,robbery_male_22,robbery_male_23,robbery_male_24,robbery_male_25_29,robbery_male_30_34,robbery_male_35_39,robbery_male_40_44,robbery_male_45_49,robbery_male_50_54,robbery_male_55_59,robbery_male_60_64,robbery_male_over_64,robbery_female_under_10,robbery_female_10_12,robbery_female_13_14,robbery_female_15,robbery_female_16,robbery_female_17,robbery_female_18,robbery_female_19,robbery_female_20,robbery_female_21,robbery_female_22,robbery_female_23,robbery_female_24,robbery_female_25_29,robbery_female_30_34,robbery_female_35_39,robbery_female_40_44,robbery_female_45_49,robbery_female_50_54,robbery_female_55_59,robbery_female_60_64,robbery_female_over_64,robbery_adult_white,robbery_adult_black,robbery_adult_asian,robbery_adult_indian,robbery_juv_white,robbery_juv_black,robbery_juv_asian,robbery_juv_indian
Tallahassee,1981,Florida,FL,85814,FL03703,FL0370300,12,073,12073,66,56,10,63,3,54,9,2,9,0,0,0,1,3,5,4,0,3,10,6,4,3,19,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,11,45,0,0,6,4,0,0
Florida State University,1981,Florida,FL,0,FL03706,FL0370600,12,073,12073,3,2,1,2,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0
Florida A&m University,1981,Florida,FL,0,FL03707,FL0370700,12,073,12073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leon Co Crim Law Enf,1981,Florida,FL,0,FL037DL,FL037DL00,12,073,12073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Levy,1981,Florida,FL,16199,FL03800,FL0380000,12,075,12075,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Chiefland,1981,Florida,FL,2022,FL03802,FL0380200,12,075,12075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Williston,1981,Florida,FL,2362,FL03804,FL0380400,12,075,12075,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Liberty,1981,Florida,FL,4487,FL03900,FL0390000,12,077,12077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madison,1981,Florida,FL,10794,FL04000,FL0400000,12,079,12079,7,5,2,6,1,4,2,1,2,0,0,0,0,2,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,0,0,2,0,0,0
Madison,1981,Florida,FL,3637,FL04001,FL0400100,12,079,12079,6,4,2,5,1,3,2,1,2,0,0,0,0,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0
Greenville,1981,Florida,FL,1116,FL04002,FL0400200,12,079,12079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manatee,1981,Florida,FL,106239,FL04100,FL0410000,12,081,12081,60,53,7,58,2,53,5,0,5,0,0,0,0,2,3,6,7,8,2,3,10,2,6,5,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,36,0,0,6,1,0,0
Anna Maria,1981,Florida,FL,1603,FL04101,FL0410100,12,081,12081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bradenton,1981,Florida,FL,31431,FL04102,FL0410200,12,081,12081,16,14,2,14,2,13,1,1,1,0,0,0,0,1,0,3,1,1,1,0,3,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,2,0,0,0
Bradenton Beach,1981,Florida,FL,1699,FL04103,FL0410300,12,081,12081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Holmes Beach,1981,Florida,FL,4264,FL04104,FL0410400,12,081,12081,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Longboat Key,1981,Florida,FL,5128,FL04105,FL0410500,12,081,12081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Palmetto,1981,Florida,FL,8980,FL04106,FL0410600,12,081,12081,12,5,7,12,0,5,7,0,7,0,0,0,1,2,4,0,0,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,6,0,0
Manatee Co Game Fwf Comm,1981,Florida,FL,0,FL041GM,FL041GM00,12,081,12081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marion,1981,Florida,FL,84625,FL04200,FL0420000,12,083,12083,15,9,6,14,1,9,5,0,5,0,0,0,0,2,3,2,2,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,4,2,0,0
Ocala,1981,Florida,FL,38151,FL04201,FL0420100,12,083,12083,36,28,8,30,6,24,6,4,6,0,0,0,1,1,4,5,4,2,2,0,1,1,7,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,10,18,0,0,2,6,0,0
Belleview,1981,Florida,FL,1930,FL04202,FL0420200,12,083,12083,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Dunnellon,1981,Florida,FL,1531,FL04203,FL0420300,12,083,12083,4,3,1,4,0,3,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0
Marion Co Game Fwf Comm,1981,Florida,FL,0,FL042GM,FL042GM00,12,083,12083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Martin County,1981,Florida,FL,56677,FL04300,FL0430000,12,085,12085,31,29,2,30,1,28,2,1,2,0,0,0,0,1,1,1,2,2,4,4,2,3,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,13,0,0,2,0,0,0
Stuart,1981,Florida,FL,9863,FL04301,FL0430100,12,085,12085,13,11,2,13,0,11,2,0,2,0,0,0,1,1,0,2,0,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,2,0,0,0
Jupiter Island,1981,Florida,FL,381,FL04302,FL0430200,12,085,12085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monroe,1981,Florida,FL,46392,FL04400,FL0440000,12,087,12087,35,34,1,35,0,34,1,0,1,0,0,0,0,0,1,6,3,0,1,5,2,4,7,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,10,0,0,0,1,0,0
Key West,1981,Florida,FL,19024,FL04401,FL0440100,12,087,12087,14,14,0,13,1,13,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0
Monroe Co Crim Law Enf,1981,Florida,FL,0,FL044DL,FL044DL00,12,087,12087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monroe Co Game Fwf Comm,1981,Florida,FL,0,FL044GM,FL044GM00,12,087,12087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nassau,1981,Florida,FL,27323,FL04500,FL0450000,12,089,12089,13,12,1,12,1,12,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,1,0,0
Fernandina Beach,1981,Florida,FL,7667,FL04501,FL0450100,12,089,12089,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Okaloosa,1981,Florida,FL,69798,FL04600,FL0460000,12,091,12091,15,12,3,14,1,11,3,1,3,0,0,0,1,1,1,0,2,2,1,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,1,0,0,3,0,0,0
Crestview,1981,Florida,FL,8066,FL04601,FL0460100,12,091,12091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fort Walton Beach,1981,Florida,FL,22114,FL04602,FL0460200,12,091,12091,13,11,2,13,0,11,2,0,2,0,0,0,0,1,1,2,3,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0,0,2,0,0
Niceville,1981,Florida,FL,10094,FL04603,FL0460300,12,091,12091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valaraiso,1981,Florida,FL,6513,FL04604,FL0460400,12,091,12091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Okeechobee,1981,Florida,FL,17092,FL04700,FL0470000,12,093,12093,12,7,5,12,0,7,5,0,5,0,0,0,0,0,5,1,1,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,5,0,0,0
Okeechobee,1981,Florida,FL,4504,FL04701,FL0470100,12,093,12093,4,1,3,4,0,1,3,0,3,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0
Okeechobee Co Game Fwf,1981,Florida,FL,0,FL047GM,FL047GM00,12,093,12093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orange,1981,Florida,FL,301309,FL04800,FL0480000,12,095,12095,217,162,55,206,11,155,51,7,51,0,1,3,6,14,27,18,20,13,16,15,6,15,30,12,4,3,2,1,0,0,0,0,0,0,0,3,1,1,0,1,1,0,0,1,0,2,0,1,0,0,0,0,0,102,60,0,0,31,24,0,0
Apopka,1981,Florida,FL,6278,FL04801,FL0480100,12,095,12095,16,11,5,16,0,11,5,0,5,0,0,0,0,4,1,5,1,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,2,3,0,0
Maitland,1981,Florida,FL,9293,FL04802,FL0480200,12,095,12095,4,4,0,2,2,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
Ocoee,1981,Florida,FL,8231,FL04803,FL0480300,12,095,12095,7,7,0,5,2,5,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,5,0,0,0,0,0,0
Orlando,1981,Florida,FL,135812,FL04804,FL0480400,12,095,12095,167,133,34,147,20,117,30,16,30,0,2,8,6,4,10,12,4,12,11,11,9,12,26,13,3,1,0,2,0,0,1,0,0,1,0,2,1,2,1,3,1,3,3,0,2,0,0,1,0,0,0,0,0,60,73,0,0,14,20,0,0
Winter Garden,1981,Florida,FL,7091,FL04805,FL0480500,12,095,12095,3,2,1,2,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
Winter Park,1981,Florida,FL,23717,FL04806,FL0480600,12,095,12095,18,15,3,16,2,15,1,0,1,0,0,0,0,1,0,2,1,4,0,1,0,3,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,0,1,2,0,0
Eatonville,1981,Florida,FL,2156,FL04807,FL0480700,12,095,12095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oakland,1981,Florida,FL,670,FL04808,FL0480800,12,095,12095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Windermere,1981,Florida,FL,1385,FL04809,FL0480900,12,095,12095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edgewood,1981,Florida,FL,1102,FL04810,FL0481000,12,095,12095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Univ Of Central Floridia,1981,Florida,FL,0,FL04814,FL0481400,12,095,12095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orange Co Crim Law Enf,1981,Florida,FL,0,FL048DL,FL048DL00,12,095,12095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Osceola,1981,Florida,FL,27547,FL04900,FL0490000,12,097,12097,16,16,0,16,0,16,0,0,0,0,0,0,0,0,0,1,1,3,4,2,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0,0,0,0,0,0
Saint Cloud,1981,Florida,FL,8339,FL04901,FL0490100,12,097,12097,5,3,2,5,0,3,2,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0
Kissimmee,1981,Florida,FL,16291,FL04902,FL0490200,12,097,12097,7,2,5,7,0,2,5,0,5,0,1,0,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,3,0,0
Palm Beach,1981,Florida,FL,219684,FL05000,FL0500000,12,099,12099,191,149,42,175,16,133,42,16,42,0,1,2,5,11,23,21,14,18,13,11,7,4,30,8,4,2,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,2,1,5,3,0,0,0,0,0,1,0,72,77,0,0,13,29,0,0
Belle Glade,1981,Florida,FL,15386,FL05001,FL0500100,12,099,12099,52,25,27,52,0,25,27,0,27,0,0,4,6,7,10,0,6,1,7,2,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,1,26,0,0
Boca Raton,1981,Florida,FL,53294,FL05002,FL0500200,12,099,12099,12,12,0,12,0,12,0,0,0,0,0,0,0,0,0,2,1,1,0,1,2,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0
Boynton Beach,1981,Florida,FL,36491,FL05003,FL0500300,12,099,12099,17,11,6,16,1,10,6,1,6,0,0,0,2,3,1,1,1,2,1,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,6,0,0
Delray Beach,1981,Florida,FL,36135,FL05004,FL0500400,12,099,12099,25,20,5,23,2,18,5,2,5,0,0,1,2,1,1,3,2,3,2,0,1,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,7,13,0,0,1,4,0,0
Lake Worth,1981,Florida,FL,27741,FL05005,FL0500500,12,099,12099,30,23,7,27,3,21,6,2,6,0,0,0,1,2,3,6,1,1,0,3,2,1,5,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,16,7,0,0,2,5,0,0
Palm Beach,1981,Florida,FL,10188,FL05006,FL0500600,12,099,12099,5,4,1,5,0,4,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0
Riviera Beach,1981,Florida,FL,27172,FL05007,FL0500700,12,099,12099,39,24,15,35,4,22,13,2,13,0,0,3,2,2,6,4,2,3,6,1,1,1,3,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,18,0,0,0,15,0,0
West Palm Beach,1981,Florida,FL,62133,FL05008,FL0500800,12,099,12099,237,158,79,215,22,143,72,15,72,0,1,6,12,35,18,15,13,14,16,14,3,6,37,17,2,3,0,1,1,0,1,0,1,1,1,3,1,0,5,1,1,0,0,1,1,5,0,1,0,0,0,0,0,38,120,0,0,1,78,0,0
Atlantis,1981,Florida,FL,1444,FL05009,FL0500900,12,099,12099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greenacres City,1981,Florida,FL,9310,FL05012,FL0501200,12,099,12099,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Gulf Stream,1981,Florida,FL,503,FL05013,FL0501300,12,099,12099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Juno Beach,1981,Florida,FL,1157,FL05016,FL0501600,12,099,12099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jupiter,1981,Florida,FL,9976,FL05017,FL0501700,12,099,12099,5,3,2,5,0,3,2,0,2,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0
Jupiter Inlet Colony,1981,Florida,FL,404,FL05018,FL0501800,12,099,12099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lake Park,1981,Florida,FL,6773,FL05019,FL0501900,12,099,12099,5,5,0,5,0,5,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
Lantana,1981,Florida,FL,8457,FL05020,FL0502000,12,099,12099,3,3,0,3,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0
Manalapan,1981,Florida,FL,326,FL05021,FL0502100,12,099,12099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mangonia Park,1981,Florida,FL,1208,FL05022,FL0502200,12,099,12099,3,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
North Palm Beach,1981,Florida,FL,11835,FL05023,FL0502300,12,099,12099,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Ocean Ridge,1981,Florida,FL,1422,FL05024,FL0502400,12,099,12099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pahokee,1981,Florida,FL,5070,FL05025,FL0502500,12,099,12099,7,4,3,7,0,4,3,0,3,0,0,0,2,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0
Palm Beach Gardens,1981,Florida,FL,12248,FL05026,FL0502600,12,099,12099,3,2,1,3,0,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0
Palm Springs,1981,Florida,FL,8420,FL05027,FL0502700,12,099,12099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Royal Palm Beach,1981,Florida,FL,3560,FL05028,FL0502800,12,099,12099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Bay,1981,Florida,FL,3820,FL05029,FL0502900,12,099,12099,5,4,1,4,1,3,1,1,1,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0
